Fol_2018-05-06.16_49_08.1_2.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      1.18573 -45.17145 -50.23614  -0.27220   3.18008 -10.04242     (-1.047,-4.366) (-33.804,-3.180) (-2.908,-38.324) 0  0  0  9.53674e-07  
1      1.16318 -45.05663 -49.75808  -0.31355   3.11584 -10.32810     (-1.608,-4.279) (-34.010,-3.116) (-2.802,-38.084) 0.661575  0.630559  1.0105  0.661575  
2      1.14063 -44.94181 -49.28002  -0.35490   3.05160 -10.61378     (-2.169,-4.192) (-34.216,-3.052) (-2.697,-37.844) 1.32315  1.26112  2.021  1.32315  
3      1.11808 -44.82699 -48.80196  -0.39625   2.98735 -10.89945     (-2.730,-4.105) (-34.421,-2.987) (-2.591,-37.604) 1.98472  1.89168  3.0315  1.98472  
4      1.09553 -44.71217 -48.32389  -0.43760   2.92311 -11.18513     (-3.291,-4.019) (-34.627,-2.923) (-2.486,-37.364) 2.6463  2.52223  4.042  2.6463  
5      1.07299 -44.59735 -47.84583  -0.47895   2.85886 -11.47081     (-3.852,-3.932) (-34.833,-2.859) (-2.380,-37.123) 3.30787  3.15279  5.0525  3.30787  
6      1.05044 -44.48253 -47.36777  -0.52030   2.79462 -11.75648     (-4.413,-3.845) (-35.038,-2.795) (-2.274,-36.883) 3.96945  3.78335  6.063  3.96945  
7      1.02789 -44.36770 -46.88970  -0.56164   2.73037 -12.04216     (-4.974,-3.758) (-35.244,-2.730) (-2.169,-36.643) 4.63102  4.41391  7.0735  4.63102  
8      1.00534 -44.25288 -46.41164  -0.60299   2.66613 -12.32784     (-5.535,-3.671) (-35.450,-2.666) (-2.063,-36.403) 5.2926  5.04447  8.084  5.2926  
9      0.98279 -44.13806 -45.93358  -0.64434   2.60189 -12.61351     (-6.097,-3.585) (-35.656,-2.602) (-1.958,-36.162) 5.95417  5.67503  9.0945  5.95417  
10      0.96024 -44.02324 -45.45551  -0.68569   2.53764 -12.89919     (-6.658,-3.498) (-35.861,-2.538) (-1.852,-35.922) 6.61575  6.30559  10.105  6.61575  
11      0.93770 -43.90842 -44.97745  -0.72704   2.47340 -13.18487     (-7.219,-3.411) (-36.067,-2.473) (-1.746,-35.682) 6.80168  6.93614  10.8344  7.06216  
12      0.91515 -43.79360 -44.49939  -0.76839   2.40915 -13.47055     (-7.780,-3.324) (-36.273,-2.409) (-1.641,-35.442) 6.86963  7.5667  11.5261  7.47875  
13      0.89260 -43.67878 -44.02132  -0.80974   2.34491 -13.75622     (-8.341,-3.238) (-36.478,-2.345) (-1.535,-35.201) 6.99973  8.02996  12.2622  7.92872  
14      0.87005 -43.56396 -43.54326  -0.85109   2.28067 -14.04190     (-8.902,-3.151) (-36.684,-2.281) (-1.430,-34.961) 7.1886  8.45149  12.9659  8.40672  
15      0.84750 -43.44913 -43.06520  -0.89244   2.21642 -14.32758     (-9.463,-3.064) (-36.890,-2.216) (-1.324,-34.721) 7.43176  8.89776  13.4678  8.90823  
16      0.82495 -43.33431 -42.58713  -0.93379   2.15218 -14.61325     (-10.024,-2.977) (-37.095,-2.152) (-1.218,-34.481) 7.72409  9.36525  14.0259  9.42951  
17      0.80241 -43.21949 -42.10907  -0.97514   2.08793 -14.89893     (-10.585,-2.890) (-37.301,-2.088) (-1.113,-34.240) 8.06024  9.85094  14.6339  9.96745  
18      0.77986 -43.10467 -41.63101  -1.01649   2.02369 -15.18461     (-11.147,-2.804) (-37.507,-2.024) (-1.007,-34.000) 8.43497  10.3523  15.2856  10.5195  
19      0.75731 -42.98985 -41.15294  -1.05784   1.95945 -15.47028     (-11.708,-2.717) (-37.713,-1.959) (-0.902,-33.760) 8.84337  10.867  15.9756  11.0835  
20      0.73476 -42.87503 -40.67488  -1.09919   1.89520 -15.75596     (-12.269,-2.630) (-37.918,-1.895) (-0.796,-33.520) 9.28101  11.3935  16.699  11.6578  
21      0.71221 -42.76021 -40.19682  -1.14054   1.83096 -16.04164     (-12.830,-2.543) (-38.124,-1.831) (-0.690,-33.280) 9.74394  11.93  17.4516  12.241  
22      0.68966 -42.64538 -39.71875  -1.18189   1.76671 -16.32731     (-13.391,-2.456) (-38.330,-1.767) (-0.585,-33.039) 10.2287  12.4753  18.2297  12.8317  
23      0.66711 -42.53056 -39.24069  -1.22324   1.70247 -16.61299     (-13.952,-2.370) (-38.535,-1.702) (-0.479,-32.799) 10.7324  13.0284  19.03  13.429  
24      0.64457 -42.41574 -38.76263  -1.26459   1.63822 -16.89867     (-14.513,-2.283) (-38.741,-1.638) (-0.374,-32.559) 11.2525  13.5881  19.8498  14.0321  
25      0.62202 -42.30092 -38.28456  -1.30594   1.57398 -17.18435     (-15.074,-2.196) (-38.947,-1.574) (-0.268,-32.319) 11.7867  14.1539  20.6867  14.6403  
26      0.59947 -42.18610 -37.80650  -1.34729   1.50974 -17.47002     (-15.635,-2.109) (-39.153,-1.510) (-0.162,-32.078) 12.3333  14.7249  21.5387  15.2529  
27      0.57692 -42.07128 -37.32844  -1.38864   1.44549 -17.75570     (-16.196,-2.022) (-39.358,-1.445) (-0.057,-31.838) 12.8907  15.3006  22.404  15.8694  
28      0.55437 -41.95646 -36.85037  -1.42999   1.38125 -18.04138     (-16.709,-39.515) (-1.887,-1.333) (-0.049,-31.647) 13.0136  15.8804  23.0869  12.3365  
29      0.53182 -41.84164 -36.37231  -1.47134   1.31700 -18.32705     (-17.164,-39.615) (-1.694,-1.163) (-0.154,-31.512) 13.4672  16.464  23.7431  13.3271  
30      0.50928 -41.72681 -35.89425  -1.51269   1.25276 -18.61273     (-17.620,-39.715) (-1.502,-0.993) (-0.260,-31.377) 13.9284  17.0509  24.4095  14.271  
31      0.48673 -41.61199 -35.41619  -1.55404   1.18852 -18.89841     (-18.075,-39.816) (-1.310,-0.823) (-0.366,-31.243) 14.3966  17.6408  25.0853  15.1768  
32      0.46418 -41.49717 -34.93812  -1.59539   1.12427 -19.18408     (-18.531,-39.916) (-1.117,-0.653) (-0.471,-31.108) 14.8711  18.2335  25.7697  16.0509  
33      0.44163 -41.38235 -34.46006  -1.63674   1.06003 -19.46976     (-18.986,-40.016) (-0.925,-0.483) (-0.577,-30.973) 15.3513  18.8286  26.462  16.8984  
34      0.41908 -41.26753 -33.98200  -1.67809   0.99578 -19.75544     (-19.442,-40.116) (-0.733,-0.313) (-0.682,-30.839) 15.8367  19.426  27.1617  17.4744  
35      0.39653 -41.15271 -33.50393  -1.71943   0.93154 -20.04111     (-19.897,-40.216) (-0.540,-0.144) (-0.788,-30.704) 16.3268  20.0254  27.8682  17.9724  
36      0.37398 -41.03789 -33.02587  -1.76078   0.86730 -20.32679     (-0.867,-40.290) (-0.026,-0.374) (-30.543,-20.327) 16.8026  20.5024  28.5328  18.1561  
37      0.35144 -40.92306 -32.54781  -1.80213   0.80305 -20.61247     (-0.803,-40.220) (-0.196,-0.351) (-30.239,-20.612) 17.1293  20.9099  28.9407  18.4787  
38      0.32889 -40.80824 -32.06974  -1.84348   0.73881 -20.89815     (-0.739,-40.150) (-0.366,-0.329) (-29.934,-20.898) 17.4621  21.3282  29.3573  18.807  
39      0.30634 -40.69342 -31.59168  -1.88483   0.67456 -21.18382     (-0.675,-40.081) (-0.536,-0.306) (-29.630,-21.184) 17.8006  21.7568  29.7825  19.1408  
40      0.28379 -40.57860 -31.11362  -1.92618   0.61032 -21.46950     (-0.610,-40.011) (-0.706,-0.284) (-29.325,-21.469) 18.1445  22.195  30.2157  19.4798  
41      0.26124 -40.46378 -30.63555  -1.96753   0.54607 -21.75518     (-0.546,-39.941) (-0.875,-0.261) (-29.021,-21.755) 18.4935  22.6423  30.6567  19.8238  
42      0.23869 -40.34896 -30.15749  -2.00888   0.48183 -22.04085     (-0.482,-39.872) (-1.045,-0.239) (-28.716,-22.041) 18.8474  23.0982  31.1051  20.1724  
43      0.21615 -40.23414 -29.67943  -2.05023   0.41759 -22.32653     (-0.418,-39.802) (-1.215,-0.216) (-28.412,-22.327) 19.2057  23.5621  31.5606  20.5255  
44      0.19360 -40.11932 -29.20136  -2.09158   0.35334 -22.61221     (-0.353,-39.732) (-1.385,-0.194) (-28.107,-22.612) 19.5684  24.0336  32.0229  20.8827  
45      0.17105 -40.00449 -28.72330  -2.13293   0.28910 -22.89788     (-0.289,-39.662) (-1.555,-0.171) (-27.803,-22.898) 19.9352  24.5123  32.4918  21.244  
46      0.14850 -39.88967 -28.24524  -2.17428   0.22485 -23.18356     (-0.225,-39.593) (-1.725,-0.149) (-27.499,-23.184) 20.3058  24.9977  32.9668  21.6091  
47      0.12595 -39.77485 -27.76717  -2.21563   0.16061 -23.46924     (-0.161,-39.523) (-1.894,-0.126) (-27.194,-23.469) 20.6801  25.4895  33.4479  21.9778  
48      0.10340 -39.66003 -27.28911  -2.25698   0.09637 -23.75491     (-0.096,-39.453) (-2.064,-0.103) (-26.890,-23.755) 21.0578  25.9872  33.9346  22.3499  
49      0.08086 -39.54521 -26.81105  -2.29833   0.03212 -24.04059     (-0.032,-39.383) (-2.234,-0.081) (-26.585,-24.041) 21.4387  26.4906  34.4269  22.7253  
50      0.05831 -39.43039 -26.33298  -2.33968  -0.03212 -24.32627     (-0.032,-39.346) (-2.372,-26.248) (-0.026,-24.294) 21.8086  26.0798  34.8942  28.7965  
51      0.03576 -39.31557 -25.85492  -2.38103  -0.09637 -24.61195     (-0.036,-2.417) (-39.280,-25.819) (-0.061,-24.576) 21.9816  25.558  35.3959  25.0109  
52      0.01321 -39.20074 -25.37686  -2.42238  -0.16061 -24.89762     (-0.013,-2.436) (-39.188,-25.364) (-0.147,-24.884) 22.4357  25.0408  35.8581  24.4655  
53     -0.00934 -39.08592 -24.89879  -2.46373  -0.22485 -25.18330     (-0.009,-2.464) (-39.086,-0.225) (-24.899,-25.183) 22.4787  24.5003  35.3933  23.6325  
54     -0.03189 -38.97110 -24.42073  -2.50508  -0.28910 -25.46898     (-0.032,-2.505) (-38.971,-0.289) (-24.421,-25.469) 21.9189  23.9641  34.5641  23.074  
55     -0.05444 -38.85628 -23.94267  -2.54643  -0.35334 -25.75465     (-0.054,-2.546) (-38.856,-0.353) (-23.943,-25.755) 21.3598  23.4327  33.736  22.5163  
56     -0.07698 -38.74146 -23.46460  -2.58778  -0.41759 -26.04033     (-0.077,-2.588) (-38.741,-0.418) (-23.465,-26.040) 20.8016  22.9064  32.909  21.9594  
57     -0.09953 -38.62664 -22.98654  -2.62913  -0.48183 -26.32601     (-0.100,-2.629) (-38.627,-0.482) (-22.987,-26.326) 20.2443  22.3854  32.0833  21.4035  
58     -0.12208 -38.51182 -22.50848  -2.67048  -0.54607 -26.61168     (-0.122,-2.670) (-38.512,-0.546) (-22.508,-26.612) 19.688  21.8702  31.2589  20.8485  
59     -0.14463 -38.39700 -22.03041  -2.71183  -0.61032 -26.89736     (-0.145,-2.712) (-38.397,-0.610) (-22.030,-26.897) 19.1327  21.3611  30.436  20.2946  
60     -0.16718 -38.28217 -21.55235  -2.75318  -0.67456 -27.18304     (-0.167,-2.753) (-38.282,-0.675) (-21.552,-27.183) 18.5785  20.8587  29.6146  19.7419  
61     -0.18973 -38.16735 -21.07429  -2.79453  -0.73881 -27.46871     (-0.190,-2.795) (-38.167,-0.739) (-21.074,-27.469) 18.0256  20.3635  28.7949  19.1904  
62     -0.21227 -38.05253 -20.59623  -2.83588  -0.80305 -27.75439     (-0.212,-2.836) (-38.053,-0.803) (-20.596,-27.754) 17.4741  19.8759  27.9771  18.6403  
63     -0.23482 -37.93771 -20.11816  -2.87722  -0.86730 -28.04007     (-0.235,-2.877) (-37.938,-0.867) (-20.118,-28.040) 16.9241  19.304  27.1613  18.0918  
64     -0.25737 -37.82289 -19.64010  -2.91857  -0.93154 -28.32575     (-0.257,-2.919) (-37.823,-0.932) (-19.640,-28.326) 16.3758  18.7282  26.3476  17.5448  
65     -0.27992 -37.70807 -19.16204  -2.95992  -0.99578 -28.61142     (-0.280,-2.960) (-37.708,-0.996) (-19.162,-28.611) 15.8292  18.1539  25.5364  16.9996  
66     -0.30247 -37.59325 -18.68397  -3.00127  -1.06003 -28.89710     (-0.302,-3.001) (-37.593,-1.060) (-18.684,-28.897) 15.2848  17.5814  24.7278  16.4564  
67     -0.32502 -37.47842 -18.20591  -3.04262  -1.12427 -29.18278     (-0.325,-3.043) (-37.478,-1.124) (-18.206,-29.183) 14.7425  17.0107  23.9222  15.9154  
68     -0.34757 -37.36360 -17.72785  -3.08397  -1.18852 -29.46845     (-0.348,-3.084) (-37.364,-1.189) (-17.728,-29.468) 14.2028  16.4421  23.1197  15.3768  
69     -0.37011 -37.24878 -17.24978  -3.12532  -1.25276 -29.75413     (-0.370,-3.125) (-37.249,-1.253) (-17.250,-29.754) 13.6659  15.8759  22.3208  14.8409  
70     -0.39266 -37.13396 -16.77172  -3.16667  -1.31700 -30.03981     (-0.393,-3.167) (-37.134,-1.317) (-16.772,-30.040) 13.1321  15.3121  21.5259  14.3079  
71     -0.41521 -37.01914 -16.29366  -3.20802  -1.38125 -30.32548     (-0.415,-3.208) (-37.019,-1.381) (-16.294,-30.325) 12.6019  14.7513  20.7354  13.7783  
72     -0.43776 -36.90432 -15.81559  -3.24937  -1.44549 -30.61116     (-0.438,-3.249) (-36.904,-1.445) (-15.816,-30.611) 12.0757  14.1936  19.9499  13.2523  
73     -0.46031 -36.78950 -15.33753  -3.29072  -1.50974 -30.89684     (-0.460,-3.291) (-36.789,-1.510) (-15.338,-30.897) 11.5541  13.6395  19.1699  12.7305  
74     -0.48286 -36.67468 -14.85947  -3.33207  -1.57398 -31.18251     (-0.483,-3.332) (-36.675,-1.574) (-14.859,-31.183) 11.0377  13.0894  18.3961  12.2134  
75     -0.50540 -36.55985 -14.38140  -3.37342  -1.63822 -31.46819     (-0.505,-3.373) (-36.560,-1.638) (-14.381,-31.468) 10.5273  12.544  17.6295  11.7017  
76     -0.52795 -36.44503 -13.90334  -3.41477  -1.70247 -31.75387     (-0.528,-3.415) (-36.445,-1.702) (-13.903,-31.754) 10.0238  12.0037  16.8708  11.196  
77     -0.55050 -36.33021 -13.42528  -3.45612  -1.76671 -32.03955     (-0.551,-3.456) (-36.330,-1.767) (-13.425,-32.040) 9.52834  11.4693  16.1214  10.6972  
78     -0.57305 -36.21539 -12.94721  -3.49747  -1.83096 -32.32522     (-0.573,-3.497) (-36.215,-1.831) (-12.947,-32.325) 9.04215  10.9417  15.3825  10.2064  
79     -0.59560 -36.10057 -12.46915  -3.53882  -1.89520 -32.61090     (-0.596,-3.539) (-36.101,-1.895) (-12.469,-32.611) 8.56686  10.4219  14.6557  9.72466  
80     -0.61815 -35.98575 -11.99109  -3.58017  -1.95945 -32.89658     (-0.618,-3.580) (-35.986,-1.959) (-11.991,-32.897) 8.10439  9.91121  13.9429  9.2535  
81     -0.64070 -35.87093 -11.51302  -3.62152  -2.02369 -33.18225     (-0.641,-3.622) (-35.871,-2.024) (-11.513,-33.182) 7.65706  9.41103  13.2464  8.79459  
82     -0.66324 -35.75610 -11.03496  -3.66287  -2.08793 -33.46793     (-0.663,-3.663) (-35.756,-2.088) (-11.035,-33.468) 7.22767  8.92315  12.5689  8.34996  
83     -0.68579 -35.64128 -10.55690  -3.70422  -2.15218 -33.75361     (-0.686,-3.704) (-35.641,-2.152) (-10.557,-33.754) 6.81963  8.44969  11.9136  7.92201  
84     -0.70834 -35.52646 -10.07883  -3.74557  -2.21642 -34.03928     (-0.708,-3.746) (-35.526,-2.216) (-10.079,-34.039) 6.43699  7.99322  11.2844  7.51358  
85     -0.73089 -35.41164  -9.60077  -3.78692  -2.28067 -34.32496     (-0.731,-3.787) (-35.412,-2.281) (-9.601,-34.325) 6.08455  7.55683  10.6858  7.12805  
86     -0.75344 -35.29682  -9.12271  -3.82827  -2.34491 -34.61064     (-0.753,-3.828) (-35.297,-2.345) (-9.123,-34.611) 5.76784  7.14419  10.1235  6.76931  
