Fol_2018-05-06.16_49_08.1_2.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
87     -0.77599 -35.18200  -8.64464  -3.86962  -2.40915 -34.89631     (-0.776,-3.870) (-35.182,-2.409) (-8.645,-34.896) 5.49305  6.75966  9.60361  6.44184  
88     -0.79853 -35.06718  -8.16658  -3.91097  -2.47340 -35.18199     (-0.799,-3.911) (-35.067,-2.473) (-8.167,-35.182) 5.26674  6.40828  9.1335  6.15066  
89     -0.82108 -34.95236  -7.68852  -3.95232  -2.53764 -35.46767     (-0.821,-3.952) (-34.952,-2.538) (-7.689,-35.468) 5.0509  6.09581  8.50588  5.74182  
90     -0.84363 -34.83753  -7.21045  -3.99367  -2.60189 -35.75335     (-0.844,-3.994) (-34.838,-2.602) (-7.210,-35.753) 4.56689  5.84956  7.65529  5.16764  
91     -0.86618 -34.72271  -6.73239  -4.03501  -2.66613 -36.03902     (-0.866,-4.035) (-34.723,-2.666) (-6.732,-36.039) 4.10619  5.70609  6.8047  4.59346  
92     -0.88873 -34.60789  -6.25433  -4.07636  -2.73037 -36.32470     (-0.889,-4.076) (-34.608,-2.730) (-6.254,-36.325) 3.67755  5.15973  5.95411  4.01928  
93     -0.91128 -34.49307  -5.77627  -4.11771  -2.79462 -36.61038     (-0.911,-4.118) (-34.493,-2.795) (-5.776,-36.610) 3.29354  4.62665  5.10353  3.44509  
94     -0.93382 -34.37825  -5.29820  -4.15906  -2.85886 -36.89605     (-0.934,-4.159) (-34.378,-2.859) (-5.298,-36.896) 2.87091  4.112  4.25294  2.87091  
95     -0.95637 -34.26343  -4.82014  -4.20041  -2.92311 -37.18173     (-0.956,-4.200) (-34.263,-2.923) (-4.820,-37.182) 2.29673  3.62367  3.40235  2.29673  
96     -0.97892 -34.14861  -4.34208  -4.24176  -2.98735 -37.46741     (-0.979,-4.242) (-34.149,-2.987) (-4.342,-37.467) 1.72255  3.17381  2.55176  1.72255  
97     -1.00147 -34.03378  -3.86401  -4.28311  -3.05160 -37.75308     (-1.001,-4.283) (-34.034,-3.052) (-3.864,-37.753) 1.14836  2.48829  1.70118  1.14836  
98     -1.02402 -33.91896  -3.38595  -4.32446  -3.11584 -38.03876     (-1.024,-4.324) (-33.919,-3.116) (-3.386,-38.039) 0.574182  1.24415  0.850588  0.574182  
99     -1.04657 -33.80414  -2.90789  -4.36581  -3.18008 -38.32444     (-1.047,-4.366) (-33.804,-3.180) (-2.908,-38.324) 0  1.08052e-14  2.6974e-06  9.53674e-07  
