Fol_2018-05-05.09_53_06.1_21.txt     Output is probe cell, reduced cell, NCDist distance between
0     42.04688 -107.14591 -29.25352 -129.09940 -284.99405 -317.12088     (-230.154,-158.353) (-77.892,-12.793) (-29.254,-262.281) 0
1     39.29737 -106.85042 -29.25352 -129.39489 -282.24455 -316.56694     (-232.903,-158.648) (-77.597,-10.044) (-29.254,-267.226) 6.30458
2     36.54787 -106.55493 -29.25352 -129.69038 -279.49504 -316.01300     (-235.653,-158.944) (-77.301,-7.294) (-29.254,-272.171) 12.6092
3     33.79837 -106.25944 -29.25352 -129.98587 -276.74554 -315.45906     (-238.402,-159.239) (-77.006,-4.545) (-29.254,-277.116) 18.9138
4     31.04887 -105.96395 -29.25352 -130.28136 -273.99604 -314.90512     (-241.152,-159.535) (-76.710,-1.795) (-29.254,-282.061) 25.2183
5     28.29937 -105.66846 -29.25352 -130.57685 -271.24654 -314.35117     (-28.299,-158.876) (-77.369,-0.954) (-242.947,-286.052) 30.3181
6     25.54986 -105.37297 -29.25352 -130.87234 -268.49704 -313.79723     (-25.550,-156.422) (-79.823,-3.704) (-242.947,-288.247) 33.6343
7     22.80036 -105.07748 -29.25352 -131.16783 -265.74754 -313.24329     (-22.800,-153.968) (-82.277,-6.453) (-242.947,-290.443) 37.5141
8     20.05086 -104.78199 -29.25352 -131.46332 -262.99803 -312.68935     (-20.051,-151.514) (-84.731,-9.203) (-242.947,-292.638) 41.8009
9     17.30136 -104.48650 -29.25352 -131.75881 -260.24853 -312.13541     (-17.301,-149.060) (-87.185,-11.952) (-242.947,-294.834) 46.3821
10     14.55186 -104.19101 -29.25352 -132.05430 -257.49903 -311.58147     (-14.552,-146.606) (-89.639,-14.702) (-242.947,-297.030) 51.1786
11     11.80236 -103.89552 -29.25352 -132.34979 -254.74953 -311.02752     (-11.802,-144.152) (-92.093,-17.451) (-242.947,-299.225) 56.1352
12      9.05285 -103.60003 -29.25352 -132.64528 -252.00003 -310.47358     (-9.053,-141.698) (-94.547,-20.201) (-242.947,-301.421) 61.2132
13      6.30335 -103.30454 -29.25352 -132.94077 -249.25052 -309.91964     (-6.303,-139.244) (-97.001,-22.950) (-242.947,-303.616) 66.3845
14      3.55385 -103.00905 -29.25352 -133.23626 -246.50102 -309.36570     (-3.554,-136.790) (-99.455,-25.700) (-242.947,-305.812) 71.6291
15      0.80435 -102.71356 -29.25352 -133.53175 -243.75152 -308.81176     (-0.804,-134.336) (-101.909,-28.449) (-242.947,-308.007) 76.9319
16     -1.94515 -102.41807 -29.25352 -133.82724 -241.00202 -308.25782     (-1.945,-133.827) (-102.418,-241.002) (-29.254,-308.258) 83.5186
17     -4.69466 -102.12258 -29.25352 -134.12273 -238.25252 -307.70387     (-4.695,-134.123) (-102.123,-238.253) (-29.254,-307.704) 82.4119
18     -7.44416 -101.82709 -29.25352 -134.41822 -235.50301 -307.14993     (-7.444,-134.418) (-101.827,-235.503) (-29.254,-307.150) 81.4819
19    -10.19366 -101.53160 -29.25352 -134.71371 -232.75351 -306.59599     (-10.194,-134.714) (-101.532,-232.754) (-29.254,-306.596) 80.7345
20    -12.94316 -101.23611 -29.25352 -135.00920 -230.00401 -306.04205     (-12.943,-135.009) (-101.236,-230.004) (-29.254,-306.042) 80.175
21    -15.69266 -100.94062 -29.25352 -135.30469 -227.25451 -305.48811     (-15.693,-135.305) (-100.941,-227.255) (-29.254,-305.488) 79.8073
22    -18.44217 -100.64513 -29.25352 -135.60018 -224.50501 -304.93416     (-18.442,-135.600) (-100.645,-224.505) (-29.254,-304.934) 79.6341
23    -21.19167 -100.34964 -29.25352 -135.89567 -221.75550 -304.38022     (-21.192,-135.896) (-100.350,-221.756) (-29.254,-304.380) 79.6566
24    -23.94117 -100.05415 -29.25352 -136.19116 -219.00600 -303.82628     (-23.941,-136.191) (-100.054,-219.006) (-29.254,-303.826) 79.8746
