PointDistanceFollower   May  5 2020   mode =  LINE3 
Fol_2020-05-06.09_46_23.19_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist  55   CS6Dist 7   LMDist  15925
PointDistanceFollower  May  5 2020  mode = LINE3
Fol_2020-05-06.09_46_23.19_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -36.01859 -51.73697 -37.23462  -4.98928  17.66208 -34.99989     (-32.245,-12.673) (-5.684,-4.989) (-56.726,-4.665)      0  0  0  
1    -36.02904 -51.46811 -37.03350  -5.16474  17.66591 -34.86566     (-31.869,-12.501) (-5.862,-5.165) (-56.633,-4.699)      0.493648  0.493648  0.493648  
2    -36.03949 -51.19925 -36.83237  -5.34020  17.66974 -34.73144     (-31.492,-12.330) (-6.040,-5.340) (-56.539,-4.732)      0.987295  0.987295  0.987295  
3    -36.04994 -50.93040 -36.63124  -5.51567  17.67357 -34.59721     (-31.116,-12.158) (-6.218,-5.516) (-56.446,-4.766)      1.48094  1.48094  1.48094  
4    -36.06039 -50.66154 -36.43012  -5.69113  17.67739 -34.46299     (-30.739,-11.986) (-6.397,-5.691) (-56.353,-4.799)      1.97459  1.97459  1.97459  
5    -36.07084 -50.39268 -36.22899  -5.86659  17.68122 -34.32876     (-30.362,-11.815) (-6.575,-5.867) (-56.259,-4.833)      2.46824  2.46824  2.46824  
6    -36.08129 -50.12383 -36.02787  -6.04205  17.68505 -34.19454     (-29.986,-11.643) (-6.753,-6.042) (-56.166,-4.866)      2.96189  2.96189  2.96189  
7    -36.09174 -49.85497 -35.82674  -6.21751  17.68888 -34.06032     (-29.609,-11.471) (-6.931,-6.218) (-56.072,-4.900)      3.45553  3.45553  3.45553  
8    -36.10219 -49.58612 -35.62562  -6.39298  17.69271 -33.92609     (-29.233,-11.300) (-7.110,-6.393) (-55.979,-4.934)      3.94918  3.94918  3.94918  
9    -36.11264 -49.31726 -35.42449  -6.56844  17.69654 -33.79187     (-28.856,-11.128) (-7.288,-6.568) (-55.886,-4.967)      4.44283  4.44283  4.44283  
10    -36.12309 -49.04840 -35.22336  -6.74390  17.70037 -33.65764     (-28.479,-10.956) (-7.466,-6.744) (-55.792,-5.001)      4.93648  4.93648  4.93648  
11    -36.13354 -48.77955 -35.02224  -6.91936  17.70420 -33.52342     (-28.103,-10.785) (-7.645,-6.919) (-55.699,-5.034)      5.43012  5.43012  5.43012  
12    -36.14399 -48.51069 -34.82111  -7.09483  17.70803 -33.38919     (-27.726,-10.613) (-7.823,-7.095) (-55.606,-5.068)      5.92377  5.92377  5.92377  
13    -36.15443 -48.24183 -34.61999  -7.27029  17.71186 -33.25497     (-27.350,-10.442) (-8.001,-7.270) (-55.512,-5.102)      6.41742  6.41742  6.41742  
14    -36.16488 -47.97298 -34.41886  -7.44575  17.71568 -33.12075     (-26.973,-10.270) (-8.179,-7.446) (-55.419,-5.135)      6.91107  6.91107  6.91107  
15    -36.17533 -47.70412 -34.21774  -7.62121  17.71951 -32.98652     (-26.597,-10.098) (-8.358,-7.621) (-55.325,-5.169)      7.40471  7.40471  7.40471  
16    -36.18578 -47.43526 -34.01661  -7.79667  17.72334 -32.85230     (-26.220,-9.927) (-8.536,-7.797) (-55.232,-5.202)      7.89836  7.89836  7.89836  
17    -36.19623 -47.16641 -33.81548  -7.97214  17.72717 -32.71807     (-25.843,-9.755) (-8.714,-7.972) (-55.139,-5.236)      8.39201  8.39201  8.39201  
18    -36.20668 -46.89755 -33.61436  -8.14760  17.73100 -32.58385     (-25.467,-9.583) (-8.892,-8.148) (-55.045,-5.269)      8.88566  8.88566  8.88566  
19    -36.21713 -46.62869 -33.41323  -8.32306  17.73483 -32.44962     (-25.090,-9.412) (-9.071,-8.323) (-54.952,-5.303)      9.37931  9.37931  9.37931  
