Fol_2018-05-05.11_58_05.13_12.txt     Output is probe cell, reduced cell, NCDist distance between
0     11.93248 -41.92861  -7.18949   9.58384 -13.16579 -17.09490     (-1.301,-0.181) (-0.134,-0.072) (-5.037,-0.270) 0
1     11.79881 -41.50645  -7.16775   9.48521 -13.03353 -16.92495     (-0.073,-0.645) (-1.177,-0.054) (-0.986,-22.218) 17.2033
2     11.66515 -41.08428  -7.14601   9.38657 -12.90127 -16.75500     (-0.519,-0.080) (-1.670,-26.376) (-1.099,-0.004) 21.3625
3     11.53148 -40.66212  -7.12426   9.28794 -12.76901 -16.58505     (-0.086,-0.502) (-1.517,-27.448) (-0.871,-0.834) 22.4352
4     11.39781 -40.23995  -7.10252   9.18930 -12.63676 -16.41510     (-0.347,-1.270) (-1.018,-0.296) (-28.173,-1.317) 23.1771
5     11.26414 -39.81779  -7.08077   9.09067 -12.50450 -16.24516     (-28.446,-1.759) (-0.798,-0.366) (-0.415,-1.348) 23.4546
6     11.13048 -39.39562  -7.05903   8.99203 -12.37224 -16.07521     (-28.424,-1.952) (-0.873,-1.027) (-0.186,-1.083) 23.438
7     10.99681 -38.97346  -7.03728   8.89340 -12.23998 -15.90526     (-28.360,-0.907) (-2.103,-1.646) (-0.042,-0.860) 23.4018
8     10.86314 -38.55129  -7.01554   8.79477 -12.10772 -15.73531     (-28.109,-0.755) (-2.068,-2.079) (-0.270,-0.824) 23.1751
9     10.72947 -38.12913  -6.99380   8.69613 -11.97546 -15.56536     (-27.858,-0.602) (-2.033,-2.512) (-0.498,-0.787) 22.9418
10     10.59581 -37.70696  -6.97205   8.59750 -11.84320 -15.39541     (-27.608,-0.450) (-1.998,-2.946) (-0.726,-0.751) 22.7206
11     10.46214 -37.28480  -6.95031   8.49886 -11.71094 -15.22547     (-27.357,-0.297) (-1.963,-3.379) (-0.954,-0.714) 22.5117
12     10.32847 -36.86263  -6.92856   8.40023 -11.57868 -15.05552     (-27.106,-0.145) (-1.928,-3.812) (-1.183,-0.678) 22.3152
13     10.19480 -36.44047  -6.90682   8.30159 -11.44642 -14.88557     (-26.864,-0.008) (-1.403,-4.237) (-1.885,-0.634) 22.1328
14     10.06114 -36.01830  -6.88508   8.20296 -11.31416 -14.71562     (-26.766,-0.161) (-1.478,-4.517) (-1.698,-0.445) 22.0652
15      9.92747 -35.59614  -6.86333   8.10432 -11.18190 -14.54567     (-26.667,-0.313) (-1.554,-4.798) (-1.510,-0.256) 22.0019
16      9.79380 -35.17397  -6.84159   8.00569 -11.04964 -14.37573     (-26.569,-0.466) (-1.630,-5.079) (-1.323,-0.067) 21.946
17      9.66013 -34.75181  -6.81984   7.90705 -10.91738 -14.20578     (-1.583,-0.496) (-26.349,-5.237) (-1.257,-0.122) 21.7513
18      9.52647 -34.32964  -6.79810   7.80842 -10.78512 -14.03583     (-1.470,-0.459) (-26.062,-5.328) (-1.259,-0.311) 21.4805
19      9.39280 -33.90748  -6.77636   7.70978 -10.65287 -13.86588     (-1.356,-0.423) (-25.775,-5.420) (-1.260,-0.500) 21.2127
20      9.25913 -33.48531  -6.75461   7.61115 -10.52061 -13.69593     (-1.243,-0.387) (-25.488,-5.512) (-1.261,-0.689) 20.9483
21      9.12547 -33.06315  -6.73287   7.51252 -10.38835 -13.52598     (-1.130,-0.350) (-25.201,-5.603) (-1.263,-0.878) 20.6873
22      8.99180 -32.64098  -6.71112   7.41388 -10.25609 -13.35604     (-1.016,-0.314) (-24.913,-5.695) (-1.264,-1.067) 20.4277
23      8.85813 -32.21882  -6.68938   7.31525 -10.12383 -13.18609     (-0.903,-0.277) (-24.626,-5.786) (-1.266,-1.256) 20.1713
24      8.72446 -31.79665  -6.66764   7.21661  -9.99157 -13.01614     (-0.790,-0.241) (-24.339,-5.878) (-1.267,-1.445) 19.9187
25      8.59080 -31.37449  -6.64589   7.11798  -9.85931 -12.84619     (-0.676,-0.204) (-24.052,-5.970) (-1.269,-1.634) 19.6699
26      8.45713 -30.95232  -6.62415   7.01934  -9.72705 -12.67624     (-0.563,-0.168) (-23.765,-6.061) (-1.270,-1.823) 19.4253
27      8.32346 -30.53016  -6.60240   6.92071  -9.59479 -12.50629     (-0.450,-0.131) (-23.478,-6.153) (-1.271,-2.012) 19.1848
28      8.18979 -30.10799  -6.58066   6.82207  -9.46253 -12.33635     (-0.336,-0.095) (-23.191,-6.244) (-1.273,-2.201) 18.9487
29      8.05613 -29.68583  -6.55891   6.72344  -9.33027 -12.16640     (-0.223,-0.059) (-22.904,-6.336) (-1.274,-2.390) 18.7172
30      7.92246 -29.26366  -6.53717   6.62480  -9.19801 -11.99645     (-0.110,-0.022) (-22.617,-6.427) (-1.276,-2.579) 18.4904
31      7.78879 -28.84150  -6.51543   6.52617  -9.06575 -11.82650     (-0.014,-0.011) (-6.505,-1.263) (-22.315,-2.754) 18.2479
32      7.65512 -28.41933  -6.49368   6.42754  -8.93349 -11.65655     (-0.117,-0.066) (-21.926,-1.161) (-6.494,-2.840) 17.8826
33      7.52146 -27.99717  -6.47194   6.32890  -8.80124 -11.48661     (-0.230,-0.143) (-21.525,-1.050) (-6.472,-2.916) 17.5048
34      7.38779 -27.57500  -6.45019   6.23027  -8.66898 -11.31666     (-0.344,-0.220) (-21.125,-0.938) (-6.450,-2.991) 17.1303
35      7.25412 -27.15284  -6.42845   6.13163  -8.53672 -11.14671     (-0.457,-0.297) (-20.724,-0.826) (-6.428,-3.067) 16.7593
36      7.12045 -26.73067  -6.40671   6.03300  -8.40446 -10.97676     (-0.570,-0.374) (-20.324,-0.714) (-6.407,-3.143) 16.3919
37      6.98679 -26.30851  -6.38496   5.93436  -8.27220 -10.80681     (-0.684,-0.451) (-19.924,-0.602) (-6.385,-3.218) 16.0284
38      6.85312 -25.88634  -6.36322   5.83573  -8.13994 -10.63686     (-0.797,-0.527) (-19.523,-0.490) (-6.363,-3.294) 15.6685
39      6.71945 -25.46418  -6.34147   5.73709  -8.00768 -10.46692     (-0.910,-0.604) (-19.123,-0.378) (-6.341,-3.369) 15.3106
40      6.58578 -25.04201  -6.31973   5.63846  -7.87542 -10.29697     (-1.024,-0.681) (-18.722,-0.266) (-6.320,-3.445) 14.9573
