Fol_2018-05-06.16_51_13.1_6.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
43      6.06115 -30.66634 -31.29651  -7.32238 -17.53966  -6.01773     (-24.562,-13.340) (-6.018,-25.192) (-11.522,-0.043) 18.6262  28.8962  28.8025  18.8844  
44      5.91256 -30.18367 -30.81892  -7.67636 -17.84844  -5.92143     (-5.913,-13.589) (-24.271,-24.906) (-11.936,-0.009) 19.1804  28.6011  29.5051  27.8624  
45      5.76398 -29.70101 -30.34132  -8.03035 -18.15722  -5.82513     (-5.764,-13.794) (-23.937,-24.577) (-12.393,-0.061) 19.7651  28.2648  30.2741  27.7415  
46      5.61539 -29.21834 -29.86373  -8.38433 -18.46601  -5.72883     (-5.615,-14.000) (-23.603,-24.248) (-12.851,-0.113) 20.3574  27.963  31.0585  27.638  
47      5.46681 -28.73567 -29.38614  -8.73832 -18.77479  -5.63254     (-5.467,-14.205) (-23.269,-23.919) (-13.308,-0.166) 20.9567  27.6969  31.8573  27.5521  
48      5.31823 -28.25300 -28.90854  -9.09230 -19.08357  -5.53624     (-5.318,-14.411) (-22.935,-23.590) (-13.765,-0.218) 21.5623  27.4676  32.6692  27.484  
49      5.16964 -27.77034 -28.43095  -9.44629 -19.39235  -5.43994     (-5.170,-14.616) (-22.601,-23.261) (-14.223,-0.270) 22.1737  27.2539  33.4932  27.4338  
50      5.02106 -27.28767 -27.95336  -9.80027 -19.70114  -5.34364     (-5.021,-14.821) (-22.267,-22.932) (-14.680,-0.323) 22.7905  26.9453  34.3284  27.4016  
51      4.87247 -26.80500 -27.47576 -10.15426 -20.00992  -5.24734     (-4.872,-15.027) (-21.933,-22.603) (-15.137,-0.375) 23.4123  26.6737  35.1738  27.3876  
52      4.72389 -26.32234 -26.99817 -10.50824 -20.31870  -5.15104     (-4.724,-15.232) (-21.598,-22.274) (-15.595,-0.427) 24.0386  26.4401  36.0287  27.3488  
53      4.57531 -25.83967 -26.52058 -10.86223 -20.62748  -5.05475     (-4.575,-15.438) (-21.264,-21.945) (-16.052,-0.479) 24.6691  26.2457  36.8923  27.1501  
54      4.42672 -25.35700 -26.04298 -11.21621 -20.93627  -4.95845     (-4.427,-15.643) (-20.930,-21.616) (-16.510,-0.532) 25.3035  26.0914  37.764  26.9683  
55      4.27814 -24.87433 -25.56539 -11.57020 -21.24505  -4.86215     (-4.278,-15.848) (-20.596,-21.287) (-16.967,-0.584) 25.9413  25.8958  38.643  26.8038  
56      4.12955 -24.39167 -25.08780 -11.92418 -21.55383  -4.76585     (-4.130,-16.054) (-20.262,-20.958) (-17.424,-0.636) 26.5662  25.9055  38.7745  26.6569  
57      3.98097 -23.90900 -24.61020 -12.27817 -21.86261  -4.66955     (-3.981,-16.259) (-19.928,-20.629) (-17.882,-0.689) 26.5278  25.8749  38.5653  26.5278  
58      3.83238 -23.42633 -24.13261 -12.63215 -22.17140  -4.57326     (-3.832,-16.465) (-19.594,-20.300) (-18.339,-0.741) 26.417  25.8862  38.3812  26.417  
59      3.68380 -22.94366 -23.65502 -12.98614 -22.48018  -4.47696     (-3.684,-16.670) (-19.260,-19.971) (-18.796,-0.793) 26.3245  25.9392  38.2227  26.3245  
60      3.53522 -22.46100 -23.17742 -13.34012 -22.78896  -4.38066     (-3.535,-16.875) (-18.926,-19.642) (-19.254,-0.845) 26.2506  26.0337  38.0901  26.2506  
61      3.38663 -21.97833 -22.69983 -13.69411 -23.09774  -4.28436     (-3.387,-17.081) (-18.592,-19.313) (-19.711,-0.898) 26.0784  26.1692  37.9837  26.1954  
62      3.23805 -21.49566 -22.22224 -14.04809 -23.40653  -4.18806     (-3.238,-17.286) (-18.258,-18.984) (-20.168,-0.950) 25.8088  26.3452  37.6856  26.1591  
63      3.08946 -21.01300 -21.74464 -14.40208 -23.71531  -4.09177     (-3.089,-17.492) (-17.924,-18.655) (-20.626,-1.002) 25.5558  26.3734  37.3241  26.1417  
64      2.94088 -20.53033 -21.26705 -14.75606 -24.02409  -3.99547     (-2.941,-17.697) (-17.589,-18.326) (-21.083,-1.055) 25.3198  26.2133  37.0029  26.1433  
65      2.79230 -20.04766 -20.78946 -15.11005 -24.33287  -3.89917     (-2.792,-17.902) (-17.255,-17.997) (-21.541,-1.107) 25.1014  26.0916  36.7259  25.9724  
66      2.64371 -19.56499 -20.31186 -15.46404 -24.64166  -3.80287     (-2.644,-18.108) (-16.921,-17.668) (-21.998,-1.159) 24.6334  25.9865  36.4974  25.7581  
67      2.49513 -19.08233 -19.83427 -15.81802 -24.95044  -3.70657     (-2.495,-18.313) (-16.587,-17.339) (-22.455,-1.211) 23.9427  25.8989  35.6511  25.5614  
68      2.34654 -18.59966 -19.35668 -16.17201 -25.25922  -3.61028     (-2.347,-18.519) (-16.253,-17.010) (-22.913,-1.264) 23.2528  25.802  34.6489  24.9316  
69      2.19796 -18.11699 -18.87908 -16.52599 -25.56800  -3.51398     (-2.198,-18.724) (-15.919,-16.681) (-23.370,-1.316) 22.5639  25.1384  33.6471  24.2635  
70      2.04938 -17.63432 -18.40149 -16.87998 -25.87679  -3.41768     (-2.049,-18.929) (-15.585,-16.352) (-23.827,-1.368) 21.8759  24.435  32.6456  23.5976  
71      1.90079 -17.15166 -17.92390 -17.23396 -26.18557  -3.32138     (-1.901,-19.135) (-15.251,-16.023) (-24.285,-1.421) 21.189  23.7412  31.6444  22.9339  
72      1.75221 -16.66899 -17.44630 -17.58795 -26.49435  -3.22508     (-1.752,-19.340) (-14.917,-15.694) (-24.742,-1.473) 20.5033  22.9573  30.6437  22.2728  
73      1.60362 -16.18632 -16.96871 -17.94193 -26.80313  -3.12878     (-1.604,-19.546) (-14.583,-15.365) (-25.200,-1.525) 19.8189  22.107  29.6435  21.6143  
74      1.45504 -15.70366 -16.49112 -18.29592 -27.11192  -3.03249     (-1.455,-19.751) (-14.249,-15.036) (-25.657,-1.577) 19.1359  21.2567  28.6438  20.9589  
75      1.30645 -15.22099 -16.01352 -18.64990 -27.42070  -2.93619     (-1.306,-19.956) (-13.915,-14.707) (-26.114,-1.630) 18.4545  20.4064  27.6447  20.3067  
76      1.15787 -14.73832 -15.53593 -19.00389 -27.72948  -2.83989     (-1.158,-20.162) (-13.580,-14.378) (-26.572,-1.682) 17.775  19.5562  26.6464  19.6581  
77      1.00929 -14.25565 -15.05834 -19.35787 -28.03826  -2.74359     (-1.009,-20.367) (-13.246,-14.049) (-27.029,-1.734) 17.0974  18.7059  25.6489  19.0135  
78      0.86070 -13.77299 -14.58074 -19.71186 -28.34705  -2.64729     (-0.861,-20.573) (-12.912,-13.720) (-27.486,-1.787) 16.4221  17.8556  24.6524  18.3733  
79      0.71212 -13.29032 -14.10315 -20.06584 -28.65583  -2.55100     (-0.712,-20.778) (-12.578,-13.391) (-27.944,-1.839) 15.7493  17.0054  23.657  17.7379  
80      0.56353 -12.80765 -13.62556 -20.41983 -28.96461  -2.45470     (-0.564,-20.983) (-12.244,-13.062) (-28.401,-1.891) 15.0793  16.1551  22.6631  17.108  
81      0.41495 -12.32498 -13.14796 -20.77381 -29.27339  -2.35840     (-0.415,-21.189) (-11.910,-12.733) (-28.858,-1.943) 14.4127  15.3048  21.6707  16.484  
82      0.26637 -11.84232 -12.67037 -21.12780 -29.58218  -2.26210     (-0.266,-21.394) (-11.576,-12.404) (-29.316,-1.996) 13.7498  14.4546  20.6803  15.8668  
83      0.11778 -11.35965 -12.19278 -21.48178 -29.89096  -2.16580     (-0.118,-21.600) (-11.242,-12.075) (-29.773,-2.048) 13.0913  13.6043  19.6922  15.2571  
84     -0.03080 -10.87698 -11.71518 -21.83577 -30.19974  -2.06951     (-0.031,-21.836) (-10.877,-30.200) (-11.715,-2.070) 12.6665  12.754  18.6531  12.6665  
85     -0.17939 -10.39432 -11.23759 -22.18975 -30.50853  -1.97321     (-0.179,-22.190) (-10.394,-30.509) (-11.238,-1.973) 11.8221  11.9038  17.4095  11.8221  
86     -0.32797  -9.91165 -10.76000 -22.54374 -30.81731  -1.87691     (-0.328,-22.544) (-9.912,-30.817) (-10.760,-1.877) 10.9776  11.0535  16.166  10.9776  
87     -0.47655  -9.42898 -10.28240 -22.89772 -31.12609  -1.78061     (-0.477,-22.898) (-9.429,-31.126) (-10.282,-1.781) 10.1332  10.2032  14.9224  10.1332  
88     -0.62514  -8.94631  -9.80481 -23.25171 -31.43487  -1.68431     (-0.625,-23.252) (-8.946,-31.435) (-9.805,-1.684) 9.28875  9.35295  13.6789  9.28875  
89     -0.77372  -8.46365  -9.32722 -23.60569 -31.74366  -1.58802     (-0.774,-23.606) (-8.464,-31.744) (-9.327,-1.588) 8.44432  8.50269  12.4354  8.44432  
90     -0.92231  -7.98098  -8.84962 -23.95968 -32.05244  -1.49172     (-0.922,-23.960) (-7.981,-32.052) (-8.850,-1.492) 7.59989  7.65242  11.1918  7.59989  
91     -1.07089  -7.49831  -8.37203 -24.31366 -32.36122  -1.39542     (-1.071,-24.314) (-7.498,-32.361) (-8.372,-1.395) 6.75546  6.80215  9.9483  6.75546  
92     -1.21948  -7.01564  -7.89444 -24.66765 -32.67000  -1.29912     (-1.219,-24.668) (-7.016,-32.670) (-7.894,-1.299) 5.91103  5.95188  8.70476  5.91103  
93     -1.36806  -6.53298  -7.41684 -25.02163 -32.97879  -1.20282     (-1.368,-25.022) (-6.533,-32.979) (-7.417,-1.203) 5.06659  5.10161  7.46122  5.06659  
94     -1.51664  -6.05031  -6.93925 -25.37562 -33.28757  -1.10653     (-1.517,-25.376) (-6.050,-33.288) (-6.939,-1.107) 4.22216  4.25134  6.21769  4.22216  
95     -1.66523  -5.56764  -6.46166 -25.72960 -33.59635  -1.01023     (-1.665,-25.730) (-5.568,-33.596) (-6.462,-1.010) 3.37773  3.40107  4.97415  3.37773  
96     -1.81381  -5.08498  -5.98406 -26.08359 -33.90513  -0.91393     (-1.814,-26.084) (-5.085,-33.905) (-5.984,-0.914) 2.5333  2.55081  3.73061  2.5333  
97     -1.96240  -4.60231  -5.50647 -26.43757 -34.21392  -0.81763     (-1.962,-26.438) (-4.602,-34.214) (-5.506,-0.818) 1.68886  1.70054  2.48707  1.68886  
98     -2.11098  -4.11964  -5.02888 -26.79156 -34.52270  -0.72133     (-2.111,-26.792) (-4.120,-34.523) (-5.029,-0.721) 0.844432  0.850269  1.24354  0.844432  
99     -2.25956  -3.63697  -4.55128 -27.14554 -34.83148  -0.62503     (-2.260,-27.146) (-3.637,-34.831) (-4.551,-0.625) 0  8.40913e-14  0  0  
