Fol_2018-05-05.12_23_26.1_8.txt     Output is probe cell, reduced cell, NCDist distance between
0    -2467.56144 165.14775 -2394.96533 -1137.75573 -696.92234 -983.40989     (-818.262,-972.608) (-165.148,-862.070) (-2229.818,-2302.414) 0
1    -2450.90186 161.81143 -2393.29718 -1136.08758 -698.59050 -996.73316     (-834.922,-974.276) (-161.811,-860.402) (-2231.486,-2289.090) 21.7837
2    -2434.24227 158.47511 -2391.62902 -1134.41942 -700.25866 -1010.05643     (-851.581,-975.944) (-158.475,-858.734) (-2233.154,-2275.767) 43.5675
3    -2417.58268 155.13879 -2389.96086 -1132.75126 -701.92682 -1023.37970     (-868.241,-977.612) (-155.139,-857.066) (-2234.822,-2262.444) 65.3512
4    -2400.92309 151.80248 -2388.29270 -1131.08310 -703.59498 -1036.70297     (-884.900,-979.281) (-151.802,-855.397) (-2236.490,-2249.121) 87.1349
5    -2384.26350 148.46616 -2386.62454 -1129.41494 -705.26314 -1050.02624     (-901.560,-980.949) (-148.466,-853.729) (-2238.158,-2235.797) 108.919
6    -2367.60391 145.12984 -2384.95638 -1127.74678 -706.93129 -1063.34951     (-918.220,-982.617) (-145.130,-852.061) (-2239.827,-2222.474) 130.702
7    -2350.94432 141.79352 -2383.28822 -1126.07862 -708.59945 -1076.67278     (-934.879,-984.285) (-141.794,-850.393) (-2241.495,-2209.151) 148.58
8    -2334.28473 138.45720 -2381.62006 -1124.41046 -710.26761 -1089.99605     (-951.539,-985.953) (-138.457,-848.725) (-2243.163,-2195.828) 148.652
9    -2317.62514 135.12088 -2379.95190 -1122.74230 -711.93577 -1103.31933     (-968.198,-987.621) (-135.121,-847.057) (-2244.831,-2182.504) 151.88
10    -2300.96556 131.78457 -2378.28374 -1121.07414 -713.60393 -1116.64260     (-984.858,-989.290) (-131.785,-845.388) (-2246.499,-2169.181) 158.073
11    -2284.30597 128.44825 -2376.61559 -1119.40599 -715.27209 -1129.96587     (-1001.518,-990.958) (-128.448,-843.720) (-2248.167,-2155.858) 166.9
12    -2267.64638 125.11193 -2374.94743 -1117.73783 -716.94025 -1143.28914     (-1018.177,-992.626) (-125.112,-842.052) (-2249.835,-2142.534) 177.969
13    -2250.98679 121.77561 -2373.27927 -1116.06967 -718.60841 -1156.61241     (-1034.837,-994.294) (-121.776,-840.384) (-2251.504,-2129.211) 190.892
14    -2234.32720 118.43929 -2371.61111 -1114.40151 -720.27657 -1169.93568     (-1051.496,-995.962) (-118.439,-838.716) (-2253.172,-2115.888) 205.317
15    -2217.66761 115.10298 -2369.94295 -1112.73335 -721.94473 -1183.25895     (-1068.156,-997.630) (-115.103,-837.048) (-2254.840,-2102.565) 220.952
16    -2201.00802 111.76666 -2368.27479 -1111.06519 -723.61289 -1196.58222     (-1084.816,-999.299) (-111.767,-835.380) (-2256.508,-2089.241) 237.558
17    -2184.34843 108.43034 -2366.60663 -1109.39703 -725.28104 -1209.90549     (-1101.475,-1000.967) (-108.430,-833.711) (-2258.176,-2075.918) 254.944
