Fol_2018-05-06.16_51_45.1_7.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
12      3.66434 -37.08178 -46.93903  -1.62485   1.52588 -10.03926     (-8.612,-28.326) (-1.427,-5.091) (-35.132,-0.099) 9.10553  9.48018  19.7898  10.148  
13      3.59071 -36.65756 -46.76407  -1.86337   1.42455  -9.96960     (-8.984,-28.490) (-0.986,-4.576) (-35.748,-0.439) 9.62752  9.95092  20.8536  10.6371  
14      3.51707 -36.23335 -46.58911  -2.10189   1.32322  -9.89994     (-9.355,-28.655) (-0.545,-4.062) (-36.364,-0.779) 10.2327  10.4385  21.995  11.205  
15      3.44344 -35.80913 -46.41414  -2.34041   1.22189  -9.83029     (-9.727,-28.819) (-0.103,-3.547) (-36.980,-1.119) 10.9071  11.0661  23.0197  11.8405  
16      3.36980 -35.38491 -46.23918  -2.57894   1.12056  -9.76063     (-1.121,-28.645) (-0.338,-3.370) (-37.258,-9.761) 11.0206  11.1545  23.2647  11.0206  
17      3.29617 -34.96069 -46.06421  -2.81746   1.01923  -9.69098     (-1.019,-28.368) (-0.779,-3.296) (-37.433,-9.691) 10.9766  11.2568  23.3228  10.9766  
18      3.22254 -34.53647 -45.88925  -3.05598   0.91791  -9.62132     (-0.918,-28.091) (-1.220,-3.223) (-37.608,-9.621) 10.891  11.4143  23.409  10.962  
19      3.14890 -34.11226 -45.71429  -3.29450   0.81658  -9.55167     (-0.817,-27.814) (-1.661,-3.149) (-37.783,-9.552) 10.7773  11.6247  23.5232  10.9767  
20      3.07527 -33.68804 -45.53932  -3.53302   0.71525  -9.48201     (-0.715,-27.538) (-2.103,-3.075) (-37.958,-9.482) 10.6927  11.8848  23.6648  11.0207  
21      3.00163 -33.26382 -45.36436  -3.77154   0.61392  -9.41236     (-0.614,-27.261) (-2.544,-3.002) (-38.133,-9.412) 10.6378  12.1915  23.8334  11.0937  
22      2.92800 -32.83960 -45.18939  -4.01006   0.51259  -9.34270     (-0.513,-26.984) (-2.985,-2.928) (-38.308,-9.343) 10.613  12.5409  24.0284  11.195  
23      2.85437 -32.41538 -45.01443  -4.24858   0.41126  -9.27305     (-0.411,-26.707) (-3.426,-2.854) (-38.483,-9.273) 10.6185  12.826  24.2492  11.3239  
24      2.78073 -31.99117 -44.83947  -4.48710   0.30993  -9.20339     (-0.310,-26.430) (-3.867,-2.781) (-38.658,-9.203) 10.6544  12.7637  24.4951  11.4795  
25      2.70710 -31.56695 -44.66450  -4.72562   0.20860  -9.13374     (-0.209,-26.153) (-4.308,-2.707) (-38.833,-9.134) 10.7203  12.752  24.7653  11.6607  
26      2.63346 -31.14273 -44.48954  -4.96415   0.10727  -9.06408     (-0.107,-25.876) (-4.750,-2.633) (-39.008,-9.064) 10.8156  12.7887  25.059  11.8664  
27      2.55983 -30.71851 -44.31458  -5.20267   0.00594  -8.99442     (-0.006,-25.599) (-5.191,-2.560) (-39.183,-8.994) 10.9396  12.8712  25.3755  12.0952  
28      2.48619 -30.29429 -44.13961  -5.44119  -0.09539  -8.92477     (-0.095,-25.417) (-5.537,-39.263) (-2.391,-8.829) 11.0268  13.0884  25.5857  13.2103  
29      2.41256 -29.87007 -43.96465  -5.67971  -0.19672  -8.85511     (-0.197,-25.242) (-5.876,-39.336) (-2.216,-8.658) 11.1294  13.3587  25.8041  13.193  
30      2.33893 -29.44586 -43.78968  -5.91823  -0.29805  -8.78546     (-0.298,-25.066) (-6.216,-39.410) (-2.041,-8.487) 11.2509  13.6739  26.038  13.1924  
31      2.26529 -29.02164 -43.61472  -6.15675  -0.39938  -8.71580     (-0.399,-24.890) (-6.556,-39.484) (-1.866,-8.316) 11.3906  14.0308  26.2869  13.2087  
32      2.19166 -28.59742 -43.43976  -6.39527  -0.50071  -8.64615     (-0.501,-24.715) (-6.896,-39.557) (-1.691,-8.145) 11.5478  14.4265  26.4677  13.2417  
33      2.11802 -28.17320 -43.26479  -6.63379  -0.60204  -8.57649     (-0.602,-24.539) (-7.236,-39.631) (-1.516,-7.974) 11.7219  14.8577  26.5107  13.2913  
34      2.04439 -27.74898 -43.08983  -6.87231  -0.70337  -8.50684     (-0.703,-24.364) (-7.576,-39.704) (-1.341,-7.803) 11.912  15.3216  26.5703  13.3574  
35      1.97075 -27.32477 -42.91486  -7.11084  -0.80470  -8.43718     (-0.805,-24.188) (-7.916,-39.778) (-1.166,-7.632) 12.0652  15.8152  26.6464  13.4397  
36      1.89712 -26.90055 -42.73990  -7.34936  -0.90603  -8.36753     (-0.906,-24.012) (-8.255,-39.852) (-0.991,-7.461) 12.2318  16.3358  26.739  13.5378  
37      1.82349 -26.47633 -42.56494  -7.58788  -1.00736  -8.29787     (-1.007,-23.837) (-8.595,-39.925) (-0.816,-7.291) 12.4139  16.7228  26.8477  13.6515  
38      1.74985 -26.05211 -42.38997  -7.82640  -1.10869  -8.22822     (-1.109,-23.661) (-8.935,-39.999) (-0.641,-7.120) 12.6111  17.0692  26.9725  13.7804  
39      1.67622 -25.62789 -42.21501  -8.06492  -1.21002  -8.15856     (-1.210,-23.485) (-9.275,-40.073) (-0.466,-6.949) 12.8225  17.4339  27.113  13.9241  
40      1.60258 -25.20368 -42.04005  -8.30344  -1.31135  -8.08891     (-1.311,-23.310) (-9.615,-40.146) (-0.291,-6.778) 13.0475  17.8166  27.2691  14.082  
41      1.52895 -24.77946 -41.86508  -8.54196  -1.41268  -8.01925     (-1.413,-23.134) (-9.955,-40.220) (-0.116,-6.607) 13.2855  18.2171  27.4406  14.2537  
42      1.45531 -24.35524 -41.69012  -8.78048  -1.51400  -7.94959     (-1.455,-10.236) (-22.900,-40.235) (-0.059,-6.494) 10.6916  20.2154  27.5759  25.9193  
43      1.38168 -23.93102 -41.51515  -9.01900  -1.61533  -7.87994     (-1.382,-10.401) (-22.549,-40.133) (-0.234,-6.498) 10.7118  20.2254  27.6253  25.5092  
44      1.30805 -23.50680 -41.34019  -9.25752  -1.71666  -7.81028     (-1.308,-10.566) (-22.199,-40.032) (-0.409,-6.502) 10.7502  20.2528  27.6908  25.1003  
45      1.23441 -23.08258 -41.16523  -9.49605  -1.81799  -7.74063     (-1.234,-10.730) (-21.848,-39.931) (-0.584,-6.506) 10.8066  20.2969  27.7725  24.6925  
46      1.16078 -22.65837 -40.99026  -9.73457  -1.91932  -7.67097     (-1.161,-10.895) (-21.498,-39.829) (-0.759,-6.510) 10.8808  19.9684  27.8704  24.2859  
47      1.08714 -22.23415 -40.81530  -9.97309  -2.02065  -7.60132     (-1.087,-11.060) (-21.147,-39.728) (-0.934,-6.514) 10.9725  20.0728  27.9847  23.8807  
48      1.01351 -21.80993 -40.64034 -10.21161  -2.12198  -7.53166     (-1.014,-11.225) (-20.796,-39.627) (-1.108,-6.518) 11.0811  20.1931  28.1156  23.4768  
49      0.93987 -21.38571 -40.46537 -10.45013  -2.22331  -7.46201     (-0.940,-11.390) (-20.446,-39.525) (-1.283,-6.522) 11.2062  20.3289  28.263  23.0744  
50      0.86624 -20.96149 -40.29041 -10.68865  -2.32464  -7.39235     (-0.866,-11.555) (-20.095,-39.424) (-1.458,-6.526) 11.3472  20.4799  28.427  22.6735  
51      0.79261 -20.53728 -40.11544 -10.92717  -2.42597  -7.32270     (-0.793,-11.720) (-19.745,-39.323) (-1.633,-6.530) 11.5036  20.883  28.6076  22.2742  
52      0.71897 -20.11306 -39.94048 -11.16569  -2.52730  -7.25304     (-0.719,-11.885) (-19.394,-39.222) (-1.808,-6.534) 11.6747  20.8258  28.8048  21.8765  
53      0.64534 -19.68884 -39.76552 -11.40421  -2.62863  -7.18339     (-0.645,-12.050) (-19.044,-39.120) (-1.983,-6.538) 11.86  21.02  28.7699  21.4807  
54      0.57170 -19.26462 -39.59055 -11.64273  -2.72996  -7.11373     (-0.572,-12.214) (-18.693,-39.019) (-2.158,-6.542) 12.0587  21.2277  28.7032  21.0868  
55      0.49807 -18.84040 -39.41559 -11.88126  -2.83129  -7.04407     (-0.498,-12.379) (-18.342,-38.918) (-2.333,-6.546) 12.2701  21.4486  28.6517  20.6948  
56      0.42444 -18.41619 -39.24062 -12.11978  -2.93262  -6.97442     (-0.424,-12.544) (-17.992,-38.816) (-2.508,-6.550) 12.4938  21.6823  28.6153  20.305  
57      0.35080 -17.99197 -39.06566 -12.35830  -3.03395  -6.90476     (-0.351,-12.709) (-17.641,-38.715) (-2.683,-6.554) 12.7289  21.9284  28.594  19.9173  
58      0.27717 -17.56775 -38.89070 -12.59682  -3.13528  -6.83511     (-0.277,-12.874) (-17.291,-38.614) (-2.858,-6.558) 12.9749  22.1424  28.5877  19.5321  
59      0.20353 -17.14353 -38.71573 -12.83534  -3.23661  -6.76545     (-0.204,-13.039) (-16.940,-38.512) (-3.033,-6.562) 13.2312  22.3629  28.5964  19.1493  
60      0.12990 -16.71931 -38.54077 -13.07386  -3.33794  -6.69580     (-0.130,-13.204) (-16.589,-38.411) (-3.208,-6.566) 13.4972  22.5921  28.6199  18.7692  
61      0.05626 -16.29509 -38.36581 -13.31238  -3.43927  -6.62614     (-0.056,-13.369) (-16.239,-38.310) (-3.383,-6.570) 13.7723  22.2358  28.6582  18.392  
62     -0.01737 -15.87088 -38.19084 -13.55090  -3.54060  -6.55649     (-0.017,-13.551) (-15.871,-3.541) (-38.191,-6.556) 16.034  21.6239  28.7256  17.981  
63     -0.09100 -15.44666 -38.01588 -13.78942  -3.64193  -6.48683     (-0.091,-13.789) (-15.447,-3.642) (-38.016,-6.487) 16.2587  21.0896  27.9866  18.2201  
64     -0.16464 -15.02244 -37.84091 -14.02794  -3.74326  -6.41718     (-0.165,-14.028) (-15.022,-3.743) (-37.841,-6.417) 15.9796  20.5557  27.236  18.4716  
65     -0.23827 -14.59822 -37.66595 -14.26647  -3.84458  -6.34752     (-0.238,-14.266) (-14.598,-3.845) (-37.666,-6.348) 15.4583  20.0224  26.4911  18.2465  
66     -0.31191 -14.17400 -37.49099 -14.50499  -3.94591  -6.27787     (-0.312,-14.505) (-14.174,-3.946) (-37.491,-6.278) 14.9381  19.4895  25.7524  17.7099  
67     -0.38554 -13.74979 -37.31602 -14.74351  -4.04724  -6.20821     (-0.386,-14.744) (-13.750,-4.047) (-37.316,-6.208) 14.4192  18.9573  25.0205  17.1732  
68     -0.45918 -13.32557 -37.14106 -14.98203  -4.14857  -6.13855     (-0.459,-14.982) (-13.326,-4.149) (-37.141,-6.139) 13.9015  18.4256  24.2959  16.6366  
69     -0.53281 -12.90135 -36.96610 -15.22055  -4.24990  -6.06890     (-0.533,-15.221) (-12.901,-4.250) (-36.966,-6.069) 13.3854  17.8947  23.5794  16.0999  
70     -0.60644 -12.47713 -36.79113 -15.45907  -4.35123  -5.99924     (-0.606,-15.459) (-12.477,-4.351) (-36.791,-5.999) 12.871  17.3275  22.8717  15.5632  
71     -0.68008 -12.05291 -36.61617 -15.69759  -4.45256  -5.92959     (-0.680,-15.698) (-12.053,-4.453) (-36.616,-5.930) 12.3584  16.7546  22.1738  15.0266  
72     -0.75371 -11.62870 -36.44120 -15.93611  -4.55389  -5.85993     (-0.754,-15.936) (-11.629,-4.554) (-36.441,-5.860) 11.848  16.1819  21.4865  14.4899  
73     -0.82735 -11.20448 -36.26624 -16.17463  -4.65522  -5.79028     (-0.827,-16.175) (-11.204,-4.655) (-36.266,-5.790) 11.34  15.6094  20.8109  13.9532  
74     -0.90098 -10.78026 -36.09128 -16.41316  -4.75655  -5.72062     (-0.901,-16.413) (-10.780,-4.757) (-36.091,-5.721) 10.8348  15.0372  20.1482  13.4166  
75     -0.97462 -10.35604 -35.91631 -16.65168  -4.85788  -5.65097     (-0.975,-16.652) (-10.356,-4.858) (-35.916,-5.651) 10.3327  14.4654  19.4997  12.8799  
76     -1.04825  -9.93182 -35.74135 -16.89020  -4.95921  -5.58131     (-1.048,-16.890) (-9.932,-4.959) (-35.741,-5.581) 9.83429  13.8938  18.8666  12.3432  
77     -1.12188  -9.50760 -35.56638 -17.12872  -5.06054  -5.51166     (-1.122,-17.129) (-9.508,-5.061) (-35.566,-5.512) 9.34012  13.3227  18.2507  11.8066  
78     -1.19552  -9.08339 -35.39142 -17.36724  -5.16187  -5.44200     (-1.196,-17.367) (-9.083,-5.162) (-35.391,-5.442) 8.85091  12.752  17.6503  11.2699  
79     -1.26915  -8.65917 -35.21646 -17.60576  -5.26320  -5.37235     (-1.269,-17.606) (-8.659,-5.263) (-35.216,-5.372) 8.36751  12.1818  16.8098  10.7333  
80     -1.34279  -8.23495 -35.04149 -17.84428  -5.36453  -5.30269     (-1.343,-17.844) (-8.235,-5.365) (-35.041,-5.303) 7.891  11.6121  15.9693  10.1966  
81     -1.41642  -7.81073 -34.86653 -18.08280  -5.46586  -5.23303     (-1.416,-18.083) (-7.811,-5.466) (-34.867,-5.233) 7.42271  11.0431  15.1288  9.65993  
82     -1.49006  -7.38651 -34.69157 -18.32132  -5.56719  -5.16338     (-1.490,-18.321) (-7.387,-5.567) (-34.692,-5.163) 6.96429  10.4749  14.2883  9.12327  
83     -1.56369  -6.96230 -34.51660 -18.55984  -5.66852  -5.09372     (-1.564,-18.560) (-6.962,-5.669) (-34.517,-5.094) 6.51783  9.90758  13.4478  8.58661  
84     -1.63732  -6.53808 -34.34164 -18.79837  -5.76985  -5.02407     (-1.637,-18.798) (-6.538,-5.770) (-34.342,-5.024) 6.08595  9.34132  12.6074  8.04995  
85     -1.71096  -6.11386 -34.16667 -19.03689  -5.87118  -4.95441     (-1.711,-19.037) (-6.114,-5.871) (-34.167,-4.954) 5.672  8.77632  11.7669  7.51328  
86     -1.78459  -5.68964 -33.99171 -19.27541  -5.97251  -4.88476     (-1.785,-19.275) (-5.690,-5.973) (-33.992,-4.885) 5.28018  8.21286  10.9264  6.97662  
87     -1.85823  -5.26542 -33.81675 -19.51393  -6.07384  -4.81510     (-1.858,-19.514) (-5.265,-6.074) (-33.817,-4.815) 4.89697  7.65126  10.0859  6.43996  
88     -1.93186  -4.84121 -33.64178 -19.75245  -6.17516  -4.74545     (-1.932,-19.752) (-4.841,-6.175) (-33.642,-4.745) 4.4623  7.09197  9.24539  5.90329  
89     -2.00549  -4.41699 -33.46682 -19.99097  -6.27649  -4.67579     (-2.005,-19.991) (-4.417,-6.276) (-33.467,-4.676) 4.05216  6.53559  8.4049  5.36663  
90     -2.07913  -3.99277 -33.29186 -20.22949  -6.37782  -4.60614     (-2.079,-20.229) (-3.993,-6.378) (-33.292,-4.606) 3.67476  5.98292  7.56441  4.82997  
91     -2.15276  -3.56855 -33.11689 -20.46801  -6.47915  -4.53648     (-2.153,-20.468) (-3.569,-6.479) (-33.117,-4.536) 3.34122  5.43509  6.72392  4.2933  
92     -2.22640  -3.14433 -32.94193 -20.70653  -6.58048  -4.46683     (-2.226,-20.707) (-3.144,-6.580) (-32.942,-4.467) 3.06588  4.89374  5.88343  3.75664  
93     -2.30003  -2.72011 -32.76696 -20.94505  -6.68181  -4.39717     (-2.300,-20.945) (-2.720,-6.682) (-32.767,-4.397) 2.86558  4.36128  5.04294  3.21998  
94     -2.37367  -2.29590 -32.59200 -21.18358  -6.78314  -4.32752     (-2.374,-21.184) (-2.296,-6.783) (-32.592,-4.328) 2.68332  3.84139  4.20245  2.68332  
95     -2.44730  -1.87168 -32.41704 -21.42210  -6.88447  -4.25786     (-2.447,-21.422) (-1.872,-6.884) (-32.417,-4.258) 2.14665  3.33997  3.36196  2.14665  
96     -2.52093  -1.44746 -32.24207 -21.66062  -6.98580  -4.18820     (-2.521,-21.661) (-1.447,-6.986) (-32.242,-4.188) 1.60999  2.70415  2.52147  1.60999  
97     -2.59457  -1.02324 -32.06711 -21.89914  -7.08713  -4.11855     (-2.595,-21.899) (-1.023,-7.087) (-32.067,-4.119) 1.07333  1.80276  1.68098  1.07333  
98     -2.66820  -0.59902 -31.89214 -22.13766  -7.18846  -4.04889     (-2.668,-22.138) (-0.599,-7.188) (-31.892,-4.049) 0.536663  0.901382  0.84049  0.536663  
99     -2.74184  -0.17481 -31.71718 -22.37618  -7.28979  -3.97924     (-2.742,-22.376) (-0.175,-7.290) (-31.717,-3.979) 0  8.43208e-14  1.90735e-06  0  
