Fol_2018-05-14.13_14_44.92_91.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      6.94440 -43.47394   3.33765 -64.32248 -22.40041 -26.13776     (-1.836,-43.474) (-57.647,-6.944) (-3.338,-12.249) 31.9133  31.9133  
1      6.93561 -43.48813   3.33097 -64.30161 -22.38494 -26.12386     (-1.852,-43.488) (-57.640,-6.936) (-3.331,-12.253) 31.9078  31.9078  
2      6.92682 -43.50232   3.32429 -64.28074 -22.36947 -26.10996     (-1.867,-43.502) (-57.632,-6.927) (-3.324,-12.256) 31.9023  31.9023  
3      6.91803 -43.51651   3.31761 -64.25987 -22.35399 -26.09606     (-1.883,-43.517) (-57.625,-6.918) (-3.318,-12.260) 31.8969  31.8969  
4      6.90924 -43.53069   3.31093 -64.23900 -22.33852 -26.08215     (-1.898,-43.531) (-57.617,-6.909) (-3.311,-12.264) 31.8914  31.8914  
5      6.90045 -43.54488   3.30424 -64.21813 -22.32305 -26.06825     (-1.914,-43.545) (-57.610,-6.900) (-3.304,-12.267) 31.8859  31.8859  
6      6.89166 -43.55907   3.29756 -64.19726 -22.30758 -26.05435     (-1.929,-43.559) (-57.602,-6.892) (-3.298,-12.271) 31.8805  31.8805  
7      6.88287 -43.57325   3.29088 -64.17639 -22.29211 -26.04045     (-1.945,-43.573) (-57.595,-6.883) (-3.291,-12.275) 31.8751  31.8751  
8      6.87408 -43.58744   3.28420 -64.15552 -22.27664 -26.02654     (-1.960,-43.587) (-57.587,-6.874) (-3.284,-12.278) 31.8696  31.8696  
9      6.86529 -43.60163   3.27752 -64.13465 -22.26117 -26.01264     (-1.976,-43.602) (-57.580,-6.865) (-3.278,-12.282) 31.8642  31.8642  
10      6.85650 -43.61582   3.27083 -64.11378 -22.24569 -25.99874     (-1.991,-43.616) (-57.572,-6.857) (-3.271,-12.286) 31.8588  31.8588  
11      6.84771 -43.63000   3.26415 -64.09291 -22.23022 -25.98483     (-2.006,-43.630) (-57.565,-6.848) (-3.264,-12.289) 31.8534  31.8534  
12      6.83892 -43.64419   3.25747 -64.07204 -22.21475 -25.97093     (-2.022,-43.644) (-57.557,-6.839) (-3.257,-12.293) 31.848  31.848  
13      6.83013 -43.65838   3.25079 -64.05117 -22.19928 -25.95703     (-2.037,-43.658) (-57.550,-6.830) (-3.251,-12.297) 31.8426  31.8426  
14      6.82134 -43.67257   3.24411 -64.03030 -22.18381 -25.94313     (-2.053,-43.673) (-57.542,-6.821) (-3.244,-12.300) 31.8372  31.8372  
15      6.81256 -43.68675   3.23742 -64.00943 -22.16834 -25.92922     (-2.068,-43.687) (-57.535,-6.813) (-3.237,-12.304) 31.8318  31.8318  
16      6.80377 -43.70094   3.23074 -63.98857 -22.15287 -25.91532     (-2.084,-43.701) (-57.527,-6.804) (-3.231,-12.308) 31.8265  31.8265  
17      6.79498 -43.71513   3.22406 -63.96770 -22.13739 -25.90142     (-2.099,-43.715) (-57.520,-6.795) (-3.224,-12.311) 31.8211  31.8211  
18      6.78619 -43.72932   3.21738 -63.94683 -22.12192 -25.88752     (-2.115,-43.729) (-57.512,-6.786) (-3.217,-12.315) 31.8158  31.8158  
19      6.77740 -43.74350   3.21070 -63.92596 -22.10645 -25.87361     (-2.130,-43.744) (-57.505,-6.777) (-3.211,-12.319) 31.8104  31.8104  
20      6.76861 -43.75769   3.20401 -63.90509 -22.09098 -25.85971     (-2.146,-43.758) (-57.497,-6.769) (-3.204,-12.322) 31.8051  31.8051  
21      6.75982 -43.77188   3.19733 -63.88422 -22.07551 -25.84581     (-2.161,-43.772) (-57.490,-6.760) (-3.197,-12.326) 31.7998  31.7998  
22      6.75103 -43.78607   3.19065 -63.86335 -22.06004 -25.83190     (-2.177,-43.786) (-57.482,-6.751) (-3.191,-12.330) 31.7945  31.7945  
23      6.74224 -43.80025   3.18397 -63.84248 -22.04457 -25.81800     (-2.192,-43.800) (-57.475,-6.742) (-3.184,-12.334) 31.7892  31.7892  
24      6.73345 -43.81444   3.17729 -63.82161 -22.02909 -25.80410     (-2.208,-43.814) (-57.467,-6.733) (-3.177,-12.337) 31.7839  31.7839  
25      6.72466 -43.82863   3.17060 -63.80074 -22.01362 -25.79020     (-2.223,-43.829) (-57.460,-6.725) (-3.171,-12.341) 31.7786  31.7786  
26      6.71587 -43.84282   3.16392 -63.77987 -21.99815 -25.77629     (-2.239,-43.843) (-57.452,-6.716) (-3.164,-12.345) 31.7733  31.7733  
27      6.70708 -43.85700   3.15724 -63.75900 -21.98268 -25.76239     (-2.254,-43.857) (-57.445,-6.707) (-3.157,-12.348) 31.7681  31.7681  
28      6.69829 -43.87119   3.15056 -63.73813 -21.96721 -25.74849     (-2.270,-43.871) (-57.437,-6.698) (-3.151,-12.352) 31.7628  31.7628  
29      6.68950 -43.88538   3.14388 -63.71726 -21.95174 -25.73459     (-2.285,-43.885) (-57.430,-6.690) (-3.144,-12.356) 31.7576  31.7576  
30      6.68071 -43.89957   3.13719 -63.69639 -21.93626 -25.72068     (-2.300,-43.900) (-57.422,-6.681) (-3.137,-12.359) 31.7523  31.7523  
31      6.67192 -43.91375   3.13051 -63.67552 -21.92079 -25.70678     (-2.316,-43.914) (-57.414,-6.672) (-3.131,-12.363) 31.7471  31.7471  
32      6.66313 -43.92794   3.12383 -63.65465 -21.90532 -25.69288     (-2.331,-43.928) (-57.407,-6.663) (-3.124,-12.367) 31.7419  31.7419  
