Fol_2018-05-14.13_04_42.55_54.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      1.38144 -15.42119 -22.12850  -6.99359   7.94296 -42.73003     (-6.508,-1.647) (-2.817,-1.833) (-26.778,-3.766) 14.6783  15.6854  
1      1.37354 -15.40857 -22.13316  -6.98824   7.93318 -42.69103     (-6.468,-1.575) (-2.838,-1.945) (-26.879,-3.783) 14.6764  15.6781  
2      1.36565 -15.39595 -22.13781  -6.98288   7.92339 -42.65202     (-6.429,-1.503) (-2.860,-2.056) (-26.981,-3.801) 14.6745  15.6708  
3      1.35775 -15.38333 -22.14246  -6.97753   7.91360 -42.61302     (-6.389,-1.432) (-2.882,-2.168) (-27.082,-3.818) 14.6727  15.6636  
4      1.34985 -15.37072 -22.14712  -6.97218   7.90382 -42.57402     (-6.350,-1.360) (-2.904,-2.280) (-27.183,-3.836) 14.6709  15.6565  
5      1.34196 -15.35810 -22.15177  -6.96683   7.89403 -42.53502     (-6.310,-1.288) (-2.926,-2.391) (-27.284,-3.853) 14.6693  15.6494  
6      1.33406 -15.34548 -22.15643  -6.96148   7.88425 -42.49601     (-6.271,-1.217) (-2.948,-2.503) (-27.385,-3.870) 14.6677  15.6424  
7      1.32616 -15.33287 -22.16108  -6.95612   7.87446 -42.45701     (-6.231,-1.145) (-2.969,-2.615) (-27.486,-3.888) 14.6662  15.6355  
8      1.31826 -15.32025 -22.16574  -6.95077   7.86467 -42.41801     (-6.192,-1.074) (-2.991,-2.726) (-27.587,-3.905) 14.6648  15.6286  
9      1.31037 -15.30763 -22.17039  -6.94542   7.85489 -42.37900     (-6.152,-1.002) (-3.013,-2.838) (-27.688,-3.923) 14.6635  15.6219  
10      1.30247 -15.29501 -22.17505  -6.94007   7.84510 -42.34000     (-6.113,-0.930) (-3.035,-2.950) (-27.789,-3.940) 14.6622  15.6151  
11      1.29457 -15.28240 -22.17970  -6.93471   7.83532 -42.30100     (-6.073,-0.859) (-3.057,-3.061) (-27.890,-3.957) 14.661  15.6085  
12      1.28668 -15.26978 -22.18436  -6.92936   7.82553 -42.26199     (-6.034,-0.787) (-3.079,-3.173) (-27.991,-3.975) 14.6599  15.6019  
13      1.27878 -15.25716 -22.18901  -6.92401   7.81575 -42.22299     (-5.994,-0.715) (-3.100,-3.285) (-28.093,-3.992) 14.6588  15.5954  
14      1.27088 -15.24455 -22.19366  -6.91866   7.80596 -42.18399     (-5.955,-0.644) (-3.122,-3.396) (-28.194,-4.010) 14.6579  15.5889  
15      1.26298 -15.23193 -22.19832  -6.91330   7.79617 -42.14498     (-5.915,-0.572) (-3.144,-3.508) (-28.295,-4.027) 14.657  15.5826  
16      1.25509 -15.21931 -22.20297  -6.90795   7.78639 -42.10598     (-5.876,-0.500) (-3.166,-3.620) (-28.396,-4.044) 14.6562  15.5763  
17      1.24719 -15.20669 -22.20763  -6.90260   7.77660 -42.06698     (-5.836,-0.429) (-3.188,-3.731) (-28.497,-4.062) 14.6554  15.57  
18      1.23929 -15.19408 -22.21228  -6.89725   7.76682 -42.02798     (-5.797,-0.357) (-3.210,-3.843) (-28.598,-4.079) 14.6548  15.5639  
19      1.23140 -15.18146 -22.21694  -6.89190   7.75703 -41.98897     (-5.757,-0.286) (-3.231,-3.954) (-28.699,-4.097) 14.6542  15.5578  
