Fol_2018-05-05.09_44_10.1_5.txt     Output is probe cell, reduced cell, NCDist distance between
78    -228.70964 -19.90033 -56.24677 -257.01736 -171.85925 -112.14627     (-228.710,-257.017) (-19.900,-171.859) (-56.247,-112.146) 64.5928
79    -230.40548 -20.59859 -55.89764 -256.66823 -172.20838 -109.75217     (-230.405,-256.668) (-20.599,-172.208) (-55.898,-109.752) 61.5169
80    -232.10133 -21.29685 -55.54851 -256.31910 -172.55751 -107.35807     (-232.101,-256.319) (-21.297,-172.558) (-55.549,-107.358) 58.4411
81    -233.79717 -21.99511 -55.19938 -255.96998 -172.90664 -104.96397     (-233.797,-255.970) (-21.995,-172.907) (-55.199,-104.964) 55.3652
82    -235.49301 -22.69336 -54.85025 -255.62085 -173.25577 -102.56987     (-235.493,-255.621) (-22.693,-173.256) (-54.850,-102.570) 52.2894
83    -237.18885 -23.39162 -54.50113 -255.27172 -173.60490 -100.17577     (-237.189,-255.272) (-23.392,-173.605) (-54.501,-100.176) 49.2135
84    -238.88470 -24.08988 -54.15200 -254.92259 -173.95402 -97.78167     (-238.885,-254.923) (-24.090,-173.954) (-54.152,-97.782) 46.1377
85    -240.58054 -24.78814 -53.80287 -254.57346 -174.30315 -95.38757     (-240.581,-254.573) (-24.788,-174.303) (-53.803,-95.388) 43.0619
86    -242.27638 -25.48639 -53.45374 -254.22433 -174.65228 -92.99347     (-242.276,-254.224) (-25.486,-174.652) (-53.454,-92.993) 39.986
87    -243.97222 -26.18465 -53.10461 -253.87520 -175.00141 -90.59937     (-243.972,-253.875) (-26.185,-175.001) (-53.105,-90.599) 36.9102
88    -245.66807 -26.88291 -52.75548 -253.52607 -175.35054 -88.20527     (-245.668,-253.526) (-26.883,-175.351) (-52.755,-88.205) 33.8343
89    -247.36391 -27.58116 -52.40635 -253.17695 -175.69967 -85.81117     (-247.364,-253.177) (-27.581,-175.700) (-52.406,-85.811) 30.7585
90    -249.05975 -28.27942 -52.05722 -252.82782 -176.04880 -83.41707     (-249.060,-252.828) (-28.279,-176.049) (-52.057,-83.417) 27.6826
91    -250.75560 -28.97768 -51.70810 -252.47869 -176.39792 -81.02297     (-250.756,-252.479) (-28.978,-176.398) (-51.708,-81.023) 24.6068
92    -252.45144 -29.67594 -51.35897 -252.12956 -176.74705 -78.62887     (-252.451,-252.130) (-29.676,-176.747) (-51.359,-78.629) 21.5309
93    -254.14728 -30.37419 -51.00984 -251.78043 -177.09618 -76.23477     (-254.147,-251.780) (-30.374,-177.096) (-51.010,-76.235) 18.4551
94    -255.84312 -31.07245 -50.66071 -251.43130 -177.44531 -73.84067     (-255.843,-251.431) (-31.072,-177.445) (-50.661,-73.841) 15.3792
95    -257.53897 -31.77071 -50.31158 -251.08217 -177.79444 -71.44657     (-257.539,-251.082) (-31.771,-177.794) (-50.312,-71.447) 12.3034
96    -259.23481 -32.46897 -49.96245 -250.73305 -178.14357 -69.05247     (-259.235,-250.733) (-32.469,-178.144) (-49.962,-69.052) 9.22754
97    -260.93065 -33.16722 -49.61332 -250.38392 -178.49270 -66.65837     (-260.931,-250.384) (-33.167,-178.493) (-49.613,-66.658) 6.15169
98    -262.62649 -33.86548 -49.26420 -250.03479 -178.84183 -64.26427     (-262.626,-250.035) (-33.865,-178.842) (-49.264,-64.264) 3.07585
99    -264.32234 -34.56374 -48.91507 -249.68566 -179.19095 -61.87017     (-264.322,-249.686) (-34.564,-179.191) (-48.915,-61.870) 0
