PointDistanceFollower   Oct 31 2018   mode =  Single Point 
Fol_2018-10-31.12_41_57.0_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist NCDist D7Dist CS6Dist  distance between 
Compute times (msec)     S6Dist   394   NCDist   2299   D7Dist   689   CS6Dist  14
PointDistanceFollower  Oct 31 2018  mode = Single Point
Fol_2018-10-31.12_41_57.0_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      2.16690 -48.48302 -41.18252  -1.70611  -8.53307  -0.42177     (-44.571,-2.128) (-0.422,-37.270) (-8.111,-1.745)      0  0  0  0  
1      2.12011 -48.43491 -41.14942  -1.70653  -8.56184  -0.42309     (-44.618,-2.130) (-0.423,-37.332) (-8.139,-1.697)      0.0952844  0.102207  0.186312  0.0952844  
2      2.07333 -48.38680 -41.11632  -1.70695  -8.59061  -0.42442     (-44.665,-2.131) (-0.424,-37.394) (-8.166,-1.649)      0.190569  0.204414  0.372625  0.190569  
3      2.02654 -48.33869 -41.08321  -1.70738  -8.61937  -0.42574     (-44.711,-2.133) (-0.426,-37.456) (-8.194,-1.601)      0.285853  0.306622  0.558937  0.285853  
4      1.97976 -48.29058 -41.05011  -1.70780  -8.64814  -0.42707     (-44.758,-2.135) (-0.427,-37.518) (-8.221,-1.553)      0.381138  0.408829  0.745249  0.381138  
5      1.93298 -48.24247 -41.01700  -1.70822  -8.67690  -0.42839     (-44.805,-2.137) (-0.428,-37.579) (-8.249,-1.505)      0.476422  0.511036  0.931562  0.476422  
6      1.88619 -48.19436 -40.98390  -1.70864  -8.70567  -0.42972     (-44.852,-2.138) (-0.430,-37.641) (-8.276,-1.456)      0.571707  0.613243  1.11787  0.571707  
7      1.83941 -48.14625 -40.95079  -1.70906  -8.73444  -0.43104     (-44.898,-2.140) (-0.431,-37.703) (-8.303,-1.408)      0.666991  0.71545  1.30419  0.666991  
8      1.79262 -48.09814 -40.91769  -1.70949  -8.76320  -0.43236     (-44.945,-2.142) (-0.432,-37.765) (-8.331,-1.360)      0.762276  0.817658  1.4905  0.762276  
9      1.74584 -48.05003 -40.88458  -1.70991  -8.79197  -0.43369     (-44.992,-2.144) (-0.434,-37.827) (-8.358,-1.312)      0.85756  0.919865  1.67681  0.85756  
10      1.69905 -48.00192 -40.85148  -1.71033  -8.82074  -0.43501     (-45.039,-2.145) (-0.435,-37.888) (-8.386,-1.264)      0.952844  1.02207  1.86312  0.952844  
11      1.65227 -47.95381 -40.81838  -1.71075  -8.84950  -0.43634     (-45.086,-2.147) (-0.436,-37.950) (-8.413,-1.216)      1.04813  1.12428  2.04944  1.04813  
12      1.60548 -47.90571 -40.78527  -1.71118  -8.87827  -0.43766     (-45.132,-2.149) (-0.438,-38.012) (-8.441,-1.168)      1.14341  1.22649  2.23575  1.14341  
13      1.55870 -47.85760 -40.75217  -1.71160  -8.90703  -0.43899     (-45.179,-2.151) (-0.439,-38.074) (-8.468,-1.120)      1.2387  1.32869  2.42206  1.2387  
14      1.51191 -47.80949 -40.71906  -1.71202  -8.93580  -0.44031     (-45.226,-2.152) (-0.440,-38.136) (-8.495,-1.072)      1.33398  1.4309  2.60837  1.33398  
15      1.46513 -47.76138 -40.68596  -1.71244  -8.96457  -0.44164     (-45.273,-2.154) (-0.442,-38.197) (-8.523,-1.023)      1.42927  1.53311  2.79468  1.42927  
16      1.41834 -47.71327 -40.65285  -1.71286  -8.99333  -0.44296     (-45.320,-2.156) (-0.443,-38.259) (-8.550,-0.975)      1.52455  1.63532  2.981  1.52455  
17      1.37156 -47.66516 -40.61975  -1.71329  -9.02210  -0.44429     (-45.366,-2.158) (-0.444,-38.321) (-8.578,-0.927)      1.61984  1.73752  3.16731  1.61984  
18      1.32477 -47.61705 -40.58665  -1.71371  -9.05086  -0.44561     (-45.413,-2.159) (-0.446,-38.383) (-8.605,-0.879)      1.71512  1.83973  3.35362  1.71512  
