Fol_2018-05-05.12_00_58.18_17.txt     Output is probe cell, reduced cell, NCDist distance between
0     -0.27720 -24.75360 -36.23344 -12.37824 -10.71370  11.31356     (-0.774,-1.103) (-0.263,-0.728) (-2.196,-8.591) 0
1     -0.28222 -24.50622 -35.88963 -12.26435 -10.61284  11.11250     (-8.004,-0.032) (-5.054,-0.652) (-3.108,-2.532) 4.73542
2     -0.28724 -24.25885 -35.54581 -12.15045 -10.51198  10.91145     (-8.604,-0.840) (-2.918,-0.463) (-7.993,-2.260) 6.78841
3     -0.29225 -24.01147 -35.20200 -12.03656 -10.41111  10.71039     (-11.440,-1.027) (-3.380,-1.611) (-7.330,-1.272) 6.95348
4     -0.29727 -23.76410 -34.85818 -11.92266 -10.31025  10.50934     (-14.275,-1.214) (-3.842,-2.758) (-6.668,-0.285) 8.50727
5     -0.30229 -23.51672 -34.51436 -11.80877 -10.20939  10.30828     (-3.601,-0.699) (-16.408,-3.202) (-6.707,-0.703) 10.0402
6     -0.30731 -23.26935 -34.17055 -11.69487 -10.10853  10.10723     (-3.177,-0.101) (-6.931,-3.261) (-18.154,-1.589) 11.5122
7     -0.31233 -23.02197 -33.82673 -11.58098 -10.00766   9.90617     (-3.451,-0.901) (-6.455,-2.621) (-19.202,-1.776) 12.1833
8     -0.31735 -22.77460 -33.48292 -11.46708  -9.90680   9.70512     (-3.726,-1.701) (-5.979,-1.980) (-20.250,-1.964) 13.0118
9     -0.32237 -22.52722 -33.13910 -11.35319  -9.80594   9.50406     (-4.000,-2.501) (-5.504,-1.340) (-21.298,-2.151) 13.9602
10     -0.32738 -22.27985 -32.79529 -11.23930  -9.70508   9.30301     (-4.275,-3.301) (-5.028,-0.700) (-22.345,-2.338) 14.8861
11     -0.33240 -22.03248 -32.45147 -11.12540  -9.60421   9.10195     (-4.549,-4.102) (-4.553,-0.059) (-23.393,-2.526) 15.8818
12     -0.33742 -21.78510 -32.10765 -11.01151  -9.50335   8.90090     (-23.860,-4.321) (-4.658,-0.581) (-4.243,-2.132) 16.2606
13     -0.34244 -21.53773 -31.76384 -10.89761  -9.40249   8.69984     (-24.268,-4.480) (-4.823,-1.221) (-3.877,-1.679) 16.6212
14     -0.34746 -21.29035 -31.42002 -10.78372  -9.30163   8.49878     (-24.675,-4.640) (-4.988,-1.862) (-3.511,-1.226) 17.0311
15     -0.35248 -21.04298 -31.07621 -10.66982  -9.20076   8.29773     (-25.082,-4.800) (-5.152,-2.502) (-3.145,-0.773) 17.4785
16     -0.35750 -20.79560 -30.73239 -10.55593  -9.09990   8.09667     (-25.490,-4.960) (-5.317,-3.142) (-2.779,-0.320) 17.9506
