PointDistanceFollower   Sep  9 2018   mode =  Single Point 
Fol_2018-09-13.17_19_39.0_6.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist NCDist  distance between 
Compute times (msec)     S6Dist   266   NCDist   423
PointDistanceFollower  Sep  9 2018  mode = Single Point
Fol_2018-09-13.17_19_39.0_6.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist distance between
0      7.84360 -17.77956 -11.66017 -56.33001 -15.92431  -6.36857     (-8.461,-62.699) (-6.369,-2.342) (-9.556,-1.475)      0  0  
1      7.67890 -17.66430 -11.63892 -56.39434 -15.78711  -6.31914     (-8.626,-62.713) (-6.319,-2.600) (-9.468,-1.360)      0.343078  0.51869  
2      7.51421 -17.54904 -11.61766 -56.45867 -15.64991  -6.26971     (-8.790,-62.728) (-6.270,-2.859) (-9.380,-1.244)      0.686156  1.03738  
3      7.34952 -17.43378 -11.59640 -56.52300 -15.51271  -6.22028     (-8.955,-62.743) (-6.220,-3.118) (-9.292,-1.129)      1.02923  1.55607  
4      7.18483 -17.31851 -11.57515 -56.58733 -15.37551  -6.17085     (-9.120,-62.758) (-6.171,-3.376) (-9.205,-1.014)      1.37231  2.07476  
5      7.02013 -17.20325 -11.55389 -56.65166 -15.23831  -6.12142     (-9.284,-62.773) (-6.121,-3.635) (-9.117,-0.899)      1.71539  2.59345  
6      6.85544 -17.08799 -11.53263 -56.71599 -15.10111  -6.07199     (-9.449,-62.788) (-6.072,-3.894) (-9.029,-0.783)      2.05847  3.11214  
7      6.69075 -16.97273 -11.51138 -56.78032 -14.96391  -6.02256     (-9.614,-62.803) (-6.023,-4.152) (-8.941,-0.668)      2.40155  3.63083  
8      6.52606 -16.85746 -11.49012 -56.84465 -14.82671  -5.97313     (-9.778,-62.818) (-5.973,-4.411) (-8.854,-0.553)      2.74462  4.14952  
9      6.36137 -16.74220 -11.46886 -56.90898 -14.68951  -5.92370     (-9.943,-62.833) (-5.924,-4.670) (-8.766,-0.438)      3.0877  4.66821  
10      6.19667 -16.62694 -11.44761 -56.97330 -14.55232  -5.87427     (-10.108,-62.848) (-5.874,-4.929) (-8.678,-0.322)      3.43078  5.1869  
11      6.03198 -16.51168 -11.42635 -57.03763 -14.41512  -5.82484     (-10.273,-62.862) (-5.825,-5.187) (-8.590,-0.207)      3.77386  5.70559  
12      5.86729 -16.39641 -11.40509 -57.10196 -14.27792  -5.77541     (-10.437,-62.877) (-5.775,-5.446) (-8.503,-0.092)      4.11693  6.22428  
