Fol_2018-05-14.13_03_53.52_51.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -33.09712  -8.42982  -9.12542   5.32752 -34.19845   9.56910     (-1.530,-11.099) (-6.900,-12.429) (-2.876,-3.798) 35.3119  18.8904  
1    -33.06552  -8.42829  -9.11916   5.31108 -34.17665   9.55572     (-1.503,-11.059) (-6.925,-12.451) (-2.940,-3.808) 35.2759  18.8939  
2    -33.03392  -8.42676  -9.11291   5.29464 -34.15486   9.54234     (-1.476,-11.019) (-6.950,-12.473) (-3.005,-3.818) 35.2399  18.8974  
3    -33.00232  -8.42523  -9.10665   5.27819 -34.13307   9.52896     (-1.450,-10.979) (-6.975,-12.495) (-3.069,-3.828) 35.2041  18.9009  
4    -32.97072  -8.42370  -9.10040   5.26175 -34.11128   9.51558     (-1.423,-10.939) (-7.001,-12.516) (-3.134,-3.839) 35.1684  18.9043  
5    -32.93912  -8.42217  -9.09414   5.24531 -34.08949   9.50220     (-1.396,-10.899) (-7.026,-12.538) (-3.198,-3.849) 35.1327  18.9078  
6    -32.90752  -8.42063  -9.08788   5.22886 -34.06770   9.48882     (-1.370,-10.859) (-7.051,-12.560) (-3.262,-3.859) 35.0972  18.9113  
7    -32.87592  -8.41910  -9.08163   5.21242 -34.04591   9.47544     (-1.343,-10.819) (-7.076,-12.582) (-3.327,-3.869) 35.0618  18.9148  
8    -32.84433  -8.41757  -9.07537   5.19598 -34.02412   9.46206     (-1.317,-10.779) (-7.101,-12.604) (-3.391,-3.879) 35.0264  18.9183  
9    -32.81273  -8.41604  -9.06912   5.17954 -34.00233   9.44868     (-1.290,-10.739) (-7.126,-12.625) (-3.456,-3.890) 34.9912  18.9218  
10    -32.78113  -8.41451  -9.06286   5.16309 -33.98054   9.43530     (-1.263,-10.699) (-7.151,-12.647) (-3.520,-3.900) 34.9561  18.9253  
11    -32.74953  -8.41298  -9.05660   5.14665 -33.95875   9.42192     (-1.237,-10.659) (-7.176,-12.669) (-3.585,-3.910) 34.9193  18.9288  
12    -32.71793  -8.41145  -9.05035   5.13021 -33.93695   9.40854     (-1.210,-10.619) (-7.201,-12.691) (-3.649,-3.920) 34.8733  18.9323  
13    -32.68633  -8.40992  -9.04409   5.11377 -33.91516   9.39516     (-1.183,-10.579) (-7.226,-12.713) (-3.714,-3.930) 34.8274  18.9358  
14    -32.65473  -8.40838  -9.03784   5.09732 -33.89337   9.38177     (-1.157,-10.539) (-7.252,-12.734) (-3.778,-3.941) 34.7816  18.9393  
15    -32.62313  -8.40685  -9.03158   5.08088 -33.87158   9.36839     (-1.130,-10.499) (-7.277,-12.756) (-3.843,-3.951) 34.7359  18.9428  
16    -32.59153  -8.40532  -9.02532   5.06444 -33.84979   9.35501     (-1.104,-10.459) (-7.302,-12.778) (-3.907,-3.961) 34.6903  18.9463  
17    -32.55993  -8.40379  -9.01907   5.04800 -33.82800   9.34163     (-1.077,-10.419) (-7.327,-12.800) (-3.972,-3.971) 34.6447  18.9498  
18    -32.52833  -8.40226  -9.01281   5.03155 -33.80621   9.32825     (-1.050,-10.379) (-7.352,-12.822) (-4.036,-3.981) 34.5992  18.9534  
19    -32.49674  -8.40073  -9.00656   5.01511 -33.78442   9.31487     (-1.024,-10.339) (-7.377,-12.843) (-4.101,-3.991) 34.5538  18.9569  
20    -32.46514  -8.39920  -9.00030   4.99867 -33.76263   9.30149     (-0.997,-10.299) (-7.402,-12.865) (-4.165,-4.002) 34.5085  18.9604  
21    -32.43354  -8.39767  -8.99404   4.98222 -33.74084   9.28811     (-0.970,-10.259) (-7.427,-12.887) (-4.230,-4.012) 34.4633  18.964  
22    -32.40194  -8.39614  -8.98779   4.96578 -33.71905   9.27473     (-0.944,-10.219) (-7.452,-12.909) (-4.294,-4.022) 34.4181  18.9675  
