Fol_2018-05-05.11_54_25.7_6.txt     Output is probe cell, reduced cell, NCDist distance between
0      8.98353 -33.48787  -6.00690  22.25500 -20.77407 -41.14010     (-0.230,-14.290) (-0.340,-2.287) (-1.278,-0.083) 0
1      8.89046 -33.15303  -5.95914  21.88586 -20.58733 -40.72537     (-0.815,-13.014) (-0.019,-7.328) (-2.876,-0.447) 5.47652
2      8.79740 -32.81820  -5.91138  21.51671 -20.40059 -40.31065     (-1.115,-12.417) (-0.492,-3.189) (-9.070,-0.303) 7.34471
3      8.70434 -32.48337  -5.86361  21.14757 -20.21385 -39.89593     (-0.484,-11.820) (-1.432,-3.464) (-9.918,-0.624) 8.41365
4      8.61127 -32.14854  -5.81585  20.77842 -20.02712 -39.48120     (-0.148,-11.370) (-2.223,-10.619) (-3.592,-0.797) 9.34706
5      8.51821 -31.81371  -5.76809  20.40928 -19.84038 -39.06648     (-0.779,-11.404) (-2.531,-10.836) (-3.237,-0.487) 9.51367
6      8.42514 -31.47888  -5.72033  20.04013 -19.65364 -38.65176     (-1.411,-11.439) (-2.839,-11.052) (-2.881,-0.176) 9.7561
7      8.33208 -31.14405  -5.67257  19.67099 -19.46690 -38.23704     (-11.339,-3.013) (-1.908,-11.135) (-0.134,-2.660) 9.94329
8      8.23901 -30.80922  -5.62480  19.30184 -19.28016 -37.82231     (-11.063,-3.011) (-2.229,-11.041) (-0.445,-2.614) 10.005
9      8.14595 -30.47439  -5.57704  18.93269 -19.09343 -37.40759     (-10.787,-3.008) (-2.550,-10.947) (-0.755,-2.569) 9.9017
10      8.05289 -30.13956  -5.52928  18.56355 -18.90669 -36.99287     (-10.511,-3.006) (-2.871,-10.854) (-1.065,-2.524) 9.80004
11      7.95982 -29.80473  -5.48152  18.19440 -18.71995 -36.57814     (-10.235,-3.003) (-3.193,-10.760) (-1.376,-2.478) 9.72468
12      7.86676 -29.46990  -5.43375  17.82526 -18.53321 -36.16342     (-9.959,-3.001) (-3.514,-10.666) (-1.686,-2.433) 9.67686
