Fol_2018-05-05.12_19_08.1_0.txt     Output is probe cell, reduced cell, NCDist distance between
0     18.40004  -8.80776 -31.53566  -6.73977 -31.00846 -18.10943     (-2.523,-0.083) (-4.628,-1.283) (-0.364,-3.247) 0
1     18.18869  -8.76554 -31.22080  -6.67253 -30.70821 -17.95931     (-2.003,-1.701) (-3.575,-1.116) (-5.416,-2.313) 2.47048
2     17.97734  -8.72331 -30.90594  -6.60529 -30.40795 -17.80918     (-3.484,-1.566) (-1.297,-6.122) (-6.702,-0.867) 3.88055
3     17.76599  -8.68109 -30.59108  -6.53804 -30.10770 -17.65905     (-5.267,-1.128) (-0.280,-6.828) (-9.830,-0.618) 6.909
4     17.55465  -8.63887 -30.27622  -6.47080 -29.80744 -17.50892     (-0.323,-0.368) (-11.854,-0.368) (-7.902,-5.947) 9.31349
5     17.34330  -8.59665 -29.96136  -6.40355 -29.50718 -17.35879     (-0.134,-1.633) (-12.700,-0.119) (-8.359,-5.448) 10.1398
6     17.13195  -8.55443 -29.64650  -6.33631 -29.20693 -17.20867     (-0.130,-13.439) (-2.638,-0.054) (-8.447,-4.950) 10.8298
7     16.92060  -8.51221 -29.33164  -6.26906 -28.90667 -17.05854     (-0.380,-13.908) (-3.405,-0.242) (-8.029,-4.451) 11.0729
8     16.70925  -8.46999 -29.01678  -6.20182 -28.60642 -16.90841     (-0.629,-14.377) (-4.172,-0.430) (-7.610,-3.952) 11.3671
9     16.49790  -8.42777 -28.70191  -6.13458 -28.30616 -16.75828     (-0.878,-14.847) (-4.939,-0.618) (-7.192,-3.454) 11.5971
10     16.28655  -8.38555 -28.38705  -6.06733 -28.00591 -16.60815     (-1.128,-15.316) (-5.706,-0.806) (-6.773,-2.955) 11.9345
11     16.07520  -8.34333 -28.07219  -6.00009 -27.70565 -16.45803     (-1.377,-15.786) (-6.473,-0.994) (-6.355,-2.456) 12.3707
12     15.86386  -8.30111 -27.75733  -5.93284 -27.40539 -16.30790     (-1.626,-16.255) (-7.240,-1.182) (-5.936,-1.958) 12.8956
13     15.65251  -8.25889 -27.44247  -5.86560 -27.10514 -16.15777     (-1.876,-16.725) (-8.007,-1.371) (-5.518,-1.459) 13.4616
14     15.44116  -8.21667 -27.12761  -5.79836 -26.80488 -16.00764     (-2.125,-17.194) (-8.774,-1.559) (-5.099,-0.960) 14.0713
15     15.22981  -8.17445 -26.81275  -5.73111 -26.50463 -15.85751     (-2.374,-17.664) (-9.541,-1.747) (-4.681,-0.461) 14.7461
16     15.01846  -8.13223 -26.49789  -5.66387 -26.20437 -15.70739     (-10.271,-18.096) (-2.587,-1.898) (-4.300,-0.037) 15.4248
17     14.80711  -8.09001 -26.18302  -5.59662 -25.90412 -15.55726     (-10.539,-18.067) (-2.337,-1.587) (-4.380,-0.536) 15.4929
18     14.59576  -8.04779 -25.86816  -5.52938 -25.60386 -15.40713     (-10.807,-18.037) (-2.088,-1.276) (-4.460,-1.035) 15.5919
19     14.38442  -8.00557 -25.55330  -5.46213 -25.30360 -15.25700     (-11.076,-18.008) (-1.839,-0.966) (-4.540,-1.533) 15.7213
20     14.17307  -7.96334 -25.23844  -5.39489 -25.00335 -15.10688     (-11.344,-17.979) (-1.589,-0.655) (-4.621,-2.032) 15.8803
