Fol_2018-05-05.11_57_30.12_11.txt     Output is probe cell, reduced cell, NCDist distance between
0    -26.75715 -44.31313   7.99732 -22.50117   8.75511 -10.77493     (-0.126,-0.889) (-2.392,-4.146) (-0.613,-6.311) 0
1    -26.48816 -43.88969   7.91034 -22.28286   8.62480 -10.72983     (-8.367,-4.699) (-0.583,-3.371) (-0.018,-1.883) 2.55029
2    -26.21916 -43.46624   7.82337 -22.06455   8.49449 -10.68474     (-8.682,-1.815) (-4.039,-2.632) (-0.853,-2.378) 3.14354
3    -25.95016 -43.04280   7.73640 -21.84624   8.36418 -10.63965     (-8.979,-3.028) (-3.360,-1.875) (-1.724,-2.891) 4.03658
4    -25.68117 -42.61935   7.64943 -21.62793   8.23387 -10.59456     (-9.276,-4.242) (-2.682,-1.118) (-2.594,-3.403) 4.62572
5    -25.41217 -42.19591   7.56245 -21.40962   8.10356 -10.54946     (-9.574,-5.456) (-2.004,-0.361) (-3.465,-3.916) 5.08977
6    -25.14317 -41.77247   7.47548 -21.19131   7.97325 -10.50437     (-3.940,-6.274) (-1.721,-0.396) (-9.475,-4.033) 5.42245
7    -24.87418 -41.34902   7.38851 -20.97300   7.84294 -10.45928     (-4.054,-6.731) (-1.800,-1.152) (-9.016,-3.789) 5.36012
8    -24.60518 -40.92558   7.30153 -20.75469   7.71263 -10.41419     (-4.168,-7.188) (-1.878,-1.909) (-8.556,-3.545) 5.49566
9    -24.33618 -40.50213   7.21456 -20.53638   7.58232 -10.36910     (-4.282,-7.645) (-1.957,-2.666) (-8.096,-3.301) 5.81523
10    -24.06719 -40.07869   7.12759 -20.31808   7.45201 -10.32400     (-4.396,-8.102) (-2.036,-3.423) (-7.636,-3.056) 6.29087
11    -23.79819 -39.65524   7.04061 -20.09977   7.32170 -10.27891     (-4.509,-8.559) (-2.114,-4.180) (-7.177,-2.812) 6.42919
12    -23.52919 -39.23180   6.95364 -19.88146   7.19139 -10.23382     (-4.623,-9.015) (-2.193,-4.937) (-6.717,-2.568) 6.64139
13    -23.26020 -38.80835   6.86667 -19.66315   7.06108 -10.18873     (-4.737,-9.472) (-2.271,-5.694) (-6.257,-2.324) 6.99441
14    -22.99120 -38.38491   6.77969 -19.44484   6.93077 -10.14363     (-4.851,-9.929) (-2.350,-6.450) (-5.798,-2.080) 7.34774
15    -22.72220 -37.96146   6.69272 -19.22653   6.80046 -10.09854     (-4.965,-10.386) (-2.429,-7.207) (-5.338,-1.836) 7.70071
16    -22.45321 -37.53802   6.60575 -19.00822   6.67015 -10.05345     (-5.079,-10.843) (-2.507,-7.964) (-4.878,-1.591) 8.17042
17    -22.18421 -37.11457   6.51877 -18.78991   6.53984 -10.00836     (-5.193,-11.300) (-2.586,-8.721) (-4.419,-1.347) 8.72892
18    -21.91521 -36.69113   6.43180 -18.57160   6.40953  -9.96326     (-2.664,-9.478) (-3.959,-1.103) (-5.306,-11.757) 9.45776
19    -21.64622 -36.26768   6.34483 -18.35329   6.27922  -9.91817     (-2.743,-10.235) (-3.499,-0.859) (-5.420,-12.214) 10.003
20    -21.37722 -35.84424   6.25786 -18.13498   6.14891  -9.87308     (-2.822,-10.992) (-3.040,-0.615) (-5.534,-12.671) 10.6213
21    -21.10822 -35.42079   6.17088 -17.91667   6.01860  -9.82799     (-2.900,-11.748) (-2.580,-0.371) (-5.648,-13.128) 11.3009
22    -20.83923 -34.99735   6.08391 -17.69836   5.88829  -9.78290     (-2.979,-12.505) (-2.120,-0.126) (-5.762,-13.585) 12.0312
23    -20.57023 -34.57390   5.99694 -17.48005   5.75799  -9.73780     (-5.758,-13.144) (-0.118,-1.778) (-13.924,-2.940) 12.6096
24    -20.30123 -34.15046   5.90996 -17.26174   5.62768  -9.69271     (-5.628,-13.657) (-0.362,-1.563) (-14.136,-2.774) 13.0073
25    -20.03224 -33.72701   5.82299 -17.04343   5.49737  -9.64762     (-5.497,-14.170) (-0.606,-1.347) (-14.349,-2.608) 13.4275
