Fol_2018-05-14.17_23_54.1_39.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      8.75587 -48.07974 -47.84005   6.45180  -4.36425  -7.95571     (-1.504,-32.845) (-2.088,-36.780) (-2.304,-2.277) 0  0  
1      8.65224 -47.61518 -47.38009   6.05487  -4.69168  -7.89835     (-1.843,-33.639) (-1.363,-36.130) (-2.597,-3.329) 1.6987  1.6987  
2      8.54860 -47.15061 -46.92013   5.65793  -5.01912  -7.84098     (-2.183,-34.434) (-0.639,-35.481) (-2.891,-4.380) 3.39739  3.39739  
3      8.44497 -46.68604 -46.46017   5.26100  -5.34655  -7.78362     (-5.347,-35.143) (-0.086,-34.917) (-3.098,-2.437) 4.43602  4.50159  
4      8.34134 -46.22147 -46.00021   4.86406  -5.67398  -7.72626     (-5.674,-35.213) (-0.810,-34.992) (-2.667,-2.052) 4.53782  4.53782  
5      8.23770 -45.75691 -45.54025   4.46713  -6.00142  -7.66889     (-6.001,-35.283) (-1.534,-35.066) (-2.236,-1.667) 4.78246  4.78246  
6      8.13407 -45.29234 -45.08029   4.07019  -6.32885  -7.61153     (-6.329,-35.353) (-2.259,-35.141) (-1.805,-1.283) 5.20622  5.20622  
7      8.03043 -44.82777 -44.62033   3.67326  -6.65628  -7.55417     (-6.656,-35.423) (-2.983,-35.216) (-1.374,-0.898) 5.76975  5.76975  
8      7.92680 -44.36320 -44.16038   3.27632  -6.98371  -7.49680     (-6.984,-35.493) (-3.707,-35.290) (-0.943,-0.513) 6.43646  6.43646  
9      7.82316 -43.89864 -43.70042   2.87939  -7.31115  -7.43944     (-7.311,-35.563) (-4.432,-35.365) (-0.512,-0.128) 7.17765  7.17765  
10      7.71953 -43.43407 -43.24046   2.48246  -7.63858  -7.38207     (-35.377,-4.900) (-7.382,-35.183) (-0.257,-0.337) 7.5149  7.5149  
11      7.61590 -42.96950 -42.78050   2.08552  -7.96601  -7.32471     (-35.062,-5.239) (-7.325,-34.873) (-0.641,-0.291) 7.52729  7.52729  
12      7.51226 -42.50493 -42.32054   1.68859  -8.29345  -7.26735     (-34.748,-5.579) (-7.267,-34.563) (-1.026,-0.245) 7.60095  7.60095  
13      7.40863 -42.04036 -41.86058   1.29165  -8.62088  -7.20998     (-34.433,-5.918) (-7.210,-34.253) (-1.411,-0.199) 7.73412  7.73412  
14      7.30499 -41.57580 -41.40062   0.89472  -8.94831  -7.15262     (-34.118,-6.258) (-7.153,-33.943) (-1.796,-0.152) 7.90267  7.90267  
15      7.20136 -41.11123 -40.94066   0.49778  -9.27574  -7.09526     (-33.804,-6.597) (-7.095,-33.633) (-2.180,-0.106) 8.11931  8.11931  
16      7.09773 -40.64666 -40.48070   0.10085  -9.60318  -7.03789     (-33.489,-6.937) (-7.038,-33.323) (-2.565,-0.060) 8.38582  8.38582  
17      6.99409 -40.18209 -40.02074  -0.29608  -9.93061  -6.98053     (-33.174,-7.277) (-6.981,-33.013) (-2.950,-0.014) 8.69763  8.69763  
18      6.89046 -39.71753 -39.56078  -0.69302 -10.25804  -6.92316     (-6.890,-7.583) (-32.827,-32.670) (-3.368,-0.033) 9.02926  40.3042     glitch
19      6.78682 -39.25296 -39.10082  -1.08995 -10.58548  -6.86580     (-6.787,-7.877) (-32.466,-32.314) (-3.799,-0.079) 9.39742  39.8851  
20      6.68319 -38.78839 -38.64086  -1.48689 -10.91291  -6.80844     (-6.683,-8.170) (-32.105,-31.958) (-4.230,-0.125) 9.80711  39.4753  
21      6.57955 -38.32382 -38.18090  -1.88382 -11.24034  -6.75107     (-6.580,-8.463) (-31.744,-31.601) (-4.661,-0.172) 10.2534  39.0751  
22      6.47592 -37.85926 -37.72094  -2.28076 -11.56777  -6.69371     (-6.476,-8.757) (-31.383,-31.245) (-5.092,-0.218) 10.7316  38.6848  
23      6.37229 -37.39469 -37.26098  -2.67769 -11.89521  -6.63635     (-6.372,-9.050) (-31.022,-30.889) (-5.523,-0.264) 11.2377  38.3047  
