Fol_2018-05-06.16_56_41.2_16.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
16      6.45572 -52.97609  -6.30930 -16.03054 -52.85508  -8.92656     (-46.253,-22.340) (-46.667,-0.146) (-6.309,-2.324) 18.9901  16.3586  40.4724  19.2901  
17      6.26301 -52.71992  -6.78253 -15.88901 -52.23001  -8.94915     (-6.263,-22.152) (-46.457,-0.520) (-45.967,-2.686) 18.9885  16.8656  40.5877  24.7706  
18      6.07031 -52.46376  -7.25577 -15.74747 -51.60493  -8.97174     (-6.070,-21.818) (-46.393,-1.185) (-45.535,-2.901) 18.3944  17.496  40.7386  24.4425  
19      5.87760 -52.20759  -7.72900 -15.60594 -50.97986  -8.99433     (-5.878,-21.484) (-46.330,-1.851) (-45.102,-3.117) 17.8272  18.2371  40.3859  23.953  
20      5.68489 -51.95142  -8.20224 -15.46441 -50.35479  -9.01692     (-5.685,-21.149) (-46.267,-2.517) (-44.670,-3.332) 17.2893  18.9277  39.7575  23.277  
21      5.49218 -51.69525  -8.67548 -15.32287 -49.72971  -9.03951     (-5.492,-20.815) (-46.203,-3.183) (-44.238,-3.547) 16.7837  19.3258  39.1638  22.6175  
22      5.29947 -51.43909  -9.14871 -15.18134 -49.10464  -9.06210     (-5.299,-20.481) (-46.140,-3.849) (-43.805,-3.763) 16.3133  19.8377  38.6063  21.976  
23      5.10677 -51.18292  -9.62195 -15.03980 -48.47956  -9.08469     (-5.107,-20.147) (-46.076,-4.515) (-43.373,-3.978) 15.8813  20.455  38.0867  21.354  
24      4.91406 -50.92675 -10.09518 -14.89827 -47.85449  -9.10728     (-4.914,-19.812) (-46.013,-5.181) (-42.940,-4.193) 15.4908  21.1683  37.6066  20.7535  
25      4.72135 -50.67058 -10.56842 -14.75673 -47.22942  -9.12987     (-4.721,-19.478) (-45.949,-5.847) (-42.508,-4.409) 15.1451  21.9684  37.1676  20.1761  
26      4.52864 -50.41441 -11.04165 -14.61520 -46.60434  -9.15246     (-4.529,-19.144) (-45.886,-6.513) (-42.076,-4.624) 14.8473  22.4806  36.7713  19.6241  
27      4.33593 -50.15825 -11.51489 -14.47367 -45.97927  -9.17505     (-4.336,-18.810) (-45.822,-7.179) (-41.643,-4.839) 14.6003  22.9751  36.4191  19.0996  
28      4.14323 -49.90208 -11.98812 -14.33213 -45.35419  -9.19764     (-4.143,-18.475) (-45.759,-7.845) (-41.211,-5.054) 14.4068  23.5555  36.1123  18.6049  
29      3.95052 -49.64591 -12.46136 -14.19060 -44.72912  -9.22023     (-3.951,-18.141) (-45.695,-8.511) (-40.779,-5.270) 14.269  24.2156  35.7373  18.1425  
30      3.75781 -49.38974 -12.93460 -14.04906 -44.10405  -9.24282     (-3.758,-17.807) (-45.632,-9.177) (-40.346,-5.485) 14.1883  24.9491  35.3516  17.7149  
31      3.56510 -49.13357 -13.40783 -13.90753 -43.47897  -9.26541     (-3.565,-17.473) (-45.568,-9.843) (-39.914,-5.700) 14.1659  25.7496  35.0226  17.3246  
32      3.37239 -48.87741 -13.88107 -13.76600 -42.85390  -9.28800     (-3.372,-17.138) (-45.505,-10.509) (-39.482,-5.916) 14.2021  26.6113  34.7722  16.9743  
33      3.17968 -48.62124 -14.35430 -13.62446 -42.22882  -9.31059     (-3.180,-16.804) (-45.442,-11.175) (-39.049,-6.131) 14.2962  27.5283  34.5985  16.6665  
34      2.98698 -48.36507 -14.82754 -13.48293 -41.60375  -9.33318     (-2.987,-16.470) (-45.378,-11.841) (-38.617,-6.346) 14.4473  28.4952  34.4995  16.4035  
35      2.79427 -48.10890 -15.30077 -13.34139 -40.97868  -9.35577     (-2.794,-16.136) (-45.315,-12.507) (-38.184,-6.561) 14.6536  29.5073  34.4732  16.1876  
36      2.60156 -47.85274 -15.77401 -13.19986 -40.35360  -9.37836     (-2.602,-15.801) (-45.251,-13.172) (-37.752,-6.777) 14.9127  30.5599  34.5175  16.0207  
37      2.40885 -47.59657 -16.24725 -13.05833 -39.72853  -9.40095     (-2.409,-15.467) (-45.188,-13.838) (-37.320,-6.992) 15.222  31.6491  34.3031  15.9042  
38      2.21614 -47.34040 -16.72048 -12.91679 -39.10345  -9.42354     (-2.216,-15.133) (-45.124,-14.504) (-36.887,-7.207) 15.5785  32.7711  34.0919  15.8393  
39      2.02344 -47.08423 -17.19372 -12.77526 -38.47838  -9.44613     (-2.023,-14.799) (-45.061,-15.170) (-36.455,-7.423) 15.8267  33.9228  33.9295  15.8267  
40      1.83073 -46.82806 -17.66695 -12.63372 -37.85331  -9.46872     (-1.831,-14.464) (-44.997,-15.836) (-36.023,-7.638) 15.8665  35.1013  33.8166  15.8665  
41      1.63802 -46.57190 -18.14019 -12.49219 -37.22823  -9.49131     (-1.638,-14.130) (-44.934,-16.502) (-35.590,-7.853) 15.9582  36.3038  33.7537  15.9582  
42      1.44531 -46.31573 -18.61342 -12.35066 -36.60316  -9.51390     (-1.445,-13.796) (-44.870,-17.168) (-35.158,-8.069) 16.101  37.5281  33.7411  16.101  
43      1.25260 -46.05956 -19.08666 -12.20912 -35.97808  -9.53649     (-1.253,-13.462) (-44.807,-17.834) (-34.725,-8.284) 16.2936  38.7722  33.7788  16.2936  
44      1.05989 -45.80339 -19.55989 -12.06759 -35.35301  -9.55908     (-1.060,-13.127) (-44.743,-18.500) (-34.293,-8.499) 16.5341  40.0342  33.8667  16.5341  
45      0.86719 -45.54723 -20.03313 -11.92605 -34.72793  -9.58167     (-0.867,-12.793) (-44.680,-19.166) (-33.861,-8.714) 16.8206  41.3124  34.0044  16.8206  
46      0.67448 -45.29106 -20.50637 -11.78452 -34.10286  -9.60426     (-0.674,-12.459) (-44.617,-19.832) (-33.428,-8.930) 17.1508  42.6054  34.1913  17.1508  
47      0.48177 -45.03489 -20.97960 -11.64299 -33.47779  -9.62685     (-0.482,-12.125) (-44.553,-20.498) (-32.996,-9.145) 17.5221  43.9119  34.4266  17.5221  
48      0.28906 -44.77872 -21.45284 -11.50145 -32.85271  -9.64944     (-0.289,-11.791) (-44.490,-21.164) (-32.564,-9.360) 17.932  44.7134  34.7092  17.932  
49      0.09635 -44.52255 -21.92607 -11.35992 -32.22764  -9.67203     (-0.096,-11.456) (-44.426,-21.830) (-32.131,-9.576) 18.378  45.1526  35.0381  18.378  
50     -0.09635 -44.26639 -22.39931 -11.21838 -31.60256  -9.69462     (-0.096,-11.218) (-44.266,-31.603) (-22.399,-9.695) 13.6211  45.616  35.3211  27.1018  
51     -0.28906 -44.01022 -22.87254 -11.07685 -30.97749  -9.71721     (-0.289,-11.077) (-44.010,-30.977) (-22.873,-9.717) 14.0186  45.8772  35.5621  26.3798  
52     -0.48177 -43.75405 -23.34578 -10.93532 -30.35242  -9.73980     (-0.482,-10.935) (-43.754,-30.352) (-23.346,-9.740) 14.4563  46.1444  35.8528  25.6662  
53     -0.67448 -43.49788 -23.81901 -10.79378 -29.72734  -9.76239     (-0.674,-10.794) (-43.498,-29.727) (-23.819,-9.762) 14.9307  46.4337  36.1922  24.9618  
54     -0.86719 -43.24172 -24.29225 -10.65225 -29.10227  -9.78498     (-0.867,-10.652) (-43.242,-29.102) (-24.292,-9.785) 15.4383  46.7447  36.5792  24.2674  
55     -1.05989 -42.98555 -24.76549 -10.51071 -28.47719  -9.80757     (-1.060,-10.511) (-42.986,-28.477) (-24.765,-9.808) 15.976  47.0771  37.0124  23.5838  
56     -1.25260 -42.72938 -25.23872 -10.36918 -27.85212  -9.83016     (-1.253,-10.369) (-42.729,-27.852) (-25.239,-9.830) 16.5409  47.296  37.4902  22.912  
57     -1.44531 -42.47321 -25.71196 -10.22765 -27.22705  -9.85275     (-1.445,-10.228) (-42.473,-27.227) (-25.712,-9.853) 17.1302  46.6814  37.2095  22.2532  
58     -1.63802 -42.21704 -26.18519 -10.08611 -26.60197  -9.87534     (-1.638,-10.086) (-42.217,-26.602) (-26.185,-9.875) 17.7416  46.0824  36.1861  21.6084  
59     -1.83073 -41.96088 -26.65843  -9.94458 -25.97690  -9.89793     (-1.831,-9.945) (-41.961,-25.977) (-26.658,-9.898) 18.3728  45.4997  35.1813  20.9789  
60     -2.02344 -41.70471 -27.13166  -9.80304 -25.35182  -9.92052     (-2.023,-9.803) (-41.705,-25.352) (-27.132,-9.921) 19.0218  44.9339  34.1967  20.3662  
61     -2.21614 -41.44854 -27.60490  -9.66151 -24.72675  -9.94311     (-2.216,-9.662) (-41.449,-24.727) (-27.605,-9.943) 19.687  44.3856  33.234  19.7719  
62     -2.40885 -41.19237 -28.07813  -9.51998 -24.10168  -9.96570     (-2.409,-9.520) (-41.192,-24.102) (-28.078,-9.966) 19.1207  43.8555  32.2953  19.1977  
63     -2.60156 -40.93620 -28.55137  -9.37844 -23.47660  -9.98829     (-2.602,-9.378) (-40.936,-23.477) (-28.551,-9.988) 18.5367  43.3443  31.3826  18.6453  
64     -2.79427 -40.68004 -29.02461  -9.23691 -22.85153 -10.01088     (-2.794,-9.237) (-40.680,-22.852) (-29.025,-10.011) 17.9749  42.8526  30.4984  18.1169  
65     -2.98698 -40.42387 -29.49784  -9.09537 -22.22645 -10.03347     (-2.987,-9.095) (-40.424,-22.226) (-29.498,-10.033) 17.4373  42.3812  29.6451  17.6145  
66     -3.17968 -40.16770 -29.97108  -8.95384 -21.60138 -10.05606     (-3.180,-8.954) (-40.168,-21.601) (-29.971,-10.056) 16.9263  41.9306  28.8255  17.1404  
67     -3.37239 -39.91153 -30.44431  -8.81231 -20.97631 -10.07865     (-3.372,-8.812) (-39.912,-20.976) (-30.444,-10.079) 16.4443  41.5016  28.0426  16.6972  
68     -3.56510 -39.65537 -30.91755  -8.67077 -20.35123 -10.10124     (-3.565,-8.671) (-39.655,-20.351) (-30.918,-10.101) 15.9939  41.0949  27.2996  16.2872  
69     -3.75781 -39.39920 -31.39078  -8.52924 -19.72616 -10.12383     (-3.758,-8.529) (-39.399,-19.726) (-31.391,-10.124) 15.5779  40.7111  26.5997  15.913  
70     -3.95052 -39.14303 -31.86402  -8.38770 -19.10108 -10.14642     (-3.951,-8.388) (-39.143,-19.101) (-31.864,-10.146) 15.1991  40.3509  25.9464  15.5773  
71     -4.14323 -38.88686 -32.33726  -8.24617 -18.47601 -10.16901     (-4.143,-8.246) (-38.887,-18.476) (-32.337,-10.169) 14.8604  40.0149  25.3435  15.2826  
72     -4.33593 -38.63069 -32.81049  -8.10464 -17.85094 -10.19160     (-4.336,-8.105) (-38.631,-17.851) (-32.810,-10.192) 14.5646  39.3705  24.7944  15.0313  
73     -4.52864 -38.37453 -33.28373  -7.96310 -17.22586 -10.21419     (-4.529,-7.963) (-38.375,-17.226) (-33.284,-10.214) 14.3142  38.7089  24.303  14.8255  
74     -4.72135 -38.11836 -33.75696  -7.82157 -16.60079 -10.23678     (-4.721,-7.822) (-38.118,-16.601) (-33.757,-10.237) 14.1118  38.0781  23.8727  14.6672  
75     -4.91406 -37.86219 -34.23020  -7.68003 -15.97571 -10.25937     (-4.914,-7.680) (-37.862,-15.976) (-34.230,-10.259) 13.9594  37.4179  23.5069  14.558  
76     -5.10677 -37.60602 -34.70343  -7.53850 -15.35064 -10.28196     (-5.107,-7.538) (-37.606,-15.351) (-34.703,-10.282) 13.8587  36.3775  23.2086  14.499  
77     -5.29947 -37.34986 -35.17667  -7.39697 -14.72557 -10.30455     (-5.299,-7.397) (-37.350,-14.726) (-35.177,-10.305) 13.8108  35.3685  22.9805  14.4907  
78     -5.49218 -37.09369 -35.64990  -7.25543 -14.10049 -10.32714     (-5.492,-7.255) (-37.094,-14.100) (-35.650,-10.327) 13.8162  34.2985  22.8248  14.5333  
79     -5.68489 -36.83752 -36.12314  -7.11390 -13.47542 -10.34973     (-5.685,-7.114) (-36.838,-13.475) (-36.123,-10.350) 13.8749  33.2376  22.7428  14.6263  
80     -5.87760 -36.58135 -36.59638  -6.97236 -12.85034 -10.37232     (-5.878,-6.972) (-36.581,-12.850) (-36.596,-10.372) 13.9862  32.2123  22.7354  14.7688  
81     -6.07031 -36.32518 -37.06961  -6.83083 -12.22527 -10.39491     (-6.070,-6.831) (-36.325,-12.225) (-37.070,-10.395) 14.149  31.226  22.8026  14.9593  
82     -6.26301 -36.06902 -37.54285  -6.68930 -11.60019 -10.41750     (-6.263,-6.689) (-36.069,-11.600) (-37.543,-10.417) 13.8352  29.7959  22.1612  14.6039  
83     -6.45572 -35.81285 -38.01608  -6.54776 -10.97512 -10.44009     (-6.456,-6.548) (-35.813,-10.975) (-38.016,-10.440) 13.3473  28.3667  20.8576  13.7448  
84     -6.64843 -35.55668 -38.48932  -6.40623 -10.35005 -10.46268     (-6.648,-6.406) (-35.557,-10.350) (-38.489,-10.463) 12.8858  26.946  19.554  12.8858  
85     -6.84114 -35.30051 -38.96255  -6.26469  -9.72497 -10.48527     (-6.841,-6.265) (-35.301,-9.725) (-38.963,-10.485) 12.0267  25.5352  18.2504  12.0267  
86     -7.03385 -35.04435 -39.43579  -6.12316  -9.09990 -10.50786     (-7.034,-6.123) (-35.044,-9.100) (-39.436,-10.508) 11.1677  24.1359  16.9468  11.1677  
87     -7.22656 -34.78818 -39.90902  -5.98163  -8.47482 -10.53045     (-7.227,-5.982) (-34.788,-8.475) (-39.909,-10.530) 10.3086  22.7504  15.6432  10.3086  
88     -7.41926 -34.53201 -40.38226  -5.84009  -7.84975 -10.55304     (-7.419,-5.840) (-34.532,-7.850) (-40.382,-10.553) 9.44957  21.3813  14.3396  9.44957  
89     -7.61197 -34.27584 -40.85550  -5.69856  -7.22468 -10.57563     (-7.612,-5.699) (-34.276,-7.225) (-40.855,-10.576) 8.59052  20.032  13.036  8.59052  
90     -7.80468 -34.01967 -41.32873  -5.55702  -6.59960 -10.59822     (-7.805,-5.557) (-34.020,-6.600) (-41.329,-10.598) 7.73147  18.7067  11.7324  7.73147  
91     -7.99739 -33.76351 -41.80197  -5.41549  -5.97453 -10.62081     (-7.997,-5.415) (-33.764,-5.975) (-41.802,-10.621) 6.87241  17.411  10.4288  6.87241  
92     -8.19010 -33.50734 -42.27520  -5.27395  -5.34945 -10.64340     (-8.190,-5.274) (-33.507,-5.349) (-42.275,-10.643) 6.01336  16.1425  9.12521  6.01336  
93     -8.38280 -33.25117 -42.74844  -5.13242  -4.72438 -10.66599     (-8.383,-5.132) (-33.251,-4.724) (-42.748,-10.666) 5.15431  14.5432  7.82161  5.15431  
94     -8.57551 -32.99500 -43.22167  -4.99089  -4.09931 -10.68858     (-8.576,-4.991) (-32.995,-4.099) (-43.222,-10.689) 4.29526  12.1507  6.51801  4.29526  
95     -8.76822 -32.73883 -43.69491  -4.84935  -3.47423 -10.71117     (-8.768,-4.849) (-32.739,-3.474) (-43.695,-10.711) 3.43621  9.7206  5.2144  3.43621  
96     -8.96093 -32.48267 -44.16814  -4.70782  -2.84916 -10.73376     (-8.961,-4.708) (-32.483,-2.849) (-44.168,-10.734) 2.57716  7.29045  3.9108  2.57716  
97     -9.15364 -32.22650 -44.64138  -4.56628  -2.22408 -10.75635     (-9.154,-4.566) (-32.226,-2.224) (-44.641,-10.756) 1.7181  4.8603  2.6072  1.7181  
98     -9.34635 -31.97033 -45.11462  -4.42475  -1.59901 -10.77894     (-9.346,-4.425) (-31.970,-1.599) (-45.115,-10.779) 0.859052  2.43015  1.3036  0.859052  
99     -9.53905 -31.71416 -45.58785  -4.28322  -0.97394 -10.80153     (-9.539,-4.283) (-31.714,-0.974) (-45.588,-10.802) 0  3.84285e-14  2.6974e-06  0  
