Fol_2018-05-14.13_13_02.85_84.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -44.64761   6.54603 -44.00868  -9.87220  -9.42721   6.15744     (-16.353,-3.270) (-6.985,-28.029) (-2.888,-9.434) 16.2318  16.2318  
1    -44.61929   6.53249 -43.96752  -9.86559  -9.44583   6.14183     (-16.433,-3.304) (-7.028,-28.065) (-2.838,-9.370) 16.1983  16.1983  
2    -44.59097   6.51894 -43.92636  -9.85898  -9.46445   6.12622     (-16.513,-3.338) (-7.071,-28.100) (-2.788,-9.307) 16.1651  16.1651  
3    -44.56264   6.50540 -43.88520  -9.85237  -9.48307   6.11062     (-16.592,-3.372) (-7.114,-28.136) (-2.738,-9.244) 16.1322  16.1322  
4    -44.53432   6.49186 -43.84403  -9.84576  -9.50169   6.09501     (-16.672,-3.407) (-7.157,-28.172) (-2.688,-9.180) 16.0995  16.0995  
5    -44.50600   6.47831 -43.80287  -9.83915  -9.52031   6.07940     (-16.752,-3.441) (-7.201,-28.208) (-2.638,-9.117) 16.067  16.067  
6    -44.47767   6.46477 -43.76171  -9.83254  -9.53893   6.06380     (-16.832,-3.475) (-7.244,-28.244) (-2.589,-9.053) 16.0349  16.0349  
7    -44.44935   6.45122 -43.72055  -9.82594  -9.55755   6.04819     (-16.912,-3.509) (-7.287,-28.279) (-2.539,-8.990) 16.0029  16.0029  
8    -44.42103   6.43768 -43.67938  -9.81933  -9.57617   6.03258     (-16.992,-3.544) (-7.330,-28.315) (-2.489,-8.927) 15.9713  15.9713  
9    -44.39271   6.42414 -43.63822  -9.81272  -9.59479   6.01698     (-17.071,-3.578) (-7.374,-28.351) (-2.439,-8.863) 15.9399  15.9399  
10    -44.36438   6.41059 -43.59706  -9.80611  -9.61341   6.00137     (-17.151,-3.612) (-7.417,-28.387) (-2.389,-8.800) 15.9087  15.9087  
11    -44.33606   6.39705 -43.55590  -9.79950  -9.63203   5.98576     (-17.231,-3.646) (-7.460,-28.422) (-2.339,-8.737) 15.8778  15.8778  
12    -44.30774   6.38350 -43.51474  -9.79289  -9.65065   5.97015     (-17.311,-3.680) (-7.503,-28.458) (-2.290,-8.673) 15.8472  15.8472  
