Fol_2018-05-14.12_52_37.10_9.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -28.51071 -23.43544 -11.40029   1.62154  -3.37550 -11.78167     (-30.132,-1.622) (-9.779,-1.754) (-21.814,-10.160) 16.0012  16.9489  
1    -28.51233 -23.42177 -11.41071   1.61830  -3.37388 -11.78005     (-30.131,-1.618) (-9.792,-1.756) (-21.803,-10.162) 16.0012  16.9489  
2    -28.51395 -23.40810 -11.42114   1.61505  -3.37226 -11.77842     (-30.129,-1.615) (-9.806,-1.757) (-21.793,-10.163) 16.0012  16.9489  
3    -28.51558 -23.39443 -11.43156   1.61181  -3.37063 -11.77680     (-30.127,-1.612) (-9.820,-1.759) (-21.783,-10.165) 16.0012  16.9489  
4    -28.51720 -23.38076 -11.44199   1.60856  -3.36901 -11.77518     (-30.126,-1.609) (-9.833,-1.760) (-21.772,-10.167) 16.0012  16.9489  
5    -28.51882 -23.36709 -11.45241   1.60531  -3.36739 -11.77355     (-30.124,-1.605) (-9.847,-1.762) (-21.762,-10.168) 16.0012  16.9489  
6    -28.52045 -23.35342 -11.46283   1.60207  -3.36576 -11.77193     (-30.123,-1.602) (-9.861,-1.764) (-21.751,-10.170) 16.0012  16.9489  
7    -28.52207 -23.33975 -11.47326   1.59882  -3.36414 -11.77031     (-30.121,-1.599) (-9.874,-1.765) (-21.741,-10.171) 16.0012  16.9489  
8    -28.52369 -23.32608 -11.48368   1.59557  -3.36252 -11.76868     (-30.119,-1.596) (-9.888,-1.767) (-21.731,-10.173) 16.0012  16.9489  
9    -28.52532 -23.31241 -11.49411   1.59233  -3.36089 -11.76706     (-30.118,-1.592) (-9.902,-1.769) (-21.720,-10.175) 16.0012  16.9489  
10    -28.52694 -23.29874 -11.50453   1.58908  -3.35927 -11.76544     (-30.116,-1.589) (-9.915,-1.770) (-21.710,-10.176) 16.0012  16.9489  
11    -28.52856 -23.28507 -11.51495   1.58584  -3.35765 -11.76381     (-30.114,-1.586) (-9.929,-1.772) (-21.699,-10.178) 16.0012  16.9489  
12    -28.53019 -23.27140 -11.52538   1.58259  -3.35603 -11.76219     (-30.113,-1.583) (-9.943,-1.773) (-21.689,-10.180) 16.0012  16.9489  
13    -28.53181 -23.25773 -11.53580   1.57934  -3.35440 -11.76057     (-30.111,-1.579) (-9.956,-1.775) (-21.678,-10.181) 16.0012  16.9489  
14    -28.53343 -23.24406 -11.54623   1.57610  -3.35278 -11.75894     (-30.110,-1.576) (-9.970,-1.777) (-21.668,-10.183) 16.0012  16.9489  
15    -28.53505 -23.23038 -11.55665   1.57285  -3.35116 -11.75732     (-30.108,-1.573) (-9.984,-1.778) (-21.658,-10.184) 16.0012  16.9489  
16    -28.53668 -23.21671 -11.56707   1.56960  -3.34953 -11.75570     (-30.106,-1.570) (-9.997,-1.780) (-21.647,-10.186) 16.0012  16.9489  
17    -28.53830 -23.20304 -11.57750   1.56636  -3.34791 -11.75408     (-30.105,-1.566) (-10.011,-1.782) (-21.637,-10.188) 16.0012  16.9489  
18    -28.53992 -23.18937 -11.58792   1.56311  -3.34629 -11.75245     (-30.103,-1.563) (-10.025,-1.783) (-21.626,-10.189) 16.0012  16.9489  
19    -28.54155 -23.17570 -11.59835   1.55986  -3.34466 -11.75083     (-30.101,-1.560) (-10.038,-1.785) (-21.616,-10.191) 16.0012  16.9489  
20    -28.54317 -23.16203 -11.60877   1.55662  -3.34304 -11.74921     (-30.100,-1.557) (-10.052,-1.786) (-21.605,-10.193) 16.0012  16.9489  
21    -28.54479 -23.14836 -11.61919   1.55337  -3.34142 -11.74758     (-30.098,-1.553) (-10.066,-1.788) (-21.595,-10.194) 16.0012  16.9489  
22    -28.54642 -23.13469 -11.62962   1.55013  -3.33979 -11.74596     (-30.097,-1.550) (-10.079,-1.790) (-21.585,-10.196) 16.0012  16.9489  
23    -28.54804 -23.12102 -11.64004   1.54688  -3.33817 -11.74434     (-30.095,-1.547) (-10.093,-1.791) (-21.574,-10.197) 16.0012  16.9489  
24    -28.54966 -23.10735 -11.65047   1.54363  -3.33655 -11.74271     (-30.093,-1.544) (-10.107,-1.793) (-21.564,-10.199) 16.0012  16.9489  
25    -28.55129 -23.09368 -11.66089   1.54039  -3.33492 -11.74109     (-30.092,-1.540) (-10.121,-1.795) (-21.553,-10.201) 16.0012  16.9489  
26    -28.55291 -23.08001 -11.67131   1.53714  -3.33330 -11.73947     (-30.090,-1.537) (-10.134,-1.796) (-21.543,-10.202) 16.0012  16.9489  
27    -28.55453 -23.06634 -11.68174   1.53389  -3.33168 -11.73784     (-30.088,-1.534) (-10.148,-1.798) (-21.532,-10.204) 16.0012  16.9489  
28    -28.55616 -23.05267 -11.69216   1.53065  -3.33005 -11.73622     (-30.087,-1.531) (-10.162,-1.799) (-21.522,-10.206) 16.0012  16.9489  
29    -28.55778 -23.03900 -11.70259   1.52740  -3.32843 -11.73460     (-30.085,-1.527) (-10.175,-1.801) (-21.512,-10.207) 16.0012  16.9489  
30    -28.55940 -23.02533 -11.71301   1.52415  -3.32681 -11.73297     (-30.084,-1.524) (-10.189,-1.803) (-21.501,-10.209) 16.0012  16.9489  
31    -28.56103 -23.01166 -11.72343   1.52091  -3.32519 -11.73135     (-30.082,-1.521) (-10.203,-1.804) (-21.491,-10.210) 16.0012  16.9489  
32    -28.56265 -22.99799 -11.73386   1.51766  -3.32356 -11.72973     (-30.080,-1.518) (-10.216,-1.806) (-21.480,-10.212) 16.0012  16.9489  
33    -28.56427 -22.98432 -11.74428   1.51442  -3.32194 -11.72810     (-30.079,-1.514) (-10.230,-1.808) (-21.470,-10.214) 16.0012  16.9489  
34    -28.56589 -22.97065 -11.75471   1.51117  -3.32032 -11.72648     (-30.077,-1.511) (-10.244,-1.809) (-21.459,-10.215) 16.0012  16.9489  
35    -28.56752 -22.95698 -11.76513   1.50792  -3.31869 -11.72486     (-30.075,-1.508) (-10.257,-1.811) (-21.449,-10.217) 16.0012  16.9489  
36    -28.56914 -22.94331 -11.77555   1.50468  -3.31707 -11.72324     (-30.074,-1.505) (-10.271,-1.812) (-21.439,-10.219) 16.0012  16.9489  
37    -28.57076 -22.92964 -11.78598   1.50143  -3.31545 -11.72161     (-30.072,-1.501) (-10.285,-1.814) (-21.428,-10.220) 16.0012  16.9489  
38    -28.57239 -22.91597 -11.79640   1.49818  -3.31382 -11.71999     (-30.071,-1.498) (-10.298,-1.816) (-21.418,-10.222) 16.0012  16.9489  
39    -28.57401 -22.90230 -11.80683   1.49494  -3.31220 -11.71837     (-30.069,-1.495) (-10.312,-1.817) (-21.407,-10.223) 16.0012  16.9489  
40    -28.57563 -22.88863 -11.81725   1.49169  -3.31058 -11.71674     (-30.067,-1.492) (-10.326,-1.819) (-21.397,-10.225) 16.0012  16.9489  
41    -28.57726 -22.87496 -11.82768   1.48845  -3.30895 -11.71512     (-30.066,-1.488) (-10.339,-1.821) (-21.387,-10.227) 16.0012  16.9489  
42    -28.57888 -22.86128 -11.83810   1.48520  -3.30733 -11.71350     (-30.064,-1.485) (-10.353,-1.822) (-21.376,-10.228) 16.0012  16.9489  
43    -28.58050 -22.84761 -11.84852   1.48195  -3.30571 -11.71187     (-30.062,-1.482) (-10.367,-1.824) (-21.366,-10.230) 16.0012  16.9489  
44    -28.58213 -22.83394 -11.85895   1.47871  -3.30408 -11.71025     (-30.061,-1.479) (-10.380,-1.825) (-21.355,-10.232) 16.0012  16.9489  
45    -28.58375 -22.82027 -11.86937   1.47546  -3.30246 -11.70863     (-30.059,-1.475) (-10.394,-1.827) (-21.345,-10.233) 16.0012  16.9489  
46    -28.58537 -22.80660 -11.87980   1.47221  -3.30084 -11.70700     (-30.058,-1.472) (-10.408,-1.829) (-21.334,-10.235) 16.0012  16.9489  
47    -28.58700 -22.79293 -11.89022   1.46897  -3.29921 -11.70538     (-30.056,-1.469) (-10.421,-1.830) (-21.324,-10.236) 16.0012  16.9489  
48    -28.58862 -22.77926 -11.90064   1.46572  -3.29759 -11.70376     (-30.054,-1.466) (-10.435,-1.832) (-21.314,-10.238) 16.0012  16.9489  
49    -28.59024 -22.76559 -11.91107   1.46247  -3.29597 -11.70213     (-30.053,-1.462) (-10.449,-1.833) (-21.303,-10.240) 16.0012  16.9489  
50    -28.59187 -22.75192 -11.92149   1.45923  -3.29434 -11.70051     (-30.051,-1.459) (-10.462,-1.835) (-21.293,-10.241) 16.0012  16.9489  
51    -28.59349 -22.73825 -11.93192   1.45598  -3.29272 -11.69889     (-30.049,-1.456) (-10.476,-1.837) (-21.282,-10.243) 16.0012  16.9489  
52    -28.59511 -22.72458 -11.94234   1.45274  -3.29110 -11.69726     (-30.048,-1.453) (-10.490,-1.838) (-21.272,-10.245) 16.0012  16.9489  
53    -28.59673 -22.71091 -11.95276   1.44949  -3.28948 -11.69564     (-30.046,-1.449) (-10.503,-1.840) (-21.261,-10.246) 16.0012  16.9489  
54    -28.59836 -22.69724 -11.96319   1.44624  -3.28785 -11.69402     (-30.045,-1.446) (-10.517,-1.842) (-21.251,-10.248) 16.0012  16.9489  
