Fol_2018-05-05.12_20_47.1_3.txt     Output is probe cell, reduced cell, NCDist distance between
0    -2925.18649 1476.60440 -2256.33501 -4391.56292 2107.19461 -3759.67869     (-149.140,-2284.368) (-630.590,-2107.195) (-817.992,-1652.484) 0
1    -2897.14562 1455.31960 -2241.80629 -4370.27812 2064.62502 -3738.39390     (-177.181,-2305.653) (-609.305,-2064.625) (-832.521,-1673.769) 64.5652
2    -2869.10476 1434.03481 -2227.27757 -4348.99333 2022.05543 -3717.10911     (-205.222,-2326.938) (-588.021,-2022.055) (-847.049,-1695.054) 129.13
3    -2841.06389 1412.75001 -2212.74885 -4327.70854 1979.48584 -3695.82431     (-233.263,-2348.223) (-566.736,-1979.486) (-861.578,-1716.338) 193.696
4    -2813.02302 1391.46522 -2198.22013 -4306.42374 1936.91625 -3674.53952     (-261.304,-2369.507) (-545.451,-1936.916) (-876.107,-1737.623) 258.261
5    -2784.98215 1370.18043 -2183.69141 -4285.13895 1894.34667 -3653.25472     (-289.345,-2390.792) (-524.166,-1894.347) (-890.635,-1758.908) 322.826
6    -2756.94128 1348.89563 -2169.16270 -4263.85415 1851.77708 -3631.96993     (-317.386,-2412.077) (-502.881,-1851.777) (-905.164,-1780.193) 387.391
7    -2728.90041 1327.61084 -2154.63398 -4242.56936 1809.20749 -3610.68514     (-345.426,-2433.362) (-481.597,-1809.207) (-919.693,-1801.478) 451.957
8    -2700.85954 1306.32604 -2140.10526 -4221.28457 1766.63790 -3589.40034     (-373.467,-2454.647) (-460.312,-1766.638) (-934.222,-1822.762) 516.522
9    -2672.81867 1285.04125 -2125.57654 -4199.99977 1724.06831 -3568.11555     (-401.508,-2475.931) (-439.027,-1724.068) (-948.750,-1844.047) 581.087
10    -2644.77780 1263.75646 -2111.04782 -4178.71498 1681.49873 -3546.83075     (-429.549,-2497.216) (-417.742,-1681.499) (-963.279,-1865.332) 636.788
11    -2616.73693 1242.47166 -2096.51910 -4157.43018 1638.92914 -3525.54596     (-457.590,-2518.501) (-396.457,-1638.929) (-977.808,-1886.617) 644.416
12    -2588.69606 1221.18687 -2081.99039 -4136.14539 1596.35955 -3504.26117     (-485.631,-2539.786) (-375.173,-1596.360) (-992.337,-1907.902) 632.867
13    -2560.65519 1199.90207 -2067.46167 -4114.86060 1553.78996 -3482.97637     (-513.672,-2561.071) (-353.888,-1553.790) (-1006.865,-1929.186) 627.779
14    -2532.61432 1178.61728 -2052.93295 -4093.57580 1511.22037 -3461.69158     (-541.713,-2582.355) (-332.603,-1511.220) (-1021.394,-1950.471) 629.309
15    -2504.57345 1157.33249 -2038.40423 -4072.29101 1468.65079 -3440.40678     (-569.753,-2603.640) (-311.318,-1468.651) (-1035.923,-1971.756) 637.41
16    -2476.53258 1136.04769 -2023.87551 -4051.00621 1426.08120 -3419.12199     (-597.794,-2624.925) (-290.034,-1426.081) (-1050.451,-1993.041) 651.835
17    -2448.49171 1114.76290 -2009.34679 -4029.72142 1383.51161 -3397.83720     (-625.835,-2646.210) (-268.749,-1383.512) (-1064.980,-2014.326) 672.179
18    -2420.45084 1093.47810 -1994.81808 -4008.43663 1340.94202 -3376.55240     (-653.876,-2667.495) (-247.464,-1340.942) (-1079.509,-2035.610) 697.924
19    -2392.40997 1072.19331 -1980.28936 -3987.15183 1298.37243 -3355.26761     (-681.917,-2688.779) (-226.179,-1298.372) (-1094.038,-2056.895) 728.497
20    -2364.36910 1050.90852 -1965.76064 -3965.86704 1255.80285 -3333.98281     (-709.958,-2710.064) (-204.894,-1255.803) (-1108.566,-2078.180) 763.319
21    -2336.32823 1029.62372 -1951.23192 -3944.58224 1213.23326 -3312.69802     (-737.999,-2731.349) (-183.610,-1213.233) (-1123.095,-2099.465) 801.836
22    -2308.28736 1008.33893 -1936.70320 -3923.29745 1170.66367 -3291.41323     (-766.040,-2752.634) (-162.325,-1170.664) (-1137.624,-2120.750) 843.542
23    -2280.24649 987.05413 -1922.17448 -3902.01266 1128.09408 -3270.12843     (-794.080,-2773.919) (-141.040,-1128.094) (-1152.152,-2142.034) 887.988
24    -2252.20562 965.76934 -1907.64576 -3880.72786 1085.52449 -3248.84364     (-822.121,-2795.203) (-119.755,-1085.524) (-1166.681,-2163.319) 882.833
25    -2224.16475 944.48455 -1893.11705 -3859.44307 1042.95491 -3227.55884     (-850.162,-2816.488) (-98.470,-1042.955) (-1181.210,-2184.604) 862.342
26    -2196.12388 923.19975 -1878.58833 -3838.15827 1000.38532 -3206.27405     (-878.203,-2837.773) (-77.186,-1000.385) (-1195.739,-2205.889) 846.292
27    -2168.08301 901.91496 -1864.05961 -3816.87348 957.81573 -3184.98926     (-906.244,-2859.058) (-55.901,-957.816) (-1210.267,-2227.174) 834.94
28    -2140.04214 880.63016 -1849.53089 -3795.58869 915.24614 -3163.70446     (-934.285,-2880.343) (-34.616,-915.246) (-1224.796,-2248.458) 828.479
29    -2112.00127 859.34537 -1835.00217 -3774.30389 872.67655 -3142.41967     (-962.326,-2901.627) (-13.331,-872.677) (-1239.325,-2269.743) 827.023
30    -2083.96040 838.06058 -1820.47345 -3753.01910 830.10697 -3121.13487     (-2283.074,-2914.959) (-838.061,-7.954) (-982.413,-1245.900) 1160.85
31    -2055.91954 816.77578 -1805.94474 -3731.73430 787.53738 -3099.85008     (-2283.074,-2914.959) (-816.776,-29.238) (-989.169,-1239.144) 1148.43
32    -2027.87867 795.49099 -1791.41602 -3710.44951 744.96779 -3078.56529     (-2283.074,-2914.959) (-795.491,-50.523) (-995.925,-1232.388) 1136.75
33    -1999.83780 774.20619 -1776.88730 -3689.16472 702.39820 -3057.28049     (-2283.074,-2914.959) (-774.206,-71.808) (-1002.681,-1225.632) 1125.83
34    -1971.79693 752.92140 -1762.35858 -3667.87992 659.82861 -3035.99570     (-2283.074,-2914.959) (-752.921,-93.093) (-1009.437,-1218.876) 1115.71
35    -1943.75606 731.63661 -1747.82986 -3646.59513 617.25903 -3014.71090     (-2283.074,-2914.959) (-731.637,-114.378) (-1016.193,-1212.119) 1106.39
36    -1915.71519 710.35181 -1733.30114 -3625.31033 574.68944 -2993.42611     (-2283.074,-2914.959) (-710.352,-135.662) (-1022.949,-1205.363) 1097.91
37    -1887.67432 689.06702 -1718.77243 -3604.02554 532.11985 -2972.14132     (-2283.074,-2914.959) (-689.067,-156.947) (-1029.705,-1198.607) 1090.27
38    -1859.63345 667.78222 -1704.24371 -3582.74075 489.55026 -2950.85652     (-2283.074,-2914.959) (-667.782,-178.232) (-1036.461,-1191.851) 1083.5
39    -1831.59258 646.49743 -1689.71499 -3561.45595 446.98067 -2929.57173     (-2283.074,-2914.959) (-646.497,-199.517) (-1043.218,-1185.095) 1077.61
40    -1803.55171 625.21264 -1675.18627 -3540.17116 404.41109 -2908.28693     (-2283.074,-2914.959) (-625.213,-220.802) (-1049.974,-1178.339) 1072.62
41    -1775.51084 603.92784 -1660.65755 -3518.88636 361.84150 -2887.00214     (-2283.074,-2914.959) (-603.928,-242.086) (-1056.730,-1171.583) 1068.54
42    -1747.46997 582.64305 -1646.12883 -3497.60157 319.27191 -2865.71735     (-2283.074,-2914.959) (-582.643,-263.371) (-1063.486,-1164.827) 1065.39
