Fol_2018-05-05.09_46_22.1_9.txt     Output is probe cell, reduced cell, NCDist distance between
0    128.85678 -90.42787 -115.41643 -120.82583 -293.46904 -301.20853     (-133.923,-211.254) (-38.429,-24.989) (-126.183,-90.428) 0
1    126.20244 -89.90263 -115.52518 -121.73924 -290.75711 -299.07944     (-136.577,-211.642) (-36.300,-25.623) (-128.255,-89.903) 4.08635
2    123.54810 -89.37739 -115.63394 -122.65266 -288.04519 -296.95034     (-139.232,-212.030) (-34.171,-26.257) (-130.326,-89.377) 8.1727
3    120.89376 -88.85214 -115.74270 -123.56607 -285.33327 -294.82124     (-141.886,-212.418) (-32.042,-26.891) (-132.398,-88.852) 12.259
4    118.23942 -88.32690 -115.85145 -124.47948 -282.62134 -292.69214     (-144.540,-212.806) (-29.913,-27.525) (-134.469,-88.327) 16.3454
5    115.58508 -87.80166 -115.96021 -125.39289 -279.90942 -290.56304     (-147.195,-213.195) (-27.783,-28.159) (-136.541,-87.802) 20.4317
6    112.93074 -87.27642 -116.06897 -126.30631 -277.19749 -288.43395     (-149.849,-213.583) (-25.654,-28.793) (-138.612,-87.276) 24.5181
7    110.27640 -86.75118 -116.17772 -127.21972 -274.48557 -286.30485     (-152.503,-213.971) (-23.525,-29.427) (-140.684,-86.751) 28.6044
8    107.62206 -86.22593 -116.28648 -128.13313 -271.77365 -284.17575     (-155.158,-214.359) (-21.396,-30.061) (-142.755,-86.226) 32.6908
9    104.96772 -85.70069 -116.39524 -129.04655 -269.06172 -282.04665     (-157.812,-214.747) (-19.267,-30.695) (-144.827,-85.701) 36.7771
10    102.31338 -85.17545 -116.50399 -129.95996 -266.34980 -279.91756     (-160.466,-215.135) (-17.138,-31.329) (-146.898,-85.175) 40.8635
11     99.65904 -84.65021 -116.61275 -130.87337 -263.63787 -277.78846     (-163.121,-215.524) (-15.009,-31.963) (-148.970,-84.650) 44.9498
12     97.00470 -84.12496 -116.72151 -131.78678 -260.92595 -275.65936     (-165.775,-215.912) (-12.880,-32.597) (-151.042,-84.125) 49.0362
13     94.35036 -83.59972 -116.83026 -132.70020 -258.21403 -273.53026     (-168.429,-216.300) (-10.751,-33.231) (-153.113,-83.600) 53.1225
14     91.69602 -83.07448 -116.93902 -133.61361 -255.50210 -271.40117     (-171.084,-216.688) (-8.622,-33.865) (-155.185,-83.074) 57.2089
15     89.04168 -82.54924 -117.04778 -134.52702 -252.79018 -269.27207     (-173.738,-217.076) (-6.492,-34.499) (-157.256,-82.549) 61.2952
16     86.38734 -82.02400 -117.15653 -135.44044 -250.07825 -267.14297     (-176.392,-217.464) (-4.363,-35.133) (-159.328,-82.024) 65.3816
17     83.73300 -81.49875 -117.26529 -136.35385 -247.36633 -265.01387     (-179.047,-217.853) (-2.234,-35.767) (-161.399,-81.499) 69.4679
18     81.07866 -80.97351 -117.37405 -137.26726 -244.65441 -262.88478     (-181.701,-218.241) (-0.105,-36.401) (-163.471,-80.974) 73.5543
19     78.42432 -80.44827 -117.48281 -138.18067 -241.94248 -260.75568     (-78.424,-216.605) (-2.024,-39.058) (-163.518,-182.331) 75.7917
20     75.76998 -79.92303 -117.59156 -139.09409 -239.23056 -258.62658     (-75.770,-214.864) (-4.153,-41.822) (-163.461,-182.857) 78.1573
21     73.11564 -79.39779 -117.70032 -140.00750 -236.51863 -256.49748     (-73.116,-213.123) (-6.282,-44.585) (-163.403,-183.382) 80.7328
22     70.46130 -78.87254 -117.80908 -140.92091 -233.80671 -254.36839     (-70.461,-211.382) (-8.411,-47.348) (-163.345,-183.907) 83.4988
23     67.80696 -78.34730 -117.91783 -141.83433 -231.09479 -252.23929     (-67.807,-209.641) (-10.540,-50.111) (-163.288,-184.432) 86.4371
24     65.15262 -77.82206 -118.02659 -142.74774 -228.38286 -250.11019     (-65.153,-207.900) (-12.669,-52.874) (-163.230,-184.958) 89.5306
25     62.49829 -77.29682 -118.13535 -143.66115 -225.67094 -247.98109     (-62.498,-206.159) (-14.799,-55.637) (-163.173,-185.483) 92.7639
26     59.84395 -76.77158 -118.24410 -144.57456 -222.95901 -245.85200     (-59.844,-204.419) (-16.928,-58.400) (-163.115,-186.008) 94.9182
27     57.18961 -76.24633 -118.35286 -145.48798 -220.24709 -243.72290     (-57.190,-202.678) (-19.057,-61.163) (-163.057,-186.533) 94.7001
28     54.53527 -75.72109 -118.46162 -146.40139 -217.53516 -241.59380     (-54.535,-200.937) (-21.186,-63.926) (-163.000,-187.059) 94.7196
29     51.88093 -75.19585 -118.57037 -147.31480 -214.82324 -239.46470     (-51.881,-199.196) (-23.315,-66.689) (-162.942,-187.584) 94.9765
30     49.22659 -74.67061 -118.67913 -148.22822 -212.11132 -237.33560     (-49.227,-197.455) (-25.444,-69.453) (-162.885,-188.109) 95.4689
31     46.57225 -74.14537 -118.78789 -149.14163 -209.39939 -235.20651     (-46.572,-195.714) (-27.573,-72.216) (-162.827,-188.634) 96.1932
32     43.91791 -73.62012 -118.89664 -150.05504 -206.68747 -233.07741     (-43.918,-193.973) (-29.702,-74.979) (-162.770,-189.160) 97.1442
33     41.26357 -73.09488 -119.00540 -150.96845 -203.97554 -230.94831     (-41.264,-192.232) (-31.831,-77.742) (-162.712,-189.685) 98.3154
34     38.60923 -72.56964 -119.11416 -151.88187 -201.26362 -228.81921     (-38.609,-190.491) (-33.960,-80.505) (-162.654,-190.210) 99.699
35     35.95489 -72.04440 -119.22292 -152.79528 -198.55170 -226.69012     (-35.955,-188.750) (-36.090,-83.268) (-162.597,-190.735) 101.199
36     33.30055 -71.51916 -119.33167 -153.70869 -195.83977 -224.56102     (-33.301,-187.009) (-38.219,-86.031) (-162.539,-191.260) 99.8964
37     30.64621 -70.99391 -119.44043 -154.62211 -193.12785 -222.43192     (-30.646,-185.268) (-40.348,-88.794) (-162.482,-191.786) 98.8045
