PointDistanceFollower   Sep  9 2018   mode =  Single Point 
Fol_2018-09-13.17_12_27.0_6.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist NCDist  distance between 
Compute times (msec)     S6Dist   279   NCDist   732
PointDistanceFollower  Sep  9 2018  mode = Single Point
Fol_2018-09-13.17_12_27.0_6.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist distance between
0      2.80972 -22.75170 -26.63580 -36.36961   4.07253   3.68181     (-2.810,-23.671) (-15.681,-12.578) (-0.872,-1.263)      0  0  
1      2.75296 -22.68028 -26.37556 -36.24134   3.90434   3.63186     (-2.753,-23.922) (-15.814,-12.664) (-0.879,-1.151)      0.322077  0.382864  
2      2.69620 -22.60886 -26.11532 -36.11306   3.73615   3.58192     (-2.696,-24.173) (-15.947,-12.749) (-0.886,-1.040)      0.644154  0.765727  
3      2.63944 -22.53743 -25.85508 -35.98479   3.56796   3.53197     (-2.639,-24.424) (-16.080,-12.834) (-0.893,-0.929)      0.966231  1.14859  
4      2.58267 -22.46601 -25.59484 -35.85652   3.39977   3.48203     (-2.583,-24.676) (-16.213,-12.919) (-0.899,-0.817)      1.28831  1.53145  
5      2.52591 -22.39459 -25.33460 -35.72825   3.23158   3.43208     (-2.526,-24.927) (-16.346,-13.005) (-0.906,-0.706)      1.61039  1.91432  
6      2.46915 -22.32317 -25.07436 -35.59997   3.06339   3.38214     (-2.469,-25.178) (-16.478,-13.090) (-0.913,-0.594)      1.93246  2.29718  
7      2.41239 -22.25175 -24.81413 -35.47170   2.89520   3.33219     (-2.412,-25.429) (-16.611,-13.175) (-0.920,-0.483)      2.25454  2.68004  
8      2.35563 -22.18033 -24.55389 -35.34343   2.72701   3.28224     (-2.356,-25.681) (-16.744,-13.260) (-0.927,-0.371)      2.57662  3.06291  
9      2.29886 -22.10891 -24.29365 -35.21516   2.55882   3.23230     (-2.299,-25.932) (-16.877,-13.345) (-0.933,-0.260)      2.89869  3.44577  
10      2.24210 -22.03749 -24.03341 -35.08688   2.39063   3.18235     (-2.242,-26.183) (-17.010,-13.431) (-0.940,-0.149)      3.22077  3.82864  
11      2.18534 -21.96607 -23.77317 -34.95861   2.22244   3.13241     (-2.185,-26.434) (-17.143,-13.516) (-0.947,-0.037)      3.54285  4.2115  
12      2.12858 -21.89465 -23.51293 -34.83034   2.05424   3.08246     (-0.074,-1.028) (-26.611,-17.202) (-2.054,-13.527)      3.77377  4.59436  
13      2.07182 -21.82322 -23.25269 -34.70207   1.88605   3.03252     (-0.186,-1.146) (-26.751,-17.223) (-1.886,-13.501)      3.96782  4.97723  
14      2.01505 -21.75180 -22.99245 -34.57379   1.71786   2.98257     (-0.297,-1.265) (-26.891,-17.244) (-1.718,-13.474)      4.17093  5.36009  
15      1.95829 -21.68038 -22.73221 -34.44552   1.54967   2.93262     (-0.409,-1.383) (-27.031,-17.266) (-1.550,-13.448)      4.38183  5.74295  
16      1.90153 -21.60896 -22.47197 -34.31725   1.38148   2.88268     (-0.520,-1.501) (-27.170,-17.287) (-1.381,-13.422)      4.59945  6.12582  
17      1.84477 -21.53754 -22.21173 -34.18898   1.21329   2.83273     (-0.631,-1.619) (-27.310,-17.309) (-1.213,-13.396)      4.82289  6.50868  
18      1.78801 -21.46612 -21.95149 -34.06071   1.04510   2.78279     (-0.743,-1.738) (-27.450,-17.330) (-1.045,-13.370)      5.05137  6.89154  
19      1.73124 -21.39470 -21.69125 -33.93243   0.87691   2.73284     (-0.854,-1.856) (-27.590,-17.352) (-0.877,-13.343)      5.28424  7.27441  
20      1.67448 -21.32328 -21.43101 -33.80416   0.70872   2.68290     (-0.966,-1.974) (-27.730,-17.373) (-0.709,-13.317)      5.52094  7.65727  
21      1.61772 -21.25186 -21.17077 -33.67589   0.54053   2.63295     (-1.077,-2.092) (-27.869,-17.395) (-0.541,-13.291)      5.761  8.04013  
22      1.56096 -21.18043 -20.91053 -33.54762   0.37234   2.58300     (-1.189,-2.211) (-28.009,-17.416) (-0.372,-13.265)      6.00402  8.423  
23      1.50420 -21.10901 -20.65029 -33.41934   0.20415   2.53306     (-1.300,-2.329) (-28.149,-17.438) (-0.204,-13.239)      6.24965  8.80586  
24      1.44743 -21.03759 -20.39005 -33.29107   0.03595   2.48311     (-1.411,-2.447) (-28.289,-17.459) (-0.036,-13.212)      6.4976  9.18872  
25      1.39067 -20.96617 -20.12981 -33.16280  -0.13224   2.43317     (-1.391,-28.296) (-2.433,-17.348) (-0.132,-13.318)      6.54672  9.60455  
26      1.33391 -20.89475 -19.86957 -33.03453  -0.30043   2.38322     (-1.334,-28.268) (-2.383,-17.202) (-0.300,-13.460)      6.55185  10.0318  
27      1.27715 -20.82333 -19.60933 -32.90625  -0.46862   2.33328     (-1.277,-28.240) (-2.333,-17.055) (-0.469,-13.602)      6.56864  10.4616  
28      1.22038 -20.75191 -19.34909 -32.77798  -0.63681   2.28333     (-1.220,-28.211) (-2.283,-16.908) (-0.637,-13.744)      6.48915  10.894  
29      1.16362 -20.68049 -19.08885 -32.64971  -0.80500   2.23338     (-1.164,-28.183) (-2.233,-16.762) (-0.805,-13.886)      6.41014  11.329  
30      1.10686 -20.60907 -18.82862 -32.52144  -0.97319   2.18344     (-1.107,-28.155) (-2.183,-16.615) (-0.973,-14.028)      6.34221  11.6207  
31      1.05010 -20.53764 -18.56838 -32.39316  -1.14138   2.13349     (-1.050,-28.126) (-2.133,-16.468) (-1.141,-14.170)      6.28572  11.357  
32      0.99334 -20.46622 -18.30814 -32.26489  -1.30957   2.08355     (-0.993,-28.098) (-2.084,-16.321) (-1.310,-14.312)      6.241  11.1054  
33      0.93657 -20.39480 -18.04790 -32.13662  -1.47776   2.03360     (-0.937,-28.069) (-2.034,-16.175) (-1.478,-14.454)      6.20828  10.8666  
