Fol_2018-05-06.16_55_38.2_14.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
42    -17.29765 -49.07748  -1.47990  -9.92918 -37.41553 -10.31574     (-17.298,-9.929) (-49.077,-37.416) (-1.480,-10.316) 14.0662  34.7296  28.5832  37.4026  
43    -17.93340 -48.88598  -1.51683  -9.89152 -36.86120 -10.19891     (-17.933,-9.892) (-48.886,-36.861) (-1.517,-10.199) 14.5521  35.3929  28.9373  36.6064  
44    -18.56916 -48.69447  -1.55376  -9.85387 -36.30687 -10.08209     (-18.569,-9.854) (-48.694,-36.307) (-1.554,-10.082) 15.0731  35.9189  29.3463  35.8138  
45    -19.20491 -48.50297  -1.59070  -9.81621 -35.75254  -9.96526     (-19.205,-9.816) (-48.503,-35.753) (-1.591,-9.965) 15.6257  35.9707  29.808  35.025  
46    -19.84066 -48.31147  -1.62763  -9.77856 -35.19821  -9.84843     (-19.841,-9.779) (-48.311,-35.198) (-1.628,-9.848) 16.2067  36.0477  30.3196  34.2405  
47    -20.47641 -48.11997  -1.66457  -9.74090 -34.64388  -9.73160     (-20.476,-9.741) (-48.120,-34.644) (-1.665,-9.732) 16.8131  36.1497  30.8786  33.4604  
48    -21.11216 -47.92847  -1.70150  -9.70325 -34.08955  -9.61477     (-21.112,-9.703) (-47.928,-34.090) (-1.701,-9.615) 17.4422  36.2764  31.4823  32.685  
49    -21.74791 -47.73696  -1.73843  -9.66559 -33.53522  -9.49794     (-21.748,-9.666) (-47.737,-33.535) (-1.738,-9.498) 18.0918  36.4277  32.1279  31.9148  
50    -22.38366 -47.54546  -1.77537  -9.62794 -32.98089  -9.38111     (-22.384,-9.628) (-47.545,-32.981) (-1.775,-9.381) 18.7596  36.6032  32.8128  31.1501  
51    -23.01941 -47.35396  -1.81230  -9.59028 -32.42656  -9.26428     (-23.019,-9.590) (-47.354,-32.427) (-1.812,-9.264) 19.4438  36.8026  33.5344  30.3913  
52    -23.65516 -47.16246  -1.84924  -9.55263 -31.87223  -9.14745     (-23.655,-9.553) (-47.162,-31.872) (-1.849,-9.147) 20.1427  37.0254  34.2901  29.6389  
53    -24.29091 -46.97096  -1.88617  -9.51498 -31.31790  -9.03062     (-24.291,-9.515) (-46.971,-31.318) (-1.886,-9.031) 20.8549  37.2714  34.9021  28.8933  
54    -24.92666 -46.77945  -1.92310  -9.47732 -30.76357  -8.91379     (-24.927,-9.477) (-46.779,-30.764) (-1.923,-8.914) 21.579  37.5399  35.5434  28.1552  
55    -25.56241 -46.58795  -1.96004  -9.43967 -30.20924  -8.79696     (-25.562,-9.440) (-46.588,-30.209) (-1.960,-8.797) 22.3139  37.8305  36.0051  27.425  
56    -26.19816 -46.39645  -1.99697  -9.40201 -29.65491  -8.68013     (-26.198,-9.402) (-46.396,-29.655) (-1.997,-8.680) 23.0585  38.1428  36.1598  26.7036  
57    -26.83391 -46.20495  -2.03391  -9.36436 -29.10058  -8.56330     (-26.834,-9.364) (-46.205,-29.101) (-2.034,-8.563) 23.8119  37.8962  36.6414  25.9915  
58    -27.46966 -46.01345  -2.07084  -9.32670 -28.54625  -8.44647     (-27.470,-9.327) (-46.013,-28.546) (-2.071,-8.446) 24.5734  37.0691  37.3496  25.2896  
59    -28.10541 -45.82195  -2.10777  -9.28905 -27.99192  -8.32964     (-28.105,-9.289) (-45.822,-27.992) (-2.108,-8.330) 24.5988  36.3106  37.0946  24.5988  
60    -28.74116 -45.63044  -2.14471  -9.25139 -27.43759  -8.21282     (-28.741,-9.251) (-45.630,-27.438) (-2.145,-8.213) 23.92  35.5617  36.0826  23.92  
61    -29.37691 -45.43894  -2.18164  -9.21374 -26.88326  -8.09599     (-29.377,-9.214) (-45.439,-26.883) (-2.182,-8.096) 23.2542  34.8228  35.0879  23.2542  
62    -30.01266 -45.24744  -2.21858  -9.17608 -26.32893  -7.97916     (-30.013,-9.176) (-45.247,-26.329) (-2.219,-7.979) 22.6027  34.0948  34.1121  22.6027  
63    -30.64841 -45.05594  -2.25551  -9.13843 -25.77460  -7.86233     (-30.648,-9.138) (-45.056,-25.775) (-2.256,-7.862) 21.9667  33.3783  33.1568  21.9667  
64    -31.28416 -44.86444  -2.29244  -9.10078 -25.22027  -7.74550     (-31.284,-9.101) (-44.864,-25.220) (-2.292,-7.745) 21.3475  32.6741  32.2239  21.3475  
65    -31.91991 -44.67293  -2.32938  -9.06312 -24.66594  -7.62867     (-31.920,-9.063) (-44.673,-24.666) (-2.329,-7.629) 20.7467  31.983  31.3153  20.7467  
66    -32.55566 -44.48143  -2.36631  -9.02547 -24.11161  -7.51184     (-32.556,-9.025) (-44.481,-24.112) (-2.366,-7.512) 20.1659  31.3059  30.4333  20.1659  
67    -33.19141 -44.28993  -2.40325  -8.98781 -23.55728  -7.39501     (-33.191,-8.988) (-44.290,-23.557) (-2.403,-7.395) 19.607  30.6436  29.5802  19.607  
68    -33.82716 -44.09843  -2.44018  -8.95016 -23.00295  -7.27818     (-33.827,-8.950) (-44.098,-23.003) (-2.440,-7.278) 19.0717  29.9972  28.7585  19.0717  
69    -34.46291 -43.90693  -2.47711  -8.91250 -22.44862  -7.16135     (-34.463,-8.913) (-43.907,-22.449) (-2.477,-7.161) 18.5623  29.3677  27.9711  18.5623  
70    -35.09866 -43.71542  -2.51405  -8.87485 -21.89429  -7.04452     (-35.099,-8.875) (-43.715,-21.894) (-2.514,-7.045) 18.0808  28.7562  27.221  18.0808  
71    -35.73441 -43.52392  -2.55098  -8.83719 -21.33996  -6.92769     (-35.734,-8.837) (-43.524,-21.340) (-2.551,-6.928) 17.6295  28.1639  26.5112  17.6295  
72    -36.37016 -43.33242  -2.58792  -8.79954 -20.78563  -6.81086     (-36.370,-8.800) (-43.332,-20.786) (-2.588,-6.811) 17.2108  27.5921  25.8452  17.2108  
73    -37.00591 -43.14092  -2.62485  -8.76188 -20.23130  -6.69403     (-37.006,-8.762) (-43.141,-20.231) (-2.625,-6.694) 16.8273  27.2954  25.2263  16.8273  
74    -37.64166 -42.94942  -2.66178  -8.72423 -19.67697  -6.57720     (-37.642,-8.724) (-42.949,-19.677) (-2.662,-6.577) 16.4812  27.0743  24.6582  16.4812  
75    -38.27741 -42.75792  -2.69872  -8.68657 -19.12264  -6.46037     (-38.277,-8.687) (-42.758,-19.123) (-2.699,-6.460) 16.175  26.8586  24.1444  16.175  
76    -38.91316 -42.56641  -2.73565  -8.64892 -18.56831  -6.34355     (-38.913,-8.649) (-42.566,-18.568) (-2.736,-6.344) 15.911  26.5484  23.6885  15.911  
77    -39.54891 -42.37491  -2.77259  -8.61127 -18.01398  -6.22672     (-39.549,-8.611) (-42.375,-18.014) (-2.773,-6.227) 15.6914  25.6573  23.2938  15.6914  
78    -40.18466 -42.18341  -2.80952  -8.57361 -17.45965  -6.10989     (-40.185,-8.574) (-42.183,-17.460) (-2.810,-6.110) 15.5181  24.7708  22.9635  15.5181  
79    -40.82041 -41.99191  -2.84645  -8.53596 -16.90532  -5.99306     (-40.820,-8.536) (-41.992,-16.905) (-2.846,-5.993) 15.3925  23.8894  22.7004  15.3925  
80    -41.45616 -41.80041  -2.88339  -8.49830 -16.35099  -5.87623     (-41.456,-8.498) (-41.800,-16.351) (-2.883,-5.876) 15.3159  23.0138  22.5069  15.3159  
81    -42.09191 -41.60890  -2.92032  -8.46065 -15.79666  -5.75940     (-42.092,-8.461) (-41.609,-15.797) (-2.920,-5.759) 15.2889  22.1447  22.3848  15.2889  
82    -42.72767 -41.41740  -2.95726  -8.42299 -15.24233  -5.64257     (-42.728,-8.423) (-41.417,-15.242) (-2.957,-5.643) 14.8647  21.2827  21.7225  14.8647  
83    -43.36342 -41.22590  -2.99419  -8.38534 -14.68800  -5.52574     (-43.363,-8.385) (-41.226,-14.688) (-2.994,-5.526) 13.9903  20.4289  20.4447  13.9903  
84    -43.99917 -41.03440  -3.03112  -8.34768 -14.13367  -5.40891     (-43.999,-8.348) (-41.034,-14.134) (-3.031,-5.409) 13.1159  19.5843  19.1669  13.1159  
85    -44.63492 -40.84290  -3.06806  -8.31003 -13.57934  -5.29208     (-44.635,-8.310) (-40.843,-13.579) (-3.068,-5.292) 12.2415  18.7407  17.8891  12.2415  
86    -45.27067 -40.65140  -3.10499  -8.27237 -13.02501  -5.17525     (-45.271,-8.272) (-40.651,-13.025) (-3.105,-5.175) 11.3671  17.4104  16.6113  11.3671  
87    -45.90642 -40.45989  -3.14193  -8.23472 -12.47068  -5.05842     (-45.906,-8.235) (-40.460,-12.471) (-3.142,-5.058) 10.4927  16.0712  15.3335  10.4927  
88    -46.54217 -40.26839  -3.17886  -8.19707 -11.91635  -4.94159     (-46.542,-8.197) (-40.268,-11.916) (-3.179,-4.942) 9.61833  14.7319  14.0557  9.61833  
89    -47.17792 -40.07689  -3.21580  -8.15941 -11.36202  -4.82476     (-47.178,-8.159) (-40.077,-11.362) (-3.216,-4.825) 8.74394  13.3926  12.778  8.74394  
90    -47.81367 -39.88539  -3.25273  -8.12176 -10.80769  -4.70793     (-47.814,-8.122) (-39.885,-10.808) (-3.253,-4.708) 7.86954  12.0534  11.5002  7.86954  
91    -48.44942 -39.69389  -3.28966  -8.08410 -10.25336  -4.59110     (-48.449,-8.084) (-39.694,-10.253) (-3.290,-4.591) 6.99515  10.7141  10.2224  6.99515  
92    -49.08517 -39.50238  -3.32660  -8.04645  -9.69903  -4.47428     (-49.085,-8.046) (-39.502,-9.699) (-3.327,-4.474) 6.12076  9.37485  8.94457  6.12076  
93    -49.72092 -39.31088  -3.36353  -8.00879  -9.14470  -4.35745     (-49.721,-8.009) (-39.311,-9.145) (-3.364,-4.357) 5.24636  8.03559  7.66677  5.24636  
94    -50.35667 -39.11938  -3.40047  -7.97114  -8.59037  -4.24062     (-50.357,-7.971) (-39.119,-8.590) (-3.400,-4.241) 4.37197  6.69632  6.38898  4.37197  
95    -50.99242 -38.92788  -3.43740  -7.93348  -8.03604  -4.12379     (-50.992,-7.933) (-38.928,-8.036) (-3.437,-4.124) 3.49757  5.35706  5.11118  3.49757  
96    -51.62817 -38.73638  -3.47433  -7.89583  -7.48171  -4.00696     (-51.628,-7.896) (-38.736,-7.482) (-3.474,-4.007) 2.62318  4.01779  3.83339  2.62318  
97    -52.26392 -38.54487  -3.51127  -7.85817  -6.92738  -3.89013     (-52.264,-7.858) (-38.545,-6.927) (-3.511,-3.890) 1.74879  2.67853  2.55559  1.74879  
98    -52.89967 -38.35337  -3.54820  -7.82052  -6.37305  -3.77330     (-52.900,-7.821) (-38.353,-6.373) (-3.548,-3.773) 0.874394  1.33926  1.2778  0.874394  
99    -53.53542 -38.16187  -3.58514  -7.78286  -5.81872  -3.65647     (-53.535,-7.783) (-38.162,-5.819) (-3.585,-3.656) 0  2.5619e-14  3.8147e-06  1.3487e-06  
