Fol_2018-05-14.09_13_24.1_8.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      3.03103 -41.62612 -50.15481  -2.17335   3.55744  -8.34727     (-2.022,-6.588) (-29.238,-3.557) (-1.384,-33.420) 0  6.7435e-07  
1      3.02597 -41.61372 -50.10599  -2.17777   3.55032  -8.37237     (-2.077,-6.576) (-29.266,-3.550) (-1.373,-33.403) 0.0668648  0.0668648  
2      3.02091 -41.60132 -50.05717  -2.18219   3.54320  -8.39747     (-2.132,-6.564) (-29.294,-3.543) (-1.361,-33.386) 0.13373  0.13373  
3      3.01586 -41.58892 -50.00835  -2.18661   3.53608  -8.42257     (-2.188,-6.552) (-29.322,-3.536) (-1.349,-33.368) 0.200594  0.200594  
4      3.01080 -41.57652 -49.95953  -2.19103   3.52896  -8.44766     (-2.243,-6.540) (-29.350,-3.529) (-1.338,-33.351) 0.267459  0.267459  
5      3.00574 -41.56412 -49.91072  -2.19545   3.52183  -8.47276     (-2.298,-6.528) (-29.378,-3.522) (-1.326,-33.334) 0.334324  0.334324  
6      3.00068 -41.55172 -49.86190  -2.19987   3.51471  -8.49786     (-2.353,-6.515) (-29.406,-3.515) (-1.315,-33.316) 0.401189  0.401189  
7      2.99563 -41.53932 -49.81308  -2.20428   3.50759  -8.52296     (-2.409,-6.503) (-29.434,-3.508) (-1.303,-33.299) 0.468054  0.468054  
8      2.99057 -41.52692 -49.76426  -2.20870   3.50047  -8.54806     (-2.464,-6.491) (-29.462,-3.500) (-1.292,-33.282) 0.534918  0.534918  
9      2.98551 -41.51452 -49.71544  -2.21312   3.49335  -8.57316     (-2.519,-6.479) (-29.490,-3.493) (-1.280,-33.264) 0.601783  0.601783  
10      2.98045 -41.50212 -49.66662  -2.21754   3.48622  -8.59825     (-2.575,-6.467) (-29.518,-3.486) (-1.269,-33.247) 0.668648  0.668648  
11      2.97540 -41.48972 -49.61780  -2.22196   3.47910  -8.62335     (-2.630,-6.454) (-29.546,-3.479) (-1.257,-33.230) 0.735513  0.735513  
12      2.97034 -41.47732 -49.56898  -2.22638   3.47198  -8.64845     (-2.685,-6.442) (-29.573,-3.472) (-1.246,-33.212) 0.802378  0.802378  
13      2.96528 -41.46492 -49.52016  -2.23080   3.46486  -8.67355     (-2.741,-6.430) (-29.601,-3.465) (-1.234,-33.195) 0.869242  0.869242  
14      2.96022 -41.45252 -49.47134  -2.23522   3.45774  -8.69865     (-2.796,-6.418) (-29.629,-3.458) (-1.223,-33.178) 0.936107  0.936107  
15      2.95516 -41.44012 -49.42252  -2.23964   3.45061  -8.72375     (-2.851,-6.406) (-29.657,-3.451) (-1.211,-33.160) 1.00297  1.00297  
16      2.95011 -41.42772 -49.37370  -2.24406   3.44349  -8.74884     (-2.906,-6.394) (-29.685,-3.443) (-1.199,-33.143) 1.06984  1.06984  
17      2.94505 -41.41532 -49.32488  -2.24848   3.43637  -8.77394     (-2.962,-6.381) (-29.713,-3.436) (-1.188,-33.126) 1.1367  1.1367  
18      2.93999 -41.40292 -49.27606  -2.25290   3.42925  -8.79904     (-3.017,-6.369) (-29.741,-3.429) (-1.176,-33.108) 1.20357  1.20357  
19      2.93493 -41.39052 -49.22724  -2.25732   3.42213  -8.82414     (-3.072,-6.357) (-29.769,-3.422) (-1.165,-33.091) 1.27043  1.27043  
20      2.92988 -41.37812 -49.17842  -2.26174   3.41500  -8.84924     (-3.128,-6.345) (-29.797,-3.415) (-1.153,-33.074) 1.3373  1.3373  
21      2.92482 -41.36572 -49.12960  -2.26616   3.40788  -8.87433     (-3.183,-6.333) (-29.825,-3.408) (-1.142,-33.056) 1.40416  1.40416  
22      2.91976 -41.35332 -49.08078  -2.27058   3.40076  -8.89943     (-3.238,-6.321) (-29.853,-3.401) (-1.130,-33.039) 1.47103  1.47103  
23      2.91470 -41.34092 -49.03196  -2.27500   3.39364  -8.92453     (-3.294,-6.308) (-29.881,-3.394) (-1.119,-33.022) 1.53789  1.53789  
24      2.90964 -41.32852 -48.98314  -2.27942   3.38652  -8.94963     (-3.349,-6.296) (-29.909,-3.387) (-1.107,-33.004) 1.60476  1.60476  
25      2.90459 -41.31612 -48.93432  -2.28384   3.37939  -8.97473     (-3.404,-6.284) (-29.936,-3.379) (-1.096,-32.987) 1.67162  1.67162  
26      2.89953 -41.30372 -48.88551  -2.28826   3.37227  -8.99983     (-3.460,-6.272) (-29.964,-3.372) (-1.084,-32.970) 1.73848  1.73848  
27      2.89447 -41.29132 -48.83669  -2.29268   3.36515  -9.02492     (-3.515,-6.260) (-29.992,-3.365) (-1.072,-32.952) 1.80535  1.80535  
28      2.88941 -41.27892 -48.78787  -2.29710   3.35803  -9.05002     (-3.570,-6.247) (-30.020,-3.358) (-1.061,-32.935) 1.87221  1.87221  
29      2.88436 -41.26652 -48.73905  -2.30151   3.35091  -9.07512     (-3.625,-6.235) (-30.048,-3.351) (-1.049,-32.918) 1.93908  1.93908  
30      2.87930 -41.25412 -48.69023  -2.30593   3.34378  -9.10022     (-3.681,-6.223) (-30.076,-3.344) (-1.038,-32.900) 2.00594  2.00594  
31      2.87424 -41.24172 -48.64141  -2.31035   3.33666  -9.12532     (-3.736,-6.211) (-30.104,-3.337) (-1.026,-32.883) 2.07281  2.07281  
32      2.86918 -41.22932 -48.59259  -2.31477   3.32954  -9.15042     (-3.791,-6.199) (-30.132,-3.330) (-1.015,-32.866) 2.13967  2.13967  
33      2.86413 -41.21692 -48.54377  -2.31919   3.32242  -9.17551     (-3.847,-6.187) (-30.160,-3.322) (-1.003,-32.848) 2.20654  2.20654  
34      2.85907 -41.20452 -48.49495  -2.32361   3.31530  -9.20061     (-3.902,-6.174) (-30.188,-3.315) (-0.992,-32.831) 2.2734  2.2734  
35      2.85401 -41.19212 -48.44613  -2.32803   3.30817  -9.22571     (-3.957,-6.162) (-30.216,-3.308) (-0.980,-32.814) 2.34027  2.34027  
36      2.84895 -41.17972 -48.39731  -2.33245   3.30105  -9.25081     (-4.013,-6.150) (-30.244,-3.301) (-0.969,-32.796) 2.40713  2.40713  
37      2.84389 -41.16732 -48.34849  -2.33687   3.29393  -9.27591     (-4.068,-6.138) (-30.271,-3.294) (-0.957,-32.779) 2.474  2.474  
38      2.83884 -41.15492 -48.29967  -2.34129   3.28681  -9.30100     (-4.123,-6.126) (-30.299,-3.287) (-0.946,-32.762) 2.54086  2.54086  
39      2.83378 -41.14252 -48.25085  -2.34571   3.27969  -9.32610     (-4.178,-6.113) (-30.327,-3.280) (-0.934,-32.744) 2.60773  2.60773  
40      2.82872 -41.13012 -48.20203  -2.35013   3.27256  -9.35120     (-4.234,-6.101) (-30.355,-3.273) (-0.922,-32.727) 2.67459  2.67459  
41      2.82366 -41.11771 -48.15321  -2.35455   3.26544  -9.37630     (-4.289,-6.089) (-30.383,-3.265) (-0.911,-32.710) 2.74146  2.74146  
42      2.81861 -41.10531 -48.10439  -2.35897   3.25832  -9.40140     (-4.344,-6.077) (-30.411,-3.258) (-0.899,-32.692) 2.80832  2.80832  
43      2.81355 -41.09291 -48.05557  -2.36339   3.25120  -9.42650     (-4.400,-6.065) (-30.439,-3.251) (-0.888,-32.675) 2.87519  2.87519  
44      2.80849 -41.08051 -48.00675  -2.36781   3.24408  -9.45159     (-4.455,-6.053) (-30.467,-3.244) (-0.876,-32.658) 2.94205  2.94205  
45      2.80343 -41.06811 -47.95793  -2.37223   3.23695  -9.47669     (-4.510,-6.040) (-30.495,-3.237) (-0.865,-32.640) 3.00892  3.00892  
46      2.79838 -41.05571 -47.90911  -2.37665   3.22983  -9.50179     (-4.566,-6.028) (-30.523,-3.230) (-0.853,-32.623) 3.07578  3.07578  
47      2.79332 -41.04331 -47.86029  -2.38107   3.22271  -9.52689     (-4.621,-6.016) (-30.551,-3.223) (-0.842,-32.606) 3.14265  3.14265  
48      2.78826 -41.03091 -47.81148  -2.38549   3.21559  -9.55199     (-4.676,-6.004) (-30.579,-3.216) (-0.830,-32.588) 3.20951  3.20951  
49      2.78320 -41.01851 -47.76266  -2.38991   3.20847  -9.57709     (-4.731,-5.992) (-30.607,-3.208) (-0.819,-32.571) 3.25397  3.27637  
50      2.77814 -41.00611 -47.71384  -2.39433   3.20134  -9.60218     (-4.787,-5.979) (-30.634,-3.201) (-0.807,-32.554) 3.28257  3.34324  
51      2.77309 -40.99371 -47.66502  -2.39874   3.19422  -9.62728     (-4.842,-5.967) (-30.662,-3.194) (-0.795,-32.536) 3.31228  3.4101  
52      2.76803 -40.98131 -47.61620  -2.40316   3.18710  -9.65238     (-4.897,-5.955) (-30.690,-3.187) (-0.784,-32.519) 3.34306  3.47697  
53      2.76297 -40.96891 -47.56738  -2.40758   3.17998  -9.67748     (-4.953,-5.943) (-30.718,-3.180) (-0.772,-32.502) 3.37489  3.54383  
54      2.75791 -40.95651 -47.51856  -2.41200   3.17286  -9.70258     (-5.008,-5.931) (-30.746,-3.173) (-0.761,-32.484) 3.40773  3.6107  
55      2.75286 -40.94411 -47.46974  -2.41642   3.16573  -9.72768     (-5.063,-5.919) (-30.774,-3.166) (-0.749,-32.467) 3.44155  3.67756  
56      2.74780 -40.93171 -47.42092  -2.42084   3.15861  -9.75277     (-5.119,-5.906) (-30.802,-3.159) (-0.738,-32.449) 3.47634  3.74443  
57      2.74274 -40.91931 -47.37210  -2.42526   3.15149  -9.77787     (-5.174,-5.894) (-30.830,-3.151) (-0.726,-32.432) 3.51205  3.81129  
58      2.73768 -40.90691 -47.32328  -2.42968   3.14437  -9.80297     (-5.229,-5.882) (-30.858,-3.144) (-0.715,-32.415) 3.54866  3.87816  
59      2.73262 -40.89451 -47.27446  -2.43410   3.13725  -9.82807     (-5.285,-5.870) (-30.886,-3.137) (-0.703,-32.397) 3.58614  3.94502  
60      2.72757 -40.88211 -47.22564  -2.43852   3.13012  -9.85317     (-5.340,-5.858) (-30.914,-3.130) (-0.692,-32.380) 3.62448  4.01189  
61      2.72251 -40.86971 -47.17682  -2.44294   3.12300  -9.87826     (-5.395,-5.846) (-30.942,-3.123) (-0.680,-32.363) 3.66363  4.07875  
62      2.71745 -40.85731 -47.12800  -2.44736   3.11588  -9.90336     (-5.450,-5.833) (-30.969,-3.116) (-0.669,-32.345) 3.70357  4.14562  
63      2.71239 -40.84491 -47.07918  -2.45178   3.10876  -9.92846     (-5.506,-5.821) (-30.997,-3.109) (-0.657,-32.328) 3.74428  4.21248  
64      2.70734 -40.83251 -47.03036  -2.45620   3.10164  -9.95356     (-5.561,-5.809) (-31.025,-3.102) (-0.645,-32.311) 3.78574  4.27935  
65      2.70228 -40.82011 -46.98154  -2.46062   3.09451  -9.97866     (-5.616,-5.797) (-31.053,-3.095) (-0.634,-32.293) 3.82791  4.34621  
66      2.69722 -40.80771 -46.93272  -2.46504   3.08739 -10.00376     (-5.672,-5.785) (-31.081,-3.087) (-0.622,-32.276) 3.87078  4.41308  
67      2.69216 -40.79531 -46.88390  -2.46946   3.08027 -10.02885     (-5.727,-5.772) (-31.109,-3.080) (-0.611,-32.259) 3.91432  4.47994  
68      2.68711 -40.78291 -46.83508  -2.47388   3.07315 -10.05395     (-5.782,-5.760) (-31.137,-3.073) (-0.599,-32.241) 3.95852  4.54681  
69      2.68205 -40.77051 -46.78627  -2.47830   3.06603 -10.07905     (-5.838,-5.748) (-31.165,-3.066) (-0.588,-32.224) 4.00334  4.61367  
70      2.67699 -40.75811 -46.73745  -2.48272   3.05890 -10.10415     (-5.893,-5.736) (-31.193,-3.059) (-0.576,-32.207) 4.04877  4.68054  
71      2.67193 -40.74571 -46.68863  -2.48714   3.05178 -10.12925     (-5.948,-5.724) (-31.221,-3.052) (-0.565,-32.189) 4.09479  4.7474  
72      2.66687 -40.73331 -46.63981  -2.49156   3.04466 -10.15435     (-6.003,-5.712) (-31.249,-3.045) (-0.553,-32.172) 4.14137  4.81427  
73      2.66182 -40.72091 -46.59099  -2.49597   3.03754 -10.17944     (-6.059,-5.699) (-31.277,-3.038) (-0.542,-32.155) 4.18851  4.88113  
74      2.65676 -40.70851 -46.54217  -2.50039   3.03042 -10.20454     (-6.114,-5.687) (-31.305,-3.030) (-0.530,-32.137) 4.23618  4.94799  
75      2.65170 -40.69611 -46.49335  -2.50481   3.02329 -10.22964     (-6.169,-5.675) (-31.332,-3.023) (-0.518,-32.120) 4.28436  5.01486  
76      2.64664 -40.68371 -46.44453  -2.50923   3.01617 -10.25474     (-6.225,-5.663) (-31.360,-3.016) (-0.507,-32.103) 4.33303  5.08172  
77      2.64159 -40.67131 -46.39571  -2.51365   3.00905 -10.27984     (-6.280,-5.651) (-31.388,-3.009) (-0.495,-32.085) 4.38219  5.14859  
