Fol_2018-05-09.10_17_59.1_19.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
39      0.16000 -36.14640 -30.85493  -3.53935   0.92360 -20.40035     (-0.924,-35.826) (-1.692,-0.160) (-28.688,-20.400) 18.1694  20.4202  30.8807  18.1694  
40      0.10343 -35.99639 -30.38872  -3.59237   0.83564 -20.58105     (-0.836,-35.790) (-1.921,-0.103) (-28.511,-20.581) 18.318  20.772  31.0958  18.318  
41      0.04686 -35.84638 -29.92251  -3.64538   0.74768 -20.76175     (-0.748,-35.753) (-2.150,-0.047) (-28.333,-20.762) 18.4724  21.1369  31.3178  18.4724  
42     -0.00971 -35.69637 -29.45630  -3.69840   0.65972 -20.94245     (-28.147,-35.706) (-2.389,-0.010) (-0.650,-20.933) 18.6217  21.5144  31.5334  27.1971  
43     -0.06628 -35.54635 -28.99009  -3.75142   0.57175 -21.12315     (-27.913,-35.613) (-2.674,-0.066) (-0.505,-21.057) 18.7267  21.9038  31.6956  26.9057  
44     -0.12285 -35.39634 -28.52389  -3.80443   0.48379 -21.30384     (-27.679,-35.519) (-2.960,-0.123) (-0.361,-21.181) 18.841  22.3045  31.8692  26.6179  
45     -0.17941 -35.24633 -28.05768  -3.85745   0.39583 -21.48454     (-27.445,-35.426) (-3.245,-0.179) (-0.216,-21.305) 18.9642  22.7159  32.0542  26.3341  
46     -0.23598 -35.09631 -27.59147  -3.91046   0.30787 -21.66524     (-27.212,-35.332) (-3.531,-0.236) (-0.072,-21.429) 19.0963  22.9972  32.2503  26.0542  
47     -0.29255 -34.94630 -27.12526  -3.96348   0.21991 -21.84594     (-26.905,-3.744) (-35.166,-0.220) (-0.073,-21.626) 19.1794  23.1845  32.1293  20.1338  
48     -0.34912 -34.79629 -26.65905  -4.01650   0.13194 -22.02664     (-26.527,-3.885) (-34.928,-0.132) (-0.217,-21.895) 19.3246  22.9842  32.1835  20.3042  
49     -0.40569 -34.64627 -26.19284  -4.06951   0.04398 -22.20734     (-26.149,-4.026) (-34.690,-0.044) (-0.362,-22.163) 19.4852  22.4675  32.2589  20.4889  
50     -0.46226 -34.49626 -25.72663  -4.12253  -0.04398 -22.38804     (-0.462,-4.123) (-34.496,-0.044) (-25.727,-22.388) 19.6426  21.9571  32.305  19.6426  
51     -0.51883 -34.34625 -25.26042  -4.17555  -0.13194 -22.56874     (-0.519,-4.176) (-34.346,-0.132) (-25.260,-22.569) 19.7957  21.4533  32.3218  19.7957  
52     -0.57540 -34.19623 -24.79422  -4.22856  -0.21991 -22.74944     (-0.575,-4.229) (-34.196,-0.220) (-24.794,-22.749) 19.962  20.9567  32.3599  19.962  
53     -0.63197 -34.04622 -24.32801  -4.28158  -0.30787 -22.93014     (-0.632,-4.282) (-34.046,-0.308) (-24.328,-22.930) 20.1411  20.4677  32.419  20.1411  
54     -0.68853 -33.89621 -23.86180  -4.33459  -0.39583 -23.11084     (-0.689,-4.335) (-33.896,-0.396) (-23.862,-23.111) 20.3327  19.9869  32.4992  20.3327  
55     -0.74510 -33.74619 -23.39559  -4.38761  -0.48379 -23.29154     (-0.745,-4.388) (-33.746,-0.484) (-23.396,-23.292) 20.0272  19.515  31.9603  20.0272  
56     -0.80167 -33.59618 -22.92938  -4.44063  -0.57175 -23.47224     (-0.802,-4.441) (-33.596,-0.572) (-22.929,-23.472) 19.5071  19.0525  31.1525  19.5071  
57     -0.85824 -33.44617 -22.46317  -4.49364  -0.65972 -23.65294     (-0.858,-4.494) (-33.446,-0.660) (-22.463,-23.653) 18.9878  18.6002  30.3459  18.9878  
58     -0.91481 -33.29615 -21.99696  -4.54666  -0.74768 -23.83364     (-0.915,-4.547) (-33.296,-0.748) (-21.997,-23.834) 18.4694  18.1588  29.5404  18.4694  
59     -0.97138 -33.14614 -21.53075  -4.59967  -0.83564 -24.01434     (-0.971,-4.600) (-33.146,-0.836) (-21.531,-24.014) 17.9519  17.7292  28.7362  17.9519  
60     -1.02795 -32.99613 -21.06455  -4.65269  -0.92360 -24.19504     (-1.028,-4.653) (-32.996,-0.924) (-21.065,-24.195) 17.4356  17.3122  27.9334  17.4356  
61     -1.08452 -32.84611 -20.59834  -4.70571  -1.01157 -24.37573     (-1.085,-4.706) (-32.846,-1.012) (-20.598,-24.376) 16.9203  16.9088  27.1321  16.9203  
62     -1.14109 -32.69610 -20.13213  -4.75872  -1.09953 -24.55643     (-1.141,-4.759) (-32.696,-1.100) (-20.132,-24.556) 16.4064  16.52  26.3325  16.4064  
63     -1.19765 -32.54609 -19.66592  -4.81174  -1.18749 -24.73713     (-1.198,-4.812) (-32.546,-1.187) (-19.666,-24.737) 15.8938  16.1467  25.5347  15.8938  
64     -1.25422 -32.39608 -19.19971  -4.86475  -1.27545 -24.91783     (-1.254,-4.865) (-32.396,-1.275) (-19.200,-24.918) 15.3828  15.7902  24.7389  15.3828  
65     -1.31079 -32.24606 -18.73350  -4.91777  -1.36341 -25.09853     (-1.311,-4.918) (-32.246,-1.363) (-18.734,-25.099) 14.8735  15.4516  23.9452  14.8735  
66     -1.36736 -32.09605 -18.26729  -4.97079  -1.45138 -25.27923     (-1.367,-4.971) (-32.096,-1.451) (-18.267,-25.279) 14.366  15.1124  23.154  14.366  
67     -1.42393 -31.94604 -17.80108  -5.02380  -1.53934 -25.45993     (-1.424,-5.024) (-31.946,-1.539) (-17.801,-25.460) 13.8606  14.5855  22.3655  13.8606  
68     -1.48050 -31.79602 -17.33488  -5.07682  -1.62730 -25.64063     (-1.480,-5.077) (-31.796,-1.627) (-17.335,-25.641) 13.3575  14.0626  21.5799  13.3575  
69     -1.53707 -31.64601 -16.86867  -5.12983  -1.71526 -25.82133     (-1.537,-5.130) (-31.646,-1.715) (-16.869,-25.821) 12.857  13.5442  20.7977  12.857  
70     -1.59364 -31.49600 -16.40246  -5.18285  -1.80323 -26.00203     (-1.594,-5.183) (-31.496,-1.803) (-16.402,-26.002) 12.3594  13.031  20.0191  12.3594  
71     -1.65021 -31.34598 -15.93625  -5.23587  -1.89119 -26.18273     (-1.650,-5.236) (-31.346,-1.891) (-15.936,-26.183) 11.865  12.5235  19.2446  11.865  
72     -1.70677 -31.19597 -15.47004  -5.28888  -1.97915 -26.36343     (-1.707,-5.289) (-31.196,-1.979) (-15.470,-26.363) 11.3743  12.0223  18.4749  11.3743  
73     -1.76334 -31.04596 -15.00383  -5.34190  -2.06711 -26.54413     (-1.763,-5.342) (-31.046,-2.067) (-15.004,-26.544) 10.8878  11.5285  17.7103  10.8878  
74     -1.81991 -30.89594 -14.53762  -5.39491  -2.15507 -26.72483     (-1.820,-5.395) (-30.896,-2.155) (-14.538,-26.725) 10.4061  11.0429  16.9518  10.4061  
75     -1.87648 -30.74593 -14.07141  -5.44793  -2.24304 -26.90553     (-1.876,-5.448) (-30.746,-2.243) (-14.071,-26.906) 9.92978  10.5667  16.2001  9.92978  
76     -1.93305 -30.59592 -13.60521  -5.50095  -2.33100 -27.08623     (-1.933,-5.501) (-30.596,-2.331) (-13.605,-27.086) 9.45978  10.1013  15.4561  9.45978  
77     -1.98962 -30.44590 -13.13900  -5.55396  -2.41896 -27.26693     (-1.990,-5.554) (-30.446,-2.419) (-13.139,-27.267) 8.99705  9.64808  14.7212  8.99705  
78     -2.04619 -30.29589 -12.67279  -5.60698  -2.50692 -27.44762     (-2.046,-5.607) (-30.296,-2.507) (-12.673,-27.448) 8.54276  9.20896  13.9967  8.54276  
79     -2.10276 -30.14588 -12.20658  -5.65999  -2.59489 -27.62832     (-2.103,-5.660) (-30.146,-2.595) (-12.207,-27.628) 8.09834  8.78603  13.2843  8.09834  
80     -2.15933 -29.99586 -11.74037  -5.71301  -2.68285 -27.80902     (-2.159,-5.713) (-29.996,-2.683) (-11.740,-27.809) 7.66551  8.38174  12.586  7.66551  
81     -2.21589 -29.84585 -11.27416  -5.76603  -2.77081 -27.98972     (-2.216,-5.766) (-29.846,-2.771) (-11.274,-27.990) 7.24634  7.99893  11.9045  7.24634  
82     -2.27246 -29.69584 -10.80795  -5.81904  -2.85877 -28.17042     (-2.272,-5.819) (-29.696,-2.859) (-10.808,-28.170) 6.84334  7.64082  11.2426  6.84334  
83     -2.32903 -29.54582 -10.34174  -5.87206  -2.94673 -28.35112     (-2.329,-5.872) (-29.546,-2.947) (-10.342,-28.351) 6.45955  7.28225  10.6041  6.45955  
84     -2.38560 -29.39581  -9.87553  -5.92507  -3.03470 -28.53182     (-2.386,-5.925) (-29.396,-3.035) (-9.876,-28.532) 6.09858  6.95084  9.99349  6.09858  
85     -2.44217 -29.24580  -9.40933  -5.97809  -3.12266 -28.71252     (-2.442,-5.978) (-29.246,-3.123) (-9.409,-28.713) 5.76473  6.66359  9.41616  5.76473  
86     -2.49874 -29.09578  -8.94312  -6.03111  -3.21062 -28.89322     (-2.499,-6.031) (-29.096,-3.211) (-8.943,-28.893) 5.46297  6.42645  8.87862  5.46297  
87     -2.55531 -28.94577  -8.47691  -6.08412  -3.29858 -29.07392     (-2.555,-6.084) (-28.946,-3.299) (-8.477,-29.074) 5.1989  6.24512  8.38851  5.1989  
88     -2.61188 -28.79576  -8.01070  -6.13714  -3.38655 -29.25462     (-2.612,-6.137) (-28.796,-3.387) (-8.011,-29.255) 4.9785  6.12456  7.95462  4.9785  
89     -2.66845 -28.64575  -7.54449  -6.19015  -3.47451 -29.43532     (-2.668,-6.190) (-28.646,-3.475) (-7.544,-29.435) 4.8078  6.06839  7.58659  4.8078  
90     -2.72501 -28.49573  -7.07828  -6.24317  -3.56247 -29.61602     (-2.725,-6.243) (-28.496,-3.562) (-7.078,-29.616) 4.69222  6.07839  7.29441  4.69222  
91     -2.78158 -28.34572  -6.61207  -6.29619  -3.65043 -29.79672     (-2.782,-6.296) (-28.346,-3.650) (-6.612,-29.797) 4.28022  6.15425  6.62492  4.28022  
92     -2.83815 -28.19571  -6.14586  -6.34920  -3.73839 -29.97742     (-2.838,-6.349) (-28.196,-3.738) (-6.146,-29.977) 3.7452  5.91926  5.79681  3.7452  
93     -2.89472 -28.04569  -5.67966  -6.40222  -3.82636 -30.15812     (-2.895,-6.402) (-28.046,-3.826) (-5.680,-30.158) 3.21017  5.72297  4.96869  3.21017  
94     -2.95129 -27.89568  -5.21345  -6.45523  -3.91432 -30.33882     (-2.951,-6.455) (-27.896,-3.914) (-5.213,-30.339) 2.67514  5.77397  4.14058  2.67514  
95     -3.00786 -27.74567  -4.74724  -6.50825  -4.00228 -30.51952     (-3.008,-6.508) (-27.746,-4.002) (-4.747,-30.520) 2.14011  4.79291  3.31246  2.14011  
96     -3.06443 -27.59565  -4.28103  -6.56127  -4.09024 -30.70021     (-3.064,-6.561) (-27.596,-4.090) (-4.281,-30.700) 1.60508  3.59468  2.48435  1.60508  
97     -3.12100 -27.44564  -3.81482  -6.61428  -4.17821 -30.88091     (-3.121,-6.614) (-27.446,-4.178) (-3.815,-30.881) 1.07006  2.39645  1.65623  1.07006  
98     -3.17756 -27.29563  -3.34861  -6.66730  -4.26617 -31.06161     (-3.178,-6.667) (-27.296,-4.266) (-3.349,-31.062) 0.535028  1.19823  0.828115  0.535028  
99     -3.23413 -27.14561  -2.88240  -6.72031  -4.35413 -31.24231     (-3.234,-6.720) (-27.146,-4.354) (-2.882,-31.242) 0  2.54336e-14  0  0  
