PointDistanceFollower  May 27 2018  mode = Single Point
POINT_2018-05-27.17_23_37.1_23.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      4.72180 -60.38109   8.18950 -20.43380 -66.77887  -4.62336     (-0.098,-34.605) (-55.364,-0.765) (-11.282,-4.820)      0  0  2.6974e-06  1.90735e-06  
1      4.67311 -60.33042   7.99282 -20.57694 -66.11207  -4.62535     (-0.048,-35.800) (-55.514,-0.130) (-12.359,-4.721)      1.73997  1.42515  3.3778  1.73997  
2      4.62442 -60.27974   7.79614 -20.72009 -65.44527  -4.62734     (-0.506,-55.658) (-35.983,-0.003) (-12.418,-4.622)      1.84112  1.38521  4.11594  1.84112  
3      4.57573 -60.22906   7.59946 -20.86323 -64.77847  -4.62933     (-1.142,-55.707) (-35.906,-0.054) (-12.122,-4.522)      1.65757  2.05097  4.26234  1.65757  
4      4.52704 -60.17838   7.40278 -21.00638 -64.11167  -4.63131     (-1.778,-55.756) (-35.829,-0.104) (-11.826,-4.423)      1.76939  3.24904  4.66067  1.76939     glitch
5      4.47836 -60.12770   7.20609 -21.14952 -63.44486  -4.63330     (-2.414,-55.804) (-35.753,-0.155) (-11.530,-4.323)      2.13056  4.57909  5.25393  2.13056     glitch
6      4.42967 -60.07703   7.00941 -21.29267 -62.77806  -4.63529     (-3.050,-55.853) (-35.676,-0.206) (-11.233,-4.224)      2.64068  5.95332  5.98442  2.64068  
7      4.38098 -60.02635   6.81273 -21.43581 -62.11126  -4.63728     (-3.686,-55.902) (-35.599,-0.256) (-10.937,-4.125)      3.22993  7.34697  6.80813  3.22993  
8      4.33229 -59.97567   6.61605 -21.57895 -61.44446  -4.63927     (-4.322,-55.950) (-35.522,-0.307) (-10.641,-4.025)      3.86226  8.75077  7.69516  3.86226  
9      4.28360 -59.92499   6.41937 -21.72210 -60.77765  -4.64126     (-4.957,-55.999) (-35.446,-0.358) (-10.345,-3.926)      4.51962  10.1605  8.62601  4.51962  
10      4.23491 -59.87431   6.22269 -21.86524 -60.11085  -4.64325     (-5.593,-56.048) (-35.369,-0.408) (-10.049,-3.827)      5.19252  11.574  9.58793  5.19252  
11      4.18622 -59.82364   6.02601 -22.00839 -59.44405  -4.64524     (-6.229,-56.096) (-35.292,-0.459) (-9.753,-3.727)      5.87562  12.9901  10.5724  5.87562  
12      4.13753 -59.77296   5.82932 -22.15153 -58.77725  -4.64722     (-6.865,-56.145) (-35.216,-0.510) (-9.457,-3.628)      6.56574  14.408  11.5738  6.56574  
13      4.08884 -59.72228   5.63264 -22.29468 -58.11045  -4.64921     (-7.501,-56.194) (-35.139,-0.560) (-9.161,-3.528)      7.26088  15.8271  12.5879  7.26088  
14      4.04015 -59.67160   5.43596 -22.43782 -57.44364  -4.65120     (-8.137,-56.243) (-35.062,-0.611) (-8.865,-3.429)      7.95971  17.2473  13.612  7.95971  
15      3.99146 -59.62092   5.23928 -22.58097 -56.77684  -4.65319     (-8.773,-56.291) (-34.986,-0.662) (-8.569,-3.330)      8.42592  18.6682  14.37  8.51605  
