Fol_2018-05-05.11_43_23.1_12.txt     Output is probe cell, reduced cell, NCDist distance between
69      1.98950 -18.79028 -19.80836 -17.80669 -22.34650  -3.36023     (-1.989,-19.796) (-16.801,-17.819) (-20.357,-1.371) 20.6768
70      1.86394 -18.34354 -19.38469 -18.12351 -22.64460  -3.26486     (-1.864,-19.987) (-16.480,-17.521) (-20.781,-1.401) 20.0361
71      1.73838 -17.89681 -18.96103 -18.44032 -22.94271  -3.16949     (-1.738,-20.179) (-16.158,-17.223) (-21.204,-1.431) 19.3961
72      1.61283 -17.45007 -18.53737 -18.75714 -23.24081  -3.07412     (-1.613,-20.370) (-15.837,-16.925) (-21.628,-1.461) 18.7569
73      1.48727 -17.00333 -18.11371 -19.07395 -23.53892  -2.97875     (-1.487,-20.561) (-15.516,-16.626) (-22.052,-1.491) 18.1186
74      1.36171 -16.55660 -17.69005 -19.39076 -23.83702  -2.88338     (-1.362,-20.752) (-15.195,-16.328) (-22.475,-1.522) 17.4814
75      1.23616 -16.10986 -17.26638 -19.70758 -24.13513  -2.78801     (-1.236,-20.944) (-14.874,-16.030) (-22.899,-1.552) 16.8452
76      1.11060 -15.66313 -16.84272 -20.02439 -24.43324  -2.69264     (-1.111,-21.135) (-14.553,-15.732) (-23.323,-1.582) 16.2102
77      0.98505 -15.21639 -16.41906 -20.34121 -24.73134  -2.59727     (-0.985,-21.326) (-14.231,-15.434) (-23.746,-1.612) 15.5767
78      0.85949 -14.76965 -15.99540 -20.65802 -25.02945  -2.50190     (-0.859,-21.518) (-13.910,-15.136) (-24.170,-1.642) 14.9447
79      0.73393 -14.32292 -15.57174 -20.97484 -25.32755  -2.40652     (-0.734,-21.709) (-13.589,-14.838) (-24.594,-1.673) 14.3145
80      0.60838 -13.87618 -15.14807 -21.29165 -25.62566  -2.31115     (-0.608,-21.900) (-13.268,-14.540) (-25.017,-1.703) 13.6863
81      0.48282 -13.42944 -14.72441 -21.60846 -25.92377  -2.21578     (-0.483,-22.091) (-12.947,-14.242) (-25.441,-1.733) 13.0604
82      0.35726 -12.98271 -14.30075 -21.92528 -26.22187  -2.12041     (-0.357,-22.283) (-12.625,-13.943) (-25.865,-1.763) 12.4372
83      0.23171 -12.53597 -13.87709 -22.24209 -26.51998  -2.02504     (-0.232,-22.474) (-12.304,-13.645) (-26.288,-1.793) 11.817
84      0.10615 -12.08923 -13.45342 -22.55891 -26.81808  -1.92967     (-0.106,-22.665) (-11.983,-13.347) (-26.712,-1.824) 11.2004
85     -0.01940 -11.64250 -13.02976 -22.87572 -27.11619  -1.83430     (-0.019,-22.876) (-11.642,-27.116) (-13.030,-1.834) 10.7824
86     -0.14496 -11.19576 -12.60610 -23.19254 -27.41429  -1.73893     (-0.145,-23.193) (-11.196,-27.414) (-12.606,-1.739) 10.0122
87     -0.27052 -10.74902 -12.18244 -23.50935 -27.71240  -1.64356     (-0.271,-23.509) (-10.749,-27.712) (-12.182,-1.644) 9.24204
88     -0.39607 -10.30229 -11.75878 -23.82616 -28.01051  -1.54819     (-0.396,-23.826) (-10.302,-28.011) (-11.759,-1.548) 8.47187
89     -0.52163  -9.85555 -11.33511 -24.14298 -28.30861  -1.45282     (-0.522,-24.143) (-9.856,-28.309) (-11.335,-1.453) 7.7017
90     -0.64718  -9.40881 -10.91145 -24.45979 -28.60672  -1.35745     (-0.647,-24.460) (-9.409,-28.607) (-10.911,-1.357) 6.93153
91     -0.77274  -8.96208 -10.48779 -24.77661 -28.90482  -1.26208     (-0.773,-24.777) (-8.962,-28.905) (-10.488,-1.262) 6.16136
92     -0.89830  -8.51534 -10.06413 -25.09342 -29.20293  -1.16671     (-0.898,-25.093) (-8.515,-29.203) (-10.064,-1.167) 5.39119
93     -1.02385  -8.06860  -9.64047 -25.41024 -29.50104  -1.07134     (-1.024,-25.410) (-8.069,-29.501) (-9.640,-1.071) 4.62102
94     -1.14941  -7.62187  -9.21680 -25.72705 -29.79914  -0.97597     (-1.149,-25.727) (-7.622,-29.799) (-9.217,-0.976) 3.85085
95     -1.27497  -7.17513  -8.79314 -26.04386 -30.09725  -0.88060     (-1.275,-26.044) (-7.175,-30.097) (-8.793,-0.881) 3.08068
96     -1.40052  -6.72839  -8.36948 -26.36068 -30.39535  -0.78523     (-1.401,-26.361) (-6.728,-30.395) (-8.369,-0.785) 2.31051
97     -1.52608  -6.28166  -7.94582 -26.67749 -30.69346  -0.68986     (-1.526,-26.677) (-6.282,-30.693) (-7.946,-0.690) 1.54034
98     -1.65163  -5.83492  -7.52216 -26.99431 -30.99157  -0.59449     (-1.652,-26.994) (-5.835,-30.992) (-7.522,-0.594) 0.77017
99     -1.77719  -5.38818  -7.09849 -27.31112 -31.28967  -0.49911     (-1.777,-27.311) (-5.388,-31.290) (-7.098,-0.499) 0
