Fol_2018-05-14.13_00_17.39_38.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -21.14625 -37.45852 -18.61563 -26.71643  15.76276  -9.00276     (-2.853,-0.287) (-3.907,-12.910) (-8.236,-42.554) 30.0437  27.9322  
1    -21.12794 -37.42493 -18.60524 -26.68997  15.73406  -9.03634     (-2.871,-0.432) (-3.827,-12.863) (-8.265,-42.635) 30.0772  27.9352  
2    -21.10963 -37.39135 -18.59485 -26.66351  15.70536  -9.06993     (-2.889,-0.577) (-3.746,-12.816) (-8.294,-42.715) 30.1109  27.9383  
3    -21.09132 -37.35776 -18.58446 -26.63706  15.67665  -9.10351     (-2.908,-0.722) (-3.665,-12.769) (-8.322,-42.796) 30.1446  27.9416  
4    -21.07301 -37.32418 -18.57407 -26.61060  15.64795  -9.13710     (-2.926,-0.867) (-3.585,-12.722) (-8.351,-42.877) 30.1784  27.945  
5    -21.05469 -37.29059 -18.56368 -26.58414  15.61925  -9.17068     (-2.944,-1.012) (-3.504,-12.675) (-8.380,-42.957) 30.2122  27.9485  
6    -21.03638 -37.25701 -18.55329 -26.55769  15.59055  -9.20427     (-2.963,-1.157) (-3.424,-12.628) (-8.409,-43.038) 30.2462  27.9521  
7    -21.01807 -37.22342 -18.54290 -26.53123  15.56185  -9.23785     (-2.981,-1.302) (-3.343,-12.581) (-8.437,-43.118) 30.2802  27.9558  
8    -20.99976 -37.18984 -18.53251 -26.50477  15.53315  -9.27144     (-2.999,-1.448) (-3.262,-12.534) (-8.466,-43.199) 30.3142  27.95  
9    -20.98145 -37.15625 -18.52212 -26.47832  15.50445  -9.30502     (-3.018,-1.593) (-3.182,-12.487) (-8.495,-43.280) 30.3484  27.9257  
10    -20.96314 -37.12267 -18.51173 -26.45186  15.47574  -9.33861     (-3.036,-1.738) (-3.101,-12.440) (-8.523,-43.360) 30.3826  27.9016  
11    -20.94482 -37.08908 -18.50134 -26.42541  15.44704  -9.37219     (-3.054,-1.883) (-3.021,-12.393) (-8.552,-43.441) 30.4168  27.8775  
12    -20.92651 -37.05550 -18.49095 -26.39895  15.41834  -9.40578     (-3.073,-2.028) (-2.940,-12.346) (-8.581,-43.521) 30.4512  27.8535  
13    -20.90820 -37.02191 -18.48056 -26.37249  15.38964  -9.43936     (-3.091,-2.173) (-2.859,-12.299) (-8.609,-43.602) 30.4856  27.8296  
14    -20.88989 -36.98833 -18.47017 -26.34604  15.36094  -9.47295     (-3.109,-2.318) (-2.779,-12.252) (-8.638,-43.683) 30.5201  27.8058  
15    -20.87158 -36.95474 -18.45978 -26.31958  15.33224  -9.50653     (-3.128,-2.463) (-2.698,-12.205) (-8.667,-43.763) 30.5546  27.7821  
16    -20.85327 -36.92116 -18.44939 -26.29312  15.30354  -9.54012     (-3.146,-2.609) (-2.618,-12.158) (-8.696,-43.844) 30.5892  27.7585  
17    -20.83495 -36.88757 -18.43900 -26.26667  15.27484  -9.57370     (-3.164,-2.754) (-2.537,-12.111) (-8.724,-43.924) 30.6239  27.735  
18    -20.81664 -36.85399 -18.42861 -26.24021  15.24613  -9.60729     (-3.182,-2.899) (-2.456,-12.064) (-8.753,-44.005) 30.6587  27.7116  
19    -20.79833 -36.82040 -18.41822 -26.21375  15.21743  -9.64087     (-3.201,-3.044) (-2.376,-12.017) (-8.782,-44.086) 30.6935  27.6883  
20    -20.78002 -36.78682 -18.40784 -26.18730  15.18873  -9.67446     (-3.219,-3.189) (-2.295,-11.970) (-8.810,-44.166) 30.7284  27.6651  
21    -20.76171 -36.75323 -18.39745 -26.16084  15.16003  -9.70804     (-3.237,-3.334) (-2.215,-11.923) (-8.839,-44.247) 30.7633  27.642  
22    -20.74340 -36.71965 -18.38706 -26.13439  15.13133  -9.74163     (-3.256,-3.479) (-2.134,-11.876) (-8.868,-44.327) 30.7983  27.6189  
23    -20.72508 -36.68606 -18.37667 -26.10793  15.10263  -9.77521     (-3.274,-3.625) (-2.053,-11.829) (-8.896,-44.408) 30.8334  27.596  
24    -20.70677 -36.65248 -18.36628 -26.08147  15.07393  -9.80880     (-3.292,-3.770) (-1.973,-11.782) (-8.925,-44.488) 30.8686  27.5732  
25    -20.68846 -36.61889 -18.35589 -26.05502  15.04522  -9.84238     (-3.311,-3.915) (-1.892,-11.735) (-8.954,-44.569) 30.9038  27.5505  
26    -20.67015 -36.58531 -18.34550 -26.02856  15.01652  -9.87597     (-3.329,-4.060) (-1.812,-11.688) (-8.983,-44.650) 30.9391  27.5279  
27    -20.65184 -36.55172 -18.33511 -26.00210  14.98782  -9.90955     (-3.347,-4.205) (-1.731,-11.641) (-9.011,-44.730) 30.9744  27.5054  
28    -20.63353 -36.51814 -18.32472 -25.97565  14.95912  -9.94314     (-3.366,-4.350) (-1.650,-11.594) (-9.040,-44.811) 31.0098  27.483  
29    -20.61521 -36.48455 -18.31433 -25.94919  14.93042  -9.97672     (-3.384,-4.495) (-1.570,-11.547) (-9.069,-44.891) 31.0453  27.4607  
30    -20.59690 -36.45097 -18.30394 -25.92273  14.90172 -10.01031     (-3.402,-4.640) (-1.489,-11.499) (-9.097,-44.972) 31.0808  27.4385  
31    -20.57859 -36.41738 -18.29355 -25.89628  14.87302 -10.04389     (-3.421,-4.786) (-1.409,-11.452) (-9.126,-45.053) 31.1165  27.4164  
32    -20.56028 -36.38380 -18.28316 -25.86982  14.84432 -10.07748     (-3.439,-4.931) (-1.328,-11.405) (-9.155,-45.133) 31.1521  27.3944  
33    -20.54197 -36.35021 -18.27277 -25.84337  14.81561 -10.11106     (-3.457,-5.076) (-1.247,-11.358) (-9.184,-45.214) 31.1879  27.3725  
34    -20.52365 -36.31663 -18.26238 -25.81691  14.78691 -10.14465     (-3.475,-5.221) (-1.167,-11.311) (-9.212,-45.294) 31.2237  27.3507  
35    -20.50534 -36.28304 -18.25199 -25.79045  14.75821 -10.17823     (-3.494,-5.366) (-1.086,-11.264) (-9.241,-45.375) 31.2595  27.329  
36    -20.48703 -36.24946 -18.24160 -25.76400  14.72951 -10.21182     (-3.512,-5.511) (-1.006,-11.217) (-9.270,-45.456) 31.2955  27.3074  
37    -20.46872 -36.21587 -18.23121 -25.73754  14.70081 -10.24540     (-3.530,-5.656) (-0.925,-11.170) (-9.298,-45.536) 31.3314  27.2859  
38    -20.45041 -36.18229 -18.22082 -25.71108  14.67211 -10.27899     (-3.549,-5.801) (-0.844,-11.123) (-9.327,-45.617) 31.3675  27.2645  
39    -20.43210 -36.14870 -18.21043 -25.68463  14.64341 -10.31257     (-3.567,-5.947) (-0.764,-11.076) (-9.356,-45.697) 31.4036  27.2432  
40    -20.41378 -36.11512 -18.20004 -25.65817  14.61470 -10.34616     (-3.585,-6.092) (-0.683,-11.029) (-9.384,-45.778) 31.4398  27.222  
41    -20.39547 -36.08153 -18.18965 -25.63172  14.58600 -10.37974     (-3.604,-6.237) (-0.603,-10.982) (-9.413,-45.859) 31.476  27.201  
42    -20.37716 -36.04795 -18.17926 -25.60526  14.55730 -10.41333     (-3.622,-6.382) (-0.522,-10.935) (-9.442,-45.939) 31.5123  27.18  
43    -20.35885 -36.01436 -18.16887 -25.57880  14.52860 -10.44691     (-3.640,-6.527) (-0.441,-10.888) (-9.471,-46.020) 31.5487  27.1591  
44    -20.34054 -35.98078 -18.15848 -25.55235  14.49990 -10.48050     (-3.659,-6.672) (-0.361,-10.841) (-9.499,-46.100) 31.5851  27.1383  
45    -20.32223 -35.94719 -18.14809 -25.52589  14.47120 -10.51408     (-3.677,-6.817) (-0.280,-10.794) (-9.528,-46.181) 31.6216  27.1177  
46    -20.30391 -35.91361 -18.13770 -25.49943  14.44250 -10.54767     (-3.695,-6.962) (-0.200,-10.747) (-9.557,-46.262) 31.5996  27.0971  
47    -20.28560 -35.88002 -18.12731 -25.47298  14.41379 -10.58125     (-3.714,-7.108) (-0.119,-10.700) (-9.585,-46.342) 31.5733  27.0767  
