Fol_2018-05-05.09_51_57.1_19.txt     Output is probe cell, reduced cell, NCDist distance between
0    106.85903 -305.79089 -383.23160 -926.40767 -18.35383 -25.80035     (-18.354,-110.427) (-944.761,-187.867) (-88.505,-7.447) 0
1    105.59426 -312.24514 -380.25457 -918.16543 -20.06609 -25.61496     (-20.066,-121.123) (-938.232,-189.132) (-85.528,-5.549) 13.1925
2    104.32948 -318.69938 -377.27754 -909.92320 -21.77835 -25.42956     (-21.778,-131.819) (-931.702,-190.397) (-82.551,-3.651) 26.385
3    103.06471 -325.15363 -374.30050 -901.68097 -23.49061 -25.24417     (-23.491,-142.515) (-925.172,-191.662) (-79.574,-1.754) 39.5774
4    101.79993 -331.60788 -371.32347 -893.43874 -25.20286 -25.05878     (-153.067,-918.498) (-25.059,-192.782) (-0.144,-76.741) 52.6195
5    100.53515 -338.06213 -368.34643 -885.19650 -26.91512 -24.87339     (-161.865,-910.070) (-24.873,-192.150) (-2.042,-75.662) 64.0659
6     99.27038 -344.51638 -365.36940 -876.95427 -28.62738 -24.68799     (-170.664,-901.642) (-24.688,-191.517) (-3.939,-74.582) 75.8112
7     98.00560 -350.97063 -362.39236 -868.71204 -30.33964 -24.50260     (-179.462,-893.215) (-24.503,-190.884) (-5.837,-73.503) 87.7355
8     96.74082 -357.42488 -359.41533 -860.46981 -32.05190 -24.31721     (-188.260,-884.787) (-24.317,-190.251) (-7.735,-72.424) 99.7747
9     95.47605 -363.87912 -356.43830 -852.22757 -33.76415 -24.13182     (-197.059,-876.359) (-24.132,-189.618) (-9.632,-71.344) 106.617
10     94.21127 -370.33337 -353.46126 -843.98534 -35.47641 -23.94643     (-205.857,-867.932) (-23.946,-188.985) (-11.530,-70.265) 113.042
11     92.94649 -376.78762 -350.48423 -835.74311 -37.18867 -23.76103     (-214.656,-859.504) (-23.761,-188.352) (-13.428,-69.185) 120.404
12     91.68172 -383.24187 -347.50719 -827.50088 -38.90093 -23.57564     (-223.454,-851.077) (-23.576,-187.719) (-15.325,-68.106) 128.542
13     90.41694 -389.69612 -344.53016 -819.25864 -40.61318 -23.39025     (-232.252,-842.649) (-23.390,-187.087) (-17.223,-67.027) 137.317
14     89.15216 -396.15037 -341.55312 -811.01641 -42.32544 -23.20486     (-241.051,-834.221) (-23.205,-186.454) (-19.121,-65.947) 146.617
15     87.88739 -402.60462 -338.57609 -802.77418 -44.03770 -23.01946     (-249.849,-825.794) (-23.019,-185.821) (-21.018,-64.868) 156.346
16     86.62261 -409.05886 -335.59906 -794.53195 -45.74996 -22.83407     (-258.648,-817.366) (-22.834,-185.188) (-22.916,-63.789) 166.43
17     85.35784 -415.51311 -332.62202 -786.28971 -47.46222 -22.64868     (-267.446,-808.938) (-22.649,-184.555) (-24.814,-62.709) 176.808
18     84.09306 -421.96736 -329.64499 -778.04748 -49.17447 -22.46329     (-276.245,-800.511) (-22.463,-183.922) (-26.711,-61.630) 187.432
19     82.82828 -428.42161 -326.66795 -769.80525 -50.88673 -22.27790     (-285.043,-792.083) (-22.278,-183.289) (-28.609,-60.550) 198.261
20     81.56351 -434.87586 -323.69092 -761.56302 -52.59899 -22.09250     (-293.841,-783.656) (-22.093,-182.656) (-30.506,-59.471) 209.264
21     80.29873 -441.33011 -320.71388 -753.32078 -54.31125 -21.90711     (-302.640,-775.228) (-21.907,-182.024) (-32.404,-58.392) 220.415
22     79.03395 -447.78436 -317.73685 -745.07855 -56.02351 -21.72172     (-311.438,-766.800) (-21.722,-181.391) (-34.302,-57.312) 231.692
23     77.76918 -454.23860 -314.75981 -736.83632 -57.73576 -21.53633     (-320.237,-758.373) (-21.536,-180.758) (-36.199,-56.233) 243.079
24     76.50440 -460.69285 -311.78278 -728.59409 -59.44802 -21.35093     (-329.035,-749.945) (-21.351,-180.125) (-38.097,-55.153) 254.559
25     75.23962 -467.14710 -308.80575 -720.35185 -61.16028 -21.16554     (-337.833,-741.517) (-21.166,-179.492) (-39.995,-54.074) 266.122
26     73.97485 -473.60135 -305.82871 -712.10962 -62.87254 -20.98015     (-346.632,-733.090) (-20.980,-178.859) (-41.892,-52.995) 277.756
27     72.71007 -480.05560 -302.85168 -703.86739 -64.58480 -20.79476     (-355.430,-724.662) (-20.795,-178.226) (-43.790,-51.915) 289.454
28     71.44529 -486.50985 -299.87464 -695.62516 -66.29705 -20.60937     (-364.229,-716.235) (-20.609,-177.593) (-45.688,-50.836) 301.207
29     70.18052 -492.96410 -296.89761 -687.38292 -68.00931 -20.42397     (-373.027,-707.807) (-20.424,-176.961) (-47.585,-49.757) 313.01
30     68.91574 -499.41834 -293.92057 -679.14069 -69.72157 -20.23858     (-381.825,-699.379) (-20.239,-176.328) (-49.483,-48.677) 324.857
31     67.65097 -505.87259 -290.94354 -670.89846 -71.43383 -20.05319     (-390.624,-690.952) (-20.053,-175.695) (-51.381,-47.598) 336.743
32     66.38619 -512.32684 -287.96651 -662.65623 -73.14609 -19.86780     (-399.422,-682.524) (-19.868,-175.062) (-53.278,-46.518) 348.665
33     65.12141 -518.78109 -284.98947 -654.41399 -74.85834 -19.68240     (-408.221,-674.096) (-19.682,-174.429) (-55.176,-45.439) 360.619
34     63.85664 -525.23534 -282.01244 -646.17176 -76.57060 -19.49701     (-417.019,-665.669) (-19.497,-173.796) (-57.074,-44.360) 372.602
35     62.59186 -531.68959 -279.03540 -637.92953 -78.28286 -19.31162     (-425.817,-657.241) (-19.312,-173.163) (-58.971,-43.280) 384.61
36     61.32708 -538.14384 -276.05837 -629.68730 -79.99512 -19.12623     (-434.616,-648.814) (-19.126,-172.530) (-60.869,-42.201) 396.643
37     60.06231 -544.59809 -273.08133 -621.44506 -81.70737 -18.94084     (-443.414,-640.386) (-18.941,-171.898) (-62.767,-41.121) 408.697
38     58.79753 -551.05233 -270.10430 -613.20283 -83.41963 -18.75544     (-452.213,-631.958) (-18.755,-171.265) (-64.664,-40.042) 420.771
39     57.53275 -557.50658 -267.12726 -604.96060 -85.13189 -18.57005     (-461.011,-623.531) (-18.570,-170.632) (-66.562,-38.963) 432.863
40     56.26798 -563.96083 -264.15023 -596.71837 -86.84415 -18.38466     (-469.810,-615.103) (-18.385,-169.999) (-68.459,-37.883) 444.972
41     55.00320 -570.41508 -261.17320 -588.47613 -88.55641 -18.19927     (-478.608,-606.675) (-18.199,-169.366) (-70.357,-36.804) 457.096
42     53.73842 -576.86933 -258.19616 -580.23390 -90.26866 -18.01387     (-487.406,-598.248) (-18.014,-168.733) (-72.255,-35.725) 469.235
