Fol_2018-05-06.16_58_25.2_19.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
24     -5.92523 -55.35808  -0.66320  -8.04863 -48.21513 -12.62109     (-5.925,-8.049) (-55.358,-48.215) (-0.663,-12.621) 17.6327  26.6414  39.7103  51.0824  
25     -6.59657 -55.07217  -0.73362  -7.96784 -47.62882 -12.54576     (-6.597,-7.968) (-55.072,-47.629) (-0.734,-12.546) 17.3295  27.6155  39.1771  50.5726  
26     -7.26791 -54.78625  -0.80404  -7.88705 -47.04252 -12.47043     (-7.268,-7.887) (-54.786,-47.043) (-0.804,-12.470) 17.0733  28.6892  38.6886  50.0754  
27     -7.93924 -54.50034  -0.87446  -7.80626 -46.45621 -12.39511     (-7.939,-7.806) (-54.500,-46.456) (-0.874,-12.395) 16.8484  29.8668  38.2468  49.5912  
28     -8.61058 -54.21442  -0.94488  -7.72547 -45.86990 -12.31978     (-8.611,-7.725) (-54.214,-45.870) (-0.945,-12.320) 16.5903  31.0373  37.8535  49.1205  
29     -9.28191 -53.92851  -1.01530  -7.64467 -45.28360 -12.24445     (-9.282,-7.645) (-53.929,-45.284) (-1.015,-12.244) 16.3497  32.2482  37.5105  48.6635  
30     -9.95325 -53.64259  -1.08572  -7.56388 -44.69729 -12.16913     (-9.953,-7.564) (-53.643,-44.697) (-1.086,-12.169) 16.1332  33.4953  37.2196  48.2208  
31    -10.62458 -53.35668  -1.15614  -7.48309 -44.11098 -12.09380     (-10.625,-7.483) (-53.357,-44.111) (-1.156,-12.094) 15.9699  34.7746  36.9822  47.7926  
32    -11.29592 -53.07076  -1.22656  -7.40230 -43.52468 -12.01847     (-11.296,-7.402) (-53.071,-43.525) (-1.227,-12.018) 15.8612  36.0827  36.7995  47.3795  
33    -11.96725 -52.78485  -1.29698  -7.32151 -42.93837 -11.94314     (-11.967,-7.322) (-52.785,-42.938) (-1.297,-11.943) 15.8085  37.4167  36.6728  46.9817  
34    -12.63859 -52.49893  -1.36740  -7.24071 -42.35206 -11.86782     (-12.639,-7.241) (-52.499,-42.352) (-1.367,-11.868) 15.6879  38.7737  36.6027  46.3681  
35    -13.30992 -52.21302  -1.43782  -7.15992 -41.76576 -11.79249     (-13.310,-7.160) (-52.213,-41.766) (-1.438,-11.792) 15.6233  40.1516  36.5899  45.5553  
36    -13.98126 -51.92710  -1.50824  -7.07913 -41.17945 -11.71716     (-13.981,-7.079) (-51.927,-41.179) (-1.508,-11.717) 15.6158  41.5481  36.6345  44.7478  
37    -14.65259 -51.64119  -1.57866  -6.99834 -40.59314 -11.64183     (-14.653,-6.998) (-51.641,-40.593) (-1.579,-11.642) 15.6655  42.4511  36.7365  43.9457  
38    -15.32393 -51.35527  -1.64908  -6.91754 -40.00684 -11.56651     (-15.324,-6.918) (-51.355,-40.007) (-1.649,-11.567) 15.7717  42.8211  36.8955  43.1495  
39    -15.99526 -51.06936  -1.71950  -6.83675 -39.42053 -11.49118     (-15.995,-6.837) (-51.069,-39.421) (-1.719,-11.491) 15.9334  43.2208  37.1109  42.3593  
40    -16.66660 -50.78344  -1.78992  -6.75596 -38.83422 -11.41585     (-16.667,-6.756) (-50.783,-38.834) (-1.790,-11.416) 16.1488  44.5405  37.3816  41.5757  
41    -17.33793 -50.49753  -1.86034  -6.67517 -38.24792 -11.34053     (-17.338,-6.675) (-50.498,-38.248) (-1.860,-11.341) 16.416  44.853  37.7065  40.7989  
42    -18.00927 -50.21161  -1.93076  -6.59438 -37.66161 -11.26520     (-18.009,-6.594) (-50.212,-37.662) (-1.931,-11.265) 16.7323  44.972  38.0841  40.0293  
43    -18.68060 -49.92570  -2.00118  -6.51358 -37.07530 -11.18987     (-18.681,-6.514) (-49.926,-37.075) (-2.001,-11.190) 17.0951  45.1152  38.5128  39.2674  
44    -19.35194 -49.63978  -2.07159  -6.43279 -36.48900 -11.11454     (-19.352,-6.433) (-49.640,-36.489) (-2.072,-11.115) 17.5015  45.2824  38.9907  38.5136  
45    -20.02327 -49.35387  -2.14201  -6.35200 -35.90269 -11.03922     (-20.023,-6.352) (-49.354,-35.903) (-2.142,-11.039) 17.9485  45.4733  39.5159  37.7684  
46    -20.69461 -49.06795  -2.21243  -6.27121 -35.31638 -10.96389     (-20.695,-6.271) (-49.068,-35.316) (-2.212,-10.964) 18.4332  45.6876  40.0864  37.0324  
47    -21.36594 -48.78204  -2.28285  -6.19042 -34.73008 -10.88856     (-21.366,-6.190) (-48.782,-34.730) (-2.283,-10.889) 18.9526  45.925  40.7001  36.306  
48    -22.03728 -48.49612  -2.35327  -6.10962 -34.14377 -10.81323     (-22.037,-6.110) (-48.496,-34.144) (-2.353,-10.813) 19.504  46.1851  41.3547  35.5899  
49    -22.70861 -48.21021  -2.42369  -6.02883 -33.55746 -10.73791     (-22.709,-6.029) (-48.210,-33.557) (-2.424,-10.738) 20.0848  46.4676  42.0483  34.8848  
50    -23.37995 -47.92429  -2.49411  -5.94804 -32.97116 -10.66258     (-23.380,-5.948) (-47.924,-32.971) (-2.494,-10.663) 20.6925  46.772  42.6574  34.1912  
51    -24.05128 -47.63838  -2.56453  -5.86725 -32.38485 -10.58725     (-24.051,-5.867) (-47.638,-32.385) (-2.565,-10.587) 21.3248  47.098  42.8471  33.5099  
52    -24.72262 -47.35246  -2.63495  -5.78646 -31.79854 -10.51193     (-24.723,-5.786) (-47.352,-31.799) (-2.635,-10.512) 21.9795  47.3396  43.0998  32.8417  
53    -25.39395 -47.06655  -2.70537  -5.70566 -31.21224 -10.43660     (-25.394,-5.706) (-47.067,-31.212) (-2.705,-10.437) 22.6548  47.5789  43.4139  32.1874  
54    -26.06529 -46.78063  -2.77579  -5.62487 -30.62593 -10.36127     (-26.065,-5.625) (-46.781,-30.626) (-2.776,-10.361) 23.3488  47.8403  43.7875  31.5478  
55    -26.73662 -46.49472  -2.84621  -5.54408 -30.03962 -10.28594     (-26.737,-5.544) (-46.495,-30.040) (-2.846,-10.286) 24.0599  47.6998  44.2185  30.9239  
56    -27.40796 -46.20880  -2.91663  -5.46329 -29.45332 -10.21062     (-27.408,-5.463) (-46.209,-29.453) (-2.917,-10.211) 24.7867  46.9008  44.7044  30.3166  
57    -28.07929 -45.92289  -2.98705  -5.38250 -28.86701 -10.13529     (-28.079,-5.382) (-45.923,-28.867) (-2.987,-10.135) 25.5278  46.256  44.868  29.727  
58    -28.75063 -45.63697  -3.05747  -5.30170 -28.28070 -10.05996     (-28.751,-5.302) (-45.637,-28.281) (-3.057,-10.060) 26.2538  45.6263  44.0205  29.1561  
59    -29.42197 -45.35106  -3.12789  -5.22091 -27.69440  -9.98463     (-29.422,-5.221) (-45.351,-27.694) (-3.128,-9.985) 25.7266  45.0124  43.2017  28.6051  
60    -30.09330 -45.06514  -3.19831  -5.14012 -27.10809  -9.90931     (-30.093,-5.140) (-45.065,-27.108) (-3.198,-9.909) 25.2238  44.4149  42.4132  28.075  
61    -30.76464 -44.77923  -3.26873  -5.05933 -26.52179  -9.83398     (-30.765,-5.059) (-44.779,-26.522) (-3.269,-9.834) 24.7468  43.6512  41.6567  27.5672  
62    -31.43597 -44.49331  -3.33915  -4.97854 -25.93548  -9.75865     (-31.436,-4.979) (-44.493,-25.935) (-3.339,-9.759) 24.2973  42.6541  40.934  27.0829  
63    -32.10731 -44.20740  -3.40957  -4.89774 -25.34917  -9.68332     (-32.107,-4.898) (-44.207,-25.349) (-3.410,-9.683) 23.8768  41.6597  40.2469  26.6233  
64    -32.77864 -43.92148  -3.47999  -4.81695 -24.76287  -9.60800     (-32.779,-4.817) (-43.921,-24.763) (-3.480,-9.608) 23.4868  40.2975  39.5971  26.1898  
65    -33.44998 -43.63557  -3.55041  -4.73616 -24.17656  -9.53267     (-33.450,-4.736) (-43.636,-24.177) (-3.550,-9.533) 23.1289  38.9263  38.9805  25.7836  
66    -34.12131 -43.34965  -3.62083  -4.65537 -23.59025  -9.45734     (-34.121,-4.655) (-43.350,-23.590) (-3.621,-9.457) 22.8046  37.6468  38.3383  25.4061  
67    -34.79265 -43.06374  -3.69125  -4.57458 -23.00395  -9.38202     (-34.793,-4.575) (-43.064,-23.004) (-3.691,-9.382) 22.5152  36.6192  37.7369  25.0586  
68    -35.46398 -42.77782  -3.76167  -4.49378 -22.41764  -9.30669     (-35.464,-4.494) (-42.778,-22.418) (-3.762,-9.307) 22.2623  35.593  37.1784  24.7424  
69    -36.13532 -42.49191  -3.83209  -4.41299 -21.83133  -9.23136     (-36.135,-4.413) (-42.492,-21.831) (-3.832,-9.231) 22.0471  34.5684  36.6645  24.4586  
70    -36.80665 -42.20599  -3.90250  -4.33220 -21.24503  -9.15603     (-36.807,-4.332) (-42.206,-21.245) (-3.903,-9.156) 21.8706  33.5454  36.1973  24.2084  
71    -37.47799 -41.92008  -3.97292  -4.25141 -20.65872  -9.08071     (-37.478,-4.251) (-41.920,-20.659) (-3.973,-9.081) 21.7338  32.5242  35.7785  23.9929  
72    -38.14932 -41.63416  -4.04334  -4.17062 -20.07241  -9.00538     (-38.149,-4.171) (-41.634,-20.072) (-4.043,-9.005) 21.6374  31.5051  35.4099  23.813  
73    -38.82066 -41.34825  -4.11376  -4.08982 -19.48611  -8.93005     (-38.821,-4.090) (-41.348,-19.486) (-4.114,-8.930) 21.5821  30.4881  35.0931  23.6694  
74    -39.49199 -41.06233  -4.18418  -4.00903 -18.89980  -8.85472     (-39.492,-4.009) (-41.062,-18.900) (-4.184,-8.855) 21.5681  29.4736  34.8294  23.563  
75    -40.16333 -40.77642  -4.25460  -3.92824 -18.31349  -8.77940     (-40.163,-3.928) (-40.776,-18.313) (-4.255,-8.779) 21.5955  28.4618  33.5225  22.6842  
76    -40.83466 -40.49050  -4.32502  -3.84745 -17.72719  -8.70407     (-40.835,-3.847) (-40.491,-17.727) (-4.325,-8.704) 21.3059  27.453  32.1258  21.739  
77    -41.50600 -40.20459  -4.39544  -3.76666 -17.14088  -8.62874     (-41.506,-3.767) (-40.205,-17.141) (-4.395,-8.629) 20.3933  26.4475  30.729  20.7938  
78    -42.17733 -39.91867  -4.46586  -3.68586 -16.55457  -8.55342     (-42.177,-3.686) (-39.919,-16.555) (-4.466,-8.553) 19.4839  25.4458  29.3322  19.8487  
79    -42.84867 -39.63276  -4.53628  -3.60507 -15.96827  -8.47809     (-42.849,-3.605) (-39.633,-15.968) (-4.536,-8.478) 18.5779  24.4483  27.9354  18.9035  
80    -43.52000 -39.34684  -4.60670  -3.52428 -15.38196  -8.40276     (-43.520,-3.524) (-39.347,-15.382) (-4.607,-8.403) 17.6761  23.4554  26.5387  17.9583  
81    -44.19134 -39.06093  -4.67712  -3.44349 -14.79565  -8.32743     (-44.191,-3.443) (-39.061,-14.796) (-4.677,-8.327) 16.7791  22.468  25.1419  17.0131  
82    -44.86267 -38.77501  -4.74754  -3.36270 -14.20935  -8.25211     (-44.863,-3.363) (-38.775,-14.209) (-4.748,-8.252) 15.8876  21.4866  23.7451  16.068  
83    -45.53401 -38.48910  -4.81796  -3.28190 -13.62304  -8.17678     (-45.534,-3.282) (-38.489,-13.623) (-4.818,-8.177) 15.0027  20.5122  22.3483  15.1228  
84    -46.20534 -38.20318  -4.88838  -3.20111 -13.03673  -8.10145     (-46.205,-3.201) (-38.203,-13.037) (-4.888,-8.101) 14.1257  19.5458  20.9516  14.1776  
85    -46.87668 -37.91727  -4.95880  -3.12032 -12.45043  -8.02612     (-46.877,-3.120) (-37.917,-12.450) (-4.959,-8.026) 13.2324  18.5887  19.5548  13.2324  
86    -47.54801 -37.63135  -5.02922  -3.03953 -11.86412  -7.95080     (-47.548,-3.040) (-37.631,-11.864) (-5.029,-7.951) 12.2873  17.6423  18.158  12.2873  
87    -48.21935 -37.34544  -5.09964  -2.95874 -11.27781  -7.87547     (-48.219,-2.959) (-37.345,-11.278) (-5.100,-7.875) 11.3421  16.7085  16.7613  11.3421  
88    -48.89068 -37.05952  -5.17006  -2.87794 -10.69151  -7.80014     (-48.891,-2.878) (-37.060,-10.692) (-5.170,-7.800) 10.3969  15.7896  15.3645  10.3969  
89    -49.56202 -36.77361  -5.24048  -2.79715 -10.10520  -7.72482     (-49.562,-2.797) (-36.774,-10.105) (-5.240,-7.725) 9.45174  14.4365  13.9677  9.45174  
90    -50.23335 -36.48769  -5.31090  -2.71636  -9.51889  -7.64949     (-50.233,-2.716) (-36.488,-9.519) (-5.311,-7.649) 8.50657  12.9928  12.5709  8.50657  
91    -50.90469 -36.20178  -5.38132  -2.63557  -8.93259  -7.57416     (-50.905,-2.636) (-36.202,-8.933) (-5.381,-7.574) 7.56139  11.5492  11.1742  7.56139  
92    -51.57603 -35.91586  -5.45174  -2.55478  -8.34628  -7.49883     (-51.576,-2.555) (-35.916,-8.346) (-5.452,-7.499) 6.61622  10.1055  9.7774  6.61622  
93    -52.24736 -35.62995  -5.52216  -2.47398  -7.75997  -7.42351     (-52.247,-2.474) (-35.630,-7.760) (-5.522,-7.424) 5.67104  8.66188  8.38063  5.67104  
94    -52.91870 -35.34403  -5.59258  -2.39319  -7.17367  -7.34818     (-52.919,-2.393) (-35.344,-7.174) (-5.593,-7.348) 4.72587  7.21823  6.98386  4.72587  
95    -53.59003 -35.05812  -5.66300  -2.31240  -6.58736  -7.27285     (-53.590,-2.312) (-35.058,-6.587) (-5.663,-7.273) 3.7807  5.77458  5.58709  3.7807  
96    -54.26137 -34.77220  -5.73342  -2.23161  -6.00105  -7.19752     (-54.261,-2.232) (-34.772,-6.001) (-5.733,-7.198) 2.83552  4.33094  4.19032  2.83552  
97    -54.93270 -34.48629  -5.80383  -2.15081  -5.41475  -7.12220     (-54.933,-2.151) (-34.486,-5.415) (-5.804,-7.122) 1.89035  2.88729  2.79354  1.89035  
98    -55.60404 -34.20037  -5.87425  -2.07002  -4.82844  -7.04687     (-55.604,-2.070) (-34.200,-4.828) (-5.874,-7.047) 0.945174  1.44365  1.39677  0.945174  
99    -56.27537 -33.91446  -5.94467  -1.98923  -4.24213  -6.97154     (-56.275,-1.989) (-33.914,-4.242) (-5.945,-6.972) 0  1.77636e-14  0  0  
