Fol_2018-05-05.11_53_11.5_4.txt     Output is probe cell, reduced cell, NCDist distance between
24    -14.92329  -4.00323 -21.10372 -24.34916 -27.42298  10.90969     (-1.110,-17.453) (-2.893,-28.000) (-6.714,-4.014) 22.0009
25    -14.77651  -4.11692 -20.82322 -24.03015 -27.07450  10.76209     (-1.486,-17.282) (-2.631,-27.571) (-7.036,-4.014) 21.6954
26    -14.62974  -4.23060 -20.54272 -23.71114 -26.72602  10.61448     (-1.862,-17.112) (-2.369,-27.142) (-7.359,-4.015) 21.4102
27    -14.48296  -4.34429 -20.26222 -23.39213 -26.37754  10.46688     (-2.238,-16.941) (-2.107,-26.713) (-7.682,-4.016) 21.1424
28    -14.33618  -4.45798 -19.98173 -23.07312 -26.02906  10.31928     (-2.614,-16.771) (-1.844,-26.284) (-8.004,-4.017) 20.8822
29    -14.18941  -4.57167 -19.70123 -22.75411 -25.68058  10.17168     (-2.989,-16.600) (-1.582,-25.855) (-8.327,-4.018) 20.6356
30    -14.04263  -4.68535 -19.42073 -22.43510 -25.33210  10.02408     (-3.365,-16.430) (-1.320,-25.426) (-8.649,-4.019) 20.4108
31    -13.89586  -4.79904 -19.14023 -22.11609 -24.98362   9.87648     (-3.741,-16.259) (-1.058,-24.997) (-8.972,-4.019) 20.2097
32    -13.74908  -4.91273 -18.85974 -21.79707 -24.63514   9.72887     (-4.117,-16.088) (-0.796,-24.568) (-9.294,-4.020) 20.0328
33    -13.60231  -5.02642 -18.57924 -21.47806 -24.28666   9.58127     (-4.493,-15.918) (-0.534,-24.139) (-9.617,-4.021) 19.8809
34    -13.45553  -5.14010 -18.29874 -21.15905 -23.93818   9.43367     (-4.868,-15.747) (-0.272,-23.711) (-9.939,-4.022) 19.7545
35    -13.30875  -5.25379 -18.01824 -20.84004 -23.58970   9.28607     (-5.244,-15.577) (-0.010,-23.282) (-10.262,-4.023) 19.6542
36    -13.16198  -5.36748 -17.73775 -20.52103 -23.24122   9.13847     (-3.771,-15.154) (-0.253,-23.105) (-10.332,-5.367) 19.3304
37    -13.01520  -5.48117 -17.45725 -20.20202 -22.89274   8.99087     (-3.510,-14.721) (-0.515,-22.938) (-10.392,-5.481) 19.0109
38    -12.86843  -5.59485 -17.17675 -19.88301 -22.54426   8.84327     (-3.248,-14.288) (-0.777,-22.772) (-10.453,-5.595) 18.7056
39    -12.72165  -5.70854 -16.89625 -19.56400 -22.19578   8.69566     (-2.987,-13.855) (-1.039,-22.605) (-10.513,-5.709) 18.4154
40    -12.57488  -5.82223 -16.61576 -19.24499 -21.84730   8.54806     (-2.726,-13.423) (-1.301,-22.438) (-10.573,-5.822) 18.1408
41    -12.42810  -5.93592 -16.33526 -18.92598 -21.49882   8.40046     (-2.465,-12.990) (-1.563,-22.271) (-10.634,-5.936) 17.8826
42    -12.28132  -6.04960 -16.05476 -18.60696 -21.15034   8.25286     (-2.203,-12.557) (-1.825,-22.104) (-10.694,-6.050) 17.6415
43    -12.13455  -6.16329 -15.77426 -18.28795 -20.80186   8.10526     (-1.942,-12.125) (-2.087,-21.938) (-10.755,-6.163) 17.4134
44    -11.98777  -6.27698 -15.49377 -17.96894 -20.45338   7.95766     (-1.681,-11.692) (-2.349,-21.771) (-10.815,-6.277) 17.1909
45    -11.84100  -6.39067 -15.21327 -17.64993 -20.10490   7.81006     (-1.419,-11.259) (-2.612,-21.604) (-10.875,-6.391) 16.9849
46    -11.69422  -6.50435 -14.93277 -17.33092 -19.75642   7.66245     (-1.158,-10.827) (-2.874,-21.437) (-10.936,-6.504) 16.6923
47    -11.54745  -6.61804 -14.65227 -17.01191 -19.40794   7.51485     (-0.897,-10.394) (-3.136,-21.270) (-10.996,-6.618) 16.4169
48    -11.40067  -6.73173 -14.37178 -16.69290 -19.05946   7.36725     (-0.636,-9.961) (-3.398,-21.104) (-11.057,-6.732) 16.1597
49    -11.25389  -6.84542 -14.09128 -16.37389 -18.71098   7.21965     (-0.374,-9.528) (-3.660,-20.937) (-11.117,-6.845) 15.9215
50    -11.10712  -6.95910 -13.81078 -16.05488 -18.36250   7.07205     (-0.113,-9.096) (-3.922,-20.770) (-11.178,-6.959) 15.7031
51    -10.96034  -7.07279 -13.53028 -15.73586 -18.01402   6.92445     (-0.148,-8.811) (-4.036,-11.090) (-20.455,-6.924) 15.3488
52    -10.81357  -7.18648 -13.24979 -15.41685 -17.66554   6.77684     (-0.410,-8.640) (-4.037,-10.889) (-20.027,-6.777) 14.8861
53    -10.66679  -7.30017 -12.96929 -15.09784 -17.31706   6.62924     (-0.671,-8.469) (-4.038,-10.688) (-19.599,-6.629) 14.4325
54    -10.52002  -7.41385 -12.68879 -14.77883 -16.96858   6.48164     (-0.932,-8.297) (-4.038,-10.487) (-19.170,-6.482) 13.9886
55    -10.37324  -7.52754 -12.40830 -14.45982 -16.62010   6.33404     (-1.194,-8.126) (-4.039,-10.286) (-18.742,-6.334) 13.5555
56    -10.22646  -7.64123 -12.12780 -14.14081 -16.27162   6.18644     (-1.455,-7.954) (-4.040,-10.085) (-18.314,-6.186) 13.1343
57    -10.07969  -7.75492 -11.84730 -13.82180 -15.92314   6.03884     (-1.716,-7.783) (-4.041,-9.884) (-17.886,-6.039) 12.7261
58     -9.93291  -7.86860 -11.56680 -13.50279 -15.57466   5.89124     (-1.977,-7.612) (-4.042,-9.683) (-17.458,-5.891) 12.3322
59     -9.78614  -7.98229 -11.28631 -13.18378 -15.22618   5.74363     (-2.239,-7.440) (-4.043,-9.483) (-17.030,-5.744) 11.954
60     -9.63936  -8.09598 -11.00581 -12.86477 -14.87770   5.59603     (-2.500,-7.269) (-4.043,-9.282) (-16.602,-5.596) 11.5931
61     -9.49259  -8.20967 -10.72531 -12.54575 -14.52922   5.44843     (-2.761,-7.097) (-4.044,-9.081) (-16.174,-5.448) 11.2512
62     -9.34581  -8.32335 -10.44481 -12.22674 -14.18074   5.30083     (-3.023,-6.926) (-4.045,-8.880) (-15.746,-5.301) 10.9299
63     -9.19903  -8.43704 -10.16432 -11.90773 -13.83226   5.15323     (-3.284,-6.755) (-4.046,-8.679) (-15.318,-5.153) 10.6312
64     -9.05226  -8.55073  -9.88382 -11.58872 -13.48378   5.00563     (-3.545,-6.583) (-4.047,-8.478) (-14.889,-5.006) 10.3571
65     -8.90548  -8.66442  -9.60332 -11.26971 -13.13530   4.85802     (-3.806,-6.412) (-4.047,-8.277) (-14.461,-4.858) 10.1095
66     -8.75871  -8.77810  -9.32282 -10.95070 -12.78682   4.71042     (-4.068,-6.240) (-4.048,-8.076) (-14.033,-4.710) 9.88989
67     -8.61193  -8.89179  -9.04233 -10.63169 -12.43834   4.56282     (-4.329,-6.069) (-4.049,-7.876) (-13.605,-4.563) 9.69421
68     -8.46516  -9.00548  -8.76183 -10.31268 -12.08986   4.41522     (-4.590,-5.897) (-4.050,-7.675) (-13.177,-4.415) 9.53056
69     -8.31838  -9.11917  -8.48133  -9.99367 -11.74138   4.26762     (-4.852,-5.726) (-4.051,-7.474) (-12.749,-4.268) 9.40061
70     -8.17161  -9.23285  -8.20083  -9.67465 -11.39290   4.12002     (-5.113,-5.555) (-4.052,-7.273) (-12.321,-4.120) 9.30578
71     -8.02483  -9.34654  -7.92034  -9.35564 -11.04442   3.97242     (-5.374,-5.383) (-4.052,-7.072) (-11.893,-3.972) 9.24715
72     -7.87805  -9.46023  -7.63984  -9.03663 -10.69594   3.82481     (-5.635,-5.212) (-4.053,-6.871) (-11.465,-3.825) 9.19683
73     -7.73128  -9.57392  -7.35934  -8.71762 -10.34746   3.67721     (-5.897,-5.040) (-4.054,-6.670) (-11.037,-3.677) 9.1739
74     -7.58450  -9.68760  -7.07884  -8.39861  -9.99898   3.52961     (-6.158,-4.869) (-4.055,-6.469) (-10.608,-3.530) 9.18832
75     -7.43773  -9.80129  -6.79835  -8.07960  -9.65050   3.38201     (-6.419,-4.698) (-4.056,-6.268) (-10.180,-3.382) 9.21275
76     -7.29095  -9.91498  -6.51785  -7.76059  -9.30202   3.23441     (-6.681,-4.526) (-4.057,-6.068) (-9.752,-3.234) 9.16539
77     -7.14418 -10.02867  -6.23735  -7.44158  -8.95354   3.08681     (-6.942,-4.355) (-4.057,-5.867) (-9.324,-3.087) 9.15534
78     -6.99740 -10.14235  -5.95685  -7.12257  -8.60506   2.93920     (-7.203,-4.183) (-4.058,-5.666) (-8.896,-2.939) 9.18271
79     -6.85062 -10.25604  -5.67636  -6.80356  -8.25658   2.79160     (-7.464,-4.012) (-4.059,-5.465) (-8.468,-2.792) 9.24717
80     -6.70385 -10.36973  -5.39586  -6.48454  -7.90810   2.64400     (-7.726,-3.841) (-4.060,-5.264) (-8.040,-2.644) 9.34796
81     -6.55707 -10.48342  -5.11536  -6.16553  -7.55962   2.49640     (-7.987,-3.669) (-4.061,-5.063) (-7.612,-2.496) 9.00693
82     -6.41030 -10.59710  -4.83487  -5.84652  -7.21114   2.34880     (-8.248,-3.498) (-4.061,-4.862) (-7.184,-2.349) 8.52077
83     -6.26352 -10.71079  -4.55437  -5.52751  -6.86266   2.20120     (-8.510,-3.326) (-4.062,-4.661) (-6.756,-2.201) 8.04787
84     -6.11675 -10.82448  -4.27387  -5.20850  -6.51418   2.05360     (-8.771,-3.155) (-4.063,-4.461) (-6.327,-2.054) 7.59073
85     -5.96997 -10.93817  -3.99337  -4.88949  -6.16570   1.90599     (-9.032,-2.983) (-4.064,-4.260) (-5.899,-1.906) 7.15236
86     -5.82319 -11.05185  -3.71288  -4.57048  -5.81723   1.75839     (-9.293,-2.812) (-4.065,-4.059) (-5.471,-1.758) 6.73642
87     -5.67642 -11.16554  -3.43238  -4.25147  -5.46875   1.61079     (-9.555,-2.641) (-4.066,-3.858) (-5.043,-1.611) 6.34734
88     -5.52964 -11.27923  -3.15188  -3.93246  -5.12027   1.46319     (-9.816,-2.469) (-4.066,-3.657) (-4.615,-1.463) 5.99033
89     -5.38287 -11.39292  -2.87138  -3.61345  -4.77179   1.31559     (-10.077,-2.298) (-4.067,-3.456) (-4.187,-1.316) 5.67148
90     -5.23609 -11.50660  -2.59089  -3.29443  -4.42331   1.16799     (-10.339,-2.126) (-4.068,-3.255) (-3.759,-1.168) 5.12338
91     -5.08932 -11.62029  -2.31039  -2.97542  -4.07483   1.02039     (-10.600,-1.955) (-4.069,-3.054) (-3.331,-1.020) 4.54023
92     -4.94254 -11.73398  -2.02989  -2.65641  -3.72635   0.87278     (-10.861,-1.784) (-4.070,-2.854) (-2.903,-0.873) 3.95785
93     -4.79576 -11.84767  -1.74939  -2.33740  -3.37787   0.72518     (-11.122,-1.612) (-4.071,-2.653) (-2.475,-0.725) 3.37661
94     -4.64899 -11.96135  -1.46890  -2.01839  -3.02939   0.57758     (-11.384,-1.441) (-4.071,-2.452) (-2.046,-0.578) 2.79724
95     -4.50221 -12.07504  -1.18840  -1.69938  -2.68091   0.42998     (-11.645,-1.269) (-4.072,-2.251) (-1.618,-0.430) 2.22119
96     -4.35544 -12.18873  -0.90790  -1.38037  -2.33243   0.28238     (-11.906,-1.098) (-4.073,-2.050) (-1.190,-0.282) 1.65197
97     -4.20866 -12.30242  -0.62740  -1.06136  -1.98395   0.13478     (-12.168,-0.927) (-4.074,-1.849) (-0.762,-0.135) 1.10019
98     -4.06189 -12.41610  -0.34691  -0.74235  -1.63547  -0.01283     (-4.062,-0.742) (-12.416,-1.635) (-0.347,-0.013) 0.598447
99     -3.91511 -12.52979  -0.06641  -0.42333  -1.28699  -0.16043     (-3.915,-0.423) (-12.530,-1.287) (-0.066,-0.160) 0
