Fol_2018-05-05.09_54_47.1_24.txt     Output is probe cell, reduced cell, NCDist distance between
0    -21.73070 -47.20450  75.49211 -280.08362 -311.29795 -273.96771     (-53.761,-25.474) (-150.830,-21.731) (-182.044,-295.698) 0
1    -22.05425 -48.25123  72.89073 -277.51180 -308.37303 -274.18721     (-50.836,-26.197) (-153.785,-22.054) (-184.646,-296.241) 4.99739
2    -22.37779 -49.29795  70.28935 -274.93999 -305.44811 -274.40672     (-47.912,-26.920) (-156.739,-22.378) (-187.247,-296.785) 9.99478
3    -22.70133 -50.34467  67.68797 -272.36817 -302.52319 -274.62622     (-44.987,-27.643) (-159.694,-22.701) (-189.849,-297.328) 14.9922
4    -23.02487 -51.39140  65.08659 -269.79635 -299.59826 -274.84572     (-42.062,-28.367) (-162.648,-23.025) (-192.450,-297.871) 19.9896
5    -23.34842 -52.43812  62.48521 -267.22454 -296.67334 -275.06522     (-39.137,-29.090) (-165.603,-23.348) (-195.051,-298.414) 24.9869
6    -23.67196 -53.48484  59.88384 -264.65272 -293.74842 -275.28472     (-36.212,-29.813) (-168.557,-23.672) (-197.653,-298.957) 29.9843
7    -23.99550 -54.53157  57.28246 -262.08091 -290.82350 -275.50423     (-33.287,-30.536) (-171.511,-23.996) (-200.254,-299.500) 34.9817
8    -24.31904 -55.57829  54.68108 -259.50909 -287.89858 -275.72373     (-30.362,-31.259) (-174.466,-24.319) (-202.855,-300.043) 39.9791
9    -24.64259 -56.62501  52.07970 -256.93727 -284.97366 -275.94323     (-27.437,-31.982) (-177.420,-24.643) (-205.457,-300.586) 44.9765
10    -24.96613 -57.67174  49.47832 -254.36546 -282.04873 -276.16273     (-24.512,-32.706) (-180.375,-24.966) (-208.058,-301.129) 49.9739
11    -25.28967 -58.71846  46.87694 -251.79364 -279.12381 -276.38223     (-21.587,-33.429) (-183.329,-25.290) (-210.660,-301.672) 54.9713
12    -25.61321 -59.76518  44.27556 -249.22182 -276.19889 -276.60174     (-18.662,-34.152) (-186.284,-25.613) (-213.261,-302.215) 59.9687
13    -25.93676 -60.81191  41.67418 -246.65001 -273.27397 -276.82124     (-15.737,-34.875) (-189.238,-25.937) (-215.862,-302.758) 64.966
14    -26.26030 -61.85863  39.07280 -244.07819 -270.34905 -277.04074     (-12.813,-35.598) (-192.193,-26.260) (-218.464,-303.301) 69.9634
15    -26.58384 -62.90535  36.47142 -241.50637 -267.42413 -277.26024     (-9.888,-36.322) (-195.147,-26.584) (-221.065,-303.844) 74.9608
16    -26.90738 -63.95208  33.87004 -238.93456 -264.49920 -277.47974     (-6.963,-37.045) (-198.102,-26.907) (-223.667,-304.387) 79.9582
17    -27.23093 -64.99880  31.26866 -236.36274 -261.57428 -277.69925     (-4.038,-37.768) (-201.056,-27.231) (-226.268,-304.930) 84.9556
18    -27.55447 -66.04552  28.66728 -233.79093 -258.64936 -277.91875     (-1.113,-38.491) (-204.011,-27.554) (-228.869,-305.473) 89.953
19    -27.87801 -67.09224  26.06591 -231.21911 -255.72444 -278.13825     (-1.812,-41.026) (-205.153,-229.659) (-26.066,-304.204) 92.9491
20    -28.20155 -68.13897  23.46453 -228.64729 -252.79952 -278.35775     (-4.737,-44.674) (-205.183,-229.335) (-23.465,-301.822) 94.9834
21    -28.52510 -69.18569  20.86315 -226.07548 -249.87460 -278.57725     (-7.662,-48.323) (-205.212,-229.011) (-20.863,-299.440) 97.3292
22    -28.84864 -70.23241  18.26177 -223.50366 -246.94967 -278.79676     (-10.587,-51.971) (-205.242,-228.688) (-18.262,-297.059) 99.9646
23    -29.17218 -71.27914  15.66039 -220.93184 -244.02475 -279.01626     (-13.512,-55.619) (-205.271,-228.364) (-15.660,-294.677) 102.867
24    -29.49572 -72.32586  13.05901 -218.36003 -241.09983 -279.23576     (-16.437,-59.267) (-205.301,-228.041) (-13.059,-292.295) 106.015
25    -29.81927 -73.37258  10.45763 -215.78821 -238.17491 -279.45526     (-19.362,-62.915) (-205.331,-227.717) (-10.458,-289.913) 109.388
26    -30.14281 -74.41931   7.85625 -213.21639 -235.24999 -279.67476     (-22.287,-66.563) (-205.360,-227.394) (-7.856,-287.531) 112.964
27    -30.46635 -75.46603   5.25487 -210.64458 -232.32507 -279.89427     (-25.211,-70.211) (-205.390,-227.070) (-5.255,-285.149) 116.726
28    -30.78989 -76.51275   2.65349 -208.07276 -229.40014 -280.11377     (-28.136,-73.859) (-205.419,-226.747) (-2.653,-282.767) 120.656
29    -31.11344 -77.55948   0.05211 -205.50095 -226.47522 -280.33327     (-31.061,-77.507) (-205.449,-226.423) (-0.052,-280.385) 124.738
30    -31.43698 -78.60620  -2.54927 -202.92913 -223.55030 -280.55277     (-31.437,-202.929) (-78.606,-223.550) (-2.549,-280.553) 113.75
31    -31.76052 -79.65292  -5.15065 -200.35731 -220.62538 -280.77228     (-31.761,-200.357) (-79.653,-220.625) (-5.151,-280.772) 111.013
32    -32.08406 -80.69965  -7.75203 -197.78550 -217.70046 -280.99178     (-32.084,-197.785) (-80.700,-217.700) (-7.752,-280.992) 108.422
33    -32.40760 -81.74637 -10.35340 -195.21368 -214.77554 -281.21128     (-32.408,-195.214) (-81.746,-214.776) (-10.353,-281.211) 105.985
34    -32.73115 -82.79309 -12.95478 -192.64186 -211.85061 -281.43078     (-32.731,-192.642) (-82.793,-211.851) (-12.955,-281.431) 103.716
35    -33.05469 -83.83982 -15.55616 -190.07005 -208.92569 -281.65028     (-33.055,-190.070) (-83.840,-208.926) (-15.556,-281.650) 101.624
36    -33.37823 -84.88654 -18.15754 -187.49823 -206.00077 -281.86979     (-33.378,-187.498) (-84.887,-206.001) (-18.158,-281.870) 99.7206
37    -33.70177 -85.93326 -20.75892 -184.92641 -203.07585 -282.08929     (-33.702,-184.926) (-85.933,-203.076) (-20.759,-282.089) 98.0171
38    -34.02532 -86.97999 -23.36030 -182.35460 -200.15093 -282.30879     (-34.025,-182.355) (-86.980,-200.151) (-23.360,-282.309) 96.5241
39    -34.34886 -88.02671 -25.96168 -179.78278 -197.22601 -282.52829     (-34.349,-179.783) (-88.027,-197.226) (-25.962,-282.528) 95.2512
40    -34.67240 -89.07343 -28.56306 -177.21097 -194.30108 -282.74779     (-34.672,-177.211) (-89.073,-194.301) (-28.563,-282.748) 94.2076
41    -34.99594 -90.12016 -31.16444 -174.63915 -191.37616 -282.96730     (-34.996,-174.639) (-90.120,-191.376) (-31.164,-282.967) 93.4009
42    -35.31949 -91.16688 -33.76582 -172.06733 -188.45124 -283.18680     (-35.319,-172.067) (-91.167,-188.451) (-33.766,-283.187) 92.8371
43    -35.64303 -92.21360 -36.36720 -169.49552 -185.52632 -283.40630     (-35.643,-169.496) (-92.214,-185.526) (-36.367,-283.406) 92.5209
44    -35.96657 -93.26033 -38.96858 -166.92370 -182.60140 -283.62580     (-35.967,-166.924) (-93.260,-182.601) (-38.969,-283.626) 92.4547
45    -36.29011 -94.30705 -41.56996 -164.35188 -179.67648 -283.84530     (-36.290,-164.352) (-94.307,-179.676) (-41.570,-283.845) 92.6391
46    -36.61366 -95.35377 -44.17133 -161.78007 -176.75155 -284.06481     (-36.614,-161.780) (-95.354,-176.752) (-44.171,-284.065) 93.0726
47    -36.93720 -96.40050 -46.77271 -159.20825 -173.82663 -284.28431     (-36.937,-159.208) (-96.400,-173.827) (-46.773,-284.284) 93.7516
48    -37.26074 -97.44722 -49.37409 -156.63643 -170.90171 -284.50381     (-37.261,-156.636) (-97.447,-170.902) (-49.374,-284.504) 94.671
49    -37.58428 -98.49394 -51.97547 -154.06462 -167.97679 -284.72331     (-37.584,-154.065) (-98.494,-167.977) (-51.975,-284.723) 95.8239
50    -37.90783 -99.54066 -54.57685 -151.49280 -165.05187 -284.94281     (-37.908,-151.493) (-99.541,-165.052) (-54.577,-284.943) 97.2018
51    -38.23137 -100.58739 -57.17823 -148.92099 -162.12695 -285.16232     (-38.231,-148.921) (-100.587,-162.127) (-57.178,-285.162) 98.7954
52    -38.55491 -101.63411 -59.77961 -146.34917 -159.20202 -285.38182     (-38.555,-146.349) (-101.634,-159.202) (-59.780,-285.382) 100.595
