Fol_2018-05-05.11_45_36.1_16.txt     Output is probe cell, reduced cell, NCDist distance between
0      8.13006 -44.68865 -48.20254   2.46531   0.78102  -7.94107     (-0.781,-21.155) (-0.667,-8.911) (-29.599,-3.246) 0
1      8.04005 -44.24399 -48.01463   2.22673   0.68312  -7.89365     (-0.683,-21.661) (-1.391,-8.723) (-29.885,-2.910) 0.926611
2      7.95004 -43.79933 -47.82672   1.98814   0.58522  -7.84623     (-0.585,-22.167) (-2.114,-8.535) (-30.171,-2.573) 1.9314
3      7.86003 -43.35467 -47.63881   1.74955   0.48732  -7.79881     (-0.487,-22.674) (-2.838,-8.347) (-30.457,-2.237) 2.64183
4      7.77002 -42.91001 -47.45090   1.51096   0.38942  -7.75138     (-0.389,-23.180) (-3.561,-8.159) (-30.743,-1.900) 2.9054
5      7.68001 -42.46535 -47.26299   1.27238   0.29152  -7.70396     (-0.292,-23.686) (-4.285,-7.972) (-31.028,-1.564) 3.45577
6      7.59000 -42.02070 -47.07508   1.03379   0.19362  -7.65654     (-0.194,-24.192) (-5.008,-7.784) (-31.314,-1.227) 4.18118
7      7.49999 -41.57604 -46.88717   0.79520   0.09572  -7.60912     (-0.096,-24.698) (-5.732,-7.596) (-31.600,-0.891) 5.00611
8      7.40998 -41.13138 -46.69926   0.55661  -0.00218  -7.56170     (-0.002,-25.207) (-6.453,-31.884) (-7.406,-0.552) 5.88899
9      7.31996 -40.68672 -46.51134   0.31803  -0.10008  -7.51428     (-0.100,-25.811) (-7.078,-32.072) (-7.120,-0.118) 6.81521
10      7.22995 -40.24206 -46.32343   0.07944  -0.19798  -7.46685     (-0.198,-25.980) (-0.119,-32.062) (-7.032,-7.269) 7.07214
11      7.13994 -39.79740 -46.13552  -0.15915  -0.29588  -7.41943     (-0.296,-25.813) (-0.455,-32.152) (-6.844,-7.124) 6.96816
12      7.04993 -39.35274 -45.94761  -0.39773  -0.39378  -7.37201     (-0.394,-25.647) (-0.792,-32.242) (-6.656,-6.978) 6.87717
13      6.95992 -38.90808 -45.75970  -0.63632  -0.49168  -7.32459     (-0.492,-25.480) (-1.128,-32.332) (-6.468,-6.833) 6.8166
14      6.86991 -38.46342 -45.57179  -0.87491  -0.58958  -7.27717     (-0.590,-25.313) (-1.464,-32.422) (-6.280,-6.688) 6.78726
