Fol_2018-05-14.17_24_03.1_44.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      7.67186 -47.62152 -46.38926   5.04449  -1.80086  -7.45171     (-1.801,-29.392) (-0.964,-34.647) (-4.070,-1.443) 0  9.53674e-07  
1      7.57617 -47.15023 -45.96179   4.69664  -2.13264  -7.39102     (-2.133,-31.135) (-2.263,-35.075) (-3.311,-0.431) 2.57219  2.57219  
2      7.48049 -46.67895 -45.53433   4.34880  -2.46442  -7.33032     (-2.982,-32.298) (-1.884,-34.922) (-3.132,-0.580) 3.51912  3.51912  
3      7.38480 -46.20766 -45.10686   4.00095  -2.79620  -7.26962     (-3.269,-33.030) (-1.205,-34.338) (-3.384,-1.591) 4.00381  4.00381  
4      7.28912 -45.73638 -44.67939   3.65311  -3.12799  -7.20893     (-3.556,-33.761) (-0.525,-33.754) (-3.636,-2.603) 4.96896  4.96896     glitch
5      7.19344 -45.26510 -44.25193   3.30526  -3.45977  -7.14823     (-3.460,-34.338) (-0.155,-33.325) (-3.734,-3.688) 5.44556  5.44556  
6      7.09775 -44.79381 -43.82446   2.95741  -3.79155  -7.08754     (-3.792,-34.390) (-0.834,-33.421) (-3.306,-3.296) 5.40723  5.40723  
7      7.00207 -44.32253 -43.39700   2.60957  -4.12333  -7.02684     (-4.123,-34.442) (-1.514,-33.516) (-2.879,-2.904) 5.53744  5.53744  
8      6.90638 -43.85125 -42.96953   2.26172  -4.45511  -6.96614     (-4.455,-34.494) (-2.193,-33.612) (-2.451,-2.511) 5.82491  5.82491  
9      6.81070 -43.37996 -42.54207   1.91388  -4.78690  -6.90545     (-4.787,-34.545) (-2.873,-33.708) (-2.024,-2.119) 6.24796  6.24796  
10      6.71502 -42.90868 -42.11460   1.56603  -5.11868  -6.84475     (-5.119,-34.597) (-3.553,-33.803) (-1.596,-1.726) 6.78127  6.78127  
11      6.61933 -42.43740 -41.68713   1.21819  -5.45046  -6.78405     (-5.450,-34.649) (-4.232,-33.899) (-1.169,-1.334) 7.40104  7.40104  
12      6.52365 -41.96611 -41.25967   0.87034  -5.78224  -6.72336     (-5.782,-34.701) (-4.912,-33.995) (-0.741,-0.941) 8.08742  8.08742     glitch
13      6.42796 -41.49483 -40.83220   0.52249  -6.11402  -6.66266     (-6.114,-34.753) (-5.592,-34.090) (-0.314,-0.549) 8.82488  8.82488  
14      6.33228 -41.02355 -40.40474   0.17465  -6.44580  -6.60196     (-6.332,-6.158) (-34.691,-34.072) (-0.114,-0.270) 9.41172  40.7911     glitch
15      6.23660 -40.55226 -39.97727  -0.17320  -6.77759  -6.54127     (-6.237,-6.410) (-34.316,-33.741) (-0.541,-0.305) 9.39672  40.463  
16      6.14091 -40.08098 -39.54980  -0.52104  -7.10937  -6.48057     (-6.141,-6.662) (-33.940,-33.409) (-0.968,-0.340) 9.35962  40.0348  
17      6.04523 -39.60970 -39.12234  -0.86889  -7.44115  -6.41988     (-6.045,-6.914) (-33.564,-33.077) (-1.396,-0.375) 9.37668  39.6148  
18      5.94954 -39.13841 -38.69487  -1.21674  -7.77293  -6.35918     (-5.950,-7.166) (-33.189,-32.745) (-1.823,-0.410) 9.44762  39.2033  
19      5.85386 -38.66713 -38.26741  -1.56458  -8.10471  -6.29848     (-5.854,-7.418) (-32.813,-32.414) (-2.251,-0.445) 9.57124  38.8005  
20      5.75818 -38.19585 -37.83994  -1.91243  -8.43650  -6.23779     (-5.758,-7.671) (-32.438,-32.082) (-2.678,-0.480) 9.74553  38.4068  
21      5.66249 -37.72456 -37.41247  -2.26027  -8.76828  -6.17709     (-5.662,-7.923) (-32.062,-31.750) (-3.106,-0.515) 9.94268  38.0222  
22      5.56681 -37.25328 -36.98501  -2.60812  -9.10006  -6.11639     (-5.567,-8.175) (-31.686,-31.418) (-3.533,-0.550) 10.1594  37.6473  
23      5.47112 -36.78199 -36.55754  -2.95597  -9.43184  -6.05570     (-5.471,-8.427) (-31.311,-31.086) (-3.961,-0.585) 10.4204  37.247  
24      5.37544 -36.31071 -36.13008  -3.30381  -9.76362  -5.99500     (-5.375,-8.679) (-30.935,-30.755) (-4.388,-0.620) 10.7225  36.8237  
25      5.27976 -35.83943 -35.70261  -3.65166 -10.09541  -5.93430     (-5.280,-8.931) (-30.560,-30.423) (-4.816,-0.655) 11.0623  36.4095  
26      5.18407 -35.36814 -35.27515  -3.99950 -10.42719  -5.87361     (-5.184,-9.184) (-30.184,-30.091) (-5.243,-0.690) 11.4365  36.0045  
27      5.08839 -34.89686 -34.84768  -4.34735 -10.75897  -5.81291     (-5.088,-9.436) (-29.808,-29.759) (-5.671,-0.725) 11.8417  35.6092  
28      4.99270 -34.42558 -34.42021  -4.69520 -11.09075  -5.75222     (-4.993,-9.688) (-29.433,-29.428) (-6.098,-0.760) 12.275  35.2239  
29      4.89702 -33.95429 -33.99275  -5.04304 -11.42253  -5.69152     (-4.897,-9.940) (-29.057,-29.096) (-6.526,-0.794) 12.7335  34.849  
30      4.80134 -33.48301 -33.56528  -5.39089 -11.75431  -5.63082     (-4.801,-10.192) (-28.682,-28.764) (-6.953,-0.829) 13.2145  34.4846  
31      4.70565 -33.01173 -33.13782  -5.73873 -12.08610  -5.57013     (-4.706,-10.444) (-28.306,-28.432) (-7.380,-0.864) 13.7157  34.1313  
32      4.60997 -32.54044 -32.71035  -6.08658 -12.41788  -5.50943     (-4.610,-10.697) (-27.930,-28.100) (-7.808,-0.899) 14.2349  33.7893  
33      4.51428 -32.06916 -32.28288  -6.43443 -12.74966  -5.44873     (-4.514,-10.949) (-27.555,-27.769) (-8.235,-0.934) 14.7703  33.459  
34      4.41860 -31.59788 -31.85542  -6.78227 -13.08144  -5.38804     (-4.419,-11.201) (-27.179,-27.437) (-8.663,-0.969) 15.3201  33.1407  
35      4.32292 -31.12659 -31.42795  -7.13012 -13.41322  -5.32734     (-4.323,-11.453) (-26.804,-27.105) (-9.090,-1.004) 15.8829  32.8348  
36      4.22723 -30.65531 -31.00049  -7.47796 -13.74501  -5.26664     (-4.227,-11.705) (-26.428,-26.773) (-9.518,-1.039) 16.4573  32.5416  
37      4.13155 -30.18403 -30.57302  -7.82581 -14.07679  -5.20595     (-4.132,-11.957) (-26.052,-26.441) (-9.945,-1.074) 17.0421  32.2615  
38      4.03586 -29.71274 -30.14556  -8.17366 -14.40857  -5.14525     (-4.036,-12.210) (-25.677,-26.110) (-10.373,-1.109) 17.6363  31.9948  
39      3.94018 -29.24146 -29.71809  -8.52150 -14.74035  -5.08456     (-3.940,-12.462) (-25.301,-25.778) (-10.800,-1.144) 18.239  31.7419  
40      3.84450 -28.77018 -29.29062  -8.86935 -15.07213  -5.02386     (-3.844,-12.714) (-24.926,-25.446) (-11.228,-1.179) 18.8494  31.5031  
41      3.74881 -28.29889 -28.86316  -9.21719 -15.40392  -4.96316     (-3.749,-12.966) (-24.550,-25.114) (-11.655,-1.214) 19.4667  31.2787  
42      3.65313 -27.82761 -28.43569  -9.56504 -15.73570  -4.90247     (-3.653,-13.218) (-24.174,-24.783) (-12.083,-1.249) 20.0904  31.0691  
43      3.55744 -27.35632 -28.00823  -9.91289 -16.06748  -4.84177     (-3.557,-13.470) (-23.799,-24.451) (-12.510,-1.284) 20.7198  30.8744  
44      3.46176 -26.88504 -27.58076 -10.26073 -16.39926  -4.78107     (-3.462,-13.722) (-23.423,-24.119) (-12.938,-1.319) 21.3544  30.6951  
