Fol_2018-05-05.12_01_32.19_18.txt     Output is probe cell, reduced cell, NCDist distance between
0    -25.57109 -24.40003  -6.09224   7.49881  -2.92912  -7.15021     (-0.243,-26.268) (-0.002,-2.201) (-0.137,-0.981) 0
1    -25.31525 -24.15358  -6.03208   7.15774  -2.92177  -7.08790     (-1.328,-1.265) (-29.942,-1.454) (-0.070,-3.085) 4.119
2    -25.05941 -23.90713  -5.97193   6.81666  -2.91441  -7.02558     (-2.553,-30.813) (-0.218,-0.361) (-0.209,-7.501) 7.16195
3    -24.80357 -23.66069  -5.91177   6.47559  -2.90705  -6.96326     (-0.098,-0.174) (-30.618,-0.314) (-10.362,-2.907) 9.4521
4    -24.54772 -23.41424  -5.85162   6.13451  -2.89970  -6.90094     (-0.484,-0.431) (-11.577,-0.766) (-29.916,-2.468) 10.1984
5    -24.29188 -23.16779  -5.79146   5.79344  -2.89234  -6.83862     (-1.043,-1.036) (-12.617,-1.045) (-29.040,-1.856) 10.9316
6    -24.03604 -22.92135  -5.73131   5.45236  -2.88499  -6.77631     (-1.603,-1.642) (-13.658,-1.324) (-28.164,-1.243) 11.8391
7    -23.78020 -22.67490  -5.67115   5.11129  -2.87763  -6.71399     (-2.163,-2.247) (-14.699,-1.603) (-27.289,-0.631) 12.8529
8    -23.52436 -22.42845  -5.61100   4.77021  -2.87027  -6.65167     (-2.722,-2.852) (-15.740,-1.881) (-26.413,-0.018) 14.007
9    -23.26852 -22.18201  -5.55084   4.42914  -2.86292  -6.58935     (-16.187,-2.863) (-2.688,-1.566) (-26.131,-0.594) 14.4145
10    -23.01267 -21.93556  -5.49069   4.08806  -2.85556  -6.52703     (-16.615,-2.856) (-2.635,-1.233) (-25.868,-1.206) 14.8365
11    -22.75683 -21.68911  -5.43053   3.74699  -2.84820  -6.46472     (-17.043,-2.848) (-2.582,-0.899) (-25.605,-1.819) 15.2806
12    -22.50099 -21.44267  -5.37038   3.40591  -2.84085  -6.40240     (-17.472,-2.841) (-2.530,-0.565) (-25.342,-2.431) 15.7591
13    -22.24515 -21.19622  -5.31022   3.06483  -2.83349  -6.34008     (-17.900,-2.833) (-2.477,-0.231) (-25.079,-3.044) 16.2596
14    -21.98931 -20.94977  -5.25007   2.72376  -2.82613  -6.27776     (-24.713,-2.724) (-2.526,-0.102) (-18.226,-3.554) 16.7034
15    -21.73346 -20.70333  -5.18991   2.38268  -2.81878  -6.21544     (-24.116,-2.383) (-2.807,-0.436) (-18.321,-3.833) 16.8957
16    -21.47762 -20.45688  -5.12976   2.04161  -2.81142  -6.15312     (-23.519,-2.042) (-3.088,-0.770) (-18.415,-4.112) 17.1297
17    -21.22178 -20.21043  -5.06961   1.70053  -2.80407  -6.09081     (-22.922,-1.701) (-3.369,-1.104) (-18.510,-4.390) 17.4037
18    -20.96594 -19.96399  -5.00945   1.35946  -2.79671  -6.02849     (-22.325,-1.359) (-3.650,-1.437) (-18.605,-4.669) 17.7157
19    -20.71010 -19.71754  -4.94930   1.01838  -2.78935  -5.96617     (-21.728,-1.018) (-3.931,-1.771) (-18.699,-4.948) 18.064
20    -20.45426 -19.47109  -4.88914   0.67731  -2.78200  -5.90385     (-21.132,-0.677) (-4.212,-2.105) (-18.794,-5.227) 18.4463
21    -20.19841 -19.22465  -4.82899   0.33623  -2.77464  -5.84153     (-20.535,-0.336) (-4.493,-2.438) (-18.888,-5.505) 18.8606
22    -19.94257 -18.97820  -4.76883  -0.00484  -2.76728  -5.77922     (-19.943,-0.005) (-18.978,-2.767) (-4.769,-5.779) 19.2961
23    -19.68673 -18.73175  -4.70868  -0.34592  -2.75993  -5.71690     (-19.687,-0.346) (-18.732,-2.760) (-4.709,-5.717) 19.1407
24    -19.43089 -18.48531  -4.64852  -0.68699  -2.75257  -5.65458     (-19.431,-0.687) (-18.485,-2.753) (-4.649,-5.655) 18.9972
25    -19.17505 -18.23886  -4.58837  -1.02807  -2.74521  -5.59226     (-19.175,-1.028) (-18.239,-2.745) (-4.588,-5.592) 18.8658
26    -18.91921 -17.99241  -4.52821  -1.36914  -2.73786  -5.52994     (-18.919,-1.369) (-17.992,-2.738) (-4.528,-5.530) 18.7469
27    -18.66336 -17.74597  -4.46806  -1.71022  -2.73050  -5.46763     (-18.663,-1.710) (-17.746,-2.731) (-4.468,-5.468) 18.6407
28    -18.40752 -17.49952  -4.40790  -2.05130  -2.72315  -5.40531     (-18.408,-2.051) (-17.500,-2.723) (-4.408,-5.405) 18.5473
29    -18.15168 -17.25307  -4.34775  -2.39237  -2.71579  -5.34299     (-18.152,-2.392) (-17.253,-2.716) (-4.348,-5.343) 18.467
30    -17.89584 -17.00663  -4.28759  -2.73345  -2.70843  -5.28067     (-17.896,-2.733) (-17.007,-2.708) (-4.288,-5.281) 18.3996
31    -17.64000 -16.76018  -4.22744  -3.07452  -2.70108  -5.21835     (-17.640,-3.075) (-16.760,-2.701) (-4.227,-5.218) 18.3414
32    -17.38416 -16.51373  -4.16728  -3.41560  -2.69372  -5.15603     (-17.384,-3.416) (-16.514,-2.694) (-4.167,-5.156) 18.2966
33    -17.12831 -16.26729  -4.10713  -3.75667  -2.68636  -5.09372     (-17.128,-3.757) (-16.267,-2.686) (-4.107,-5.094) 18.2654
34    -16.87247 -16.02084  -4.04698  -4.09775  -2.67901  -5.03140     (-16.872,-4.098) (-16.021,-2.679) (-4.047,-5.031) 18.2479
35    -16.61663 -15.77439  -3.98682  -4.43882  -2.67165  -4.96908     (-16.617,-4.439) (-15.774,-2.672) (-3.987,-4.969) 18.2441
36    -16.36079 -15.52795  -3.92667  -4.77990  -2.66430  -4.90676     (-16.361,-4.780) (-15.528,-2.664) (-3.927,-4.907) 18.254
37    -16.10495 -15.28150  -3.86651  -5.12097  -2.65694  -4.84444     (-16.105,-5.121) (-15.281,-2.657) (-3.867,-4.844) 18.2669
38    -15.84910 -15.03505  -3.80636  -5.46205  -2.64958  -4.78213     (-15.849,-5.462) (-15.035,-2.650) (-3.806,-4.782) 18.2879
39    -15.59326 -14.78861  -3.74620  -5.80312  -2.64223  -4.71981     (-15.593,-5.803) (-14.789,-2.642) (-3.746,-4.720) 18.3224
40    -15.33742 -14.54216  -3.68605  -6.14420  -2.63487  -4.65749     (-15.337,-6.144) (-14.542,-2.635) (-3.686,-4.657) 18.3706
41    -15.08158 -14.29571  -3.62589  -6.48527  -2.62751  -4.59517     (-15.082,-6.485) (-14.296,-2.628) (-3.626,-4.595) 18.4321
42    -14.82574 -14.04927  -3.56574  -6.82635  -2.62016  -4.53285     (-14.826,-6.826) (-14.049,-2.620) (-3.566,-4.533) 18.507
43    -14.56990 -13.80282  -3.50558  -7.16742  -2.61280  -4.47054     (-14.570,-7.167) (-13.803,-2.613) (-3.506,-4.471) 18.5951
44    -14.31405 -13.55637  -3.44543  -7.50850  -2.60544  -4.40822     (-14.314,-7.509) (-13.556,-2.605) (-3.445,-4.408) 18.6961
45    -14.05821 -13.30993  -3.38527  -7.84958  -2.59809  -4.34590     (-14.058,-7.850) (-13.310,-2.598) (-3.385,-4.346) 18.8098
46    -13.80237 -13.06348  -3.32512  -8.19065  -2.59073  -4.28358     (-13.802,-8.191) (-13.063,-2.591) (-3.325,-4.284) 18.9361
47    -13.54653 -12.81703  -3.26496  -8.53173  -2.58338  -4.22126     (-13.547,-8.532) (-12.817,-2.583) (-3.265,-4.221) 19.0747
48    -13.29069 -12.57059  -3.20481  -8.87280  -2.57602  -4.15894     (-13.291,-8.873) (-12.571,-2.576) (-3.205,-4.159) 19.2253
