Fol_2018-05-05.12_25_05.2_11.txt     Output is probe cell, reduced cell, NCDist distance between
0    2230.81357 -2483.54262 -2785.59145 911.91086 -2765.06515 -3610.43761     (-2230.814,-1318.903) (-252.729,-554.778) (-534.252,-1379.624) 0
1    2185.74663 -2461.00915 -2762.85065 889.37739 -2742.73902 -3587.90414     (-2185.747,-1296.369) (-275.263,-577.104) (-556.992,-1402.158) 67.601
2    2140.67969 -2438.47568 -2740.10984 866.84392 -2720.41288 -3565.37067     (-2140.680,-1273.836) (-297.796,-599.430) (-579.733,-1424.691) 135.202
3    2095.61275 -2415.94221 -2717.36903 844.31045 -2698.08675 -3542.83720     (-2095.613,-1251.302) (-320.329,-621.756) (-602.474,-1447.224) 202.803
4    2050.54580 -2393.40874 -2694.62823 821.77698 -2675.76061 -3520.30373     (-2050.546,-1228.769) (-342.863,-644.082) (-625.215,-1469.758) 270.404
5    2005.47886 -2370.87527 -2671.88742 799.24351 -2653.43448 -3497.77026     (-2005.479,-1206.235) (-365.396,-666.409) (-647.956,-1492.291) 338.005
6    1960.41192 -2348.34180 -2649.14661 776.71004 -2631.10835 -3475.23679     (-1960.412,-1183.702) (-387.930,-688.735) (-670.696,-1514.825) 405.606
7    1915.34498 -2325.80833 -2626.40581 754.17657 -2608.78221 -3452.70332     (-1915.345,-1161.168) (-410.463,-711.061) (-693.437,-1537.358) 473.207
8    1870.27804 -2303.27486 -2603.66500 731.64309 -2586.45608 -3430.16985     (-1870.278,-1138.635) (-432.997,-733.387) (-716.178,-1559.892) 540.808
9    1825.21110 -2280.74139 -2580.92419 709.10962 -2564.12994 -3407.63637     (-1825.211,-1116.101) (-455.530,-755.713) (-738.919,-1582.425) 608.409
10    1780.14416 -2258.20792 -2558.18338 686.57615 -2541.80381 -3385.10290     (-1780.144,-1093.568) (-478.064,-778.039) (-761.660,-1604.959) 676.01
11    1735.07722 -2235.67445 -2535.44258 664.04268 -2519.47768 -3362.56943     (-1735.077,-1071.035) (-500.597,-800.365) (-784.400,-1627.492) 743.612
12    1690.01028 -2213.14098 -2512.70177 641.50921 -2497.15154 -3340.03596     (-1690.010,-1048.501) (-523.131,-822.691) (-807.141,-1650.026) 811.213
13    1644.94334 -2190.60751 -2489.96096 618.97574 -2474.82541 -3317.50249     (-1644.943,-1025.968) (-545.664,-845.018) (-829.882,-1672.559) 878.814
14    1599.87640 -2168.07404 -2467.22016 596.44227 -2452.49927 -3294.96902     (-1599.876,-1003.434) (-568.198,-867.344) (-852.623,-1695.093) 946.415
15    1554.80946 -2145.54056 -2444.47935 573.90880 -2430.17314 -3272.43555     (-1554.809,-980.901) (-590.731,-889.670) (-875.364,-1717.626) 945.943
16    1509.74252 -2123.00709 -2421.73854 551.37533 -2407.84701 -3249.90208     (-1509.743,-958.367) (-613.265,-911.996) (-898.104,-1740.160) 922.485
17    1464.67557 -2100.47362 -2398.99774 528.84186 -2385.52087 -3227.36861     (-1464.676,-935.834) (-635.798,-934.322) (-920.845,-1762.693) 903.487
18    1419.60863 -2077.94015 -2376.25693 506.30839 -2363.19474 -3204.83514     (-1419.609,-913.300) (-658.332,-956.648) (-943.586,-1785.227) 889.234
19    1374.54169 -2055.40668 -2353.51612 483.77492 -2340.86860 -3182.30167     (-1374.542,-890.767) (-680.865,-978.974) (-966.327,-1807.760) 879.959
20    1329.47475 -2032.87321 -2330.77532 461.24145 -2318.54247 -3159.76820     (-1329.475,-868.233) (-703.398,-1001.301) (-989.068,-1830.293) 875.818
21    1284.40781 -2010.33974 -2308.03451 438.70798 -2296.21634 -3137.23473     (-1284.408,-845.700) (-725.932,-1023.627) (-1011.809,-1852.827) 876.884
22    1239.34087 -1987.80627 -2285.29370 416.17451 -2273.89020 -3114.70126     (-1239.341,-823.166) (-748.465,-1045.953) (-1034.549,-1875.360) 883.139
23    1194.27393 -1965.27280 -2262.55290 393.64104 -2251.56407 -3092.16779     (-1194.274,-800.633) (-770.999,-1068.279) (-1057.290,-1897.894) 894.474
