Fol_2018-05-14.13_03_05.49_48.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -34.00626  -2.58197 -55.44885  16.16200 -30.12217 -10.94329     (-36.588,-25.707) (-2.582,-0.380) (-13.580,-8.361) 24.8448  29.7884  
1    -34.00885  -2.58197 -55.40694  16.12009 -30.09240 -10.94071     (-36.591,-25.749) (-2.582,-0.434) (-13.538,-8.359) 24.8452  29.8057  
2    -34.01143  -2.58197 -55.36503  16.07818 -30.06262 -10.93812     (-36.593,-25.791) (-2.582,-0.488) (-13.496,-8.356) 24.8456  29.823  
3    -34.01402  -2.58197 -55.32312  16.03627 -30.03285 -10.93554     (-36.596,-25.833) (-2.582,-0.542) (-13.454,-8.354) 24.846  29.8403  
4    -34.01660  -2.58197 -55.28120  15.99436 -30.00308 -10.93296     (-36.599,-25.874) (-2.582,-0.596) (-13.412,-8.351) 24.8465  29.8576  
5    -34.01918  -2.58197 -55.23929  15.95245 -29.97331 -10.93037     (-36.601,-25.916) (-2.582,-0.650) (-13.370,-8.348) 24.847  29.875  
6    -34.02177  -2.58197 -55.19738  15.91054 -29.94354 -10.92779     (-36.604,-25.958) (-2.582,-0.704) (-13.329,-8.346) 24.8476  29.8924  
7    -34.02435  -2.58197 -55.15547  15.86863 -29.91376 -10.92520     (-36.606,-26.000) (-2.582,-0.758) (-13.287,-8.343) 24.8481  29.9098  
8    -34.02694  -2.58197 -55.11356  15.82672 -29.88399 -10.92262     (-36.609,-26.042) (-2.582,-0.813) (-13.245,-8.341) 24.8487  29.9272  
9    -34.02952  -2.58197 -55.07165  15.78481 -29.85422 -10.92003     (-36.611,-26.084) (-2.582,-0.867) (-13.203,-8.338) 24.8494  29.9446  
10    -34.03211  -2.58197 -55.02974  15.74290 -29.82445 -10.91745     (-36.614,-26.126) (-2.582,-0.921) (-13.161,-8.335) 24.85  29.962  
11    -34.03469  -2.58197 -54.98783  15.70099 -29.79468 -10.91486     (-36.617,-26.168) (-2.582,-0.975) (-13.119,-8.333) 24.8507  29.9795  
12    -34.03728  -2.58197 -54.94592  15.65908 -29.76491 -10.91228     (-36.619,-26.210) (-2.582,-1.029) (-13.077,-8.330) 24.8514  29.9969  
13    -34.03986  -2.58197 -54.90401  15.61717 -29.73513 -10.90969     (-36.622,-26.252) (-2.582,-1.083) (-13.035,-8.328) 24.8522  30.0144  
14    -34.04245  -2.58197 -54.86210  15.57525 -29.70536 -10.90711     (-36.624,-26.294) (-2.582,-1.137) (-12.993,-8.325) 24.8529  30.0319  
15    -34.04503  -2.58197 -54.82019  15.53334 -29.67559 -10.90453     (-36.627,-26.335) (-2.582,-1.191) (-12.951,-8.323) 24.8538  30.0494  
16    -34.04761  -2.58197 -54.77828  15.49143 -29.64582 -10.90194     (-36.630,-26.377) (-2.582,-1.245) (-12.909,-8.320) 24.8546  30.0669  
17    -34.05020  -2.58197 -54.73637  15.44952 -29.61605 -10.89936     (-36.632,-26.419) (-2.582,-1.299) (-12.868,-8.317) 24.8555  30.0845  
18    -34.05278  -2.58197 -54.69445  15.40761 -29.58627 -10.89677     (-36.635,-26.461) (-2.582,-1.353) (-12.826,-8.315) 24.8564  30.102  
19    -34.05537  -2.58197 -54.65254  15.36570 -29.55650 -10.89419     (-36.637,-26.503) (-2.582,-1.407) (-12.784,-8.312) 24.8573  30.1196  
20    -34.05795  -2.58197 -54.61063  15.32379 -29.52673 -10.89160     (-36.640,-26.545) (-2.582,-1.461) (-12.742,-8.310) 24.8582  30.1372  
21    -34.06054  -2.58197 -54.56872  15.28188 -29.49696 -10.88902     (-36.643,-26.587) (-2.582,-1.515) (-12.700,-8.307) 24.8592  30.1547  
22    -34.06312  -2.58197 -54.52681  15.23997 -29.46719 -10.88643     (-36.645,-26.629) (-2.582,-1.569) (-12.658,-8.304) 24.8602  30.1724  
23    -34.06571  -2.58197 -54.48490  15.19806 -29.43742 -10.88385     (-36.648,-26.671) (-2.582,-1.623) (-12.616,-8.302) 24.8613  30.19  
24    -34.06829  -2.58197 -54.44299  15.15615 -29.40764 -10.88126     (-36.650,-26.713) (-2.582,-1.677) (-12.574,-8.299) 24.8624  30.2076  
25    -34.07088  -2.58197 -54.40108  15.11424 -29.37787 -10.87868     (-36.653,-26.755) (-2.582,-1.731) (-12.532,-8.297) 24.8635  30.2253  
26    -34.07346  -2.58197 -54.35917  15.07233 -29.34810 -10.87610     (-36.655,-26.796) (-2.582,-1.785) (-12.490,-8.294) 24.8646  30.2429  
27    -34.07604  -2.58197 -54.31726  15.03041 -29.31833 -10.87351     (-36.658,-26.838) (-2.582,-1.839) (-12.448,-8.292) 24.8658  30.2606  
28    -34.07863  -2.58197 -54.27535  14.98850 -29.28856 -10.87093     (-36.661,-26.880) (-2.582,-1.894) (-12.407,-8.289) 24.867  30.2783  
29    -34.08121  -2.58197 -54.23344  14.94659 -29.25878 -10.86834     (-36.663,-26.922) (-2.582,-1.948) (-12.365,-8.286) 24.8682  30.296  
30    -34.08380  -2.58197 -54.19153  14.90468 -29.22901 -10.86576     (-36.666,-26.964) (-2.582,-2.002) (-12.323,-8.284) 24.8695  30.3137  
31    -34.08638  -2.58197 -54.14962  14.86277 -29.19924 -10.86317     (-36.668,-27.006) (-2.582,-2.056) (-12.281,-8.281) 24.8708  30.3315  
32    -34.08897  -2.58197 -54.10770  14.82086 -29.16947 -10.86059     (-36.671,-27.048) (-2.582,-2.110) (-12.239,-8.279) 24.8721  30.3492  
33    -34.09155  -2.58197 -54.06579  14.77895 -29.13970 -10.85800     (-36.674,-27.090) (-2.582,-2.164) (-12.197,-8.276) 24.8734  30.367  
34    -34.09414  -2.58197 -54.02388  14.73704 -29.10993 -10.85542     (-36.676,-27.132) (-2.582,-2.218) (-12.155,-8.273) 24.8748  30.3848  
35    -34.09672  -2.58197 -53.98197  14.69513 -29.08015 -10.85283     (-36.679,-27.174) (-2.582,-2.272) (-12.113,-8.271) 24.8762  30.4026  
36    -34.09931  -2.58197 -53.94006  14.65322 -29.05038 -10.85025     (-36.681,-27.216) (-2.582,-2.326) (-12.071,-8.268) 24.8776  30.4204  
37    -34.10189  -2.58197 -53.89815  14.61131 -29.02061 -10.84767     (-36.684,-27.258) (-2.582,-2.380) (-12.029,-8.266) 24.8791  30.4382  
38    -34.10447  -2.58197 -53.85624  14.56940 -28.99084 -10.84508     (-36.686,-27.299) (-2.582,-2.434) (-11.987,-8.263) 24.8806  30.456  
39    -34.10706  -2.58197 -53.81433  14.52749 -28.96107 -10.84250     (-36.689,-27.341) (-2.582,-2.488) (-11.946,-8.261) 24.8821  30.4739  
40    -34.10964  -2.58197 -53.77242  14.48558 -28.93129 -10.83991     (-36.692,-27.383) (-2.582,-2.542) (-11.904,-8.258) 24.8837  30.4917  
41    -34.11223  -2.58197 -53.73051  14.44366 -28.90152 -10.83733     (-36.694,-27.425) (-2.582,-2.596) (-11.862,-8.255) 24.8853  30.5096  
42    -34.11481  -2.58197 -53.68860  14.40175 -28.87175 -10.83474     (-36.697,-27.467) (-2.582,-2.650) (-11.820,-8.253) 24.8869  30.5275  
43    -34.11740  -2.58197 -53.64669  14.35984 -28.84198 -10.83216     (-36.699,-27.509) (-2.582,-2.704) (-11.778,-8.250) 24.8885  30.5454  
