Fol_2018-05-06.16_53_22.2_10.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0     10.58447 -54.36275   4.98954 -13.53267 -58.03678  -8.57290     (-1.760,-2.768) (-3.782,-5.773) (-1.252,-0.750) 0  0  0  1.11114  
1     10.45977 -53.85183   4.92650 -13.42394 -57.50887  -8.49388     (-4.128,-3.307) (-2.323,-11.054) (-1.074,-0.081) 5.39458  5.85809  11.3425  5.9783  
2     10.33507 -53.34092   4.86345 -13.31521 -56.98095  -8.41487     (-1.795,-1.741) (-4.396,-15.245) (-3.238,-0.341) 9.67804  9.11137  20.3714  7.87116  
3     10.21038 -52.83000   4.80040 -13.20649 -56.45303  -8.33585     (-1.186,-0.095) (-4.584,-19.355) (-5.483,-0.762) 13.9163  12.4679  29.3384  7.8045  
4     10.08568 -52.31909   4.73735 -13.09776 -55.92511  -8.25684     (-5.807,-1.183) (-1.760,-21.544) (-3.589,-0.369) 16.0142  14.8721  34.3804  7.87914  
5      9.96098 -51.80817   4.67431 -12.98903 -55.39720  -8.17782     (-5.180,-1.604) (-1.572,-22.782) (-3.355,-1.595) 17.1005  17.6461  37.5714  8.26886  
6      9.83629 -51.29726   4.61126 -12.88030 -54.86928  -8.09881     (-4.553,-2.025) (-1.384,-24.020) (-3.122,-2.820) 18.3245  20.675  40.6678  8.20045  
7      9.71159 -50.78634   4.54821 -12.77157 -54.34136  -8.01979     (-3.927,-2.446) (-1.197,-25.258) (-2.888,-4.045) 19.6331  23.6811  43.8124  8.13507  
8      9.58689 -50.27542   4.48516 -12.66284 -53.81344  -7.94078     (-3.300,-2.868) (-1.009,-26.496) (-2.655,-5.271) 20.9699  24.3944  46.9825  8.07257  
9      9.46220 -49.76451   4.42211 -12.55411 -53.28553  -7.86176     (-2.673,-3.289) (-0.821,-27.734) (-2.422,-6.496) 22.2982  24.7693  50.2011  8.01278  
10      9.33750 -49.25359   4.35907 -12.44538 -52.75761  -7.78275     (-2.188,-7.722) (-2.046,-3.710) (-0.633,-28.972) 23.7249  25.2706  53.3886  7.95557  
11      9.21281 -48.74268   4.29602 -12.33665 -52.22969  -7.70373     (-1.955,-8.947) (-1.419,-4.131) (-0.446,-30.210) 25.1295  25.7872  56.6681  7.90081  
12      9.08811 -48.23176   4.23297 -12.22792 -51.70177  -7.62472     (-1.721,-10.172) (-0.792,-4.552) (-0.258,-31.448) 26.5989  26.3121  59.9057  7.84836  
13      8.96341 -47.72085   4.16992 -12.11919 -51.17386  -7.54570     (-1.488,-11.398) (-0.165,-4.973) (-0.070,-32.686) 28.1229  26.8732  63.1822  7.7981  
14      8.83872 -47.20993   4.10688 -12.01047 -50.64594  -7.46669     (-33.001,-0.118) (-0.461,-5.160) (-11.465,-1.254) 28.455  27.3003  64.2699  7.81057  
15      8.71402 -46.69902   4.04383 -11.90174 -50.11802  -7.38767     (-32.985,-0.305) (-1.088,-5.205) (-11.061,-1.021) 28.3523  27.6423  64.4981  7.86137  
16      8.58932 -46.18810   3.98078 -11.79301 -49.59010  -7.30866     (-32.969,-0.493) (-1.715,-5.251) (-10.658,-0.788) 28.2718  28.0328  64.7469  7.91439  
17      8.46463 -45.67718   3.91773 -11.68428 -49.06218  -7.22964     (-32.953,-0.681) (-2.342,-5.297) (-10.254,-0.554) 28.214  28.3375  64.8485  7.93217  
18      8.33993 -45.16627   3.85468 -11.57555 -48.53427  -7.15063     (-32.938,-0.869) (-2.969,-5.342) (-9.850,-0.321) 28.1792  28.7099  64.9666  7.86566  
19      8.21523 -44.65535   3.79164 -11.46682 -48.00635  -7.07161     (-32.922,-1.056) (-3.596,-5.388) (-9.446,-0.087) 28.1535  29.1474  65.1058  7.80261  
