Fol_2018-05-05.09_46_54.1_10.txt     Output is probe cell, reduced cell, NCDist distance between
0    -29.18943  94.54482 -59.52788 -254.05744 -153.39213 -315.54003     (-29.189,-94.157) (-155.640,-182.582) (-30.338,-65.355) 0
1    -29.18943  92.01770 -59.23304 -252.44228 -153.68698 -313.01291     (-29.189,-97.596) (-158.167,-182.876) (-30.044,-62.828) 4.97733
2    -29.18943  89.49058 -58.93819 -250.82713 -153.98182 -310.48579     (-29.189,-101.035) (-160.694,-183.171) (-29.749,-60.301) 9.95466
3    -29.18943  86.96346 -58.64335 -249.21198 -154.27666 -307.95867     (-29.189,-104.474) (-163.221,-183.466) (-29.454,-57.774) 14.932
4    -29.18943  84.43635 -58.34851 -247.59682 -154.57150 -305.43155     (-29.189,-107.914) (-165.748,-183.761) (-29.159,-55.247) 19.9093
5    -29.18943  81.90923 -58.05367 -245.98167 -154.86635 -302.90444     (-29.189,-111.353) (-168.275,-184.056) (-28.864,-52.720) 24.8866
6    -29.18943  79.38211 -57.75882 -244.36651 -155.16119 -300.37732     (-29.189,-114.792) (-170.803,-184.351) (-28.569,-50.193) 29.864
7    -29.18943  76.85499 -57.46398 -242.75136 -155.45603 -297.85020     (-29.189,-118.231) (-173.330,-184.645) (-28.275,-47.666) 34.8413
8    -29.18943  74.32788 -57.16914 -241.13621 -155.75087 -295.32308     (-29.189,-121.670) (-175.857,-184.940) (-27.980,-45.138) 39.8186
9    -29.18943  71.80076 -56.87429 -239.52105 -156.04572 -292.79597     (-29.189,-125.109) (-178.384,-185.235) (-27.685,-42.611) 44.796
10    -29.18943  69.27364 -56.57945 -237.90590 -156.34056 -290.26885     (-29.189,-128.548) (-180.911,-185.530) (-27.390,-40.084) 49.7733
11    -29.18943  66.74652 -56.28461 -236.29075 -156.63540 -287.74173     (-29.189,-131.987) (-183.438,-185.825) (-27.095,-37.557) 54.7506
12    -29.18943  64.21941 -55.98977 -234.67559 -156.93024 -285.21461     (-29.189,-135.426) (-185.965,-186.120) (-26.800,-35.030) 59.7279
13    -29.18943  61.69229 -55.69492 -233.06044 -157.22509 -282.68750     (-29.189,-138.865) (-188.492,-186.415) (-26.505,-32.503) 64.7053
14    -29.18943  59.16517 -55.40008 -231.44529 -157.51993 -280.16038     (-29.189,-142.304) (-191.019,-186.709) (-26.211,-29.976) 69.6826
15    -29.18943  56.63805 -55.10524 -229.83013 -157.81477 -277.63326     (-29.189,-145.743) (-193.547,-187.004) (-25.916,-27.449) 72.9995
16    -29.18943  54.11094 -54.81040 -228.21498 -158.10962 -275.10614     (-29.189,-149.183) (-196.074,-187.299) (-25.621,-24.922) 76.2909
17    -29.18943  51.58382 -54.51555 -226.59982 -158.40446 -272.57903     (-29.189,-152.622) (-198.601,-187.594) (-25.326,-22.394) 79.7572
18    -29.18943  49.05670 -54.22071 -224.98467 -158.69930 -270.05191     (-29.189,-156.061) (-201.128,-187.889) (-25.031,-19.867) 83.3767
19    -29.18943  46.52958 -53.92587 -223.36952 -158.99414 -267.52479     (-29.189,-159.500) (-203.655,-188.184) (-24.736,-17.340) 87.1303
20    -29.18943  44.00247 -53.63102 -221.75436 -159.28899 -264.99767     (-29.189,-162.939) (-206.182,-188.478) (-24.442,-14.813) 91.0014
21    -29.18943  41.47535 -53.33618 -220.13921 -159.58383 -262.47056     (-29.189,-166.378) (-208.709,-188.773) (-24.147,-12.286) 94.9756
22    -29.18943  38.94823 -53.04134 -218.52406 -159.87867 -259.94344     (-29.189,-169.817) (-211.236,-189.068) (-23.852,-9.759) 99.0405
23    -29.18943  36.42111 -52.74650 -216.90890 -160.17351 -257.41632     (-29.189,-173.256) (-213.764,-189.363) (-23.557,-7.232) 103.185
24    -29.18943  33.89400 -52.45165 -215.29375 -160.46836 -254.88920     (-29.189,-176.695) (-216.291,-189.658) (-23.262,-4.705) 107.401
25    -29.18943  31.36688 -52.15681 -213.67860 -160.76320 -252.36209     (-29.189,-180.134) (-218.818,-189.953) (-22.967,-2.177) 111.679
26    -29.18943  28.83976 -51.86197 -212.06344 -161.05804 -249.83497     (-220.995,-183.224) (-28.840,-189.898) (-23.022,-0.350) 115.211
27    -29.18943  26.31264 -51.56713 -210.44829 -161.35289 -247.30785     (-220.995,-184.136) (-26.313,-187.666) (-25.254,-2.877) 113.877
28    -29.18943  23.78553 -51.27228 -208.83314 -161.64773 -244.78073     (-220.995,-185.048) (-23.786,-185.433) (-27.487,-5.404) 112.735
29    -29.18943  21.25841 -50.97744 -207.21798 -161.94257 -242.25362     (-220.995,-185.960) (-21.258,-183.201) (-29.719,-7.931) 110.266
30    -29.18943  18.73129 -50.68260 -205.60283 -162.23741 -239.72650     (-220.995,-186.872) (-18.731,-180.969) (-31.951,-10.458) 107.739
31    -29.18943  16.20417 -50.38775 -203.98767 -162.53226 -237.19938     (-220.995,-187.784) (-16.204,-178.736) (-34.184,-12.985) 105.375
32    -29.18943  13.67705 -50.09291 -202.37252 -162.82710 -234.67226     (-220.995,-188.695) (-13.677,-176.504) (-36.416,-15.512) 103.185
33    -29.18943  11.14994 -49.79807 -200.75737 -163.12194 -232.14515     (-220.995,-189.607) (-11.150,-174.272) (-38.648,-18.039) 101.182
34    -29.18943   8.62282 -49.50323 -199.14221 -163.41678 -229.61803     (-220.995,-190.519) (-8.623,-172.040) (-40.880,-20.567) 99.3748
35    -29.18943   6.09570 -49.20838 -197.52706 -163.71163 -227.09091     (-220.995,-191.431) (-6.096,-169.807) (-43.113,-23.094) 97.7759
36    -29.18943   3.56858 -48.91354 -195.91191 -164.00647 -224.56379     (-220.995,-192.343) (-3.569,-167.575) (-45.345,-25.621) 96.3952
