Fol_2018-05-05.11_55_42.9_8.txt     Output is probe cell, reduced cell, NCDist distance between
0     17.22594 -14.29378 -49.48262 -56.67639 -37.11543  -7.29352     (-0.107,-0.191) (-0.112,-0.936) (-36.951,-4.142) 0
1     17.05086 -14.15053 -49.35604 -56.10583 -36.74997  -7.26168     (-0.117,-0.925) (-0.277,-1.110) (-58.228,-3.967) 21.2917
2     16.87578 -14.00729 -49.22945 -55.53527 -36.38452  -7.22985     (-65.735,-3.792) (-0.216,-1.224) (-0.354,-1.720) 28.8166
3     16.70070 -13.86404 -49.10287 -54.96471 -36.01907  -7.19801     (-0.035,-3.375) (-0.745,-69.845) (-0.478,-3.581) 32.997
4     16.52562 -13.72079 -48.97628 -54.39415 -35.65362  -7.16618     (-0.283,-2.511) (-0.637,-2.250) (-70.871,-3.442) 34.0309
5     16.35054 -13.57755 -48.84970 -53.82359 -35.28817  -7.13434     (-0.601,-1.682) (-0.494,-3.987) (-71.862,-3.266) 35.0447
6     16.17546 -13.43430 -48.72312 -53.25303 -34.92271  -7.10251     (-0.920,-0.854) (-0.350,-5.724) (-72.852,-3.091) 36.0262
7     16.00038 -13.29106 -48.59653 -52.68247 -34.55726  -7.07067     (-1.238,-0.026) (-0.207,-7.461) (-73.843,-2.916) 37.1122
8     15.82530 -13.14781 -48.46995 -52.11192 -34.19181  -7.03884     (-1.620,-73.292) (-0.064,-7.657) (-0.739,-2.677) 36.5904
9     15.65022 -13.00457 -48.34336 -51.54136 -33.82636  -7.00700     (-2.566,-72.403) (-0.079,-7.673) (-1.631,-1.716) 35.7402
10     15.47514 -12.86132 -48.21678 -50.97080 -33.46091  -6.97517     (-2.391,-71.451) (-0.223,-7.753) (-2.460,-1.748) 34.8488
11     15.30006 -12.71808 -48.09019 -50.40024 -33.09545  -6.94334     (-2.216,-70.498) (-0.366,-7.833) (-3.288,-1.779) 33.9826
12     15.12498 -12.57483 -47.96361 -49.82968 -32.73000  -6.91150     (-2.041,-69.546) (-0.509,-7.914) (-4.116,-1.811) 33.1436
13     14.94990 -12.43159 -47.83702 -49.25912 -32.36455  -6.87967     (-1.866,-68.593) (-0.652,-7.994) (-4.945,-1.843) 32.334
14     14.77482 -12.28834 -47.71044 -48.68856 -31.99910  -6.84783     (-1.691,-67.641) (-0.796,-8.074) (-5.773,-1.875) 31.5528
15     14.59974 -12.14509 -47.58386 -48.11800 -31.63365  -6.81600     (-1.516,-66.688) (-0.939,-8.154) (-6.601,-1.907) 30.8038
16     14.42466 -12.00185 -47.45727 -47.54744 -31.26819  -6.78416     (-1.341,-65.736) (-1.082,-8.234) (-7.430,-1.939) 30.0903
17     14.24958 -11.85860 -47.33069 -46.97688 -30.90274  -6.75233     (-1.166,-64.783) (-1.225,-8.315) (-8.258,-1.970) 29.4155
18     14.07450 -11.71536 -47.20410 -46.40632 -30.53729  -6.72049     (-0.990,-63.830) (-1.369,-8.395) (-9.087,-2.002) 28.68
19     13.89942 -11.57211 -47.07752 -45.83576 -30.17184  -6.68866     (-0.815,-62.878) (-1.512,-8.475) (-9.915,-2.034) 27.9757
20     13.72434 -11.42887 -46.95093 -45.26520 -29.80639  -6.65683     (-0.640,-61.925) (-1.655,-8.555) (-10.743,-2.066) 27.3138
21     13.54926 -11.28562 -46.82435 -44.69464 -29.44094  -6.62499     (-0.465,-60.973) (-1.798,-8.636) (-11.572,-2.098) 26.6974
22     13.37418 -11.14238 -46.69776 -44.12408 -29.07548  -6.59316     (-0.290,-60.020) (-1.942,-8.716) (-12.400,-2.130) 26.1297
23     13.19910 -10.99913 -46.57118 -43.55352 -28.71003  -6.56132     (-0.115,-59.068) (-2.085,-8.796) (-13.229,-2.161) 25.614
24     13.02402 -10.85589 -46.44460 -42.98296 -28.34458  -6.52949     (-0.060,-58.175) (-2.168,-13.997) (-8.816,-2.133) 25.1498
25     12.84894 -10.71264 -46.31801 -42.41240 -27.97913  -6.49765     (-0.235,-57.398) (-2.136,-14.650) (-8.721,-1.990) 24.7211
26     12.67387 -10.56940 -46.19143 -41.84184 -27.61368  -6.46582     (-0.410,-56.620) (-2.104,-15.304) (-8.626,-1.847) 24.3298
27     12.49879 -10.42615 -46.06484 -41.27128 -27.24822  -6.43398     (-0.585,-55.843) (-2.073,-15.957) (-8.532,-1.703) 23.9776
28     12.32371 -10.28290 -45.93826 -40.70072 -26.88277  -6.40215     (-0.760,-55.065) (-2.041,-16.610) (-8.437,-1.560) 23.6665
29     12.14863 -10.13966 -45.81167 -40.13016 -26.51732  -6.37031     (-0.935,-54.288) (-2.009,-17.264) (-8.342,-1.417) 23.3979
30     11.97355  -9.99641 -45.68509 -39.55960 -26.15187  -6.33848     (-1.110,-53.510) (-1.977,-17.917) (-8.247,-1.274) 23.1734
31     11.79847  -9.85317 -45.55850 -38.98905 -25.78642  -6.30665     (-1.286,-52.733) (-1.945,-18.570) (-8.152,-1.130) 22.9943
32     11.62339  -9.70992 -45.43192 -38.41849 -25.42096  -6.27481     (-1.461,-51.955) (-1.913,-19.223) (-8.057,-0.987) 22.8616
33     11.44831  -9.56668 -45.30534 -37.84793 -25.05551  -6.24298     (-1.636,-51.178) (-1.882,-19.877) (-7.962,-0.844) 22.7761
34     11.27323  -9.42343 -45.17875 -37.27737 -24.69006  -6.21114     (-1.811,-50.400) (-1.850,-20.530) (-7.867,-0.701) 22.7384
35     11.09815  -9.28019 -45.05217 -36.70681 -24.32461  -6.17931     (-1.986,-49.623) (-1.818,-21.183) (-7.773,-0.557) 22.7427
36     10.92307  -9.13694 -44.92558 -36.13625 -23.95916  -6.14747     (-2.161,-48.845) (-1.786,-21.837) (-7.678,-0.414) 22.7935
37     10.74799  -8.99370 -44.79900 -35.56569 -23.59370  -6.11564     (-2.336,-48.068) (-1.754,-22.490) (-7.583,-0.271) 22.892
38     10.57291  -8.85045 -44.67241 -34.99513 -23.22825  -6.08380     (-2.511,-47.290) (-1.722,-23.143) (-7.488,-0.128) 23.0375
39     10.39783  -8.70721 -44.54583 -34.42457 -22.86280  -6.05197     (-1.675,-46.498) (-2.671,-23.781) (-7.409,-0.015) 23.2122
40     10.22275  -8.56396 -44.41924 -33.85401 -22.49735  -6.02013     (-1.500,-45.577) (-2.703,-24.291) (-7.457,-0.159) 23.2952
41     10.04767  -8.42071 -44.29266 -33.28345 -22.13190  -5.98830     (-1.325,-44.656) (-2.734,-24.801) (-7.505,-0.302) 23.4275
42      9.87259  -8.27747 -44.16608 -32.71289 -21.76645  -5.95647     (-1.150,-43.735) (-2.766,-25.311) (-7.554,-0.445) 23.6084
43      9.69751  -8.13422 -44.03949 -32.14233 -21.40099  -5.92463     (-0.975,-42.815) (-2.798,-25.821) (-7.602,-0.588) 23.8367
44      9.52243  -7.99098 -43.91291 -31.57177 -21.03554  -5.89280     (-0.800,-41.894) (-2.830,-26.331) (-7.650,-0.732) 24.1111
45      9.34735  -7.84773 -43.78632 -31.00121 -20.67009  -5.86096     (-0.625,-40.973) (-2.862,-26.842) (-7.699,-0.875) 24.43
46      9.17227  -7.70449 -43.65974 -30.43065 -20.30464  -5.82913     (-0.450,-40.052) (-2.894,-27.352) (-7.747,-1.018) 24.7918
47      8.99719  -7.56124 -43.53315 -29.86009 -19.93919  -5.79729     (-0.274,-39.132) (-2.925,-27.862) (-7.796,-1.161) 25.1945
48      8.82211  -7.41800 -43.40657 -29.28953 -19.57373  -5.76546     (-0.099,-38.211) (-2.957,-28.372) (-7.844,-1.305) 25.6363
49      8.64703  -7.27475 -43.27998 -28.71897 -19.20828  -5.73362     (-0.076,-37.366) (-2.913,-7.817) (-28.806,-1.372) 26.0114
