Fol_2018-05-05.12_26_41.2_14.txt     Output is probe cell, reduced cell, NCDist distance between
0    2238.67208 -3221.63277 -2996.09287 1840.20762 -3782.70485 -3186.23033     (-2238.672,-398.464) (-982.961,-757.421) (-1544.033,-947.558) 0
1    2193.44638 -3199.01992 -2981.42560 1817.59477 -3752.14642 -3163.61748     (-2193.446,-375.852) (-1005.574,-787.979) (-1558.700,-970.171) 68.7629
2    2148.22069 -3176.40707 -2966.75832 1794.98192 -3721.58800 -3141.00463     (-2148.221,-353.239) (-1028.186,-818.538) (-1573.367,-992.784) 137.526
3    2102.99499 -3153.79422 -2952.09105 1772.36907 -3691.02957 -3118.39178     (-2102.995,-330.626) (-1050.799,-849.096) (-1588.035,-1015.397) 206.289
4    2057.76929 -3131.18137 -2937.42378 1749.75622 -3660.47115 -3095.77893     (-2057.769,-308.013) (-1073.412,-879.654) (-1602.702,-1038.010) 275.051
5    2012.54359 -3108.56853 -2922.75650 1727.14337 -3629.91272 -3073.16608     (-2012.544,-285.400) (-1096.025,-910.213) (-1617.369,-1060.622) 343.814
6    1967.31789 -3085.95568 -2908.08923 1704.53052 -3599.35430 -3050.55323     (-1967.318,-262.787) (-1118.638,-940.771) (-1632.036,-1083.235) 412.577
7    1922.09219 -3063.34283 -2893.42195 1681.91767 -3568.79587 -3027.94038     (-1922.092,-240.175) (-1141.251,-971.330) (-1646.704,-1105.848) 481.34
8    1876.86649 -3040.72998 -2878.75468 1659.30483 -3538.23745 -3005.32753     (-1876.866,-217.562) (-1163.863,-1001.888) (-1661.371,-1128.461) 550.103
9    1831.64080 -3018.11713 -2864.08741 1636.69198 -3507.67902 -2982.71468     (-1831.641,-194.949) (-1186.476,-1032.447) (-1676.038,-1151.074) 618.866
10    1786.41510 -2995.50428 -2849.42013 1614.07913 -3477.12060 -2960.10183     (-1786.415,-172.336) (-1209.089,-1063.005) (-1690.706,-1173.687) 687.629
11    1741.18940 -2972.89143 -2834.75286 1591.46628 -3446.56217 -2937.48898     (-1741.189,-149.723) (-1231.702,-1093.563) (-1705.373,-1196.300) 756.392
12    1695.96370 -2950.27858 -2820.08559 1568.85343 -3416.00375 -2914.87613     (-1695.964,-127.110) (-1254.315,-1124.122) (-1720.040,-1218.912) 825.154
13    1650.73800 -2927.66573 -2805.41831 1546.24058 -3385.44532 -2892.26329     (-1650.738,-104.497) (-1276.928,-1154.680) (-1734.707,-1241.525) 893.917
14    1605.51230 -2905.05288 -2790.75104 1523.62773 -3354.88690 -2869.65044     (-1605.512,-81.885) (-1299.541,-1185.239) (-1749.375,-1264.138) 925.959
15    1560.28660 -2882.44003 -2776.08376 1501.01488 -3324.32848 -2847.03759     (-1560.287,-59.272) (-1322.153,-1215.797) (-1764.042,-1286.751) 935.56
16    1515.06091 -2859.82718 -2761.41649 1478.40203 -3293.77005 -2824.42474     (-1515.061,-36.659) (-1344.766,-1246.356) (-1778.709,-1309.364) 950.053
17    1469.83521 -2837.21433 -2746.74922 1455.78918 -3263.21163 -2801.81189     (-1469.835,-14.046) (-1367.379,-1276.914) (-1793.376,-1331.977) 969.22
18    1424.60951 -2814.60148 -2732.08194 1433.17633 -3232.65320 -2779.19904     (-8.567,-1433.176) (-1298.906,-1799.477) (-1381.425,-1346.023) 990.762
19    1379.38381 -2791.98863 -2717.41467 1410.56348 -3202.09478 -2756.58619     (-31.180,-1410.563) (-1306.851,-1791.531) (-1381.425,-1346.023) 993.461
20    1334.15811 -2769.37579 -2702.74740 1387.95063 -3171.53635 -2733.97334     (-53.793,-1387.951) (-1314.797,-1783.586) (-1381.425,-1346.023) 992.876
21    1288.93241 -2746.76294 -2688.08012 1365.33778 -3140.97793 -2711.36049     (-76.405,-1365.338) (-1322.742,-1775.640) (-1381.425,-1346.023) 984.447
22    1243.70671 -2724.15009 -2673.41285 1342.72493 -3110.41950 -2688.74764     (-99.018,-1342.725) (-1330.688,-1767.695) (-1381.425,-1346.023) 977.123
