PointDistanceFollower   Mar 20 2020   mode =  LINE3 
Fol_.8_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist  1496   CS6Dist 18   LMDist  57262
PointDistanceFollower  Mar 20 2020  mode = LINE3
Fol_.8_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -33.06607 -52.75358 -54.20953   9.05285  -7.51087 -14.96898     (-42.159,-7.511) (-46.699,-1.542) (-40.577,-4.374)      0  0  0  
1    -33.22598 -52.70264 -53.93077   9.29214  -7.81521 -15.08637     (-41.934,-7.815) (-46.116,-1.477) (-41.041,-4.317)      0.840441  0.840441  0.840441  
2    -33.38590 -52.65169 -53.65201   9.53143  -8.11956 -15.20376     (-41.708,-8.120) (-45.532,-1.412) (-41.505,-4.260)      1.68088  1.68088  1.68088  
3    -33.54581 -52.60074 -53.37325   9.77072  -8.42390 -15.32114     (-41.483,-8.424) (-44.949,-1.347) (-41.970,-4.204)      2.52132  2.52132  2.52132  
4    -33.70573 -52.54979 -53.09449  10.01001  -8.72824 -15.43853     (-41.258,-8.728) (-44.366,-1.282) (-42.434,-4.147)      3.36176  3.36176  3.36176  
5    -33.86564 -52.49885 -52.81572  10.24930  -9.03258 -15.55592     (-41.033,-9.033) (-43.783,-1.217) (-42.898,-4.090)      4.20221  4.20221  4.20221  
6    -34.02556 -52.44790 -52.53696  10.48860  -9.33692 -15.67331     (-40.808,-9.337) (-43.200,-1.152) (-43.362,-4.033)      4.94461  5.04265  5.04265  
7    -34.18548 -52.39695 -52.25820  10.72789  -9.64126 -15.79070     (-40.582,-9.641) (-42.617,-1.087) (-43.827,-3.976)      5.57218  5.88309  5.88309  
8    -34.34539 -52.34601 -51.97944  10.96718  -9.94561 -15.90808     (-40.357,-9.946) (-42.034,-1.022) (-44.291,-3.919)      5.8296  5.8296  5.8296  
9    -34.50531 -52.29506 -51.70067  11.20647 -10.24995 -16.02547     (-40.132,-10.250) (-41.451,-0.957) (-44.755,-3.862)      5.76327  5.76327  5.76327  
10    -34.66522 -52.24411 -51.42191  11.44576 -10.55429 -16.14286     (-39.907,-10.554) (-40.868,-0.891) (-45.220,-3.806)      5.81884  5.81884  5.81884  
11    -34.82514 -52.19317 -51.14315  11.68505 -10.85863 -16.26025     (-39.682,-10.859) (-40.285,-0.826) (-45.684,-3.749)      5.99293  5.99293  5.99293  
12    -34.98505 -52.14222 -50.86439  11.92434 -11.16297 -16.37764     (-39.457,-11.163) (-39.701,-0.761) (-46.148,-3.692)      6.27568  6.27568  6.27568  
13    -35.14497 -52.09127 -50.58563  12.16363 -11.46731 -16.49502     (-39.231,-11.467) (-39.118,-0.696) (-46.612,-3.635)      6.65326  6.65326  6.65326  
14    -35.30488 -52.04033 -50.30686  12.40292 -11.77166 -16.61241     (-39.006,-11.772) (-38.535,-0.631) (-47.077,-3.578)      7.11057  7.11057  7.11057  
15    -35.46480 -51.98938 -50.02810  12.64221 -12.07600 -16.72980     (-38.781,-12.076) (-37.952,-0.566) (-47.541,-3.521)      7.6333  7.6333  7.6333  
