PointDistanceFollower   May  5 2020   mode =  Single Point 
Fol_2020-05-12.13_41_36.3_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist  47   CS6Dist 7   LMDist  25143
PointDistanceFollower  May  5 2020  mode = Single Point
Fol_2020-05-12.13_41_36.3_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0     10.17914 -23.89233 -20.28886 -3459.39419 -8593.38620 -9486.35848     (-10.179,-3469.573) (-13.713,-10.110) (-8583.207,-9476.179)      0  0  0  
1      9.97350 -23.78951 -106.78298 -3459.49701 -8506.68644 -9486.25566     (-9.974,-3469.471) (-13.816,-96.809) (-8496.713,-9476.282)      122.467  120.259  122.467  
2      9.76787 -23.68669 -193.27710 -3459.59983 -8419.98668 -9486.15284     (-9.768,-3469.368) (-13.919,-183.509) (-8410.219,-9476.385)      244.934  240.651  244.934  
3      9.56223 -23.58387 -279.77123 -3459.70265 -8333.28692 -9486.05002     (-9.562,-3469.265) (-14.022,-270.209) (-8323.725,-9476.488)      367.401  362.389  367.401  
4      9.35659 -23.48105 -366.26535 -3459.80547 -8246.58715 -9485.94720     (-9.357,-3469.162) (-14.124,-356.909) (-8237.231,-9476.591)      489.868  484.43  489.868  
5      9.15095 -23.37823 -452.75947 -3459.90829 -8159.88739 -9485.84438     (-9.151,-3469.059) (-14.227,-443.609) (-8150.736,-9476.693)      612.335  606.586  612.335  
6      8.94531 -23.27541 -539.25360 -3460.01111 -8073.18763 -9485.74156     (-8.945,-3468.956) (-14.330,-530.308) (-8064.242,-9476.796)      734.802  728.799  734.802  
7      8.73967 -23.17259 -625.74772 -3460.11393 -7986.48787 -9485.63874     (-8.740,-3468.854) (-14.433,-617.008) (-7977.748,-9476.899)      857.269  851.043  857.269  
8      8.53403 -23.06977 -712.24184 -3460.21675 -7899.78810 -9485.53592     (-8.534,-3468.751) (-14.536,-703.708) (-7891.254,-9477.002)      979.736  973.307  979.736  
9      8.32839 -22.96695 -798.73597 -3460.31956 -7813.08834 -9485.43310     (-8.328,-3468.648) (-14.639,-790.408) (-7804.760,-9477.105)      1102.2  1095.58  1102.2  
10      8.12275 -22.86413 -885.23009 -3460.42238 -7726.38858 -9485.33029     (-8.123,-3468.545) (-14.741,-877.107) (-7718.266,-9477.208)      1224.67  1217.87  1224.67  
11      7.91711 -22.76131 -971.72421 -3460.52520 -7639.68882 -9485.22747     (-7.917,-3468.442) (-14.844,-963.807) (-7631.772,-9477.310)      1347.14  1340.16  1347.14  
12      7.71147 -22.65850 -1058.21834 -3460.62802 -7552.98905 -9485.12465     (-7.711,-3468.339) (-14.947,-1050.507) (-7545.278,-9477.413)      1469.6  1462.46  1469.6  
13      7.50583 -22.55568 -1144.71246 -3460.73084 -7466.28929 -9485.02183     (-7.506,-3468.237) (-15.050,-1137.207) (-7458.783,-9477.516)      1592.07  1584.76  1592.07  
14      7.30019 -22.45286 -1231.20658 -3460.83366 -7379.58953 -9484.91901     (-7.300,-3468.134) (-15.153,-1223.906) (-7372.289,-9477.619)      1714.54  1707.07  1714.54  
15      7.09455 -22.35004 -1317.70071 -3460.93648 -7292.88977 -9484.81619     (-7.095,-3468.031) (-15.255,-1310.606) (-7285.795,-9477.722)      1837  1829.37  1837  
16      6.88892 -22.24722 -1404.19483 -3461.03930 -7206.19000 -9484.71337     (-6.889,-3467.928) (-15.358,-1397.306) (-7199.301,-9477.824)      1959.47  1951.68  1959.47  
17      6.68328 -22.14440 -1490.68895 -3461.14212 -7119.49024 -9484.61055     (-6.683,-3467.825) (-15.461,-1484.006) (-7112.807,-9477.927)      2081.94  2073.99  2081.94  
18      6.47764 -22.04158 -1577.18308 -3461.24494 -7032.79048 -9484.50773     (-6.478,-3467.723) (-15.564,-1570.705) (-7026.313,-9478.030)      2204.41  2196.3  2204.41  
19      6.27200 -21.93876 -1663.67720 -3461.34776 -6946.09072 -9484.40491     (-6.272,-3467.620) (-15.667,-1657.405) (-6939.819,-9478.133)      2326.87  2318.61  2326.87  
20      6.06636 -21.83594 -1750.17132 -3461.45058 -6859.39095 -9484.30209     (-6.066,-3467.517) (-15.770,-1744.105) (-6853.325,-9478.236)      2449.34  2440.93  2449.34  
21      5.86072 -21.73312 -1836.66545 -3461.55340 -6772.69119 -9484.19927     (-5.861,-3467.414) (-15.872,-1830.805) (-6766.830,-9478.339)      2571.81  2563.24  2571.81  
22      5.65508 -21.63030 -1923.15957 -3461.65622 -6685.99143 -9484.09645     (-5.655,-3467.311) (-15.975,-1917.504) (-6680.336,-9478.441)      2694.27  2685.56  2694.27  
23      5.44944 -21.52748 -2009.65369 -3461.75904 -6599.29167 -9483.99363     (-5.449,-3467.208) (-16.078,-2004.204) (-6593.842,-9478.544)      2816.74  2807.87  2816.74  
24      5.24380 -21.42466 -2096.14782 -3461.86186 -6512.59190 -9483.89081     (-5.244,-3467.106) (-16.181,-2090.904) (-6507.348,-9478.647)      2939.21  2930.19  2939.21  
