PointDistanceFollower  May 27 2018  mode = Single Point
POINT_2018-05-27.17_37_21.2_20.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
37    -12.21707  -8.61741   2.59530 -11.99408 -23.64849 -17.34230     (-9.622,-6.022) (-9.399,-21.053) (-2.595,-19.938)      9.07232  13.4625  13.8521  9.07232  
38    -12.13003  -8.61741   2.41332 -11.81210 -23.54707 -17.42935     (-9.717,-6.204) (-9.399,-21.134) (-2.413,-19.843)      9.28943  13.8708  14.1794  9.28943  
39    -12.04298  -8.61741   2.23134 -11.63012 -23.44566 -17.51639     (-9.812,-6.386) (-9.399,-21.214) (-2.231,-19.748)      9.51113  14.2792  14.5128  9.51113  
40    -11.95594  -8.61741   2.04936 -11.44814 -23.34425 -17.60344     (-9.907,-6.568) (-9.399,-21.295) (-2.049,-19.653)      9.73711  14.6878  14.8518  9.73711  
41    -11.86889  -8.61741   1.86737 -11.26616 -23.24284 -17.69048     (-10.002,-6.750) (-9.399,-21.375) (-1.867,-19.558)      9.96706  15.0964  15.196  9.96706  
42    -11.78185  -8.61741   1.68539 -11.08417 -23.14142 -17.77753     (-10.096,-6.932) (-9.399,-21.456) (-1.685,-19.463)      10.2007  15.5052  15.5451  10.2007  
43    -11.69480  -8.61741   1.50341 -10.90219 -23.04001 -17.86457     (-10.191,-7.114) (-9.399,-21.537) (-1.503,-19.368)      10.4379  15.9141  15.8988  10.4379  
44    -11.60776  -8.61741   1.32143 -10.72021 -22.93860 -17.95162     (-10.286,-7.296) (-9.399,-21.617) (-1.321,-19.273)      10.6782  16.1855  16.2567  10.6782  
45    -11.52072  -8.61741   1.13945 -10.53823 -22.83719 -18.03866     (-10.381,-7.478) (-9.399,-21.698) (-1.139,-19.178)      10.9216  15.9529  16.6187  10.9216  
46    -11.43367  -8.61741   0.95746 -10.35625 -22.73577 -18.12571     (-10.476,-7.660) (-9.399,-21.778) (-0.957,-19.083)      11.1678  15.7212  16.9843  11.1678  
47    -11.34663  -8.61741   0.77548 -10.17427 -22.63436 -18.21275     (-10.571,-7.842) (-9.399,-21.859) (-0.775,-18.988)      11.4167  15.4905  17.3535  11.4167  
48    -11.25958  -8.61741   0.59350  -9.99228 -22.53295 -18.29979     (-10.666,-8.024) (-9.399,-21.939) (-0.594,-18.893)      11.668  15.2608  17.726  11.668  
49    -11.17254  -8.61741   0.41152  -9.81030 -22.43154 -18.38684     (-10.761,-8.206) (-9.399,-22.020) (-0.412,-18.798)      11.9216  15.0319  18.1015  11.9216  
50    -11.08549  -8.61741   0.22954  -9.62832 -22.33012 -18.47388     (-10.856,-8.388) (-9.399,-22.101) (-0.230,-18.703)      12.1774  14.8039  18.48  12.1774  
51    -10.99845  -8.61741   0.04756  -9.44634 -22.22871 -18.56093     (-10.951,-8.570) (-9.399,-22.181) (-0.048,-18.608)      12.4353  14.5768  18.8611  12.4353  
52    -10.91140  -8.61741  -0.13443  -9.26436 -22.12730 -18.64797     (-10.911,-9.264) (-8.617,-22.127) (-0.134,-18.648)      12.5779  14.6218  19.1159  12.6191  
53    -10.82436  -8.61741  -0.31641  -9.08238 -22.02589 -18.73502     (-10.824,-9.082) (-8.617,-22.026) (-0.316,-18.735)      12.5466  14.7717  18.9304  12.5466  
54    -10.73731  -8.61741  -0.49839  -8.90039 -21.92447 -18.82206     (-10.737,-8.900) (-8.617,-21.924) (-0.498,-18.822)      12.2934  14.9313  18.5447  12.2934  
55    -10.65027  -8.61741  -0.68037  -8.71841 -21.82306 -18.90911     (-10.650,-8.718) (-8.617,-21.823) (-0.680,-18.909)      12.0425  15.0938  18.1622  12.0425  
56    -10.56323  -8.61741  -0.86235  -8.53643 -21.72165 -18.99615     (-10.563,-8.536) (-8.617,-21.722) (-0.862,-18.996)      11.794  15.2634  17.7828  11.794  
57    -10.47618  -8.61741  -1.04433  -8.35445 -21.62024 -19.08320     (-10.476,-8.354) (-8.617,-21.620) (-1.044,-19.083)      11.5481  15.4421  17.4069  11.5481  
58    -10.38914  -8.61741  -1.22632  -8.17247 -21.51882 -19.17024     (-10.389,-8.172) (-8.617,-21.519) (-1.226,-19.170)      11.305  15.6294  17.0347  11.305  
59    -10.30209  -8.61741  -1.40830  -7.99049 -21.41741 -19.25728     (-10.302,-7.990) (-8.617,-21.417) (-1.408,-19.257)      11.0648  15.8251  16.6664  11.0648  
60    -10.21505  -8.61741  -1.59028  -7.80850 -21.31600 -19.34433     (-10.215,-7.809) (-8.617,-21.316) (-1.590,-19.344)      10.8278  15.7368  16.3023  10.8278  
61    -10.12800  -8.61741  -1.77226  -7.62652 -21.21459 -19.43137     (-10.128,-7.627) (-8.617,-21.215) (-1.772,-19.431)      10.5941  15.3333  15.9427  10.5941  
62    -10.04096  -8.61741  -1.95424  -7.44454 -21.11317 -19.51842     (-10.041,-7.445) (-8.617,-21.113) (-1.954,-19.518)      10.3639  14.9298  15.5879  10.3639  
63     -9.95391  -8.61741  -2.13622  -7.26256 -21.01176 -19.60546     (-9.954,-7.263) (-8.617,-21.012) (-2.136,-19.605)      10.1376  14.5263  15.2381  10.1376  
64     -9.86687  -8.61741  -2.31821  -7.08058 -20.91035 -19.69251     (-9.867,-7.081) (-8.617,-20.910) (-2.318,-19.693)      9.91543  14.1228  14.8939  9.91543  
65     -9.77982  -8.61741  -2.50019  -6.89859 -20.80894 -19.77955     (-9.780,-6.899) (-8.617,-20.809) (-2.500,-19.780)      9.69758  13.7193  14.5555  9.69758  
66     -9.69278  -8.61741  -2.68217  -6.71661 -20.70752 -19.86660     (-9.693,-6.717) (-8.617,-20.708) (-2.682,-19.867)      9.48438  13.3158  14.2235  9.48438  
67     -9.60574  -8.61741  -2.86415  -6.53463 -20.60611 -19.95364     (-9.606,-6.535) (-8.617,-20.606) (-2.864,-19.954)      9.27618  12.9122  13.8981  9.27618  
68     -9.51869  -8.61741  -3.04613  -6.35265 -20.50470 -20.04069     (-9.519,-6.353) (-8.617,-20.505) (-3.046,-20.041)      9.0733  12.5087  13.58  9.0733  
69     -9.43165  -8.61741  -3.22812  -6.17067 -20.40329 -20.12773     (-9.432,-6.171) (-8.617,-20.403) (-3.228,-20.128)      8.87611  12.1052  13.2696  8.87611  
70     -9.34460  -8.61741  -3.41010  -5.98869 -20.30187 -20.21477     (-9.345,-5.989) (-8.617,-20.302) (-3.410,-20.215)      8.685  11.7017  12.9675  8.685  
71     -9.25756  -8.61741  -3.59208  -5.80670 -20.20046 -20.30182     (-9.258,-5.807) (-8.617,-20.200) (-3.592,-20.302)      8.4777  11.2982  12.6439  8.4777  
72     -9.17051  -8.61741  -3.77406  -5.62472 -20.09905 -20.38886     (-9.171,-5.625) (-8.617,-20.099) (-3.774,-20.389)      8.17493  10.8947  12.1924  8.17493  
73     -9.08347  -8.61741  -3.95604  -5.44274 -19.99763 -20.47591     (-9.083,-5.443) (-8.617,-19.998) (-3.956,-20.476)      7.87215  10.4912  11.7408  7.87215  
74     -8.99642  -8.61741  -4.13802  -5.26076 -19.89622 -20.56295     (-8.996,-5.261) (-8.617,-19.896) (-4.138,-20.563)      7.56938  10.0877  11.2892  7.56938  
75     -8.90938  -8.61741  -4.32001  -5.07878 -19.79481 -20.65000     (-8.909,-5.079) (-8.617,-19.795) (-4.320,-20.650)      7.2666  9.68418  10.8377  7.2666  
76     -8.82233  -8.61741  -4.50199  -4.89680 -19.69340 -20.73704     (-8.822,-4.897) (-8.617,-19.693) (-4.502,-20.737)      6.96383  9.28068  10.3861  6.96383  
77     -8.73529  -8.61741  -4.68397  -4.71481 -19.59198 -20.82409     (-8.735,-4.715) (-8.617,-19.592) (-4.684,-20.824)      6.66105  8.87717  9.93452  6.66105  
78     -8.64825  -8.61741  -4.86595  -4.53283 -19.49057 -20.91113     (-8.648,-4.533) (-8.617,-19.491) (-4.866,-20.911)      6.35828  8.47366  9.48295  6.35828  
79     -8.56120  -8.61741  -5.04793  -4.35085 -19.38916 -20.99818     (-8.561,-4.351) (-8.617,-19.389) (-5.048,-20.998)      6.0555  8.07015  9.03138  6.0555  
80     -8.47416  -8.61741  -5.22991  -4.16887 -19.28775 -21.08522     (-8.474,-4.169) (-8.617,-19.288) (-5.230,-21.085)      5.75273  7.66664  8.57981  5.75273  
81     -8.38711  -8.61741  -5.41190  -3.98689 -19.18633 -21.17226     (-8.387,-3.987) (-8.617,-19.186) (-5.412,-21.172)      5.44995  7.26314  8.12824  5.44995  
82     -8.30007  -8.61741  -5.59388  -3.80490 -19.08492 -21.25931     (-8.300,-3.805) (-8.617,-19.085) (-5.594,-21.259)      5.14718  6.85963  7.67667  5.14718  
83     -8.21302  -8.61741  -5.77586  -3.62292 -18.98351 -21.34635     (-8.213,-3.623) (-8.617,-18.984) (-5.776,-21.346)      4.8444  6.45612  7.2251  4.8444  
84     -8.12598  -8.61741  -5.95784  -3.44094 -18.88210 -21.43340     (-8.126,-3.441) (-8.617,-18.882) (-5.958,-21.433)      4.54163  6.05261  6.77353  4.54163  
85     -8.03893  -8.61741  -6.13982  -3.25896 -18.78068 -21.52044     (-8.039,-3.259) (-8.617,-18.781) (-6.140,-21.520)      4.23885  5.64911  6.32196  4.23885  
86     -7.95189  -8.61741  -6.32181  -3.07698 -18.67927 -21.60749     (-7.952,-3.077) (-8.617,-18.679) (-6.322,-21.607)      3.93608  5.2456  5.8704  3.93608  
87     -7.86484  -8.61741  -6.50379  -2.89500 -18.57786 -21.69453     (-7.865,-2.895) (-8.617,-18.578) (-6.504,-21.695)      3.6333  4.84209  5.41883  3.6333  
88     -7.77780  -8.61741  -6.68577  -2.71301 -18.47645 -21.78158     (-7.778,-2.713) (-8.617,-18.476) (-6.686,-21.782)      3.33053  4.43858  4.96726  3.33053  
89     -7.69076  -8.61741  -6.86775  -2.53103 -18.37503 -21.86862     (-7.691,-2.531) (-8.617,-18.375) (-6.868,-21.869)      3.02775  4.03508  4.51569  3.02775  
90     -7.60371  -8.61741  -7.04973  -2.34905 -18.27362 -21.95567     (-7.604,-2.349) (-8.617,-18.274) (-7.050,-21.956)      2.72498  3.63157  4.06412  2.72498  
91     -7.51667  -8.61741  -7.23171  -2.16707 -18.17221 -22.04271     (-7.517,-2.167) (-8.617,-18.172) (-7.232,-22.043)      2.4222  3.22806  3.61255  2.4222  
92     -7.42962  -8.61741  -7.41370  -1.98509 -18.07080 -22.12975     (-7.430,-1.985) (-8.617,-18.071) (-7.414,-22.130)      2.11943  2.82455  3.16098  2.11943  
93     -7.34258  -8.61741  -7.59568  -1.80311 -17.96938 -22.21680     (-7.343,-1.803) (-8.617,-17.969) (-7.596,-22.217)      1.81665  2.42105  2.70941  1.81665  
94     -7.25553  -8.61741  -7.77766  -1.62112 -17.86797 -22.30384     (-7.256,-1.621) (-8.617,-17.868) (-7.778,-22.304)      1.51388  2.01754  2.25784  1.51388  
95     -7.16849  -8.61741  -7.95964  -1.43914 -17.76656 -22.39089     (-7.168,-1.439) (-8.617,-17.767) (-7.960,-22.391)      1.2111  1.61403  1.80628  1.2111  
96     -7.08144  -8.61741  -8.14162  -1.25716 -17.66515 -22.47793     (-7.081,-1.257) (-8.617,-17.665) (-8.142,-22.478)      0.908325  1.21052  1.35471  0.908325  
97     -6.99440  -8.61741  -8.32360  -1.07518 -17.56373 -22.56498     (-6.994,-1.075) (-8.617,-17.564) (-8.324,-22.565)      0.60555  0.807015  0.903138  0.60555  
98     -6.90735  -8.61741  -8.50559  -0.89320 -17.46232 -22.65202     (-6.907,-0.893) (-8.617,-17.462) (-8.506,-22.652)      0.302775  0.403508  0.451569  0.302775  
99     -6.82031  -8.61741  -8.68757  -0.71121 -17.36091 -22.73907     (-6.820,-0.711) (-8.617,-17.361) (-8.688,-22.739)      0  0  1.90735e-06  0  
