Fol_2018-05-14.17_25_22.1_93.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0      4.67631 -43.43038 -45.20289   1.66927   1.88215  -6.75124     (-1.882,-22.507) (-0.966,-8.441) (-28.322,-0.352) 0  0  
1      4.61006 -43.00145 -45.03237   1.42507   1.77788  -6.68659     (-1.706,-24.100) (-1.497,-7.885) (-28.981,-0.281) 1.89728  1.89728  
2      4.54381 -42.57252 -44.86185   1.18086   1.67361  -6.62195     (-2.094,-25.342) (-0.761,-6.978) (-29.993,-0.913) 3.65619  3.65619  
3      4.47757 -42.14358 -44.69134   0.93665   1.56934  -6.55731     (-2.482,-26.583) (-0.024,-6.071) (-31.004,-1.545) 5.66526  5.66526  
4      4.41132 -41.71465 -44.52082   0.69244   1.46507  -6.49266     (-1.465,-27.112) (-0.713,-5.876) (-31.303,-2.158) 6.33755  6.33755     glitch
5      4.34507 -41.28572 -44.35030   0.44823   1.36080  -6.42802     (-1.361,-27.617) (-1.449,-5.706) (-31.578,-1.809) 6.84217  6.84217  
6      4.27883 -40.85679 -44.17978   0.20402   1.25653  -6.36338     (-1.257,-28.122) (-2.186,-5.535) (-31.853,-1.461) 7.45215  7.45215  
7      4.21258 -40.42785 -44.00927  -0.04019   1.15226  -6.29874     (-1.152,-28.626) (-2.922,-5.365) (-32.127,-1.112) 8.04011  8.14386  
8      4.14633 -39.99892 -43.83875  -0.28440   1.04799  -6.23409     (-1.048,-29.131) (-3.659,-5.194) (-32.402,-0.764) 8.68729  8.89825  
9      4.08008 -39.56999 -43.66823  -0.52860   0.94372  -6.16945     (-0.944,-29.636) (-4.396,-5.024) (-32.677,-0.415) 9.40017  9.70071  
10      4.01384 -39.14106 -43.49772  -0.77281   0.83945  -6.10481     (-0.839,-30.141) (-5.132,-4.853) (-32.952,-0.067) 10.1649  10.5403  
11      3.94759 -38.71212 -43.32720  -1.01702   0.73518  -6.04017     (-5.587,-30.364) (-0.453,-4.401) (-33.508,-0.282) 10.9056  10.9056  
12      3.88134 -38.28319 -43.15668  -1.26123   0.63091  -5.97552     (-5.975,-30.520) (-0.001,-3.882) (-34.132,-0.630) 11.6832  11.6832  
13      3.81510 -37.85426 -42.98616  -1.50544   0.52664  -5.91088     (-0.527,-30.224) (-0.452,-3.815) (-34.303,-5.911) 11.6184  12.2361  
14      3.74885 -37.42532 -42.81565  -1.74965   0.42237  -5.84624     (-0.422,-29.928) (-0.905,-3.749) (-34.473,-5.846) 11.5816  12.1342  
15      3.68260 -36.99639 -42.64513  -1.99386   0.31809  -5.78160     (-0.318,-29.631) (-1.358,-3.683) (-34.644,-5.782) 11.5742  12.0598  
16      3.61636 -36.56746 -42.47461  -2.23807   0.21382  -5.71695     (-0.214,-29.335) (-1.810,-3.616) (-34.814,-5.717) 11.5963  12.0134  
17      3.55011 -36.13853 -42.30409  -2.48228   0.10955  -5.65231     (-0.110,-29.038) (-2.263,-3.550) (-34.985,-5.652) 11.6476  11.9954  
18      3.48386 -35.70959 -42.13358  -2.72648   0.00528  -5.58767     (-0.005,-28.742) (-2.716,-3.484) (-35.155,-5.588) 11.7279  12.0057  
19      3.41761 -35.28066 -41.96306  -2.97069  -0.09899  -5.52302     (-0.099,-28.544) (-3.070,-35.227) (-3.319,-5.424) 11.6346  11.866  
20      3.35137 -34.85173 -41.79254  -3.21490  -0.20326  -5.45838     (-0.203,-28.352) (-3.418,-35.293) (-3.148,-5.255) 11.7023  11.8908  
21      3.28512 -34.42280 -41.62203  -3.45911  -0.30753  -5.39374     (-0.308,-28.160) (-3.767,-35.359) (-2.978,-5.086) 11.7892  11.935  
22      3.21887 -33.99386 -41.45151  -3.70332  -0.41180  -5.32910     (-0.412,-27.968) (-4.115,-35.426) (-2.807,-4.917) 11.895  11.9982  
23      3.15263 -33.56493 -41.28099  -3.94753  -0.51607  -5.26445     (-0.516,-27.776) (-4.464,-35.492) (-2.637,-4.748) 12.019  12.0803  
24      3.08638 -33.13600 -41.11047  -4.19174  -0.62034  -5.19981     (-0.620,-27.584) (-4.812,-35.558) (-2.466,-4.579) 12.1609  12.1808  
25      3.02013 -32.70707 -40.93996  -4.43595  -0.72461  -5.13517     (-0.725,-27.391) (-5.161,-35.624) (-2.296,-4.411) 12.2994  12.2994  
