Fol_2018-05-05.09_48_32.1_13.txt     Output is probe cell, reduced cell, NCDist distance between
19    -139.48548  90.82775 -70.49412 -296.72146 -191.81683 -314.62506     (-203.464,-70.494) (-185.560,-262.311) (-20.334,-68.991) 90.7518
20    -139.68573  88.03596 -70.54139 -293.88240 -192.51982 -311.51830     (-205.988,-70.541) (-188.352,-263.061) (-17.495,-69.144) 95.5282
21    -139.88598  85.24416 -70.58867 -291.04333 -193.22281 -308.41155     (-208.512,-70.589) (-191.144,-263.811) (-14.655,-69.297) 100.305
22    -140.08623  82.45237 -70.63594 -288.20426 -193.92580 -305.30480     (-211.036,-70.636) (-193.935,-264.562) (-11.816,-69.450) 105.081
23    -140.28648  79.66057 -70.68321 -285.36519 -194.62879 -302.19804     (-213.560,-70.683) (-196.727,-265.312) (-8.977,-69.603) 109.857
24    -140.48673  76.86877 -70.73048 -282.52612 -195.33178 -299.09129     (-216.084,-70.730) (-199.519,-266.062) (-6.138,-69.756) 114.634
25    -140.68698  74.07698 -70.77776 -279.68705 -196.03477 -295.98453     (-218.608,-70.778) (-202.311,-266.813) (-3.299,-69.909) 119.41
26    -140.88723  71.28518 -70.82503 -276.84798 -196.73776 -292.87778     (-221.132,-70.825) (-205.103,-267.563) (-0.460,-70.062) 124.187
27    -141.08749  68.49338 -70.87230 -274.00891 -197.44075 -289.77103     (-221.278,-205.516) (-68.493,-265.934) (-2.379,-72.594) 121.103
28    -141.28774  65.70159 -70.91958 -271.16984 -198.14373 -286.66427     (-220.963,-205.468) (-65.702,-263.845) (-5.218,-75.586) 119.541
29    -141.48799  62.90979 -70.96685 -268.33077 -198.84672 -283.55752     (-220.648,-205.421) (-62.910,-261.757) (-8.057,-78.578) 117.8
30    -141.68824  60.11800 -71.01412 -265.49170 -199.54971 -280.45077     (-220.333,-205.374) (-60.118,-259.668) (-10.896,-81.570) 116.285
31    -141.88849  57.32620 -71.06139 -262.65263 -200.25270 -277.34401     (-220.018,-205.326) (-57.326,-257.579) (-13.735,-84.562) 115.005
32    -142.08874  54.53440 -71.10867 -259.81357 -200.95569 -274.23726     (-219.703,-205.279) (-54.534,-255.490) (-16.574,-87.554) 113.968
33    -142.28899  51.74261 -71.15594 -256.97450 -201.65868 -271.13051     (-219.388,-205.232) (-51.743,-253.401) (-19.413,-90.546) 113.18
34    -142.48924  48.95081 -71.20321 -254.13543 -202.36167 -268.02375     (-219.073,-205.185) (-48.951,-251.312) (-22.252,-93.538) 112.647
35    -142.68949  46.15901 -71.25049 -251.29636 -203.06466 -264.91700     (-218.758,-205.137) (-46.159,-249.224) (-25.091,-96.530) 112.372
36    -142.88974  43.36722 -71.29776 -248.45729 -203.76765 -261.81025     (-218.443,-205.090) (-43.367,-247.135) (-27.931,-99.523) 112.357
37    -143.08999  40.57542 -71.34503 -245.61822 -204.47064 -258.70349     (-218.128,-205.043) (-40.575,-245.046) (-30.770,-102.515) 112.602
38    -143.29024  37.78363 -71.39230 -242.77915 -205.17363 -255.59674     (-217.813,-204.996) (-37.784,-242.957) (-33.609,-105.507) 113.106
39    -143.49049  34.99183 -71.43958 -239.94008 -205.87662 -252.48999     (-217.498,-204.948) (-34.992,-240.868) (-36.448,-108.499) 113.865
40    -143.69075  32.20003 -71.48685 -237.10101 -206.57961 -249.38323     (-217.183,-204.901) (-32.200,-238.780) (-39.287,-111.491) 114.874
41    -143.89100  29.40824 -71.53412 -234.26194 -207.28259 -246.27648     (-216.868,-204.854) (-29.408,-236.691) (-42.126,-114.483) 116.127
42    -144.09125  26.61644 -71.58140 -231.42287 -207.98558 -243.16973     (-216.553,-204.806) (-26.616,-234.602) (-44.965,-117.475) 117.615
43    -144.29150  23.82464 -71.62867 -228.58381 -208.68857 -240.06297     (-216.238,-204.759) (-23.825,-232.513) (-47.804,-120.467) 119.33
44    -144.49175  21.03285 -71.67594 -225.74474 -209.39156 -236.95622     (-215.923,-204.712) (-21.033,-230.424) (-50.643,-123.459) 121.263
45    -144.69200  18.24105 -71.72321 -222.90567 -210.09455 -233.84947     (-215.608,-204.665) (-18.241,-228.336) (-53.482,-126.451) 123.403
46    -144.89225  15.44926 -71.77049 -220.06660 -210.79754 -230.74271     (-215.293,-204.617) (-15.449,-226.247) (-56.321,-129.443) 125.739
47    -145.09250  12.65746 -71.81776 -217.22753 -211.50053 -227.63596     (-214.978,-204.570) (-12.657,-224.158) (-59.160,-132.435) 128.261
48    -145.29275   9.86566 -71.86503 -214.38846 -212.20352 -224.52921     (-214.664,-204.523) (-9.866,-222.069) (-61.999,-135.427) 130.958
49    -145.49300   7.07387 -71.91231 -211.54939 -212.90651 -221.42245     (-214.349,-204.476) (-7.074,-219.980) (-64.838,-138.419) 133.82
50    -145.69325   4.28207 -71.95958 -208.71032 -213.60950 -218.31570     (-214.034,-204.428) (-4.282,-217.892) (-67.678,-141.411) 136.836
51    -145.89350   1.49027 -72.00685 -205.87125 -214.31249 -215.20895     (-213.719,-204.381) (-1.490,-215.803) (-70.517,-144.403) 139.996
52    -146.09375  -1.30152 -72.05412 -203.03218 -215.01548 -212.10219     (-146.094,-203.032) (-1.302,-215.015) (-72.054,-212.102) 141.083
53    -146.29400  -4.09332 -72.10140 -200.19311 -215.71847 -208.99544     (-146.294,-200.193) (-4.093,-215.718) (-72.101,-208.995) 139.802
54    -146.49426  -6.88511 -72.14867 -197.35405 -216.42146 -205.88869     (-146.494,-197.354) (-6.885,-216.421) (-72.149,-205.889) 138.698
55    -146.69451  -9.67691 -72.19594 -194.51498 -217.12444 -202.78193     (-146.695,-194.515) (-9.677,-217.124) (-72.196,-202.782) 137.774
56    -146.89476 -12.46871 -72.24322 -191.67591 -217.82743 -199.67518     (-146.895,-191.676) (-12.469,-217.827) (-72.243,-199.675) 137.034
57    -147.09501 -15.26050 -72.29049 -188.83684 -218.53042 -196.56842     (-147.095,-188.837) (-15.261,-218.530) (-72.290,-196.568) 135.96
58    -147.29526 -18.05230 -72.33776 -185.99777 -219.23341 -193.46167     (-147.295,-185.998) (-18.052,-219.233) (-72.338,-193.462) 131.477
59    -147.49551 -20.84410 -72.38503 -183.15870 -219.93640 -190.35492     (-147.496,-183.159) (-20.844,-219.936) (-72.385,-190.355) 127.041
60    -147.69576 -23.63589 -72.43231 -180.31963 -220.63939 -187.24816     (-147.696,-180.320) (-23.636,-220.639) (-72.432,-187.248) 122.658
61    -147.89601 -26.42769 -72.47958 -177.48056 -221.34238 -184.14141     (-147.896,-177.481) (-26.428,-221.342) (-72.480,-184.141) 118.332
62    -148.09626 -29.21948 -72.52685 -174.64149 -222.04537 -181.03466     (-148.096,-174.641) (-29.219,-222.045) (-72.527,-181.035) 114.07
63    -148.29651 -32.01128 -72.57413 -171.80242 -222.74836 -177.92790     (-148.297,-171.802) (-32.011,-222.748) (-72.574,-177.928) 109.88
64    -148.49676 -34.80308 -72.62140 -168.96335 -223.45135 -174.82115     (-148.497,-168.963) (-34.803,-223.451) (-72.621,-174.821) 105.77
65    -148.69701 -37.59487 -72.66867 -166.12428 -224.15434 -171.71440     (-148.697,-166.124) (-37.595,-224.154) (-72.669,-171.714) 101.75
66    -148.89726 -40.38667 -72.71594 -163.28522 -224.85733 -168.60764     (-148.897,-163.285) (-40.387,-224.857) (-72.716,-168.608) 97.8313
67    -149.09752 -43.17847 -72.76322 -160.44615 -225.56032 -165.50089     (-149.098,-160.446) (-43.178,-225.560) (-72.763,-165.501) 94.0263
68    -149.29777 -45.97026 -72.81049 -157.60708 -226.26330 -162.39414     (-149.298,-157.607) (-45.970,-226.263) (-72.810,-162.394) 90.3494
69    -149.49802 -48.76206 -72.85776 -154.76801 -226.96629 -159.28738     (-149.498,-154.768) (-48.762,-226.966) (-72.858,-159.287) 86.8168
70    -149.69827 -51.55385 -72.90504 -151.92894 -227.66928 -156.18063     (-149.698,-151.929) (-51.554,-227.669) (-72.905,-156.181) 83.4469
71    -149.89852 -54.34565 -72.95231 -149.08987 -228.37227 -153.07388     (-149.899,-149.090) (-54.346,-228.372) (-72.952,-153.074) 80.2603
72    -150.09877 -57.13745 -72.99958 -146.25080 -229.07526 -149.96712     (-150.099,-146.251) (-57.137,-229.075) (-73.000,-149.967) 77.2795
73    -150.29902 -59.92924 -73.04685 -143.41173 -229.77825 -146.86037     (-150.299,-143.412) (-59.929,-229.778) (-73.047,-146.860) 74.5292
74    -150.49927 -62.72104 -73.09413 -140.57266 -230.48124 -143.75362     (-150.499,-140.573) (-62.721,-230.481) (-73.094,-143.754) 72.036
75    -150.69952 -65.51284 -73.14140 -137.73359 -231.18423 -140.64686     (-150.700,-137.734) (-65.513,-231.184) (-73.141,-140.647) 69.8273
76    -150.89977 -68.30463 -73.18867 -134.89452 -231.88722 -137.54011     (-150.900,-134.895) (-68.305,-231.887) (-73.189,-137.540) 67.9308
77    -151.10002 -71.09643 -73.23595 -132.05546 -232.59021 -134.43336     (-151.100,-132.055) (-71.096,-232.590) (-73.236,-134.433) 66.3734
78    -151.30027 -73.88822 -73.28322 -129.21639 -233.29320 -131.32660     (-151.300,-129.216) (-73.888,-233.293) (-73.283,-131.327) 65.1794
79    -151.50052 -76.68002 -73.33049 -126.37732 -233.99619 -128.21985     (-151.501,-126.377) (-76.680,-233.996) (-73.330,-128.220) 64.3689
80    -151.70077 -79.47182 -73.37776 -123.53825 -234.69918 -125.11310     (-151.701,-123.538) (-79.472,-234.699) (-73.378,-125.113) 63.9566
81    -151.90103 -82.26361 -73.42504 -120.69918 -235.40216 -122.00634     (-151.901,-120.699) (-82.264,-235.402) (-73.425,-122.006) 63.9502
82    -152.10128 -85.05541 -73.47231 -117.86011 -236.10515 -118.89959     (-152.101,-117.860) (-85.055,-236.105) (-73.472,-118.900) 64.3498
83    -152.30153 -87.84721 -73.51958 -115.02104 -236.80814 -115.79284     (-152.302,-115.021) (-87.847,-236.808) (-73.520,-115.793) 65.1479
84    -152.50178 -90.63900 -73.56686 -112.18197 -237.51113 -112.68608     (-152.502,-112.182) (-90.639,-237.511) (-73.567,-112.686) 66.0431
85    -152.70203 -93.43080 -73.61413 -109.34290 -238.21412 -109.57933     (-152.702,-109.343) (-93.431,-238.214) (-73.614,-109.579) 67.1301
86    -152.90228 -96.22259 -73.66140 -106.50383 -238.91711 -106.47258     (-152.902,-106.504) (-96.223,-238.917) (-73.661,-106.473) 66.3419
87    -153.10253 -99.01439 -73.70867 -103.66476 -239.62010 -103.36582     (-153.103,-103.665) (-99.014,-239.620) (-73.709,-103.366) 61.2387
88    -153.30278 -101.80619 -73.75595 -100.82570 -240.32309 -100.25907     (-153.303,-100.826) (-101.806,-240.323) (-73.756,-100.259) 56.1355
89    -153.50303 -104.59798 -73.80322 -97.98663 -241.02608 -97.15231     (-153.503,-97.987) (-104.598,-241.026) (-73.803,-97.152) 51.0322
90    -153.70328 -107.38978 -73.85049 -95.14756 -241.72907 -94.04556     (-153.703,-95.148) (-107.390,-241.729) (-73.850,-94.046) 45.929
91    -153.90353 -110.18158 -73.89777 -92.30849 -242.43206 -90.93881     (-153.904,-92.308) (-110.182,-242.432) (-73.898,-90.939) 40.8258
92    -154.10378 -112.97337 -73.94504 -89.46942 -243.13505 -87.83205     (-154.104,-89.469) (-112.973,-243.135) (-73.945,-87.832) 35.7226
93    -154.30403 -115.76517 -73.99231 -86.63035 -243.83804 -84.72530     (-154.304,-86.630) (-115.765,-243.838) (-73.992,-84.725) 30.6193
94    -154.50429 -118.55696 -74.03958 -83.79128 -244.54102 -81.61855     (-154.504,-83.791) (-118.557,-244.541) (-74.040,-81.619) 25.5161
95    -154.70454 -121.34876 -74.08686 -80.95221 -245.24401 -78.51179     (-154.705,-80.952) (-121.349,-245.244) (-74.087,-78.512) 20.4129
96    -154.90479 -124.14056 -74.13413 -78.11314 -245.94700 -75.40504     (-154.905,-78.113) (-124.141,-245.947) (-74.134,-75.405) 15.3097
97    -155.10504 -126.93235 -74.18140 -75.27407 -246.64999 -72.29829     (-155.105,-75.274) (-126.932,-246.650) (-74.181,-72.298) 10.2064
98    -155.30529 -129.72415 -74.22868 -72.43500 -247.35298 -69.19153     (-155.305,-72.435) (-129.724,-247.353) (-74.229,-69.192) 5.10322
99    -155.50554 -132.51595 -74.27595 -69.59593 -248.05597 -66.08478     (-155.506,-69.596) (-132.516,-248.056) (-74.276,-66.085) 0
