Fol_2018-05-06.16_54_32.2_12.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
42     -2.90369 -36.78144 -17.97906  -8.12553 -35.74666 -10.68553     (-2.904,-8.126) (-36.781,-35.747) (-17.979,-10.686) 19.8892  50.0215  49.7632  30.4503  
43     -3.22970 -36.32072 -18.46383  -7.98532 -35.14179 -10.67989     (-3.230,-7.985) (-36.321,-35.142) (-18.464,-10.680) 19.8706  50.4804  49.6078  30.2319  
44     -3.55570 -35.86001 -18.94859  -7.84512 -34.53691 -10.67425     (-3.556,-7.845) (-35.860,-34.537) (-18.949,-10.674) 19.8993  50.9807  49.4974  29.811  
45     -3.88170 -35.39930 -19.43336  -7.70491 -33.93204 -10.66861     (-3.882,-7.705) (-35.399,-33.932) (-19.433,-10.669) 19.975  51.5211  49.4327  29.3328  
46     -4.20771 -34.93858 -19.91812  -7.56471 -33.32716 -10.66298     (-4.208,-7.565) (-34.939,-33.327) (-19.918,-10.663) 20.0972  52.1003  49.4138  28.8792  
47     -4.53371 -34.47787 -20.40289  -7.42450 -32.72229 -10.65734     (-4.534,-7.425) (-34.478,-32.722) (-20.403,-10.657) 20.265  52.7172  49.4411  28.4514  
48     -4.85972 -34.01715 -20.88766  -7.28430 -32.11742 -10.65170     (-4.860,-7.284) (-34.017,-32.117) (-20.888,-10.652) 20.4774  53.3702  49.0789  28.0505  
49     -5.18572 -33.55644 -21.37242  -7.14410 -31.51254 -10.64606     (-5.186,-7.144) (-33.556,-31.513) (-21.372,-10.646) 20.7329  53.0273  48.3194  27.6778  
50     -5.51172 -33.09572 -21.85719  -7.00389 -30.90767 -10.64042     (-5.512,-7.004) (-33.096,-30.908) (-21.857,-10.640) 21.0301  52.6127  47.5941  27.3344  
51     -5.83773 -32.63501 -22.34196  -6.86369 -30.30280 -10.63478     (-5.838,-6.864) (-32.635,-30.303) (-22.342,-10.635) 21.3671  52.1137  46.9045  27.0214  
52     -6.16373 -32.17429 -22.82672  -6.72348 -29.69792 -10.62914     (-6.164,-6.723) (-32.174,-29.698) (-22.827,-10.629) 21.742  51.5485  46.2521  26.7398  
53     -6.48974 -31.71358 -23.31149  -6.58328 -29.09305 -10.62350     (-6.490,-6.583) (-31.714,-29.093) (-23.311,-10.624) 22.1531  50.7609  45.6386  26.4908  
54     -6.81574 -31.25286 -23.79625  -6.44307 -28.48818 -10.61786     (-6.816,-6.443) (-31.253,-28.488) (-23.796,-10.618) 22.5983  49.9914  45.0656  26.2751  
55     -7.14174 -30.79215 -24.28102  -6.30287 -27.88330 -10.61222     (-7.142,-6.303) (-30.792,-27.883) (-24.281,-10.612) 23.0756  49.2118  44.5346  26.0937  
56     -7.46775 -30.33144 -24.76579  -6.16267 -27.27843 -10.60659     (-7.468,-6.163) (-30.331,-27.278) (-24.766,-10.607) 23.583  48.5097  44.0471  25.9472  
57     -7.79375 -29.87072 -25.25055  -6.02246 -26.67355 -10.60095     (-7.794,-6.022) (-29.871,-26.674) (-25.251,-10.601) 24.1188  47.7993  43.6047  25.8362  
58     -8.11976 -29.41001 -25.73532  -5.88226 -26.06868 -10.59531     (-8.120,-5.882) (-29.410,-26.069) (-25.735,-10.595) 24.681  47.1105  43.2086  25.7613  
59     -8.44576 -28.94929 -26.22009  -5.74205 -25.46381 -10.58967     (-8.446,-5.742) (-28.949,-25.464) (-26.220,-10.590) 25.2678  46.4442  42.8603  25.7227  
60     -8.77177 -28.48858 -26.70485  -5.60185 -24.85893 -10.58403     (-8.772,-5.602) (-28.489,-24.859) (-26.705,-10.584) 25.4997  45.8015  42.5608  25.7205  
61     -9.09777 -28.02786 -27.18962  -5.46165 -24.25406 -10.57839     (-9.098,-5.462) (-28.028,-24.254) (-27.190,-10.578) 25.5284  45.1833  42.3111  25.7548  
62     -9.42377 -27.56715 -27.67439  -5.32144 -23.64919 -10.57275     (-9.424,-5.321) (-27.567,-23.649) (-27.674,-10.573) 25.5483  44.5906  42.1123  25.8255  
63     -9.74978 -27.10643 -28.15915  -5.18124 -23.04431 -10.56711     (-9.750,-5.181) (-27.106,-23.044) (-28.159,-10.567) 24.7434  44.0246  41.4917  25.9323  
64    -10.07578 -26.64572 -28.64392  -5.04103 -22.43944 -10.56147     (-10.076,-5.041) (-26.646,-22.439) (-28.644,-10.561) 23.9508  43.4862  40.2819  26.0746  
65    -10.40179 -26.18500 -29.12868  -4.90083 -21.83457 -10.55584     (-10.402,-4.901) (-26.185,-21.835) (-29.129,-10.556) 23.1716  42.9765  39.1078  26.2519  
66    -10.72779 -25.72429 -29.61345  -4.76062 -21.22969 -10.55020     (-10.728,-4.761) (-25.724,-21.230) (-29.613,-10.550) 22.4071  42.4965  37.9738  26.4636  
67    -11.05379 -25.26358 -30.09822  -4.62042 -20.62482 -10.54456     (-11.054,-4.620) (-25.264,-20.625) (-30.098,-10.545) 21.6591  42.0472  36.8855  26.198  
68    -11.37980 -24.80286 -30.58298  -4.48022 -20.01995 -10.53892     (-11.380,-4.480) (-24.803,-20.020) (-30.583,-10.539) 20.9292  41.6297  35.8491  25.3648  
69    -11.70580 -24.34215 -31.06775  -4.34001 -19.41507 -10.53328     (-11.706,-4.340) (-24.342,-19.415) (-31.068,-10.533) 20.2194  41.245  34.7953  24.5415  
70    -12.03181 -23.88143 -31.55252  -4.19981 -18.81020 -10.52764     (-12.032,-4.200) (-23.881,-18.810) (-31.553,-10.528) 19.532  40.8938  33.7734  23.7293  
71    -12.35781 -23.42072 -32.03728  -4.05960 -18.20532 -10.52200     (-12.358,-4.060) (-23.421,-18.205) (-32.037,-10.522) 18.8692  40.4879  32.7784  22.9292  
72    -12.68381 -22.96000 -32.52205  -3.91940 -17.60045 -10.51636     (-12.684,-3.919) (-22.960,-17.600) (-32.522,-10.516) 18.2339  39.836  31.7437  22.1426  
73    -13.00982 -22.49929 -33.00682  -3.77920 -16.99558 -10.51072     (-13.010,-3.779) (-22.499,-16.996) (-33.007,-10.511) 17.629  38.7734  30.7506  21.371  
74    -13.33582 -22.03857 -33.49158  -3.63899 -16.39070 -10.50508     (-13.336,-3.639) (-22.039,-16.391) (-33.492,-10.505) 17.0577  37.7213  29.8036  20.6162  
75    -13.66183 -21.57786 -33.97635  -3.49879 -15.78583 -10.49945     (-13.662,-3.499) (-21.578,-15.786) (-33.976,-10.499) 16.5236  36.6806  28.9072  19.8798  
76    -13.98783 -21.11714 -34.46111  -3.35858 -15.18096 -10.49381     (-13.988,-3.359) (-21.117,-15.181) (-34.461,-10.494) 16.0303  35.6523  27.9766  19.1643  
77    -14.31384 -20.65643 -34.94588  -3.21838 -14.57608 -10.48817     (-14.314,-3.218) (-20.656,-14.576) (-34.946,-10.488) 15.5817  34.6375  27.0641  18.4718  
78    -14.63984 -20.19572 -35.43065  -3.07817 -13.97121 -10.48253     (-14.640,-3.078) (-20.196,-13.971) (-35.431,-10.483) 15.1818  33.6374  26.2155  17.8052  
79    -14.96584 -19.73500 -35.91541  -2.93797 -13.36634 -10.47689     (-14.966,-2.938) (-19.735,-13.366) (-35.915,-10.477) 14.8345  32.6533  25.4386  17.1674  
80    -15.29185 -19.27429 -36.40018  -2.79777 -12.76146 -10.47125     (-15.292,-2.798) (-19.274,-12.761) (-36.400,-10.471) 14.5436  31.6869  24.7418  16.5618  
81    -15.61785 -18.81357 -36.88495  -2.65756 -12.15659 -10.46561     (-15.618,-2.658) (-18.814,-12.157) (-36.885,-10.466) 14.3125  30.7396  24.1339  15.9921  
82    -15.94386 -18.35286 -37.36971  -2.51736 -11.55171 -10.45997     (-15.944,-2.517) (-18.353,-11.552) (-37.370,-10.460) 14.1442  29.8134  23.6238  15.4621  
83    -16.26986 -17.89214 -37.85448  -2.37715 -10.94684 -10.45433     (-16.270,-2.377) (-17.892,-10.947) (-37.854,-10.454) 14.0408  28.9102  23.0382  14.9761  
84    -16.59586 -17.43143 -38.33925  -2.23695 -10.34197 -10.44870     (-16.596,-2.237) (-17.431,-10.342) (-38.339,-10.449) 13.8914  28.0323  22.2448  14.536  
85    -16.92187 -16.97071 -38.82401  -2.09674  -9.73709 -10.44306     (-16.922,-2.097) (-16.971,-9.737) (-38.824,-10.443) 13.5274  27.1822  20.7618  13.567  
86    -17.24787 -16.51000 -39.30878  -1.95654  -9.13222 -10.43742     (-17.248,-1.957) (-16.510,-9.132) (-39.309,-10.437) 12.5979  26.3625  19.2788  12.5979  
87    -17.57388 -16.04928 -39.79354  -1.81634  -8.52735 -10.43178     (-17.574,-1.816) (-16.049,-8.527) (-39.794,-10.432) 11.6288  25.4793  17.7958  11.6288  
88    -17.89988 -15.58857 -40.27831  -1.67613  -7.92247 -10.42614     (-17.900,-1.676) (-15.589,-7.922) (-40.278,-10.426) 10.6598  23.7693  16.3129  10.6598  
89    -18.22588 -15.12786 -40.76308  -1.53593  -7.31760 -10.42050     (-18.226,-1.536) (-15.128,-7.318) (-40.763,-10.421) 9.6907  22.056  14.8299  9.6907  
90    -18.55189 -14.66714 -41.24784  -1.39572  -6.71273 -10.41486     (-18.552,-1.396) (-14.667,-6.713) (-41.248,-10.415) 8.72163  20.3143  13.3469  8.72163  
91    -18.87789 -14.20643 -41.73261  -1.25552  -6.10785 -10.40922     (-18.878,-1.256) (-14.206,-6.108) (-41.733,-10.409) 7.75256  18.0572  11.8639  7.75256  
92    -19.20390 -13.74571 -42.21738  -1.11532  -5.50298 -10.40358     (-19.204,-1.115) (-13.746,-5.503) (-42.217,-10.404) 6.78349  15.8  10.3809  6.78349  
93    -19.52990 -13.28500 -42.70214  -0.97511  -4.89810 -10.39794     (-19.530,-0.975) (-13.285,-4.898) (-42.702,-10.398) 5.81442  13.5429  8.89792  5.81442  
94    -19.85590 -12.82428 -43.18691  -0.83491  -4.29323 -10.39231     (-19.856,-0.835) (-12.824,-4.293) (-43.187,-10.392) 4.84535  11.2857  7.41493  4.84535  
95    -20.18191 -12.36357 -43.67167  -0.69470  -3.68836 -10.38667     (-20.182,-0.695) (-12.364,-3.688) (-43.672,-10.387) 3.87628  9.02858  5.93195  3.87628  
96    -20.50791 -11.90285 -44.15644  -0.55450  -3.08348 -10.38103     (-20.508,-0.554) (-11.903,-3.083) (-44.156,-10.381) 2.90721  6.77143  4.44896  2.90721  
97    -20.83392 -11.44214 -44.64121  -0.41429  -2.47861 -10.37539     (-20.834,-0.414) (-11.442,-2.479) (-44.641,-10.375) 1.93814  4.51429  2.96597  1.93814  
98    -21.15992 -10.98142 -45.12597  -0.27409  -1.87374 -10.36975     (-21.160,-0.274) (-10.981,-1.874) (-45.126,-10.370) 0.96907  2.25714  1.48299  0.96907  
99    -21.48593 -10.52071 -45.61074  -0.13389  -1.26886 -10.36411     (-21.486,-0.134) (-10.521,-1.269) (-45.611,-10.364) 0  3.03544e-14  0  9.53674e-07  
