Fol_2018-05-09.10_19_44.1_22.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
11      4.91688 -39.42102 -41.76879  -4.29371  -6.07980  -9.09203     (-4.917,-9.211) (-34.504,-36.852) (-1.163,-4.175) 8.95983  17.9156  14.7131  40.9617  
12      4.83602 -39.00379 -41.33514  -4.63807  -6.43259  -9.06982     (-4.836,-9.474) (-34.168,-36.499) (-1.597,-4.234) 8.94577  18.5027  15.0307  40.5078  
13      4.75516 -38.58656 -40.90148  -4.98242  -6.78538  -9.04760     (-4.755,-9.738) (-33.831,-36.146) (-2.030,-4.292) 8.98805  19.142  15.1476  40.0614  
14      4.67429 -38.16933 -40.46783  -5.32677  -7.13817  -9.02539     (-4.674,-10.001) (-33.495,-35.794) (-2.464,-4.351) 9.08589  19.9999  15.3637  39.6227  
15      4.59343 -37.75211 -40.03418  -5.67113  -7.49096  -9.00318     (-4.593,-10.265) (-33.159,-35.441) (-2.898,-4.410) 9.23753  20.8757  15.673  39.1919  
16      4.51257 -37.33488 -39.60052  -6.01548  -7.84375  -8.98096     (-4.513,-10.528) (-32.822,-35.088) (-3.331,-4.468) 9.44037  21.7673  16.0674  38.7694  
17      4.43170 -36.91765 -39.16687  -6.35984  -8.19654  -8.95875     (-4.432,-10.792) (-32.486,-34.735) (-3.765,-4.527) 9.6912  22.6727  16.538  38.3554  
18      4.35084 -36.50042 -38.73322  -6.70419  -8.54933  -8.93654     (-4.351,-11.055) (-32.150,-34.382) (-4.198,-4.586) 9.9864  23.5905  17.0756  37.9502  
19      4.26998 -36.08319 -38.29956  -7.04854  -8.90212  -8.91433     (-4.270,-11.319) (-31.813,-34.030) (-4.632,-4.644) 10.3222  24.5192  17.3184  37.5541  
20      4.18911 -35.66596 -37.86591  -7.39290  -9.25491  -8.89211     (-4.189,-11.582) (-31.477,-33.677) (-5.066,-4.703) 10.6947  25.4577  17.6306  37.1674  
21      4.10825 -35.24874 -37.43225  -7.73725  -9.60770  -8.86990     (-4.108,-11.846) (-31.140,-33.324) (-5.499,-4.762) 11.1003  26.4048  18.0373  36.7903  
22      4.02739 -34.83151 -36.99860  -8.08161  -9.96049  -8.84769     (-4.027,-12.109) (-30.804,-32.971) (-5.933,-4.820) 11.5354  27.2279  18.4996  36.4232  
23      3.94652 -34.41428 -36.56495  -8.42596 -10.31328  -8.82547     (-3.947,-12.372) (-30.468,-32.618) (-6.367,-4.879) 11.9969  28.022  18.9886  36.0663  
24      3.86566 -33.99705 -36.13129  -8.77031 -10.66607  -8.80326     (-3.866,-12.636) (-30.131,-32.266) (-6.800,-4.938) 12.4818  28.8328  19.5434  35.72  
25      3.78479 -33.57982 -35.69764  -9.11467 -11.01886  -8.78105     (-3.785,-12.899) (-29.795,-31.913) (-7.234,-4.996) 12.9875  29.6589  20.1552  35.3846  
26      3.70393 -33.16259 -35.26399  -9.45902 -11.37165  -8.75883     (-3.704,-13.163) (-29.459,-31.560) (-7.668,-5.055) 13.5116  30.499  20.8157  35.0605  
27      3.62307 -32.74537 -34.83033  -9.80338 -11.72444  -8.73662     (-3.623,-13.426) (-29.122,-31.207) (-8.101,-5.114) 14.0522  31.352  21.5179  34.7478  
28      3.54220 -32.32814 -34.39668 -10.14773 -12.07723  -8.71441     (-3.542,-13.690) (-28.786,-30.854) (-8.535,-5.172) 14.6073  32.2169  22.2557  34.4469  
29      3.46134 -31.91091 -33.96303 -10.49209 -12.43002  -8.69219     (-3.461,-13.953) (-28.450,-30.502) (-8.969,-5.231) 15.1755  33.0927  23.0239  34.1582  
30      3.38048 -31.49368 -33.52937 -10.83644 -12.78281  -8.66998     (-3.380,-14.217) (-28.113,-30.149) (-9.402,-5.290) 15.7552  33.9786  23.818  33.8819  
31      3.29961 -31.07645 -33.09572 -11.18079 -13.13560  -8.64777     (-3.300,-14.480) (-27.777,-29.796) (-9.836,-5.348) 16.3452  34.8739  24.6318  33.6184  
32      3.21875 -30.65922 -32.66207 -11.52515 -13.48839  -8.62555     (-3.219,-14.744) (-27.440,-29.443) (-10.270,-5.407) 16.9445  35.0688  25.4606  33.368  
33      3.13789 -30.24200 -32.22841 -11.86950 -13.84118  -8.60334     (-3.138,-15.007) (-27.104,-29.091) (-10.703,-5.465) 17.5521  34.788  26.3069  33.1309  
34      3.05702 -29.82477 -31.79476 -12.21386 -14.19397  -8.58113     (-3.057,-15.271) (-26.768,-28.738) (-11.137,-5.524) 18.1672  34.3734  27.1684  32.9074  
35      2.97616 -29.40754 -31.36110 -12.55821 -14.54676  -8.55891     (-2.976,-15.534) (-26.431,-28.385) (-11.571,-5.583) 18.7891  34.0618  28.043  32.6979  
36      2.89530 -28.99031 -30.92745 -12.90256 -14.89955  -8.53670     (-2.895,-15.798) (-26.095,-28.032) (-12.004,-5.641) 19.417  33.7703  28.9293  32.5026  
37      2.81443 -28.57308 -30.49380 -13.24692 -15.25234  -8.51449     (-2.814,-16.061) (-25.759,-27.679) (-12.438,-5.700) 20.0505  33.5113  29.8058  32.3217  
38      2.73357 -28.15585 -30.06014 -13.59127 -15.60513  -8.49227     (-2.734,-16.325) (-25.422,-27.327) (-12.872,-5.759) 20.689  33.2857  30.6854  32.1555  
39      2.65270 -27.73863 -29.62649 -13.93563 -15.95792  -8.47006     (-2.653,-16.588) (-25.086,-26.974) (-13.305,-5.817) 21.332  33.094  31.5757  32.0042  
40      2.57184 -27.32140 -29.19284 -14.27998 -16.31071  -8.44785     (-2.572,-16.852) (-24.750,-26.621) (-13.739,-5.876) 21.9792  32.9368  32.4756  31.868  
41      2.49098 -26.90417 -28.75918 -14.62433 -16.66350  -8.42563     (-2.491,-17.115) (-24.413,-26.268) (-14.173,-5.935) 22.6302  32.8147  33.3842  31.7472  
42      2.41011 -26.48694 -28.32553 -14.96869 -17.01629  -8.40342     (-2.410,-17.379) (-24.077,-25.915) (-14.606,-5.993) 23.2848  32.7281  34.3008  31.6419  
43      2.32925 -26.06971 -27.89188 -15.31304 -17.36908  -8.38121     (-2.329,-17.642) (-23.740,-25.563) (-15.040,-6.052) 23.9425  32.6773  35.2247  31.5523  
44      2.24839 -25.65248 -27.45822 -15.65740 -17.72187  -8.35899     (-2.248,-17.906) (-23.404,-25.210) (-15.473,-6.111) 24.5962  32.6623  36.1555  31.4784  
45      2.16752 -25.23526 -27.02457 -16.00175 -18.07466  -8.33678     (-2.168,-18.169) (-23.068,-24.857) (-15.907,-6.169) 25.2506  32.6049  37.0927  31.4205  
46      2.08666 -24.81803 -26.59091 -16.34611 -18.42745  -8.31457     (-2.087,-18.433) (-22.731,-24.504) (-16.341,-6.228) 25.908  32.2818  37.9449  31.3785  
47      2.00580 -24.40080 -26.15726 -16.69046 -18.78024  -8.29235     (-2.006,-18.696) (-22.395,-24.151) (-16.774,-6.287) 26.5681  32.3434  38.7785  31.3526  
48      1.92493 -23.98357 -25.72361 -17.03481 -19.13303  -8.27014     (-1.925,-18.960) (-22.059,-23.799) (-17.208,-6.345) 27.2308  32.441  39.6455  31.3428  
49      1.84407 -23.56634 -25.28995 -17.37917 -19.48582  -8.24793     (-1.844,-19.223) (-21.722,-23.446) (-17.642,-6.404) 27.8958  32.5744  40.5425  31.3491  
50      1.76321 -23.14911 -24.85630 -17.72352 -19.83861  -8.22572     (-1.763,-19.487) (-21.386,-23.093) (-18.075,-6.463) 28.563  32.7432  41.4664  31.3715  
51      1.68234 -22.73189 -24.42265 -18.06788 -20.19140  -8.20350     (-1.682,-19.750) (-21.050,-22.740) (-18.509,-6.521) 29.2323  32.9468  42.2863  31.41  
52      1.60148 -22.31466 -23.98899 -18.41223 -20.54419  -8.18129     (-1.601,-20.014) (-20.713,-22.388) (-18.943,-6.580) 29.6448  33.1846  42.5778  31.4645  
53      1.52061 -21.89743 -23.55534 -18.75658 -20.89698  -8.15908     (-1.521,-20.277) (-20.377,-22.035) (-19.376,-6.638) 29.7664  33.4558  42.5797  31.5349  
54      1.43975 -21.48020 -23.12169 -19.10094 -21.24977  -8.13686     (-1.440,-20.541) (-20.040,-21.682) (-19.810,-6.697) 29.9044  33.7596  42.648  31.6211  
55      1.35889 -21.06297 -22.68803 -19.44529 -21.60256  -8.11465     (-1.359,-20.804) (-19.704,-21.329) (-20.244,-6.756) 30.0586  33.9953  42.7821  31.0537  
56      1.27802 -20.64574 -22.25438 -19.78965 -21.95535  -8.09244     (-1.278,-21.068) (-19.368,-20.976) (-20.677,-6.814) 30.2288  34.0871  42.9808  30.374  
57      1.19716 -20.22852 -21.82073 -20.13400 -22.30814  -8.07022     (-1.197,-21.331) (-19.031,-20.624) (-21.111,-6.873) 29.6958  34.1853  42.182  29.6958  
58      1.11630 -19.81129 -21.38707 -20.47835 -22.66093  -8.04801     (-1.116,-21.595) (-18.695,-20.271) (-21.545,-6.932) 29.0191  34.2901  41.2274  29.0191  
59      1.03543 -19.39406 -20.95342 -20.82271 -23.01372  -8.02580     (-1.035,-21.858) (-18.359,-19.918) (-21.978,-6.990) 28.3441  34.4018  40.2752  28.3441  
60      0.95457 -18.97683 -20.51976 -21.16706 -23.36651  -8.00358     (-0.955,-22.122) (-18.022,-19.565) (-22.412,-7.049) 27.6708  33.8364  39.3257  27.6708  
61      0.87371 -18.55960 -20.08611 -21.51142 -23.71930  -7.98137     (-0.874,-22.385) (-17.686,-19.212) (-22.846,-7.108) 26.9995  33.0201  38.3791  26.9995  
62      0.79284 -18.14237 -19.65246 -21.85577 -24.07209  -7.95916     (-0.793,-22.649) (-17.350,-18.860) (-23.279,-7.166) 26.3302  32.2166  37.4355  26.3302  
63      0.71198 -17.72515 -19.21880 -22.20012 -24.42488  -7.93694     (-0.712,-22.912) (-17.013,-18.507) (-23.713,-7.225) 25.6632  31.4268  36.4952  25.6632  
64      0.63112 -17.30792 -18.78515 -22.54448 -24.77767  -7.91473     (-0.631,-23.176) (-16.677,-18.154) (-24.147,-7.284) 24.9986  30.6514  35.5584  24.9986  
65      0.55025 -16.89069 -18.35150 -22.88883 -25.13046  -7.89252     (-0.550,-23.439) (-16.340,-17.801) (-24.580,-7.342) 24.3365  29.8914  34.6255  24.3365  
66      0.46939 -16.47346 -17.91784 -23.23319 -25.48325  -7.87030     (-0.469,-23.703) (-16.004,-17.448) (-25.014,-7.401) 23.6773  29.1479  33.6968  23.6773  
67      0.38852 -16.05623 -17.48419 -23.57754 -25.83604  -7.84809     (-0.389,-23.966) (-15.668,-17.096) (-25.448,-7.460) 23.0212  28.4217  32.7726  23.0212  
68      0.30766 -15.63900 -17.05054 -23.92190 -26.18883  -7.82588     (-0.308,-24.230) (-15.331,-16.743) (-25.881,-7.518) 22.3684  27.7142  31.8532  22.3684  
69      0.22680 -15.22178 -16.61688 -24.26625 -26.54162  -7.80366     (-0.227,-24.493) (-14.995,-16.390) (-26.315,-7.577) 21.7192  27.0262  30.9393  21.7192  
70      0.14593 -14.80455 -16.18323 -24.61060 -26.89441  -7.78145     (-0.146,-24.757) (-14.659,-16.037) (-26.748,-7.636) 21.074  26.3592  30.0311  21.074  
71      0.06507 -14.38732 -15.74957 -24.95496 -27.24720  -7.75924     (-0.065,-25.020) (-14.322,-15.685) (-27.182,-7.694) 20.4331  25.7142  29.1293  20.4331  
72     -0.01579 -13.97009 -15.31592 -25.29931 -27.59999  -7.73702     (-0.016,-25.299) (-13.970,-27.600) (-15.316,-7.737) 19.7784  25.109  28.2159  21.1258  
73     -0.09666 -13.55286 -14.88227 -25.64367 -27.95278  -7.71481     (-0.097,-25.644) (-13.553,-27.953) (-14.882,-7.715) 19.0513  24.5953  27.2346  20.3434  
74     -0.17752 -13.13563 -14.44861 -25.98802 -28.30557  -7.69260     (-0.178,-25.988) (-13.136,-28.306) (-14.449,-7.693) 18.3287  24.1057  26.2645  19.5609  
75     -0.25838 -12.71841 -14.01496 -26.33237 -28.65836  -7.67038     (-0.258,-26.332) (-12.718,-28.658) (-14.015,-7.670) 17.6112  23.6417  25.3069  18.7785  
76     -0.33925 -12.30118 -13.58131 -26.67673 -29.01115  -7.64817     (-0.339,-26.677) (-12.301,-29.011) (-13.581,-7.648) 16.8995  23.205  24.3632  17.9961  
77     -0.42011 -11.88395 -13.14765 -27.02108 -29.36394  -7.62596     (-0.420,-27.021) (-11.884,-29.364) (-13.148,-7.626) 16.1944  22.7069  23.4352  17.2136  
78     -0.50097 -11.46672 -12.71400 -27.36544 -29.71673  -7.60374     (-0.501,-27.365) (-11.467,-29.717) (-12.714,-7.604) 15.4967  22.0073  22.5247  16.4312  
79     -0.58184 -11.04949 -12.28035 -27.70979 -30.06952  -7.58153     (-0.582,-27.710) (-11.049,-30.070) (-12.280,-7.582) 14.8074  21.328  21.6338  15.6487  
80     -0.66270 -10.63226 -11.84669 -28.05414 -30.42231  -7.55932     (-0.663,-28.054) (-10.632,-30.422) (-11.847,-7.559) 14.1278  20.6709  20.7649  14.8663  
81     -0.74357 -10.21504 -11.41304 -28.39850 -30.77510  -7.53711     (-0.744,-28.398) (-10.215,-30.775) (-11.413,-7.537) 13.4595  20.0383  19.9206  14.0839  
82     -0.82443  -9.79781 -10.97939 -28.74285 -31.12789  -7.51489     (-0.824,-28.743) (-9.798,-31.128) (-10.979,-7.515) 12.804  19.3764  18.9495  13.3014  
83     -0.90529  -9.38058 -10.54573 -29.08721 -31.48068  -7.49268     (-0.905,-29.087) (-9.381,-31.481) (-10.546,-7.493) 12.1636  18.7168  17.8348  12.519  
84     -0.98616  -8.96335 -10.11208 -29.43156 -31.83347  -7.47047     (-0.986,-29.432) (-8.963,-31.833) (-10.112,-7.470) 11.5407  18.07  16.7201  11.7366  
85     -1.06702  -8.54612  -9.67842 -29.77591 -32.18626  -7.44825     (-1.067,-29.776) (-8.546,-32.186) (-9.678,-7.448) 10.9383  17.4375  15.6054  10.9541  
86     -1.14788  -8.12889  -9.24477 -30.12027 -32.53905  -7.42604     (-1.148,-30.120) (-8.129,-32.539) (-9.245,-7.426) 10.1717  16.6513  14.4908  10.1717  
87     -1.22875  -7.71167  -8.81112 -30.46462 -32.89184  -7.40383     (-1.229,-30.465) (-7.712,-32.892) (-8.811,-7.404) 9.38925  15.867  13.3761  9.38925  
88     -1.30961  -7.29444  -8.37746 -30.80898 -33.24463  -7.38161     (-1.310,-30.809) (-7.294,-33.245) (-8.377,-7.382) 8.60681  14.9916  12.2614  8.60681  
89     -1.39047  -6.87721  -7.94381 -31.15333 -33.59742  -7.35940     (-1.390,-31.153) (-6.877,-33.597) (-7.944,-7.359) 7.82437  13.6376  11.1467  7.82437  
90     -1.47134  -6.45998  -7.51016 -31.49769 -33.95021  -7.33719     (-1.471,-31.498) (-6.460,-33.950) (-7.510,-7.337) 7.04193  12.2738  10.0321  7.04193  
91     -1.55220  -6.04275  -7.07650 -31.84204 -34.30300  -7.31497     (-1.552,-31.842) (-6.043,-34.303) (-7.077,-7.315) 6.2595  10.9101  8.91739  6.2595  
92     -1.63306  -5.62552  -6.64285 -32.18639 -34.65579  -7.29276     (-1.633,-32.186) (-5.626,-34.656) (-6.643,-7.293) 5.47706  9.54633  7.80272  5.47706  
93     -1.71393  -5.20830  -6.20920 -32.53075 -35.00858  -7.27055     (-1.714,-32.531) (-5.208,-35.009) (-6.209,-7.271) 4.69462  8.18257  6.68805  4.69462  
94     -1.79479  -4.79107  -5.77554 -32.87510 -35.36137  -7.24833     (-1.795,-32.875) (-4.791,-35.361) (-5.776,-7.248) 3.91219  6.8188  5.57337  3.91219  
95     -1.87565  -4.37384  -5.34189 -33.21946 -35.71416  -7.22612     (-1.876,-33.219) (-4.374,-35.714) (-5.342,-7.226) 3.12975  5.45504  4.4587  3.12975  
96     -1.95652  -3.95661  -4.90824 -33.56381 -36.06695  -7.20391     (-1.957,-33.564) (-3.957,-36.067) (-4.908,-7.204) 2.34731  4.09128  3.34402  2.34731  
97     -2.03738  -3.53938  -4.47458 -33.90816 -36.41974  -7.18169     (-2.037,-33.908) (-3.539,-36.420) (-4.475,-7.182) 1.56487  2.72752  2.22935  1.56487  
98     -2.11825  -3.12215  -4.04093 -34.25252 -36.77253  -7.15948     (-2.118,-34.253) (-3.122,-36.773) (-4.041,-7.159) 0.782437  1.36376  1.11467  0.782437  
99     -2.19911  -2.70493  -3.60727 -34.59687 -37.12532  -7.13727     (-2.199,-34.597) (-2.705,-37.125) (-3.607,-7.137) 0  2.16103e-14  0  0  
