PointDistanceFollower   Dec 16 2019   mode =  Single Point 
Fol_2019-12-16.15_26_13.0_4.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist LMDist  distance between 
Compute times (msec)     S6Dist   39   CS6Dist  0   LMDist   114
PointDistanceFollower  Dec 16 2019  mode = Single Point
Fol_2019-12-16.15_26_13.0_4.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist LMDist distance between
0    -99.40689 -129.58575 -180.90929 -152.91828   0.79711  -5.39672     (-180.112,-152.121) (-130.383,-0.797) (-98.610,-4.600)      0  0  0  
1    -100.22210 -129.59380 -180.07798 -152.91023   0.78100  -5.38867     (-179.297,-152.129) (-130.375,-0.781) (-99.441,-4.608)      1.16451  1.16451  1.16451  
2    -101.03730 -129.60186 -179.24667 -152.90218   0.76490  -5.38062     (-178.482,-152.137) (-130.367,-0.765) (-100.272,-4.616)      2.32902  2.32902  2.32902  
3    -101.85251 -129.60991 -178.41537 -152.89412   0.74880  -5.37257     (-177.667,-152.145) (-130.359,-0.749) (-101.104,-4.624)      3.49353  3.49353  3.49353  
4    -102.66771 -129.61796 -177.58406 -152.88607   0.73269  -5.36452     (-176.851,-152.153) (-130.351,-0.733) (-101.935,-4.632)      4.65804  4.65804  4.65804  
5    -103.48292 -129.62601 -176.75275 -152.87802   0.71659  -5.35646     (-176.036,-152.161) (-130.343,-0.717) (-102.766,-4.640)      5.82256  5.82256  5.82256  
6    -104.29812 -129.63406 -175.92144 -152.86997   0.70049  -5.34841     (-175.221,-152.169) (-130.335,-0.700) (-103.598,-4.648)      6.98707  6.98707  6.98707  
7    -105.11333 -129.64211 -175.09013 -152.86192   0.68438  -5.34036     (-174.406,-152.178) (-130.326,-0.684) (-104.429,-4.656)      8.15158  8.15158  8.15158  
8    -105.92853 -129.65017 -174.25883 -152.85387   0.66828  -5.33231     (-173.591,-152.186) (-130.318,-0.668) (-105.260,-4.664)      9.31609  9.31609  9.31609  
9    -106.74374 -129.65822 -173.42752 -152.84581   0.65218  -5.32426     (-172.775,-152.194) (-130.310,-0.652) (-106.092,-4.672)      10.4806  10.4806  10.4806  
10    -107.55894 -129.66627 -172.59621 -152.83776   0.63607  -5.31621     (-171.960,-152.202) (-130.302,-0.636) (-106.923,-4.680)      11.6451  11.6451  11.6451  
11    -108.37415 -129.67432 -171.76490 -152.82971   0.61997  -5.30815     (-171.145,-152.210) (-130.294,-0.620) (-107.754,-4.688)      12.8096  12.8096  12.8096  
12    -109.18935 -129.68237 -170.93359 -152.82166   0.60387  -5.30010     (-170.330,-152.218) (-130.286,-0.604) (-108.585,-4.696)      13.9741  13.9741  13.9741  
