Fol_2018-05-09.10_13_44.1_12.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
12      9.14620 -44.25426 -43.95710   0.25172  -5.35446  -8.79635     (-5.354,-31.316) (-5.103,-31.019) (-3.792,-3.442) 6.66372  12.3682  13.3262  6.66372  
13      9.02064 -43.80753 -43.53343  -0.06509  -5.65257  -8.70098     (-5.653,-31.419) (-5.718,-31.145) (-3.368,-3.048) 7.12216  13.6051  14.1093  7.12216  
14      8.89509 -43.36079 -43.10977  -0.38190  -5.95067  -8.60561     (-5.951,-31.521) (-6.333,-31.270) (-2.944,-2.655) 7.61181  14.8698  14.9252  7.61181  
15      8.76953 -42.91405 -42.68611  -0.69872  -6.24878  -8.51024     (-6.249,-31.624) (-6.947,-31.396) (-2.521,-2.261) 8.06835  16.02  15.7087  8.06835  
16      8.64398 -42.46732 -42.26245  -1.01553  -6.54688  -8.41487     (-6.547,-31.726) (-7.562,-31.521) (-2.097,-1.868) 8.59722  17.2264  16.5678  8.59722  
17      8.51842 -42.02058 -41.83878  -1.33235  -6.84499  -8.31950     (-6.845,-31.829) (-8.177,-31.647) (-1.673,-1.475) 9.18592  18.4778  17.4914  9.18592  
18      8.39286 -41.57384 -41.41512  -1.64916  -7.14310  -8.22413     (-7.143,-31.931) (-8.792,-31.772) (-1.250,-1.081) 9.82371  19.0533  18.47  9.82371  
19      8.26731 -41.12711 -40.99146  -1.96598  -7.44120  -8.12876     (-7.441,-32.034) (-9.407,-31.898) (-0.826,-0.688) 10.5016  19.4881  19.4951  10.5016  
20      8.14175 -40.68037 -40.56780  -2.28279  -7.73931  -8.03339     (-7.739,-32.136) (-10.022,-32.024) (-0.402,-0.294) 11.1987  19.9584  20.5516  11.2124  
21      8.01619 -40.23363 -40.14414  -2.59960  -8.03741  -7.93801     (-32.139,-10.538) (-7.938,-32.050) (-0.099,-0.078) 11.7087  20.4618  21.3042  11.7087  
22      7.89064 -39.78690 -39.72047  -2.91642  -8.33552  -7.84264     (-31.848,-10.759) (-7.843,-31.782) (-0.493,-0.048) 11.6467  20.9722  21.1742  11.6467  
23      7.76508 -39.34016 -39.29681  -3.23323  -8.63363  -7.74727     (-31.557,-10.981) (-7.747,-31.514) (-0.886,-0.018) 11.6162  21.5046  21.0789  11.6162  
24      7.63953 -38.89342 -38.87315  -3.55005  -8.93173  -7.65190     (-7.640,-11.190) (-31.254,-31.234) (-1.292,-0.012) 11.6019  22.0649  20.9995  31.5794  
25      7.51397 -38.44669 -38.44949  -3.86686  -9.22984  -7.55653     (-7.514,-11.381) (-30.933,-30.936) (-1.716,-0.043) 11.6001  22.651  20.9322  31.121  
26      7.38841 -37.99995 -38.02583  -4.18368  -9.52794  -7.46116     (-7.388,-11.572) (-30.612,-30.637) (-2.140,-0.073) 11.6348  23.261  20.9071  30.6695  
27      7.26286 -37.55322 -37.60216  -4.50049  -9.82605  -7.36579     (-7.263,-11.763) (-30.290,-30.339) (-2.563,-0.103) 11.7058  23.893  20.9245  30.2254  
28      7.13730 -37.10648 -37.17850  -4.81730 -10.12415  -7.27042     (-7.137,-11.955) (-29.969,-30.041) (-2.987,-0.133) 11.8123  24.5453  20.9846  29.7889  
29      7.01174 -36.65974 -36.75484  -5.13412 -10.42226  -7.17505     (-7.012,-12.146) (-29.648,-29.743) (-3.411,-0.163) 11.9535  25.2164  21.0871  29.3603  
30      6.88619 -36.21301 -36.33118  -5.45093 -10.72037  -7.07968     (-6.886,-12.337) (-29.327,-29.445) (-3.834,-0.193) 12.1281  25.9048  21.2314  28.9402  
31      6.76063 -35.76627 -35.90752  -5.76775 -11.01847  -6.98431     (-6.761,-12.528) (-29.006,-29.147) (-4.258,-0.224) 12.3348  26.6092  21.4169  28.5287  
32      6.63508 -35.31953 -35.48385  -6.08456 -11.31658  -6.88894     (-6.635,-12.720) (-28.684,-28.849) (-4.682,-0.254) 12.5718  27.3283  21.6426  28.1263  
33      6.50952 -34.87280 -35.06019  -6.40138 -11.61468  -6.79357     (-6.510,-12.911) (-28.363,-28.551) (-5.105,-0.284) 12.8376  28.0609  21.9072  27.7333  
34      6.38396 -34.42606 -34.63653  -6.71819 -11.91279  -6.69820     (-6.384,-13.102) (-28.042,-28.253) (-5.529,-0.314) 13.1304  28.8062  22.2094  27.3503  
35      6.25841 -33.97932 -34.21287  -7.03501 -12.21090  -6.60283     (-6.258,-13.293) (-27.721,-27.954) (-5.952,-0.344) 13.4484  29.563  22.5479  26.9776  
36      6.13285 -33.53259 -33.78921  -7.35182 -12.50900  -6.50746     (-6.133,-13.485) (-27.400,-27.656) (-6.376,-0.375) 13.7899  30.3306  22.9209  26.6156  
37      6.00730 -33.08585 -33.36554  -7.66863 -12.80711  -6.41209     (-6.007,-13.676) (-27.079,-27.358) (-6.800,-0.405) 14.1532  30.8851  23.3268  26.2648  
38      5.88174 -32.63911 -32.94188  -7.98545 -13.10521  -6.31672     (-5.882,-13.867) (-26.757,-27.060) (-7.223,-0.435) 14.5367  30.422  23.7639  25.9256  
39      5.75618 -32.19238 -32.51822  -8.30226 -13.40332  -6.22135     (-5.756,-14.058) (-26.436,-26.762) (-7.647,-0.465) 14.9388  29.9802  24.2306  25.5986  
40      5.63063 -31.74564 -32.09456  -8.61908 -13.70143  -6.12597     (-5.631,-14.250) (-26.115,-26.464) (-8.071,-0.495) 15.358  29.5608  23.9926  25.2841  
41      5.50507 -31.29890 -31.67089  -8.93589 -13.99953  -6.03060     (-5.505,-14.441) (-25.794,-26.166) (-8.494,-0.526) 15.7929  29.1647  23.4758  24.9826  
42      5.37951 -30.85217 -31.24723  -9.25271 -14.29764  -5.93523     (-5.380,-14.632) (-25.473,-25.868) (-8.918,-0.556) 16.2424  28.7929  23.1275  24.6947  
43      5.25396 -30.40543 -30.82357  -9.56952 -14.59574  -5.83986     (-5.254,-14.823) (-25.151,-25.570) (-9.342,-0.586) 16.7053  28.4462  22.9993  24.4208  
44      5.12840 -29.95869 -30.39991  -9.88633 -14.89385  -5.74449     (-5.128,-15.015) (-24.830,-25.272) (-9.765,-0.616) 17.1804  28.1256  23.1414  24.1614  
45      5.00285 -29.51196 -29.97625 -10.20315 -15.19195  -5.64912     (-5.003,-15.206) (-24.509,-24.973) (-10.189,-0.646) 17.6667  27.8319  23.5759  23.9169  
46      4.87729 -29.06522 -29.55258 -10.51996 -15.49006  -5.55375     (-4.877,-15.397) (-24.188,-24.675) (-10.613,-0.676) 18.1634  27.5661  24.28  23.6878  
47      4.75173 -28.61848 -29.12892 -10.83678 -15.78817  -5.45838     (-4.752,-15.589) (-23.867,-24.377) (-11.036,-0.707) 18.6697  27.3289  24.9304  23.4746  
48      4.62618 -28.17175 -28.70526 -11.15359 -16.08627  -5.36301     (-4.626,-15.780) (-23.546,-24.079) (-11.460,-0.737) 19.1847  27.121  25.7918  23.2777  
49      4.50062 -27.72501 -28.28160 -11.47041 -16.38438  -5.26764     (-4.501,-15.971) (-23.224,-23.781) (-11.884,-0.767) 19.7079  26.9431  26.8213  23.0975  
50      4.37506 -27.27828 -27.85794 -11.78722 -16.68248  -5.17227     (-4.375,-16.162) (-22.903,-23.483) (-12.307,-0.797) 20.2385  26.7958  27.9786  22.9345  
51      4.24951 -26.83154 -27.43427 -12.10403 -16.98059  -5.07690     (-4.250,-16.354) (-22.582,-23.185) (-12.731,-0.827) 20.776  26.6795  29.2328  22.7889  
52      4.12395 -26.38480 -27.01061 -12.42085 -17.27870  -4.98153     (-4.124,-16.545) (-22.261,-22.887) (-13.155,-0.858) 21.3199  26.5947  30.5619  22.6611  
53      3.99840 -25.93807 -26.58695 -12.73766 -17.57680  -4.88616     (-3.998,-16.736) (-21.940,-22.589) (-13.578,-0.888) 21.8696  26.5416  31.95  22.5514  
54      3.87284 -25.49133 -26.16329 -13.05448 -17.87491  -4.79079     (-3.873,-16.927) (-21.618,-22.290) (-14.002,-0.918) 22.4249  26.3043  32.9761  22.4602  
55      3.74728 -25.04459 -25.73963 -13.37129 -18.17301  -4.69542     (-3.747,-17.119) (-21.297,-21.992) (-14.426,-0.948) 22.3875  26.2968  32.8394  22.3875  
56      3.62173 -24.59786 -25.31596 -13.68811 -18.47112  -4.60005     (-3.622,-17.310) (-20.976,-21.694) (-14.849,-0.978) 22.3336  26.3308  32.7287  22.3336  
57      3.49617 -24.15112 -24.89230 -14.00492 -18.76922  -4.50468     (-3.496,-17.501) (-20.655,-21.396) (-15.273,-1.009) 22.2987  26.406  32.6443  22.2987  
58      3.37061 -23.70438 -24.46864 -14.32173 -19.06733  -4.40931     (-3.371,-17.692) (-20.334,-21.098) (-15.697,-1.039) 22.2827  26.4313  32.5863  22.2827  
59      3.24506 -23.25765 -24.04498 -14.63855 -19.36544  -4.31394     (-3.245,-17.884) (-20.013,-20.800) (-16.120,-1.069) 22.2859  26.4612  32.555  22.2859  
60      3.11950 -22.81091 -23.62131 -14.95536 -19.66354  -4.21856     (-3.120,-18.075) (-19.691,-20.502) (-16.544,-1.099) 22.308  26.528  32.5503  22.308  
61      2.99395 -22.36417 -23.19765 -15.27218 -19.96165  -4.12319     (-2.994,-18.266) (-19.370,-20.204) (-16.968,-1.129) 22.3492  26.556  32.5724  22.3492  
62      2.86839 -21.91744 -22.77399 -15.58899 -20.25975  -4.02782     (-2.868,-18.457) (-19.049,-19.906) (-17.391,-1.159) 22.4093  26.6644  32.6211  22.4093  
63      2.74283 -21.47070 -22.35033 -15.90581 -20.55786  -3.93245     (-2.743,-18.649) (-18.728,-19.607) (-17.815,-1.190) 22.488  26.8445  32.6963  22.488  
64      2.61728 -21.02396 -21.92667 -16.22262 -20.85597  -3.83708     (-2.617,-18.840) (-18.407,-19.309) (-18.239,-1.220) 22.5854  26.4034  32.7979  22.5854  
65      2.49172 -20.57723 -21.50300 -16.53943 -21.15407  -3.74171     (-2.492,-19.031) (-18.086,-19.011) (-18.662,-1.250) 22.701  25.7141  32.9256  22.701  
66      2.36616 -20.13049 -21.07934 -16.85625 -21.45218  -3.64634     (-2.366,-19.222) (-17.764,-18.713) (-19.086,-1.280) 22.6754  25.0298  32.916  22.8347  
67      2.24061 -19.68375 -20.65568 -17.17306 -21.75028  -3.55097     (-2.241,-19.414) (-17.443,-18.415) (-19.510,-1.310) 22.0874  24.3511  32.1064  22.9533  
68      2.11505 -19.23702 -20.23202 -17.48988 -22.04839  -3.45560     (-2.115,-19.605) (-17.122,-18.117) (-19.933,-1.341) 21.5031  23.6783  31.3187  22.9095  
69      1.98950 -18.79028 -19.80836 -17.80669 -22.34650  -3.36023     (-1.989,-19.796) (-16.801,-17.819) (-20.357,-1.371) 20.8835  23.0119  30.5434  22.8842  
70      1.86394 -18.34354 -19.38469 -18.12351 -22.64460  -3.26486     (-1.864,-19.987) (-16.480,-17.521) (-20.781,-1.401) 20.2433  22.3527  29.7992  22.8775  
71      1.73838 -17.89681 -18.96103 -18.44032 -22.94271  -3.16949     (-1.738,-20.179) (-16.158,-17.223) (-21.204,-1.431) 19.6038  21.7011  28.9873  22.7147  
72      1.61283 -17.45007 -18.53737 -18.75714 -23.24081  -3.07412     (-1.613,-20.370) (-15.837,-16.925) (-21.628,-1.461) 18.9652  20.9413  28.174  22.1085  
73      1.48727 -17.00333 -18.11371 -19.07395 -23.53892  -2.97875     (-1.487,-20.561) (-15.516,-16.626) (-22.052,-1.491) 18.3276  20.1657  27.2864  21.5049  
74      1.36171 -16.55660 -17.69005 -19.39076 -23.83702  -2.88338     (-1.362,-20.752) (-15.195,-16.328) (-22.475,-1.522) 17.6909  19.3901  26.3384  20.9042  
75      1.23616 -16.10986 -17.26638 -19.70758 -24.13513  -2.78801     (-1.236,-20.944) (-14.874,-16.030) (-22.899,-1.552) 17.0554  18.6145  25.39  20.3067  
76      1.11060 -15.66313 -16.84272 -20.02439 -24.43324  -2.69264     (-1.111,-21.135) (-14.553,-15.732) (-23.323,-1.582) 16.4212  17.8389  24.4412  19.7126  
77      0.98505 -15.21639 -16.41906 -20.34121 -24.73134  -2.59727     (-0.985,-21.326) (-14.231,-15.434) (-23.746,-1.612) 15.7884  17.0633  23.4922  19.1223  
78      0.85949 -14.76965 -15.99540 -20.65802 -25.02945  -2.50190     (-0.859,-21.518) (-13.910,-15.136) (-24.170,-1.642) 15.1572  16.2877  22.543  18.5361  
79      0.73393 -14.32292 -15.57174 -20.97484 -25.32755  -2.40652     (-0.734,-21.709) (-13.589,-14.838) (-24.594,-1.673) 14.5278  15.5121  21.5938  17.9544  
80      0.60838 -13.87618 -15.14807 -21.29165 -25.62566  -2.31115     (-0.608,-21.900) (-13.268,-14.540) (-25.017,-1.703) 13.9004  14.7365  20.6449  17.3776  
81      0.48282 -13.42944 -14.72441 -21.60846 -25.92377  -2.21578     (-0.483,-22.091) (-12.947,-14.242) (-25.441,-1.733) 13.2755  13.9609  19.6964  16.8064  
82      0.35726 -12.98271 -14.30075 -21.92528 -26.22187  -2.12041     (-0.357,-22.283) (-12.625,-13.943) (-25.865,-1.763) 12.6532  13.1853  18.7489  16.2412  
83      0.23171 -12.53597 -13.87709 -22.24209 -26.51998  -2.02504     (-0.232,-22.474) (-12.304,-13.645) (-26.288,-1.793) 12.034  12.4097  17.8028  15.6827  
84      0.10615 -12.08923 -13.45342 -22.55891 -26.81808  -1.92967     (-0.106,-22.665) (-11.983,-13.347) (-26.712,-1.824) 11.4185  11.6341  16.8588  15.1317  
85     -0.01940 -11.64250 -13.02976 -22.87572 -27.11619  -1.83430     (-0.019,-22.876) (-11.642,-27.116) (-13.030,-1.834) 10.7824  10.8585  15.8876  10.7824  
86     -0.14496 -11.19576 -12.60610 -23.19254 -27.41429  -1.73893     (-0.145,-23.193) (-11.196,-27.414) (-12.606,-1.739) 10.0122  10.0829  14.7528  10.0122  
87     -0.27052 -10.74902 -12.18244 -23.50935 -27.71240  -1.64356     (-0.271,-23.509) (-10.749,-27.712) (-12.182,-1.644) 9.24204  9.30725  13.6179  9.24204  
88     -0.39607 -10.30229 -11.75878 -23.82616 -28.01051  -1.54819     (-0.396,-23.826) (-10.302,-28.011) (-11.759,-1.548) 8.47187  8.53165  12.4831  8.47187  
89     -0.52163  -9.85555 -11.33511 -24.14298 -28.30861  -1.45282     (-0.522,-24.143) (-9.856,-28.309) (-11.335,-1.453) 7.7017  7.75604  11.3483  7.7017  
90     -0.64718  -9.40881 -10.91145 -24.45979 -28.60672  -1.35745     (-0.647,-24.460) (-9.409,-28.607) (-10.911,-1.357) 6.93153  6.98044  10.2135  6.93153  
91     -0.77274  -8.96208 -10.48779 -24.77661 -28.90482  -1.26208     (-0.773,-24.777) (-8.962,-28.905) (-10.488,-1.262) 6.16136  6.20484  9.07863  6.16136  
92     -0.89830  -8.51534 -10.06413 -25.09342 -29.20293  -1.16671     (-0.898,-25.093) (-8.515,-29.203) (-10.064,-1.167) 5.39119  5.42923  7.9438  5.39119  
93     -1.02385  -8.06860  -9.64047 -25.41024 -29.50104  -1.07134     (-1.024,-25.410) (-8.069,-29.501) (-9.640,-1.071) 4.62102  4.65363  6.80897  4.62102  
94     -1.14941  -7.62187  -9.21680 -25.72705 -29.79914  -0.97597     (-1.149,-25.727) (-7.622,-29.799) (-9.217,-0.976) 3.85085  3.87802  5.67414  3.85085  
95     -1.27497  -7.17513  -8.79314 -26.04386 -30.09725  -0.88060     (-1.275,-26.044) (-7.175,-30.097) (-8.793,-0.881) 3.08068  3.10242  4.53932  3.08068  
96     -1.40052  -6.72839  -8.36948 -26.36068 -30.39535  -0.78523     (-1.401,-26.361) (-6.728,-30.395) (-8.369,-0.785) 2.31051  2.32681  3.40449  2.31051  
97     -1.52608  -6.28166  -7.94582 -26.67749 -30.69346  -0.68986     (-1.526,-26.677) (-6.282,-30.693) (-7.946,-0.690) 1.54034  1.55121  2.26966  1.54034  
98     -1.65163  -5.83492  -7.52216 -26.99431 -30.99157  -0.59449     (-1.652,-26.994) (-5.835,-30.992) (-7.522,-0.594) 0.77017  0.775604  1.13483  0.77017  
99     -1.77719  -5.38818  -7.09849 -27.31112 -31.28967  -0.49911     (-1.777,-27.311) (-5.388,-31.290) (-7.098,-0.499) 0  1.02044e-14  1.90735e-06  0  
