Fol_2018-05-05.12_27_16.2_16.txt     Output is probe cell, reduced cell, NCDist distance between
0    -2296.91250 -2651.01294 942.39707 -2207.92007 -2985.02731 341.63307     (-1354.515,-1708.616) (-1265.523,-2042.630) (-942.397,-600.764) 0
1    -2287.39334 -2637.01809 923.35875 -2202.87659 -2975.50814 332.11391     (-1364.035,-1713.659) (-1279.518,-2052.149) (-923.359,-591.245) 29.2505
2    -2277.87417 -2623.02325 904.32042 -2197.83312 -2965.98898 322.59475     (-1373.554,-1718.703) (-1293.513,-2061.669) (-904.320,-581.726) 58.5011
3    -2268.35501 -2609.02840 885.28210 -2192.78964 -2956.46982 313.07559     (-1383.073,-1723.746) (-1307.508,-2071.188) (-885.282,-572.207) 87.7516
4    -2258.83585 -2595.03355 866.24377 -2187.74616 -2946.95066 303.55642     (-1392.592,-1728.790) (-1321.502,-2080.707) (-866.244,-562.687) 117.002
5    -2249.31669 -2581.03870 847.20545 -2182.70269 -2937.43149 294.03726     (-1402.111,-1733.833) (-1335.497,-2090.226) (-847.205,-553.168) 146.253
6    -2239.79752 -2567.04385 828.16712 -2177.65921 -2927.91233 284.51810     (-1411.630,-1738.877) (-1349.492,-2099.745) (-828.167,-543.649) 175.503
7    -2230.27836 -2553.04901 809.12880 -2172.61573 -2918.39317 274.99894     (-1421.150,-1743.920) (-1363.487,-2109.264) (-809.129,-534.130) 204.754
8    -2220.75920 -2539.05416 790.09048 -2167.57226 -2908.87401 265.47977     (-1430.669,-1748.964) (-1377.482,-2118.784) (-790.090,-524.611) 234.004
9    -2211.24004 -2525.05931 771.05215 -2162.52878 -2899.35485 255.96061     (-1440.188,-1754.007) (-1391.477,-2128.303) (-771.052,-515.092) 263.255
10    -2201.72087 -2511.06446 752.01383 -2157.48530 -2889.83568 246.44145     (-1449.707,-1759.051) (-1405.471,-2137.822) (-752.014,-505.572) 292.505
11    -2192.20171 -2497.06961 732.97550 -2152.44183 -2880.31652 236.92229     (-1459.226,-1764.094) (-1419.466,-2147.341) (-732.976,-496.053) 321.756
12    -2182.68255 -2483.07477 713.93718 -2147.39835 -2870.79736 227.40312     (-1468.745,-1769.138) (-1433.461,-2156.860) (-713.937,-486.534) 351.006
13    -2173.16339 -2469.07992 694.89885 -2142.35487 -2861.27820 217.88396     (-1478.265,-1774.181) (-1447.456,-2166.379) (-694.899,-477.015) 380.257
14    -2163.64423 -2455.08507 675.86053 -2137.31139 -2851.75903 208.36480     (-1487.784,-1779.225) (-1461.451,-2175.899) (-675.861,-467.496) 409.507
15    -2154.12506 -2441.09022 656.82220 -2132.26792 -2842.23987 198.84564     (-1497.303,-1784.268) (-1475.446,-2185.418) (-656.822,-457.977) 438.758
16    -2144.60590 -2427.09537 637.78388 -2127.22444 -2832.72071 189.32648     (-1506.822,-1789.311) (-1489.441,-2194.937) (-637.784,-448.457) 468.009
17    -2135.08674 -2413.10053 618.74555 -2122.18096 -2823.20155 179.80731     (-1516.341,-1794.355) (-1503.435,-2204.456) (-618.746,-438.938) 497.259
18    -2125.56758 -2399.10568 599.70723 -2117.13749 -2813.68238 170.28815     (-1525.860,-1799.398) (-1517.430,-2213.975) (-599.707,-429.419) 526.51
