PointDistanceFollower  May 18 2018  mode = Single Point
Fol_2018-05-18.16_47_01.95_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -31.60992 -10.28717 -47.54541  14.65983 -10.19215 -44.98658     (-4.468,-24.140) (-14.660,-28.589) (-4.373,-21.391)      0  0  
1    -31.58275 -10.29155 -47.50220  14.62099 -10.21056 -44.96296     (-4.410,-24.222) (-14.621,-28.724) (-4.329,-21.521)      0.220053  0.220053  
2    -31.55558 -10.29593 -47.45898  14.58215 -10.22898 -44.93934     (-4.353,-24.304) (-14.582,-28.859) (-4.286,-21.651)      0.440106  0.440106  
3    -31.52841 -10.30030 -47.41576  14.54331 -10.24739 -44.91572     (-4.296,-24.386) (-14.543,-28.994) (-4.243,-21.781)      0.660159  0.660159  
4    -31.50124 -10.30468 -47.37255  14.50448 -10.26581 -44.89210     (-4.239,-24.468) (-14.504,-29.129) (-4.200,-21.910)      0.880212  0.880212  
5    -31.47407 -10.30906 -47.32933  14.46564 -10.28422 -44.86848     (-4.181,-24.551) (-14.466,-29.264) (-4.157,-22.040)      1.10027  1.10027  
6    -31.44691 -10.31343 -47.28612  14.42680 -10.30264 -44.84486     (-4.124,-24.633) (-14.427,-29.399) (-4.113,-22.170)      1.32032  1.32032  
7    -31.41974 -10.31781 -47.24290  14.38796 -10.32105 -44.82125     (-4.067,-24.715) (-14.388,-29.534) (-4.070,-22.299)      1.54037  1.54037  
8    -31.39257 -10.32219 -47.19968  14.34912 -10.33947 -44.79763     (-4.010,-24.797) (-14.349,-29.669) (-4.027,-22.429)      1.76042  1.76042  
9    -31.36540 -10.32656 -47.15647  14.31028 -10.35788 -44.77401     (-3.952,-24.879) (-14.310,-29.803) (-3.984,-22.559)      1.98048  1.98048  
10    -31.33823 -10.33094 -47.11325  14.27144 -10.37630 -44.75039     (-3.895,-24.961) (-14.271,-29.938) (-3.941,-22.689)      2.20053  2.20053  
11    -31.31106 -10.33532 -47.07004  14.23260 -10.39471 -44.72677     (-3.838,-25.043) (-14.233,-30.073) (-3.897,-22.818)      2.42058  2.42058  
12    -31.28389 -10.33970 -47.02682  14.19376 -10.41313 -44.70315     (-3.781,-25.125) (-14.194,-30.208) (-3.854,-22.948)      2.64064  2.64064  
13    -31.25672 -10.34407 -46.98360  14.15492 -10.43154 -44.67953     (-3.723,-25.207) (-14.155,-30.343) (-3.811,-23.078)      2.86069  2.86069  
14    -31.22955 -10.34845 -46.94039  14.11609 -10.44996 -44.65591     (-3.666,-25.289) (-14.116,-30.478) (-3.768,-23.208)      3.08074  3.08074  
15    -31.20238 -10.35283 -46.89717  14.07725 -10.46838 -44.63229     (-3.609,-25.371) (-14.077,-30.613) (-3.724,-23.337)      3.3008  3.3008  
16    -31.17521 -10.35720 -46.85396  14.03841 -10.48679 -44.60868     (-3.552,-25.453) (-14.038,-30.748) (-3.681,-23.467)      3.52085  3.52085  
17    -31.14804 -10.36158 -46.81074  13.99957 -10.50521 -44.58506     (-3.494,-25.535) (-14.000,-30.883) (-3.638,-23.597)      3.7409  3.7409  
18    -31.12087 -10.36596 -46.76752  13.96073 -10.52362 -44.56144     (-3.437,-25.617) (-13.961,-31.018) (-3.595,-23.726)      3.96095  3.96095  
19    -31.09370 -10.37033 -46.72431  13.92189 -10.54204 -44.53782     (-3.380,-25.699) (-13.922,-31.153) (-3.552,-23.856)      4.18101  4.18101  
20    -31.06653 -10.37471 -46.68109  13.88305 -10.56045 -44.51420     (-3.323,-25.781) (-13.883,-31.288) (-3.508,-23.986)      4.40106  4.40106  
21    -31.03936 -10.37909 -46.63788  13.84421 -10.57887 -44.49058     (-3.265,-25.863) (-13.844,-31.423) (-3.465,-24.116)      4.62111  4.62111  
22    -31.01219 -10.38347 -46.59466  13.80537 -10.59728 -44.46696     (-3.208,-25.945) (-13.805,-31.558) (-3.422,-24.245)      4.84117  4.84117  
23    -30.98503 -10.38784 -46.55145  13.76654 -10.61570 -44.44334     (-3.151,-26.028) (-13.767,-31.693) (-3.379,-24.375)      5.06122  5.06122  
24    -30.95786 -10.39222 -46.50823  13.72770 -10.63411 -44.41973     (-3.094,-26.110) (-13.728,-31.827) (-3.335,-24.505)      5.28127  5.28127  
25    -30.93069 -10.39660 -46.46501  13.68886 -10.65253 -44.39611     (-3.036,-26.192) (-13.689,-31.962) (-3.292,-24.635)      5.50133  5.50133  
26    -30.90352 -10.40097 -46.42180  13.65002 -10.67094 -44.37249     (-2.979,-26.274) (-13.650,-32.097) (-3.249,-24.764)      5.72138  5.72138  
27    -30.87635 -10.40535 -46.37858  13.61118 -10.68936 -44.34887     (-2.922,-26.356) (-13.611,-32.232) (-3.206,-24.894)      5.94143  5.94143  
28    -30.84918 -10.40973 -46.33537  13.57234 -10.70777 -44.32525     (-2.865,-26.438) (-13.572,-32.367) (-3.163,-25.024)      6.16148  6.16148  
29    -30.82201 -10.41411 -46.29215  13.53350 -10.72619 -44.30163     (-2.807,-26.520) (-13.534,-32.502) (-3.119,-25.154)      6.38154  6.38154  
30    -30.79484 -10.41848 -46.24893  13.49466 -10.74461 -44.27801     (-2.750,-26.602) (-13.495,-32.637) (-3.076,-25.283)      6.60159  6.60159  
