PointDistanceFollower  May 27 2018  mode = Single Point
POINT_2018-05-27.17_27_13.2_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0    -21.77042  -9.11986  17.33516 -30.08799 -28.65725  -7.84413     (-12.651,-8.215) (-9.120,-3.107) (-4.538,-16.964)      0  0  1.3487e-06  0  
1    -21.67830  -9.11986  17.11423 -29.86705 -28.39916  -7.93625     (-12.558,-7.994) (-9.120,-3.291) (-4.758,-17.056)      0.385195  0.791426  0.603577  0.385195  
2    -21.58618  -9.11986  16.89329 -29.64611 -28.14108  -8.02837     (-12.466,-7.773) (-9.120,-3.474) (-4.979,-17.148)      0.77039  1.58285  1.20715  0.77039  
3    -21.49406  -9.11986  16.67235 -29.42518 -27.88299  -8.12049     (-12.374,-7.552) (-9.120,-3.658) (-5.200,-17.240)      1.15559  2.37428  1.81073  1.15559  
4    -21.40194  -9.11986  16.45142 -29.20424 -27.62491  -8.21261     (-12.282,-7.332) (-9.120,-3.842) (-5.421,-17.332)      1.54078  3.1657  2.41431  1.54078  
5    -21.30982  -9.11986  16.23048 -28.98330 -27.36682  -8.30473     (-12.190,-7.111) (-9.120,-4.026) (-5.642,-17.425)      1.92598  3.95713  3.01789  1.92598  
6    -21.21770  -9.11986  16.00955 -28.76237 -27.10873  -8.39685     (-12.098,-6.890) (-9.120,-4.210) (-5.863,-17.517)      2.31117  4.74856  3.62146  2.31117  
7    -21.12558  -9.11986  15.78861 -28.54143 -26.85065  -8.48897     (-12.006,-6.669) (-9.120,-4.393) (-6.084,-17.609)      2.69637  5.53998  4.22504  2.69637  
8    -21.03346  -9.11986  15.56767 -28.32050 -26.59256  -8.58109     (-11.914,-6.448) (-9.120,-4.577) (-6.305,-17.701)      3.08156  6.33141  4.82862  3.08156  
9    -20.94134  -9.11986  15.34674 -28.09956 -26.33448  -8.67321     (-11.821,-6.227) (-9.120,-4.761) (-6.526,-17.793)      3.46676  7.12283  5.4322  3.46676  
10    -20.84922  -9.11986  15.12580 -27.87862 -26.07639  -8.76533     (-11.729,-6.006) (-9.120,-4.945) (-6.747,-17.885)      3.85195  7.91426  6.03577  3.85195  
11    -20.75710  -9.11986  14.90486 -27.65769 -25.81831  -8.85745     (-11.637,-5.785) (-9.120,-5.128) (-6.968,-17.977)      4.23715  8.70569  6.63935  4.23715  
12    -20.66498  -9.11986  14.68393 -27.43675 -25.56022  -8.94957     (-11.545,-5.564) (-9.120,-5.312) (-7.189,-18.069)      4.62234  9.49711  7.24293  4.62234  
13    -20.57286  -9.11986  14.46299 -27.21582 -25.30214  -9.04169     (-11.453,-5.343) (-9.120,-5.496) (-7.410,-18.162)      5.00754  9.57922  7.84651  5.00754  
14    -20.48074  -9.11986  14.24206 -26.99488 -25.04405  -9.13381     (-11.361,-5.122) (-9.120,-5.680) (-7.631,-18.254)      5.39273  9.54706  8.45008  5.39273  
15    -20.38862  -9.11986  14.02112 -26.77394 -24.78596  -9.22593     (-11.269,-4.901) (-9.120,-5.864) (-7.852,-18.346)      5.77793  9.58039  9.05366  5.77793  
16    -20.29650  -9.11986  13.80018 -26.55301 -24.52788  -9.31805     (-11.177,-4.680) (-9.120,-6.047) (-8.072,-18.438)      6.16312  9.67854  9.65724  6.16312  
17    -20.20438  -9.11986  13.57925 -26.33207 -24.26979  -9.41017     (-11.085,-4.459) (-9.120,-6.231) (-8.293,-18.530)      6.21704  9.83956  9.84006  6.21704  
18    -20.11227  -9.11986  13.35831 -26.11113 -24.01171  -9.50229     (-10.992,-4.238) (-9.120,-6.415) (-8.514,-18.622)      6.24974  10.0605  10.0003  6.24974  
19    -20.02015  -9.11986  13.13738 -25.89020 -23.75362  -9.59441     (-10.900,-4.018) (-9.120,-6.599) (-8.735,-18.714)      6.30583  10.3374  10.1938  6.30583  
20    -19.92803  -9.11986  12.91644 -25.66926 -23.49554  -9.68652     (-10.808,-3.797) (-9.120,-6.783) (-8.956,-18.806)      6.38471  10.6659  10.4188  6.38471  
21    -19.83591  -9.11986  12.69550 -25.44833 -23.23745  -9.77864     (-10.716,-3.576) (-9.120,-6.966) (-9.177,-18.899)      6.48555  11.0416  10.6732  6.48555  
22    -19.74379  -9.11986  12.47457 -25.22739 -22.97937  -9.87076     (-10.624,-3.355) (-9.120,-7.150) (-9.398,-18.991)      6.60734  11.4596  10.9549  6.60734  
23    -19.65167  -9.11986  12.25363 -25.00645 -22.72128  -9.96288     (-10.532,-3.134) (-9.120,-7.334) (-9.619,-19.083)      6.74894  11.9156  11.262  6.74894  
24    -19.55955  -9.11986  12.03269 -24.78552 -22.46319 -10.05500     (-10.440,-2.913) (-9.120,-7.518) (-9.840,-19.175)      6.90915  12.4054  11.5924  6.90915  
25    -19.46743  -9.11986  11.81176 -24.56458 -22.20511 -10.14712     (-10.348,-2.692) (-9.120,-7.701) (-10.061,-19.267)      7.08669  12.9251  11.9442  7.08669  
26    -19.37531  -9.11986  11.59082 -24.34365 -21.94702 -10.23924     (-10.255,-2.471) (-9.120,-7.885) (-10.282,-19.359)      7.2803  13.4713  12.3155  7.2803  
27    -19.28319  -9.11986  11.36989 -24.12271 -21.68894 -10.33136     (-10.163,-2.250) (-9.120,-8.069) (-10.503,-19.451)      7.48873  13.4508  12.7047  7.48873  
28    -19.19107  -9.11986  11.14895 -23.90177 -21.43085 -10.42348     (-10.071,-2.029) (-9.120,-8.253) (-10.724,-19.543)      7.65815  13.4078  13.1101  7.71078  
29    -19.09895  -9.11986  10.92801 -23.68084 -21.17277 -10.51560     (-9.979,-1.808) (-9.120,-8.437) (-10.945,-19.635)      7.48255  13.6092  13.5303  7.94531  
30    -19.00683  -9.11986  10.70708 -23.45990 -20.91468 -10.60772     (-9.887,-1.587) (-9.120,-8.620) (-11.166,-19.728)      7.32302  13.8777  13.8123  8.00945  
31    -18.91471  -9.11986  10.48614 -23.23896 -20.65660 -10.69984     (-9.795,-1.366) (-9.120,-8.804) (-11.387,-19.820)      7.18063  14.1742  13.7095  7.78541  
32    -18.82259  -9.11986  10.26521 -23.01803 -20.39851 -10.79196     (-9.703,-1.145) (-9.120,-8.988) (-11.607,-19.912)      7.05641  14.4977  13.6298  7.57687  
33    -18.73047  -9.11986  10.04427 -22.79709 -20.14042 -10.88408     (-9.611,-0.924) (-9.120,-9.172) (-11.828,-20.004)      6.95135  14.8437  13.5727  7.38373  
34    -18.63835  -9.11986   9.82333 -22.57616 -19.88234 -10.97620     (-9.518,-0.703) (-9.120,-9.356) (-12.049,-20.096)      6.86631  15.125  13.5379  7.2058  
35    -18.54623  -9.11986   9.60240 -22.35522 -19.62425 -11.06832     (-9.426,-0.483) (-9.120,-9.539) (-12.270,-20.188)      6.80206  14.7722  13.5251  7.04279  
36    -18.45411  -9.11986   9.38146 -22.13428 -19.36617 -11.16044     (-9.334,-0.262) (-9.120,-9.723) (-12.491,-20.280)      6.75918  14.1874  13.5337  6.8943  
37    -18.36199  -9.11986   9.16052 -21.91335 -19.10808 -11.25256     (-9.242,-0.041) (-9.120,-9.907) (-12.712,-20.372)      6.73809  13.608  13.5632  6.75986  
38    -18.26987  -9.11986   8.93959 -21.69241 -18.85000 -11.34468     (-9.330,-0.180) (-12.753,-9.910) (-8.940,-20.284)      6.47264  13.0347  13.2804  6.47264  
39    -18.17775  -9.11986   8.71865 -21.47148 -18.59191 -11.43680     (-9.459,-0.401) (-12.753,-9.873) (-8.719,-20.155)      6.1532  12.4684  12.9342  6.1532  
40    -18.08563  -9.11986   8.49772 -21.25054 -18.33383 -11.52892     (-9.588,-0.622) (-12.753,-9.836) (-8.498,-20.027)      5.83892  11.9101  12.5998  5.83892  
41    -17.99351  -9.11986   8.27678 -21.02960 -18.07574 -11.62104     (-9.717,-0.843) (-12.753,-9.799) (-8.277,-19.898)      5.53069  11.3609  12.2779  5.53069  
42    -17.90139  -9.11986   8.05584 -20.80867 -17.81766 -11.71316     (-9.846,-1.064) (-12.753,-9.762) (-8.056,-19.769)      5.22957  10.8223  11.9698  5.22957  
43    -17.80927  -9.11986   7.83491 -20.58773 -17.55957 -11.80528     (-9.974,-1.285) (-12.753,-9.725) (-7.835,-19.640)      4.93687  10.2959  11.6764  4.93687  
44    -17.71715  -9.11986   7.61397 -20.36679 -17.30148 -11.89740     (-10.103,-1.506) (-12.753,-9.688) (-7.614,-19.511)      4.65418  9.78375  11.3989  4.65418  
45    -17.62503  -9.11986   7.39304 -20.14586 -17.04340 -11.98952     (-10.232,-1.727) (-12.753,-9.650) (-7.393,-19.383)      4.38343  9.28808  11.1385  4.38343  
46    -17.53291  -9.11986   7.17210 -19.92492 -16.78531 -12.08164     (-10.361,-1.948) (-12.753,-9.613) (-7.172,-19.254)      4.12697  8.81174  10.8964  4.12697  
47    -17.44079  -9.11986   6.95116 -19.70399 -16.52723 -12.17376     (-10.490,-2.169) (-12.753,-9.576) (-6.951,-19.125)      3.88764  8.35802  10.6738  3.88764  
48    -17.34867  -9.11986   6.73023 -19.48305 -16.26914 -12.26588     (-10.618,-2.390) (-12.753,-9.539) (-6.730,-18.996)      3.66878  7.93081  10.4721  3.66878  
49    -17.25655  -9.11986   6.50929 -19.26211 -16.01106 -12.35800     (-10.747,-2.611) (-12.753,-9.502) (-6.509,-18.867)      3.47427  7.53463  10.2924  3.47427  
50    -17.16443  -9.11986   6.28835 -19.04118 -15.75297 -12.45012     (-10.876,-2.832) (-12.753,-9.465) (-6.288,-18.738)      3.30841  7.1746  10.1358  3.30841  
51    -17.07231  -9.11986   6.06742 -18.82024 -15.49489 -12.54224     (-11.005,-3.052) (-12.753,-9.427) (-6.067,-18.610)      3.17568  6.85643  10.0036  3.17568  
52    -16.98019  -9.11986   5.84648 -18.59931 -15.23680 -12.63436     (-11.134,-3.273) (-12.753,-9.390) (-5.846,-18.481)      3.08038  6.5862  9.89662  3.08038  
53    -16.88807  -9.11986   5.62555 -18.37837 -14.97871 -12.72648     (-11.263,-3.494) (-12.753,-9.353) (-5.626,-18.352)      3.02603  6.36999  9.81573  3.02603  
54    -16.79595  -9.11986   5.40461 -18.15743 -14.72063 -12.81860     (-11.391,-3.715) (-12.753,-9.316) (-5.405,-18.223)      3.01486  6.21346  9.76156  3.01486  
55    -16.70383  -9.11986   5.18367 -17.93650 -14.46254 -12.91072     (-11.520,-3.936) (-12.753,-9.279) (-5.184,-18.094)      3.04735  6.12119  9.73458  3.04735  
56    -16.61171  -9.11986   4.96274 -17.71556 -14.20446 -13.00284     (-11.649,-4.157) (-12.753,-9.242) (-4.963,-17.966)      3.12212  6.09609  9.735  3.12212  
57    -16.51959  -9.11986   4.74180 -17.49462 -13.94637 -13.09496     (-11.778,-4.378) (-12.753,-9.205) (-4.742,-17.837)      3.23625  6.13899  9.76283  3.23625  
58    -16.42747  -9.11986   4.52087 -17.27369 -13.68829 -13.18708     (-11.907,-4.599) (-12.753,-9.167) (-4.521,-17.708)      3.38577  6.24848  9.81782  3.38577  
