Fol_2018-05-06.16_55_06.2_13.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
15     -1.05391 -53.40354   1.42532 -12.69516 -49.34580  -8.96370     (-0.371,-52.350) (-10.898,-1.054) (-47.549,-10.018) 20.5273  25.9983  43.211  20.9823  
16     -1.64619 -53.12117   1.32699 -12.56753 -48.77021  -8.97288     (-0.319,-51.794) (-11.241,-47.443) (-1.327,-10.300) 20.4935  26.8566  43.6723  24.8414  
17     -2.23846 -52.83880   1.22866 -12.43991 -48.19461  -8.98205     (-1.010,-51.610) (-11.211,-46.966) (-1.229,-10.211) 20.1184  27.8684  43.0127  24.7473  
18     -2.83073 -52.55643   1.13033 -12.31228 -47.61902  -8.99123     (-1.700,-51.426) (-11.182,-46.489) (-1.130,-10.122) 19.7746  28.1917  42.5168  24.6835  
19     -3.42300 -52.27406   1.03200 -12.18466 -47.04342  -9.00041     (-2.391,-51.242) (-11.153,-46.011) (-1.032,-10.032) 19.4636  28.4401  41.9646  24.6503  
20     -4.01527 -51.99170   0.93367 -12.05704 -46.46783  -9.00958     (-3.082,-51.058) (-11.123,-45.534) (-0.934,-9.943) 19.187  28.7694  41.4353  24.6477  
21     -4.60755 -51.70933   0.83535 -11.92941 -45.89223  -9.01876     (-3.772,-50.874) (-11.094,-45.057) (-0.835,-9.854) 18.9464  29.177  40.9379  24.6759  
22     -5.19982 -51.42696   0.73702 -11.80179 -45.31664  -9.02794     (-4.463,-50.690) (-11.065,-44.580) (-0.737,-9.765) 18.7432  29.6595  40.4735  24.7347  
23     -5.79209 -51.14459   0.63869 -11.67416 -44.74105  -9.03711     (-5.153,-50.506) (-11.035,-44.102) (-0.639,-9.676) 18.5785  30.2134  40.0433  24.8238  
24     -6.38436 -50.86222   0.54036 -11.54654 -44.16545  -9.04629     (-5.844,-50.322) (-11.006,-43.625) (-0.540,-9.587) 18.4195  30.8349  39.6484  24.943  
25     -6.97663 -50.57985   0.44203 -11.41892 -43.58986  -9.05547     (-6.535,-50.138) (-10.977,-43.148) (-0.442,-9.497) 18.2849  31.52  39.2899  25.0918  
26     -7.56891 -50.29749   0.34370 -11.29129 -43.01426  -9.06464     (-7.225,-49.954) (-10.948,-42.671) (-0.344,-9.408) 18.1909  32.2645  38.9688  25.2697  
27     -8.16118 -50.01512   0.24537 -11.16367 -42.43867  -9.07382     (-7.916,-49.770) (-10.918,-42.193) (-0.245,-9.319) 18.1383  33.0646  38.686  25.4761  
28     -8.75345 -49.73275   0.14705 -11.03604 -41.86307  -9.08300     (-8.606,-49.586) (-10.889,-41.716) (-0.147,-9.230) 18.1273  33.9162  38.4423  25.7103  
29     -9.34572 -49.45038   0.04872 -10.90842 -41.28748  -9.09217     (-9.297,-49.402) (-10.860,-41.239) (-0.049,-9.141) 18.1581  34.8156  38.2386  25.9715  
30     -9.93800 -49.16801  -0.04961 -10.78080 -40.71189  -9.10135     (-9.938,-10.781) (-49.168,-40.712) (-0.050,-9.101) 15.9302  35.7591  37.9904  44.0843  
31    -10.53027 -48.88564  -0.14794 -10.65317 -40.13629  -9.11053     (-10.530,-10.653) (-48.886,-40.136) (-0.148,-9.111) 15.973  36.7435  37.7031  43.58  
32    -11.12254 -48.60328  -0.24627 -10.52555 -39.56070  -9.11970     (-11.123,-10.526) (-48.603,-39.561) (-0.246,-9.120) 16.0648  37.7654  37.4621  43.088  
33    -11.71481 -48.32091  -0.34460 -10.39792 -38.98510  -9.12888     (-11.715,-10.398) (-48.321,-38.985) (-0.345,-9.129) 15.9801  38.8219  37.2685  42.6089  
34    -12.30708 -48.03854  -0.44293 -10.27030 -38.40951  -9.13806     (-12.307,-10.270) (-48.039,-38.410) (-0.443,-9.138) 15.6827  39.9103  37.1234  42.0041  
35    -12.89936 -47.75617  -0.54126 -10.14268 -37.83391  -9.14723     (-12.899,-10.143) (-47.756,-37.834) (-0.541,-9.147) 15.4308  41.028  37.0275  41.2375  
36    -13.49163 -47.47380  -0.63958 -10.01505 -37.25832  -9.15641     (-13.492,-10.015) (-47.474,-37.258) (-0.640,-9.156) 15.2265  42.1727  36.9815  40.4758  
37    -14.08390 -47.19143  -0.73791  -9.88743 -36.68273  -9.16559     (-14.084,-9.887) (-47.191,-36.683) (-0.738,-9.166) 15.0718  43.3423  36.9857  39.7194  
38    -14.67617 -46.90906  -0.83624  -9.75980 -36.10713  -9.17476     (-14.676,-9.760) (-46.909,-36.107) (-0.836,-9.175) 14.9682  44.5348  37.0404  38.9685  
39    -15.26845 -46.62670  -0.93457  -9.63218 -35.53154  -9.18394     (-15.268,-9.632) (-46.627,-35.532) (-0.935,-9.184) 14.9168  45.2522  36.9  38.2235  
40    -15.86072 -46.34433  -1.03290  -9.50455 -34.95594  -9.19312     (-15.861,-9.505) (-46.344,-34.956) (-1.033,-9.193) 14.9182  45.8298  36.8125  37.4847  
41    -16.45299 -46.06196  -1.13123  -9.37693 -34.38035  -9.20229     (-16.453,-9.377) (-46.062,-34.380) (-1.131,-9.202) 14.9722  46.4241  36.7799  36.7525  
42    -17.04526 -45.77959  -1.22956  -9.24931 -33.80475  -9.21147     (-17.045,-9.249) (-45.780,-33.805) (-1.230,-9.211) 15.0784  47.0339  36.8027  36.0272  
43    -17.63753 -45.49722  -1.32788  -9.12168 -33.22916  -9.22065     (-17.638,-9.122) (-45.497,-33.229) (-1.328,-9.221) 15.2357  47.2251  36.8815  35.3094  
44    -18.22981 -45.21485  -1.42621  -8.99406 -32.65357  -9.22982     (-18.230,-8.994) (-45.215,-32.654) (-1.426,-9.230) 15.4425  47.3079  37.0163  34.5995  
45    -18.82208 -44.93249  -1.52454  -8.86643 -32.07797  -9.23900     (-18.822,-8.866) (-44.932,-32.078) (-1.525,-9.239) 15.6968  47.4123  37.207  33.8979  
46    -19.41435 -44.65012  -1.62287  -8.73881 -31.50238  -9.24818     (-19.414,-8.739) (-44.650,-31.502) (-1.623,-9.248) 15.9963  47.5382  37.4531  33.2052  
47    -20.00662 -44.36775  -1.72120  -8.61119 -30.92678  -9.25735     (-20.007,-8.611) (-44.368,-30.927) (-1.721,-9.257) 16.3387  47.6854  37.7224  32.5221  
48    -20.59889 -44.08538  -1.81953  -8.48356 -30.35119  -9.26653     (-20.599,-8.484) (-44.085,-30.351) (-1.820,-9.267) 16.7212  47.8537  38.041  31.8489  
49    -21.19117 -43.80301  -1.91786  -8.35594 -29.77559  -9.27570     (-21.191,-8.356) (-43.803,-29.776) (-1.918,-9.276) 17.1412  48.0428  38.4079  31.1866  
50    -21.78344 -43.52064  -2.01618  -8.22831 -29.20000  -9.28488     (-21.783,-8.228) (-43.521,-29.200) (-2.016,-9.285) 17.596  48.2526  38.8217  30.5357  
51    -22.37571 -43.23828  -2.11451  -8.10069 -28.62441  -9.29406     (-22.376,-8.101) (-43.238,-28.624) (-2.115,-9.294) 18.0829  48.4828  39.2811  29.8969  
52    -22.96798 -42.95591  -2.21284  -7.97307 -28.04881  -9.30323     (-22.968,-7.973) (-42.956,-28.049) (-2.213,-9.303) 18.5995  48.733  39.7843  29.2711  
53    -23.56026 -42.67354  -2.31117  -7.84544 -27.47322  -9.31241     (-23.560,-7.845) (-42.674,-27.473) (-2.311,-9.312) 19.1433  48.5022  39.4417  28.6592  
54    -24.15253 -42.39117  -2.40950  -7.71782 -26.89762  -9.32159     (-24.153,-7.718) (-42.391,-26.898) (-2.409,-9.322) 19.7121  47.8936  38.5459  28.062  
55    -24.74480 -42.10880  -2.50783  -7.59019 -26.32203  -9.33076     (-24.745,-7.590) (-42.109,-26.322) (-2.508,-9.331) 20.3037  47.299  37.6779  27.4805  
56    -25.33707 -41.82643  -2.60616  -7.46257 -25.74644  -9.33994     (-25.337,-7.463) (-41.826,-25.746) (-2.606,-9.340) 20.9163  46.7188  36.84  26.9157  
57    -25.92934 -41.54407  -2.70449  -7.33495 -25.17084  -9.34912     (-25.929,-7.335) (-41.544,-25.171) (-2.704,-9.349) 21.5481  46.1537  36.0345  26.3687  
58    -26.52162 -41.26170  -2.80281  -7.20732 -24.59525  -9.35829     (-26.522,-7.207) (-41.262,-24.595) (-2.803,-9.358) 21.4471  45.6042  35.2636  25.8406  
59    -27.11389 -40.97933  -2.90114  -7.07970 -24.01965  -9.36747     (-27.114,-7.080) (-40.979,-24.020) (-2.901,-9.367) 21.0369  45.0563  34.53  25.3327  
60    -27.70616 -40.69696  -2.99947  -6.95207 -23.44406  -9.37665     (-27.706,-6.952) (-40.697,-23.444) (-2.999,-9.377) 20.6567  44.4751  33.8363  24.846  
61    -28.29843 -40.41459  -3.09780  -6.82445 -22.86846  -9.38582     (-28.298,-6.824) (-40.415,-22.868) (-3.098,-9.386) 20.3081  43.9097  33.1853  24.382  
62    -28.89071 -40.13222  -3.19613  -6.69683 -22.29287  -9.39500     (-28.891,-6.697) (-40.132,-22.293) (-3.196,-9.395) 19.993  43.3607  32.5798  23.9419  
63    -29.48298 -39.84985  -3.29446  -6.56920 -21.71728  -9.40418     (-29.483,-6.569) (-39.850,-21.717) (-3.294,-9.404) 19.7128  42.8287  32.0225  23.527  
64    -30.07525 -39.56749  -3.39279  -6.44158 -21.14168  -9.41335     (-30.075,-6.442) (-39.567,-21.142) (-3.393,-9.413) 19.4691  42.3144  31.5165  23.1388  
65    -30.66752 -39.28512  -3.49111  -6.31395 -20.56609  -9.42253     (-30.668,-6.314) (-39.285,-20.566) (-3.491,-9.423) 19.2632  42.1894  31.0646  22.7786  
66    -31.25979 -39.00275  -3.58944  -6.18633 -19.99049  -9.43171     (-31.260,-6.186) (-39.003,-19.990) (-3.589,-9.432) 19.0964  41.4808  30.6693  22.4477  
67    -31.85207 -38.72038  -3.68777  -6.05870 -19.41490  -9.44088     (-31.852,-6.059) (-38.720,-19.415) (-3.688,-9.441) 18.9697  40.5705  30.3333  22.1474  
68    -32.44434 -38.43801  -3.78610  -5.93108 -18.83930  -9.45006     (-32.444,-5.931) (-38.438,-18.839) (-3.786,-9.450) 18.884  39.6652  30.0589  21.8791  
69    -33.03661 -38.15564  -3.88443  -5.80346 -18.26371  -9.45924     (-33.037,-5.803) (-38.156,-18.264) (-3.884,-9.459) 18.8397  38.7654  29.8252  21.6439  
70    -33.62888 -37.87328  -3.98276  -5.67583 -17.68812  -9.46841     (-33.629,-5.676) (-37.873,-17.688) (-3.983,-9.468) 18.8372  37.8715  29.6258  21.4428  
71    -34.22115 -37.59091  -4.08109  -5.54821 -17.11252  -9.47759     (-34.221,-5.548) (-37.591,-17.113) (-4.081,-9.478) 18.8764  36.9838  29.4889  21.277  
72    -34.81343 -37.30854  -4.17942  -5.42058 -16.53693  -9.48677     (-34.813,-5.421) (-37.309,-16.537) (-4.179,-9.487) 18.9572  36.1028  29.4155  21.1471  
73    -35.40570 -37.02617  -4.27774  -5.29296 -15.96133  -9.49594     (-35.406,-5.293) (-37.026,-15.961) (-4.278,-9.496) 19.079  35.2291  29.4062  21.0538  
74    -35.99797 -36.74380  -4.37607  -5.16534 -15.38574  -9.50512     (-35.998,-5.165) (-36.744,-15.386) (-4.376,-9.505) 19.241  34.3632  29.4609  20.9977  
75    -36.59024 -36.46143  -4.47440  -5.03771 -14.81014  -9.51430     (-36.590,-5.038) (-36.461,-14.810) (-4.474,-9.514) 19.3018  33.5056  29.5793  20.9791  
76    -37.18252 -36.17907  -4.57273  -4.91009 -14.23455  -9.52347     (-37.183,-4.910) (-36.179,-14.235) (-4.573,-9.523) 18.5734  32.5851  29.6387  20.4152  
77    -37.77479 -35.89670  -4.67106  -4.78246 -13.65896  -9.53265     (-37.775,-4.782) (-35.897,-13.659) (-4.671,-9.533) 17.8595  31.2765  28.4977  19.5276  
78    -38.36706 -35.61433  -4.76939  -4.65484 -13.08336  -9.54183     (-38.367,-4.655) (-35.614,-13.083) (-4.769,-9.542) 17.1618  29.8548  27.3642  18.64  
79    -38.95933 -35.33196  -4.86772  -4.52722 -12.50777  -9.55100     (-38.959,-4.527) (-35.332,-12.508) (-4.868,-9.551) 16.4824  28.4332  26.2641  17.7524  
80    -39.55160 -35.04959  -4.96604  -4.39959 -11.93217  -9.56018     (-39.552,-4.400) (-35.050,-11.932) (-4.966,-9.560) 15.8236  27.0115  25.0563  16.8648  
81    -40.14388 -34.76722  -5.06437  -4.27197 -11.35658  -9.56936     (-40.144,-4.272) (-34.767,-11.357) (-5.064,-9.569) 15.1882  25.5899  23.7376  15.9771  
82    -40.73615 -34.48486  -5.16270  -4.14434 -10.78098  -9.57853     (-40.736,-4.144) (-34.485,-10.781) (-5.163,-9.579) 14.5791  24.1682  22.4188  15.0895  
83    -41.32842 -34.20249  -5.26103  -4.01672 -10.20539  -9.58771     (-41.328,-4.017) (-34.202,-10.205) (-5.261,-9.588) 13.9998  22.7466  21.1  14.2019  
84    -41.92069 -33.92012  -5.35936  -3.88910  -9.62980  -9.59689     (-41.921,-3.889) (-33.920,-9.630) (-5.359,-9.597) 13.3143  21.3249  19.7813  13.3143  
85    -42.51297 -33.63775  -5.45769  -3.76147  -9.05420  -9.60606     (-42.513,-3.761) (-33.638,-9.054) (-5.458,-9.606) 12.4267  19.9032  18.4625  12.4267  
86    -43.10524 -33.35538  -5.55602  -3.63385  -8.47861  -9.61524     (-43.105,-3.634) (-33.355,-8.479) (-5.556,-9.615) 11.539  18.4816  17.1438  11.539  
87    -43.69751 -33.07301  -5.65434  -3.50622  -7.90301  -9.62442     (-43.698,-3.506) (-33.073,-7.903) (-5.654,-9.624) 10.6514  17.0599  15.825  10.6514  
88    -44.28978 -32.79064  -5.75267  -3.37860  -7.32742  -9.63359     (-44.290,-3.379) (-32.791,-7.327) (-5.753,-9.634) 9.76381  15.6383  14.5063  9.76381  
89    -44.88205 -32.50828  -5.85100  -3.25098  -6.75182  -9.64277     (-44.882,-3.251) (-32.508,-6.752) (-5.851,-9.643) 8.87619  14.2166  13.1875  8.87619  
90    -45.47433 -32.22591  -5.94933  -3.12335  -6.17623  -9.65195     (-45.474,-3.123) (-32.226,-6.176) (-5.949,-9.652) 7.98857  12.7949  11.8688  7.98857  
91    -46.06660 -31.94354  -6.04766  -2.99573  -5.60064  -9.66112     (-46.067,-2.996) (-31.944,-5.601) (-6.048,-9.661) 7.10095  11.3733  10.55  7.10095  
92    -46.65887 -31.66117  -6.14599  -2.86810  -5.02504  -9.67030     (-46.659,-2.868) (-31.661,-5.025) (-6.146,-9.670) 6.21333  9.95162  9.23127  6.21333  
93    -47.25114 -31.37880  -6.24432  -2.74048  -4.44945  -9.67948     (-47.251,-2.740) (-31.379,-4.449) (-6.244,-9.679) 5.32571  8.52996  7.91252  5.32571  
94    -47.84342 -31.09643  -6.34265  -2.61285  -3.87385  -9.68865     (-47.843,-2.613) (-31.096,-3.874) (-6.343,-9.689) 4.4381  7.1083  6.59376  4.4381  
95    -48.43569 -30.81407  -6.44097  -2.48523  -3.29826  -9.69783     (-48.436,-2.485) (-30.814,-3.298) (-6.441,-9.698) 3.55048  5.68664  5.27501  3.55048  
96    -49.02796 -30.53170  -6.53930  -2.35761  -2.72266  -9.70701     (-49.028,-2.358) (-30.532,-2.723) (-6.539,-9.707) 2.66286  4.26498  3.95626  2.66286  
97    -49.62023 -30.24933  -6.63763  -2.22998  -2.14707  -9.71618     (-49.620,-2.230) (-30.249,-2.147) (-6.638,-9.716) 1.77524  2.84332  2.63751  1.77524  
98    -50.21250 -29.96696  -6.73596  -2.10236  -1.57148  -9.72536     (-50.213,-2.102) (-29.967,-1.571) (-6.736,-9.725) 0.887619  1.42166  1.31875  0.887619  
99    -50.80478 -29.68459  -6.83429  -1.97473  -0.99588  -9.73454     (-50.805,-1.975) (-29.685,-0.996) (-6.834,-9.735) 0  3.55271e-15  2.6974e-06  0  
