PointDistanceFollower   Sep  9 2018   mode =  Single Point 
Fol_2018-09-13.17_19_47.0_11.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist NCDist  distance between 
Compute times (msec)     S6Dist   216   NCDist   1323
PointDistanceFollower  Sep  9 2018  mode = Single Point
Fol_2018-09-13.17_19_47.0_11.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist distance between
0      0.15244   4.21950   2.69553 -26.32136 -25.01454 -20.45659     (-4.067,-2.543) (-11.865,-19.471) (-12.644,-0.152)      0  0  
1      0.10982   4.05703   2.54059 -26.08118 -24.95854 -20.25149     (-3.947,-2.431) (-12.028,-19.768) (-12.996,-0.110)      0.51675  0.484652  
2      0.06720   3.89456   2.38565 -25.84099 -24.90255 -20.04640     (-3.827,-2.318) (-12.190,-20.064) (-13.348,-0.067)      1.0335  0.969305  
3      0.02458   3.73209   2.23070 -25.60081 -24.84655 -19.84131     (-3.708,-2.206) (-12.353,-20.361) (-13.700,-0.025)      1.55025  1.45396  
4     -0.01804   3.56962   2.07576 -25.36062 -24.79056 -19.63622     (-12.497,-2.076) (-3.570,-20.639) (-14.070,-0.018)      2.07176  1.93861  
5     -0.06066   3.40715   1.92082 -25.12044 -24.73456 -19.43112     (-12.617,-1.921) (-3.407,-20.893) (-14.465,-0.061)      2.60194  2.42326  
6     -0.10329   3.24468   1.76588 -24.88025 -24.67857 -19.22603     (-12.737,-1.766) (-3.245,-21.147) (-14.859,-0.103)      3.13395  2.90791  
7     -0.14591   3.08221   1.61094 -24.64007 -24.62257 -19.02094     (-12.857,-1.611) (-3.082,-21.401) (-15.254,-0.146)      3.66697  3.39257  
8     -0.18853   2.91973   1.45599 -24.39988 -24.56658 -18.81585     (-12.976,-1.456) (-2.920,-21.655) (-15.648,-0.189)      4.20064  3.87722  
9     -0.23115   2.75726   1.30105 -24.15970 -24.51058 -18.61075     (-13.096,-1.301) (-2.757,-21.908) (-16.043,-0.231)      4.73472  4.36187  
