Fol_2018-05-14.12_58_10.31_30.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0     -8.22941   9.67640 -16.90544 -12.89851 -36.14548 -25.42037     (-8.229,-1.775) (-14.297,-44.375) (-8.676,-1.447) 28.4864  30.4942  
1     -8.22941   9.65240 -16.89720 -12.88737 -36.15372 -25.39638     (-8.229,-1.812) (-14.321,-44.383) (-8.668,-1.423) 28.4926  30.493  
2     -8.22941   9.62840 -16.88896 -12.87624 -36.16196 -25.37238     (-8.229,-1.849) (-14.345,-44.391) (-8.660,-1.399) 28.4989  30.4918  
3     -8.22941   9.60441 -16.88073 -12.86510 -36.17020 -25.34838     (-8.229,-1.886) (-14.369,-44.400) (-8.651,-1.375) 28.5052  30.4907  
4     -8.22941   9.58041 -16.87249 -12.85397 -36.17844 -25.32438     (-8.229,-1.923) (-14.393,-44.408) (-8.643,-1.351) 28.5116  30.4896  
5     -8.22941   9.55641 -16.86425 -12.84283 -36.18667 -25.30039     (-8.229,-1.959) (-14.417,-44.416) (-8.635,-1.327) 28.518  30.4885  
6     -8.22941   9.53241 -16.85601 -12.83170 -36.19491 -25.27639     (-8.229,-1.996) (-14.441,-44.424) (-8.627,-1.303) 28.5244  30.4875  
7     -8.22941   9.50842 -16.84777 -12.82056 -36.20315 -25.25239     (-8.229,-2.033) (-14.465,-44.433) (-8.618,-1.279) 28.5309  30.4866  
8     -8.22941   9.48442 -16.83954 -12.80943 -36.21139 -25.22839     (-8.229,-2.070) (-14.489,-44.441) (-8.610,-1.255) 28.5374  30.4856  
9     -8.22941   9.46042 -16.83130 -12.79829 -36.21962 -25.20440     (-8.229,-2.107) (-14.513,-44.449) (-8.602,-1.231) 28.544  30.4848  
10     -8.22941   9.43642 -16.82306 -12.78716 -36.22786 -25.18040     (-8.229,-2.144) (-14.537,-44.457) (-8.594,-1.207) 28.5506  30.4839  
11     -8.22941   9.41243 -16.81482 -12.77603 -36.23610 -25.15640     (-8.229,-2.181) (-14.561,-44.466) (-8.585,-1.183) 28.5573  30.4831  
