PointDistanceFollower   Jun 14 2018   mode =  Single Point 
Fol_2018-06-14.11_29_38.58_0.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist CS6Dist  distance between 
Compute times (msec)     S6Dist   16324   CS6Dist  40
PointDistanceFollower  Jun 14 2018  mode = Single Point
Fol_2018-06-14.11_29_38.58_0.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0    -28.53523 -10.97034  -1.85758  -6.46182 -33.43779  15.14014     (-4.509,-8.678) (-8.319,-9.619) (-4.717,-6.462)      0  0  
1    -28.51118 -10.96768  -1.86044  -6.46404 -33.41395  15.11851     (-4.504,-8.654) (-8.324,-9.641) (-4.738,-6.464)      0.0393588  0.0393588  
2    -28.48713 -10.96503  -1.86330  -6.46626 -33.39010  15.09689     (-4.499,-8.631) (-8.330,-9.663) (-4.760,-6.466)      0.0787177  0.0787177  
3    -28.46308 -10.96238  -1.86617  -6.46848 -33.36626  15.07527     (-4.494,-8.607) (-8.335,-9.684) (-4.781,-6.468)      0.118076  0.118076  
4    -28.43903 -10.95972  -1.86903  -6.47070 -33.34242  15.05364     (-4.489,-8.583) (-8.340,-9.706) (-4.802,-6.471)      0.157435  0.157435  
5    -28.41498 -10.95707  -1.87189  -6.47291 -33.31858  15.03202     (-4.484,-8.559) (-8.345,-9.727) (-4.824,-6.473)      0.196794  0.196794  
6    -28.39093 -10.95442  -1.87475  -6.47513 -33.29473  15.01039     (-4.479,-8.535) (-8.350,-9.749) (-4.845,-6.475)      0.236153  0.236153  
7    -28.36688 -10.95176  -1.87761  -6.47735 -33.27089  14.98877     (-4.474,-8.511) (-8.355,-9.771) (-4.867,-6.477)      0.275512  0.275512  
8    -28.34283 -10.94911  -1.88048  -6.47957 -33.24705  14.96715     (-4.470,-8.488) (-8.360,-9.792) (-4.888,-6.480)      0.314871  0.314871  
9    -28.31878 -10.94646  -1.88334  -6.48179 -33.22321  14.94552     (-4.465,-8.464) (-8.365,-9.814) (-4.910,-6.482)      0.354229  0.354229  
10    -28.29473 -10.94380  -1.88620  -6.48401 -33.19936  14.92390     (-4.460,-8.440) (-8.370,-9.836) (-4.931,-6.484)      0.393588  0.393588  
11    -28.27067 -10.94115  -1.88906  -6.48623 -33.17552  14.90228     (-4.455,-8.416) (-8.375,-9.857) (-4.952,-6.486)      0.432947  0.432947  
12    -28.24662 -10.93849  -1.89193  -6.48845 -33.15168  14.88065     (-4.450,-8.392) (-8.380,-9.879) (-4.974,-6.488)      0.472306  0.472306  
13    -28.22257 -10.93584  -1.89479  -6.49066 -33.12784  14.85903     (-4.445,-8.368) (-8.385,-9.900) (-4.995,-6.491)      0.511665  0.511665  
14    -28.19852 -10.93319  -1.89765  -6.49288 -33.10400  14.83741     (-4.440,-8.345) (-8.391,-9.922) (-5.017,-6.493)      0.551024  0.551024  
15    -28.17447 -10.93053  -1.90051  -6.49510 -33.08015  14.81578     (-4.435,-8.321) (-8.396,-9.944) (-5.038,-6.495)      0.590382  0.590382  
16    -28.15042 -10.92788  -1.90337  -6.49732 -33.05631  14.79416     (-4.431,-8.297) (-8.401,-9.965) (-5.059,-6.497)      0.629741  0.629741  
17    -28.12637 -10.92523  -1.90624  -6.49954 -33.03247  14.77254     (-4.426,-8.273) (-8.406,-9.987) (-5.081,-6.500)      0.6691  0.6691  
18    -28.10232 -10.92257  -1.90910  -6.50176 -33.00863  14.75091     (-4.421,-8.249) (-8.411,-10.009) (-5.102,-6.502)      0.708459  0.708459  
19    -28.07827 -10.91992  -1.91196  -6.50398 -32.98478  14.72929     (-4.416,-8.225) (-8.416,-10.030) (-5.124,-6.504)      0.747818  0.747818  
20    -28.05422 -10.91727  -1.91482  -6.50620 -32.96094  14.70766     (-4.411,-8.201) (-8.421,-10.052) (-5.145,-6.506)      0.787177  0.787177  
21    -28.03017 -10.91461  -1.91768  -6.50841 -32.93710  14.68604     (-4.406,-8.178) (-8.426,-10.073) (-5.166,-6.508)      0.826535  0.826535  
22    -28.00612 -10.91196  -1.92055  -6.51063 -32.91326  14.66442     (-4.401,-8.154) (-8.431,-10.095) (-5.188,-6.511)      0.865894  0.865894  
23    -27.98207 -10.90930  -1.92341  -6.51285 -32.88941  14.64279     (-4.396,-8.130) (-8.436,-10.117) (-5.209,-6.513)      0.905253  0.905253  
24    -27.95801 -10.90665  -1.92627  -6.51507 -32.86557  14.62117     (-4.392,-8.106) (-8.441,-10.138) (-5.231,-6.515)      0.944612  0.944612  
25    -27.93396 -10.90400  -1.92913  -6.51729 -32.84173  14.59955     (-4.387,-8.082) (-8.446,-10.160) (-5.252,-6.517)      0.983971  0.983971  
26    -27.90991 -10.90134  -1.93199  -6.51951 -32.81789  14.57792     (-4.382,-8.058) (-8.452,-10.182) (-5.274,-6.520)      1.02333  1.02333  
27    -27.88586 -10.89869  -1.93486  -6.52173 -32.79405  14.55630     (-4.377,-8.035) (-8.457,-10.203) (-5.295,-6.522)      1.06269  1.06269  
28    -27.86181 -10.89604  -1.93772  -6.52395 -32.77020  14.53468     (-4.372,-8.011) (-8.462,-10.225) (-5.316,-6.524)      1.10205  1.10205  
29    -27.83776 -10.89338  -1.94058  -6.52616 -32.74636  14.51305     (-4.367,-7.987) (-8.467,-10.246) (-5.338,-6.526)      1.14141  1.14141  
30    -27.81371 -10.89073  -1.94344  -6.52838 -32.72252  14.49143     (-4.362,-7.963) (-8.472,-10.268) (-5.359,-6.528)      1.18076  1.18076  
31    -27.78966 -10.88808  -1.94630  -6.53060 -32.69868  14.46980     (-4.357,-7.939) (-8.477,-10.290) (-5.381,-6.531)      1.22012  1.22012  
32    -27.76561 -10.88542  -1.94917  -6.53282 -32.67483  14.44818     (-4.353,-7.915) (-8.482,-10.311) (-5.402,-6.533)      1.25948  1.25948  
33    -27.74156 -10.88277  -1.95203  -6.53504 -32.65099  14.42656     (-4.348,-7.892) (-8.487,-10.333) (-5.423,-6.535)      1.29884  1.29884  
34    -27.71751 -10.88012  -1.95489  -6.53726 -32.62715  14.40493     (-4.343,-7.868) (-8.492,-10.355) (-5.445,-6.537)      1.3382  1.3382  
35    -27.69346 -10.87746  -1.95775  -6.53948 -32.60331  14.38331     (-4.338,-7.844) (-8.497,-10.376) (-5.466,-6.539)      1.37756  1.37756  
36    -27.66941 -10.87481  -1.96061  -6.54169 -32.57946  14.36169     (-4.333,-7.820) (-8.502,-10.398) (-5.488,-6.542)      1.41692  1.41692  
37    -27.64535 -10.87215  -1.96348  -6.54391 -32.55562  14.34006     (-4.328,-7.796) (-8.507,-10.419) (-5.509,-6.544)      1.45628  1.45628  
38    -27.62130 -10.86950  -1.96634  -6.54613 -32.53178  14.31844     (-4.323,-7.772) (-8.512,-10.441) (-5.531,-6.546)      1.49564  1.49564  
39    -27.59725 -10.86685  -1.96920  -6.54835 -32.50794  14.29682     (-4.318,-7.748) (-8.518,-10.463) (-5.552,-6.548)      1.53499  1.53499  
40    -27.57320 -10.86419  -1.97206  -6.55057 -32.48410  14.27519     (-4.314,-7.725) (-8.523,-10.484) (-5.573,-6.551)      1.57435  1.57435  
41    -27.54915 -10.86154  -1.97492  -6.55279 -32.46025  14.25357     (-4.309,-7.701) (-8.528,-10.506) (-5.595,-6.553)      1.61371  1.61371  
42    -27.52510 -10.85889  -1.97779  -6.55501 -32.43641  14.23195     (-4.304,-7.677) (-8.533,-10.528) (-5.616,-6.555)      1.65307  1.65307  
43    -27.50105 -10.85623  -1.98065  -6.55723 -32.41257  14.21032     (-4.299,-7.653) (-8.538,-10.549) (-5.638,-6.557)      1.69243  1.69243  
44    -27.47700 -10.85358  -1.98351  -6.55944 -32.38873  14.18870     (-4.294,-7.629) (-8.543,-10.571) (-5.659,-6.559)      1.73179  1.73179  
45    -27.45295 -10.85093  -1.98637  -6.56166 -32.36488  14.16707     (-4.289,-7.605) (-8.548,-10.592) (-5.680,-6.562)      1.77115  1.77115  
46    -27.42890 -10.84827  -1.98924  -6.56388 -32.34104  14.14545     (-4.284,-7.582) (-8.553,-10.614) (-5.702,-6.564)      1.81051  1.81051  
47    -27.40485 -10.84562  -1.99210  -6.56610 -32.31720  14.12383     (-4.280,-7.558) (-8.558,-10.636) (-5.723,-6.566)      1.84986  1.84986  
48    -27.38080 -10.84297  -1.99496  -6.56832 -32.29336  14.10220     (-4.275,-7.534) (-8.563,-10.657) (-5.745,-6.568)      1.88922  1.88922  
