Fol_2018-05-14.13_13_27.87_86.txt     Output is S6 probe cell, C3 reduced cell, S6Dist CS6Dist distance between
0     16.65287 -63.15652 -27.90922 -19.72852  -2.68826 -30.42528     (-11.236,-25.105) (-29.811,-2.688) (-0.020,-25.049) 24.9075  28.8801  
1     16.62495 -63.12314 -27.88131 -19.73390  -2.68826 -30.41990     (-11.256,-29.881) (-25.102,-2.680) (-0.008,-25.051) 24.8657  28.8457  
2     16.59703 -63.08976 -27.85339 -19.73928  -2.68826 -30.41452     (-11.256,-29.932) (-25.080,-2.652) (-0.036,-25.074) 24.824  28.8114  
3     16.56912 -63.05638 -27.82547 -19.74467  -2.68826 -30.40914     (-11.256,-29.982) (-25.057,-2.624) (-0.064,-25.096) 24.7822  28.7771  
4     16.54120 -63.02301 -27.79756 -19.75005  -2.68826 -30.40375     (-11.256,-30.032) (-25.035,-2.597) (-0.092,-25.119) 24.7405  28.7428  
5     16.51328 -62.98963 -27.76964 -19.75543  -2.68826 -30.39837     (-11.256,-30.083) (-25.012,-2.569) (-0.120,-25.141) 24.6987  28.7086  
6     16.48537 -62.95625 -27.74172 -19.76081  -2.68826 -30.39299     (-11.256,-30.133) (-24.990,-2.541) (-0.148,-25.164) 24.657  28.6744  
7     16.45745 -62.92287 -27.71380 -19.76619  -2.68826 -30.38761     (-11.256,-30.183) (-24.967,-2.513) (-0.175,-25.187) 24.6154  28.6402  
8     16.42953 -62.88949 -27.68589 -19.77158  -2.68826 -30.38223     (-11.256,-30.234) (-24.945,-2.485) (-0.203,-25.209) 24.5737  28.6061  
9     16.40161 -62.85611 -27.65797 -19.77696  -2.68826 -30.37685     (-11.256,-30.284) (-24.922,-2.457) (-0.231,-25.232) 24.5321  28.572  
10     16.37370 -62.82273 -27.63005 -19.78234  -2.68826 -30.37146     (-11.256,-30.335) (-24.900,-2.429) (-0.259,-25.254) 24.4905  28.538  
11     16.34578 -62.78935 -27.60214 -19.78772  -2.68826 -30.36608     (-11.256,-30.385) (-24.877,-2.401) (-0.287,-25.277) 24.4489  28.504  
12     16.31786 -62.75597 -27.57422 -19.79310  -2.68826 -30.36070     (-11.256,-30.435) (-24.855,-2.373) (-0.315,-25.299) 24.4073  28.47  
13     16.28995 -62.72259 -27.54630 -19.79849  -2.68826 -30.35532     (-11.256,-30.486) (-24.832,-2.345) (-0.343,-25.322) 24.3658  28.4361  
14     16.26203 -62.68921 -27.51838 -19.80387  -2.68826 -30.34994     (-11.256,-30.536) (-24.810,-2.317) (-0.371,-25.344) 24.3243  28.4022  
15     16.23411 -62.65584 -27.49047 -19.80925  -2.68826 -30.34455     (-11.256,-30.586) (-24.787,-2.289) (-0.399,-25.367) 24.2828  28.3684  
16     16.20619 -62.62246 -27.46255 -19.81463  -2.68826 -30.33917     (-11.256,-30.637) (-24.764,-2.262) (-0.427,-25.389) 24.2413  28.3346  
17     16.17828 -62.58908 -27.43463 -19.82001  -2.68826 -30.33379     (-11.256,-30.687) (-24.742,-2.234) (-0.455,-25.412) 24.1999  28.3008  
18     16.15036 -62.55570 -27.40672 -19.82539  -2.68826 -30.32841     (-11.256,-30.737) (-24.719,-2.206) (-0.483,-25.434) 24.1584  28.2671  
19     16.12244 -62.52232 -27.37880 -19.83078  -2.68826 -30.32303     (-11.256,-30.788) (-24.697,-2.178) (-0.510,-25.457) 24.117  28.2335  
20     16.09453 -62.48894 -27.35088 -19.83616  -2.68826 -30.31764     (-11.256,-30.838) (-24.674,-2.150) (-0.538,-25.479) 24.0757  28.1998  
21     16.06661 -62.45556 -27.32296 -19.84154  -2.68826 -30.31226     (-11.256,-30.889) (-24.652,-2.122) (-0.566,-25.502) 24.0343  28.1662  
22     16.03869 -62.42218 -27.29505 -19.84692  -2.68826 -30.30688     (-11.256,-30.939) (-24.629,-2.094) (-0.594,-25.525) 23.993  28.1327  
23     16.01077 -62.38880 -27.26713 -19.85230  -2.68826 -30.30150     (-11.256,-30.989) (-24.607,-2.066) (-0.622,-25.547) 23.9517  28.0992  
24     15.98286 -62.35542 -27.23921 -19.85769  -2.68826 -30.29612     (-11.256,-31.040) (-24.584,-2.038) (-0.650,-25.570) 23.9104  28.0657  
25     15.95494 -62.32204 -27.21130 -19.86307  -2.68826 -30.29073     (-11.256,-31.090) (-24.562,-2.010) (-0.678,-25.592) 23.8691  28.0322  
26     15.92702 -62.28867 -27.18338 -19.86845  -2.68826 -30.28535     (-11.256,-31.140) (-24.539,-1.982) (-0.706,-25.615) 23.8279  27.9989  
27     15.89911 -62.25529 -27.15546 -19.87383  -2.68826 -30.27997     (-11.256,-31.191) (-24.517,-1.954) (-0.734,-25.637) 23.7867  27.9655  
28     15.87119 -62.22191 -27.12754 -19.87921  -2.68826 -30.27459     (-11.256,-31.241) (-24.494,-1.927) (-0.762,-25.660) 23.7455  27.9322  
29     15.84327 -62.18853 -27.09963 -19.88460  -2.68826 -30.26921     (-11.256,-31.292) (-24.472,-1.899) (-0.790,-25.682) 23.7042  27.8989  
30     15.81535 -62.15515 -27.07171 -19.88998  -2.68826 -30.26383     (-11.256,-31.342) (-24.449,-1.871) (-0.818,-25.705) 23.6628  27.8657  
31     15.78744 -62.12177 -27.04379 -19.89536  -2.68826 -30.25844     (-11.256,-31.392) (-24.426,-1.843) (-0.845,-25.727) 23.6215  27.8325  
32     15.75952 -62.08839 -27.01588 -19.90074  -2.68826 -30.25306     (-11.256,-31.443) (-24.404,-1.815) (-0.873,-25.750) 23.5801  27.7994  
33     15.73160 -62.05501 -26.98796 -19.90612  -2.68826 -30.24768     (-11.256,-31.493) (-24.381,-1.787) (-0.901,-25.772) 23.5388  27.7663  
34     15.70369 -62.02163 -26.96004 -19.91151  -2.68826 -30.24230     (-11.256,-31.543) (-24.359,-1.759) (-0.929,-25.795) 23.4975  27.7332  
35     15.67577 -61.98825 -26.93212 -19.91689  -2.68826 -30.23692     (-11.256,-31.594) (-24.336,-1.731) (-0.957,-25.818) 23.4562  27.7002  
36     15.64785 -61.95487 -26.90421 -19.92227  -2.68826 -30.23153     (-11.256,-31.644) (-24.314,-1.703) (-0.985,-25.840) 23.4149  27.6673  
37     15.61993 -61.92150 -26.87629 -19.92765  -2.68826 -30.22615     (-11.256,-31.695) (-24.291,-1.675) (-1.013,-25.863) 23.3737  27.6343  
38     15.59202 -61.88812 -26.84837 -19.93303  -2.68826 -30.22077     (-11.256,-31.745) (-24.269,-1.647) (-1.041,-25.885) 23.3325  27.6015  
39     15.56410 -61.85474 -26.82046 -19.93842  -2.68826 -30.21539     (-11.256,-31.795) (-24.246,-1.619) (-1.069,-25.908) 23.2913  27.5686  
40     15.53618 -61.82136 -26.79254 -19.94380  -2.68826 -30.21001     (-11.256,-31.846) (-24.224,-1.592) (-1.097,-25.930) 23.2502  27.5358  
41     15.50827 -61.78798 -26.76462 -19.94918  -2.68826 -30.20462     (-11.256,-31.896) (-24.201,-1.564) (-1.125,-25.953) 23.2091  27.5031  
42     15.48035 -61.75460 -26.73670 -19.95456  -2.68826 -30.19924     (-11.256,-31.946) (-24.179,-1.536) (-1.153,-25.975) 23.168  27.4704  
43     15.45243 -61.72122 -26.70879 -19.95994  -2.68826 -30.19386     (-11.256,-31.997) (-24.156,-1.508) (-1.180,-25.998) 23.1269  27.4377  
44     15.42451 -61.68784 -26.68087 -19.96532  -2.68826 -30.18848     (-11.256,-32.047) (-24.133,-1.480) (-1.208,-26.020) 23.0858  27.4051  
45     15.39660 -61.65446 -26.65295 -19.97071  -2.68826 -30.18310     (-11.256,-32.098) (-24.111,-1.452) (-1.236,-26.043) 23.0448  27.3725  
46     15.36868 -61.62108 -26.62504 -19.97609  -2.68826 -30.17771     (-11.256,-32.148) (-24.088,-1.424) (-1.264,-26.065) 23.0038  27.34  
47     15.34076 -61.58770 -26.59712 -19.98147  -2.68826 -30.17233     (-11.256,-32.198) (-24.066,-1.396) (-1.292,-26.088) 22.9628  27.3075  
48     15.31285 -61.55433 -26.56920 -19.98685  -2.68826 -30.16695     (-11.256,-32.249) (-24.043,-1.368) (-1.320,-26.110) 22.9219  27.2751  
49     15.28493 -61.52095 -26.54128 -19.99223  -2.68826 -30.16157     (-11.256,-32.299) (-24.021,-1.340) (-1.348,-26.133) 22.881  27.2427  
50     15.25701 -61.48757 -26.51337 -19.99762  -2.68826 -30.15619     (-11.256,-32.349) (-23.998,-1.312) (-1.376,-26.156) 22.8401  27.2103  
51     15.22909 -61.45419 -26.48545 -20.00300  -2.68826 -30.15081     (-11.256,-32.400) (-23.976,-1.284) (-1.404,-26.178) 22.7992  27.178  
52     15.20118 -61.42081 -26.45753 -20.00838  -2.68826 -30.14542     (-11.256,-32.450) (-23.953,-1.257) (-1.432,-26.201) 22.7584  27.1457  
53     15.17326 -61.38743 -26.42962 -20.01376  -2.68826 -30.14004     (-11.256,-32.501) (-23.931,-1.229) (-1.460,-26.223) 22.7175  27.1135  
54     15.14534 -61.35405 -26.40170 -20.01914  -2.68826 -30.13466     (-11.256,-32.551) (-23.908,-1.201) (-1.488,-26.246) 22.6767  27.0813  
55     15.11743 -61.32067 -26.37378 -20.02453  -2.68826 -30.12928     (-11.256,-32.601) (-23.886,-1.173) (-1.515,-26.268) 22.636  27.048  
56     15.08951 -61.28729 -26.34586 -20.02991  -2.68826 -30.12390     (-11.256,-32.652) (-23.863,-1.145) (-1.543,-26.291) 22.5953  27.0147  
57     15.06159 -61.25391 -26.31795 -20.03529  -2.68826 -30.11851     (-11.256,-32.702) (-23.841,-1.117) (-1.571,-26.313) 22.5545  26.9815  
58     15.03367 -61.22053 -26.29003 -20.04067  -2.68826 -30.11313     (-11.256,-32.752) (-23.818,-1.089) (-1.599,-26.336) 22.5139  26.9483  
59     15.00576 -61.18716 -26.26211 -20.04605  -2.68826 -30.10775     (-11.256,-32.803) (-23.795,-1.061) (-1.627,-26.358) 22.4732  26.9151  
60     14.97784 -61.15378 -26.23420 -20.05144  -2.68826 -30.10237     (-11.256,-32.853) (-23.773,-1.033) (-1.655,-26.381) 22.4326  26.882  
61     14.94992 -61.12040 -26.20628 -20.05682  -2.68826 -30.09699     (-11.256,-32.904) (-23.750,-1.005) (-1.683,-26.403) 22.392  26.849  
62     14.92201 -61.08702 -26.17836 -20.06220  -2.68826 -30.09160     (-11.256,-32.954) (-23.728,-0.977) (-1.711,-26.426) 22.3514  26.816  
63     14.89409 -61.05364 -26.15044 -20.06758  -2.68826 -30.08622     (-11.256,-33.004) (-23.705,-0.949) (-1.739,-26.448) 22.3109  26.783  
64     14.86617 -61.02026 -26.12253 -20.07296  -2.68826 -30.08084     (-11.256,-33.055) (-23.683,-0.922) (-1.767,-26.471) 22.2704  26.7501  
65     14.83825 -60.98688 -26.09461 -20.07834  -2.68826 -30.07546     (-11.256,-33.105) (-23.660,-0.894) (-1.795,-26.494) 22.2299  26.7172  
66     14.81034 -60.95350 -26.06669 -20.08373  -2.68826 -30.07008     (-11.256,-33.155) (-23.638,-0.866) (-1.823,-26.516) 22.1894  26.6844  
67     14.78242 -60.92012 -26.03878 -20.08911  -2.68826 -30.06469     (-11.256,-33.206) (-23.615,-0.838) (-1.850,-26.539) 22.149  26.6516  
68     14.75450 -60.88674 -26.01086 -20.09449  -2.68826 -30.05931     (-11.256,-33.256) (-23.593,-0.810) (-1.878,-26.561) 22.1086  26.6188  
69     14.72659 -60.85336 -25.98294 -20.09987  -2.68826 -30.05393     (-11.256,-33.306) (-23.570,-0.782) (-1.906,-26.584) 22.0683  26.5861  
70     14.69867 -60.81999 -25.95502 -20.10525  -2.68826 -30.04855     (-11.256,-33.357) (-23.548,-0.754) (-1.934,-26.606) 22.0279  26.5535  
71     14.67075 -60.78661 -25.92711 -20.11064  -2.68826 -30.04317     (-11.256,-33.407) (-23.525,-0.726) (-1.962,-26.629) 21.9876  26.5209  
72     14.64283 -60.75323 -25.89919 -20.11602  -2.68826 -30.03779     (-11.256,-33.458) (-23.502,-0.698) (-1.990,-26.651) 21.9473  26.4883  
73     14.61492 -60.71985 -25.87127 -20.12140  -2.68826 -30.03240     (-11.256,-33.508) (-23.480,-0.670) (-2.018,-26.674) 21.9071  26.4558  
74     14.58700 -60.68647 -25.84336 -20.12678  -2.68826 -30.02702     (-11.256,-33.558) (-23.457,-0.642) (-2.046,-26.696) 21.8669  26.4233  
75     14.55908 -60.65309 -25.81544 -20.13216  -2.68826 -30.02164     (-11.256,-33.609) (-23.435,-0.614) (-2.074,-26.719) 21.8267  26.3909  
76     14.53117 -60.61971 -25.78752 -20.13755  -2.68826 -30.01626     (-11.256,-33.659) (-23.412,-0.587) (-2.102,-26.741) 21.7865  26.3585  
77     14.50325 -60.58633 -25.75960 -20.14293  -2.68826 -30.01088     (-11.256,-33.709) (-23.390,-0.559) (-2.130,-26.764) 21.7464  26.3262  
78     14.47533 -60.55295 -25.73169 -20.14831  -2.68826 -30.00549     (-11.256,-33.760) (-23.367,-0.531) (-2.158,-26.787) 21.7063  26.2939  
79     14.44741 -60.51957 -25.70377 -20.15369  -2.68826 -30.00011     (-11.256,-33.810) (-23.345,-0.503) (-2.185,-26.809) 21.6663  26.2617  
80     14.41950 -60.48619 -25.67585 -20.15907  -2.68826 -29.99473     (-11.256,-33.861) (-23.322,-0.475) (-2.213,-26.832) 21.6262  26.2295  
81     14.39158 -60.45282 -25.64794 -20.16446  -2.68826 -29.98935     (-11.256,-33.911) (-23.300,-0.447) (-2.241,-26.854) 21.5862  26.1973  
82     14.36366 -60.41944 -25.62002 -20.16984  -2.68826 -29.98397     (-11.256,-33.961) (-23.277,-0.419) (-2.269,-26.877) 21.5463  26.1652  
83     14.33575 -60.38606 -25.59210 -20.17522  -2.68826 -29.97858     (-11.256,-34.012) (-23.255,-0.391) (-2.297,-26.899) 21.5063  26.1332  
84     14.30783 -60.35268 -25.56418 -20.18060  -2.68826 -29.97320     (-11.256,-34.062) (-23.232,-0.363) (-2.325,-26.922) 21.4664  26.1012  
85     14.27991 -60.31930 -25.53627 -20.18598  -2.68826 -29.96782     (-11.256,-34.112) (-23.210,-0.335) (-2.353,-26.944) 21.4265  26.0692  
86     14.25199 -60.28592 -25.50835 -20.19136  -2.68826 -29.96244     (-11.256,-34.163) (-23.187,-0.307) (-2.381,-26.967) 21.3867  26.0373  
87     14.22408 -60.25254 -25.48043 -20.19675  -2.68826 -29.95706     (-11.256,-34.213) (-23.164,-0.279) (-2.409,-26.989) 21.3469  26.0055  
88     14.19616 -60.21916 -25.45252 -20.20213  -2.68826 -29.95167     (-11.256,-34.264) (-23.142,-0.252) (-2.437,-27.012) 21.3071  25.9737  
89     14.16824 -60.18578 -25.42460 -20.20751  -2.68826 -29.94629     (-11.256,-34.314) (-23.119,-0.224) (-2.465,-27.034) 21.2674  25.9419  
90     14.14033 -60.15240 -25.39668 -20.21289  -2.68826 -29.94091     (-11.256,-34.364) (-23.097,-0.196) (-2.493,-27.057) 21.2276  25.9102  
91     14.11241 -60.11902 -25.36876 -20.21827  -2.68826 -29.93553     (-11.256,-34.415) (-23.074,-0.168) (-2.520,-27.079) 21.188  25.8786  
92     14.08449 -60.08565 -25.34085 -20.22366  -2.68826 -29.93015     (-11.256,-34.465) (-23.052,-0.140) (-2.548,-27.102) 21.1483  25.847  
93     14.05657 -60.05227 -25.31293 -20.22904  -2.68826 -29.92477     (-11.256,-34.515) (-23.029,-0.112) (-2.576,-27.125) 21.1087  25.8154  
94     14.02866 -60.01889 -25.28501 -20.23442  -2.68826 -29.91938     (-11.256,-34.566) (-23.007,-0.084) (-2.604,-27.147) 21.0691  25.7839  
95     14.00074 -59.98551 -25.25709 -20.23980  -2.68826 -29.91400     (-11.256,-34.616) (-22.984,-0.056) (-2.632,-27.170) 21.0296  25.7524  
96     13.97282 -59.95213 -25.22918 -20.24518  -2.68826 -29.90862     (-11.256,-34.667) (-22.962,-0.028) (-2.660,-27.192) 20.9901  25.721  
97     13.94490 -59.91875 -25.20126 -20.25057  -2.68826 -29.90324     (-11.256,-34.717) (-22.939,-0.000) (-2.688,-27.215) 20.9506  25.6897  
98     13.91699 -59.88537 -25.17334 -20.25595  -2.68826 -29.89786     (-2.688,-34.740) (-22.944,-0.028) (-11.229,-27.210) 20.9112  25.6583  
99     13.88907 -59.85199 -25.14543 -20.26133  -2.68826 -29.89247     (-2.688,-34.762) (-22.950,-0.056) (-11.201,-27.204) 20.8717  25.6271  
100     13.86115 -59.81861 -25.11751 -20.26671  -2.68826 -29.88709     (-2.688,-34.785) (-22.955,-0.083) (-11.173,-27.199) 20.8324  25.5959  
101     13.83324 -59.78523 -25.08959 -20.27209  -2.68826 -29.88171     (-2.688,-34.807) (-22.960,-0.111) (-11.145,-27.193) 20.793  25.5647  
