Fol_2018-05-05.09_52_30.1_20.txt     Output is probe cell, reduced cell, NCDist distance between
42    -45.41917  13.10442 -34.66815 -221.04501 -185.29248 -206.97172     (-193.867,-207.941) (-13.104,-198.397) (-21.564,-32.315) 119.567
43    -45.41917  10.68738 -34.20937 -219.18824 -185.75126 -204.55469     (-193.867,-208.501) (-10.687,-196.439) (-23.522,-34.732) 118.386
44    -45.41917   8.27035 -33.75059 -217.33146 -186.21004 -202.13765     (-193.867,-209.061) (-8.270,-194.480) (-25.480,-37.149) 117.36
45    -45.41917   5.85331 -33.29181 -215.47469 -186.66882 -199.72062     (-193.867,-209.621) (-5.853,-192.522) (-27.438,-39.566) 116.495
46    -45.41917   3.43628 -32.83303 -213.61791 -187.12760 -197.30358     (-193.867,-210.182) (-3.436,-190.564) (-29.397,-41.983) 115.793
47    -45.41917   1.01924 -32.37425 -211.76114 -187.58638 -194.88655     (-193.867,-210.742) (-1.019,-188.606) (-31.355,-44.400) 115.257
48    -45.41917  -1.39779 -31.91547 -209.90437 -188.04516 -192.46951     (-45.419,-209.904) (-1.398,-188.045) (-31.915,-192.470) 114.933
49    -45.41917  -3.81483 -31.45669 -208.04759 -188.50394 -190.05248     (-45.419,-208.048) (-3.815,-188.504) (-31.457,-190.052) 114.781
50    -45.41917  -6.23186 -30.99791 -206.19082 -188.96272 -187.63544     (-45.419,-206.191) (-6.232,-188.963) (-30.998,-187.635) 114.765
51    -45.41917  -8.64890 -30.53913 -204.33404 -189.42150 -185.21841     (-45.419,-204.334) (-8.649,-189.421) (-30.539,-185.218) 114.884
52    -45.41917 -11.06593 -30.08035 -202.47727 -189.88028 -182.80137     (-45.419,-202.477) (-11.066,-189.880) (-30.080,-182.801) 115.139
53    -45.41917 -13.48297 -29.62157 -200.62050 -190.33906 -180.38434     (-45.419,-200.620) (-13.483,-190.339) (-29.622,-180.384) 115.527
54    -45.41917 -15.90000 -29.16279 -198.76372 -190.79784 -177.96730     (-45.419,-198.764) (-15.900,-190.798) (-29.163,-177.967) 116.048
55    -45.41917 -18.31704 -28.70401 -196.90695 -191.25662 -175.55027     (-45.419,-196.907) (-18.317,-191.257) (-28.704,-175.550) 116.701
56    -45.41917 -20.73407 -28.24524 -195.05018 -191.71540 -173.13323     (-45.419,-195.050) (-20.734,-191.715) (-28.245,-173.133) 117.482
57    -45.41917 -23.15111 -27.78646 -193.19340 -192.17418 -170.71620     (-45.419,-193.193) (-23.151,-192.174) (-27.786,-170.716) 118.389
58    -45.41917 -25.56815 -27.32768 -191.33663 -192.63296 -168.29916     (-45.419,-191.337) (-25.568,-192.633) (-27.328,-168.299) 117.327
59    -45.41917 -27.98518 -26.86890 -189.47985 -193.09173 -165.88213     (-45.419,-189.480) (-27.985,-193.092) (-26.869,-165.882) 115.219
60    -45.41917 -30.40222 -26.41012 -187.62308 -193.55051 -163.46509     (-45.419,-187.623) (-30.402,-193.551) (-26.410,-163.465) 113.209
61    -45.41917 -32.81925 -25.95134 -185.76631 -194.00929 -161.04805     (-45.419,-185.766) (-32.819,-194.009) (-25.951,-161.048) 111.302
62    -45.41917 -35.23629 -25.49256 -183.90953 -194.46807 -158.63102     (-45.419,-183.910) (-35.236,-194.468) (-25.493,-158.631) 109.505
63    -45.41917 -37.65332 -25.03378 -182.05276 -194.92685 -156.21398     (-45.419,-182.053) (-37.653,-194.927) (-25.034,-156.214) 107.821
64    -45.41917 -40.07036 -24.57500 -180.19598 -195.38563 -153.79695     (-45.419,-180.196) (-40.070,-195.386) (-24.575,-153.797) 106.258
65    -45.41917 -42.48739 -24.11622 -178.33921 -195.84441 -151.37991     (-45.419,-178.339) (-42.487,-195.844) (-24.116,-151.380) 104.819
66    -45.41917 -44.90443 -23.65744 -176.48244 -196.30319 -148.96288     (-45.419,-176.482) (-44.904,-196.303) (-23.657,-148.963) 103.511
67    -45.41917 -47.32146 -23.19866 -174.62566 -196.76197 -146.54584     (-45.419,-174.626) (-47.321,-196.762) (-23.199,-146.546) 101.204
68    -45.41917 -49.73850 -22.73988 -172.76889 -197.22075 -144.12881     (-45.419,-172.769) (-49.738,-197.221) (-22.740,-144.129) 98.6844
69    -45.41917 -52.15553 -22.28110 -170.91211 -197.67953 -141.71177     (-45.419,-170.912) (-52.156,-197.680) (-22.281,-141.712) 96.2604
70    -45.41917 -54.57257 -21.82232 -169.05534 -198.13831 -139.29474     (-45.419,-169.055) (-54.573,-198.138) (-21.822,-139.295) 93.9395
71    -45.41917 -56.98960 -21.36354 -167.19857 -198.59709 -136.87770     (-45.419,-167.199) (-56.990,-198.597) (-21.364,-136.878) 91.7294
72    -45.41917 -59.40664 -20.90476 -165.34179 -199.05587 -134.46067     (-45.419,-165.342) (-59.407,-199.056) (-20.905,-134.461) 89.6384
73    -45.41917 -61.82367 -20.44598 -163.48502 -199.51465 -132.04363     (-45.419,-163.485) (-61.824,-199.515) (-20.446,-132.044) 87.6751
74    -45.41917 -64.24071 -19.98720 -161.62825 -199.97343 -129.62660     (-45.419,-161.628) (-64.241,-199.973) (-19.987,-129.627) 85.8481
75    -45.41917 -66.65774 -19.52842 -159.77147 -200.43221 -127.20956     (-45.419,-159.771) (-66.658,-200.432) (-19.528,-127.210) 84.1664
76    -45.41917 -69.07478 -19.06964 -157.91470 -200.89099 -124.79253     (-45.419,-157.915) (-69.075,-200.891) (-19.070,-124.793) 82.6388
77    -45.41917 -71.49181 -18.61087 -156.05792 -201.34977 -122.37549     (-45.419,-156.058) (-71.492,-201.350) (-18.611,-122.375) 81.0061
78    -45.41917 -73.90885 -18.15209 -154.20115 -201.80855 -119.95846     (-45.419,-154.201) (-73.909,-201.809) (-18.152,-119.958) 77.1909
79    -45.41917 -76.32588 -17.69331 -152.34438 -202.26732 -117.54142     (-45.419,-152.344) (-76.326,-202.267) (-17.693,-117.541) 73.3892
80    -45.41917 -78.74292 -17.23453 -150.48760 -202.72610 -115.12439     (-45.419,-150.488) (-78.743,-202.726) (-17.235,-115.124) 69.6034
81    -45.41917 -81.15995 -16.77575 -148.63083 -203.18488 -112.70735     (-45.419,-148.631) (-81.160,-203.185) (-16.776,-112.707) 65.8361
82    -45.41917 -83.57699 -16.31697 -146.77405 -203.64366 -110.29032     (-45.419,-146.774) (-83.577,-203.644) (-16.317,-110.290) 62.0908
83    -45.41917 -85.99402 -15.85819 -144.91728 -204.10244 -107.87328     (-45.419,-144.917) (-85.994,-204.102) (-15.858,-107.873) 58.3715
84    -45.41917 -88.41106 -15.39941 -143.06051 -204.56122 -105.45625     (-45.419,-143.061) (-88.411,-204.561) (-15.399,-105.456) 54.6837
85    -45.41917 -90.82809 -14.94063 -141.20373 -205.02000 -103.03921     (-45.419,-141.204) (-90.828,-205.020) (-14.941,-103.039) 51.0342
86    -45.41917 -93.24513 -14.48185 -139.34696 -205.47878 -100.62218     (-45.419,-139.347) (-93.245,-205.479) (-14.482,-100.622) 47.4318
87    -45.41917 -95.66216 -14.02307 -137.49019 -205.93756 -98.20514     (-45.419,-137.490) (-95.662,-205.938) (-14.023,-98.205) 43.8882
88    -45.41917 -98.07920 -13.56429 -135.63341 -206.39634 -95.78811     (-45.419,-135.633) (-98.079,-206.396) (-13.564,-95.788) 40.4187
89    -45.41917 -100.49623 -13.10551 -133.77664 -206.85512 -93.37107     (-45.419,-133.777) (-100.496,-206.855) (-13.106,-93.371) 37.0442
90    -45.41917 -102.91327 -12.64673 -131.91986 -207.31390 -90.95404     (-45.419,-131.920) (-102.913,-207.314) (-12.647,-90.954) 33.7932
91    -45.41917 -105.33030 -12.18795 -130.06309 -207.77268 -88.53700     (-45.419,-130.063) (-105.330,-207.773) (-12.188,-88.537) 30.705
92    -45.41917 -107.74734 -11.72917 -128.20632 -208.23146 -86.11997     (-45.419,-128.206) (-107.747,-208.231) (-11.729,-86.120) 27.6058
93    -45.41917 -110.16437 -11.27039 -126.34954 -208.69024 -83.70293     (-45.419,-126.350) (-110.164,-208.690) (-11.270,-83.703) 23.6621
94    -45.41917 -112.58141 -10.81161 -124.49277 -209.14902 -81.28590     (-45.419,-124.493) (-112.581,-209.149) (-10.812,-81.286) 19.7184
95    -45.41917 -114.99844 -10.35283 -122.63599 -209.60780 -78.86886     (-45.419,-122.636) (-114.998,-209.608) (-10.353,-78.869) 15.7748
96    -45.41917 -117.41548  -9.89405 -120.77922 -210.06658 -76.45183     (-45.419,-120.779) (-117.415,-210.067) (-9.894,-76.452) 11.8311
97    -45.41917 -119.83252  -9.43528 -118.92245 -210.52536 -74.03479     (-45.419,-118.922) (-119.833,-210.525) (-9.435,-74.035) 7.88738
98    -45.41917 -122.24955  -8.97650 -117.06567 -210.98414 -71.61776     (-45.419,-117.066) (-122.250,-210.984) (-8.976,-71.618) 3.94369
99    -45.41917 -124.66659  -8.51772 -115.20890 -211.44292 -69.20072     (-45.419,-115.209) (-124.667,-211.443) (-8.518,-69.201) 0
