PointDistanceFollower   Sep  9 2018   mode =  Single Point 
Fol_2018-09-13.17_19_33.0_2.txt      Output is S6 probe cell, C3 reduced cell,  S6Dist NCDist  distance between 
Compute times (msec)     S6Dist   116   NCDist   1129
PointDistanceFollower  Sep  9 2018  mode = Single Point
Fol_2018-09-13.17_19_33.0_2.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist distance between
0     -3.33579   4.13242   2.40489 -26.32300 -21.18479 -22.24384     (-13.979,-2.405) (-4.132,-16.375) (-13.248,-3.336)      0  0  
1     -3.44330   4.04894   2.24678 -26.08140 -21.13620 -22.05285     (-13.955,-2.247) (-4.049,-16.643) (-13.490,-3.443)      0.417261  0.470334  
2     -3.55081   3.96545   2.08866 -25.83980 -21.08762 -21.86186     (-13.931,-2.089) (-3.965,-16.910) (-13.732,-3.551)      0.834522  0.940668  
3     -3.65831   3.88197   1.93055 -25.59820 -21.03904 -21.67087     (-13.907,-1.931) (-3.882,-17.178) (-13.973,-3.658)      1.25178  1.411  
4     -3.76582   3.79849   1.77244 -25.35661 -20.99045 -21.47988     (-13.883,-1.772) (-3.798,-17.446) (-14.215,-3.766)      1.66904  1.88134  
5     -3.87333   3.71501   1.61432 -25.11501 -20.94187 -21.28889     (-13.859,-1.614) (-3.715,-17.713) (-14.456,-3.873)      2.0863  2.35167  
6     -3.98083   3.63152   1.45621 -24.87341 -20.89328 -21.09790     (-13.835,-1.456) (-3.632,-17.981) (-14.698,-3.981)      2.50357  2.822  
7     -4.08834   3.54804   1.29809 -24.63182 -20.84470 -20.90691     (-13.811,-1.298) (-3.548,-18.249) (-14.940,-4.088)      2.92083  3.29234  
8     -4.19585   3.46456   1.13998 -24.39022 -20.79612 -20.71592     (-13.787,-1.140) (-3.465,-18.516) (-15.181,-4.196)      3.33809  3.76267  
9     -4.30336   3.38107   0.98187 -24.14862 -20.74753 -20.52493     (-13.763,-0.982) (-3.381,-18.784) (-15.423,-4.303)      3.75535  4.233  
10     -4.41086   3.29759   0.82375 -23.90703 -20.69895 -20.33394     (-13.739,-0.824) (-3.298,-19.051) (-15.664,-4.411)      4.17261  4.70334  
11     -4.51837   3.21411   0.66564 -23.66543 -20.65037 -20.14295     (-13.715,-0.666) (-3.214,-19.319) (-15.906,-4.518)      4.58987  5.17367  
12     -4.62588   3.13062   0.50753 -23.42383 -20.60178 -19.95196     (-13.691,-0.508) (-3.131,-19.587) (-16.148,-4.626)      5.00713  5.64401  
13     -4.73338   3.04714   0.34941 -23.18223 -20.55320 -19.76097     (-13.667,-0.349) (-3.047,-19.854) (-16.389,-4.733)      5.42439  6.11434  
14     -4.84089   2.96366   0.19130 -22.94064 -20.50462 -19.56998     (-13.643,-0.191) (-2.964,-20.122) (-16.631,-4.841)      5.84165  6.58467  
15     -4.94840   2.88017   0.03318 -22.69904 -20.45603 -19.37899     (-13.619,-0.033) (-2.880,-20.390) (-16.872,-4.948)      6.25891  7.05501  
16     -5.05591   2.79669  -0.12493 -22.45744 -20.40745 -19.18800     (-13.720,-0.125) (-16.989,-20.532) (-2.672,-4.931)      6.51318  7.52534  
17     -5.16341   2.71321  -0.28304 -22.21585 -20.35886 -18.99701     (-13.854,-0.283) (-17.072,-20.642) (-2.430,-4.880)      6.73456  7.99568  
18     -5.27092   2.62972  -0.44116 -21.97425 -20.31028 -18.80602     (-13.988,-0.441) (-17.156,-20.751) (-2.189,-4.830)      6.96656  8.46601  
19     -5.37843   2.54624  -0.59927 -21.73265 -20.26170 -18.61502     (-14.122,-0.599) (-17.239,-20.861) (-1.947,-4.779)      7.20815  8.93634  
20     -5.48593   2.46276  -0.75738 -21.49106 -20.21311 -18.42403     (-14.256,-0.757) (-17.323,-20.970) (-1.705,-4.729)      7.45839  9.40668  
21     -5.59344   2.37927  -0.91550 -21.24946 -20.16453 -18.23304     (-14.390,-0.915) (-17.406,-21.080) (-1.464,-4.678)      7.71644  9.87701  
22     -5.70095   2.29579  -1.07361 -21.00786 -20.11595 -18.04205     (-14.524,-1.074) (-17.490,-21.190) (-1.222,-4.627)      7.98155  10.3473  
23     -5.80846   2.21231  -1.23172 -20.76626 -20.06736 -17.85106     (-14.658,-1.232) (-17.573,-21.299) (-0.981,-4.577)      8.25303  10.8177  
24     -5.91596   2.12882  -1.38984 -20.52467 -20.01878 -17.66007     (-14.792,-1.390) (-17.657,-21.409) (-0.739,-4.526)      8.53028  11.288  
25     -6.02347   2.04534  -1.54795 -20.28307 -19.97019 -17.46908     (-14.926,-1.548) (-17.740,-21.518) (-0.497,-4.476)      8.81275  11.7583  
26     -6.13098   1.96186  -1.70607 -20.04147 -19.92161 -17.27809     (-15.060,-1.706) (-17.824,-21.628) (-0.256,-4.425)      9.09996  12.2287  
27     -6.23848   1.87837  -1.86418 -19.79988 -19.87303 -17.08710     (-15.195,-1.864) (-17.907,-21.737) (-0.014,-4.374)      9.39147  12.699  
28     -6.34599   1.79489  -2.02229 -19.55828 -19.82444 -16.89611     (-15.101,-17.763) (-1.795,-21.619) (-0.227,-4.551)      9.34189  13.0606  
29     -6.45350   1.71141  -2.18041 -19.31668 -19.77586 -16.70512     (-14.994,-17.605) (-1.711,-21.487) (-0.469,-4.742)      9.27487  13.0733  
30     -6.56101   1.62792  -2.33852 -19.07508 -19.72728 -16.51413     (-14.886,-17.447) (-1.628,-21.355) (-0.711,-4.933)      9.04758  13.1048  
31     -6.66851   1.54444  -2.49663 -18.83349 -19.67869 -16.32314     (-14.779,-17.289) (-1.544,-21.223) (-0.952,-5.124)      8.82706  13.1549  
