PointDistanceFollower  May 27 2018  mode = Single Point
POINT_2018-05-27.17_08_44.0_25.txt     Output is S6 probe cell, C3 reduced cell, S6Dist NCDist D7Dist CS6Dist distance between
0      5.53180 -50.55236 -48.26457   5.60836  -5.79532 -10.61362     (-0.077,-5.608) (-42.656,-0.187) (-44.944,-5.005)      0  0  0  0  
1      5.47515 -50.47260 -48.23103   5.49506  -5.73867 -10.55697     (-0.020,-5.495) (-42.736,-0.244) (-44.978,-5.062)      0.173064  0.21447  0.257528  0.173064  
2      5.41850 -50.39284 -48.19749   5.38176  -5.68202 -10.50032     (-5.419,-0.037) (-44.974,-42.779) (-0.264,-5.082)      0.276755  0.468569  0.444102  0.300598  
3      5.36185 -50.31308 -48.16394   5.26845  -5.62537 -10.44367     (-5.362,-0.093) (-44.951,-42.802) (-0.264,-5.082)      0.350285  0.730456  0.580584  0.396769  
4      5.30520 -50.23332 -48.13040   5.15515  -5.56872 -10.38702     (-5.305,-0.150) (-44.928,-42.825) (-0.264,-5.082)      0.428694  0.9409  0.68407  0.470182     glitch
5      5.24855 -50.15357 -48.09686   5.04185  -5.51207 -10.33037     (-5.249,-0.207) (-44.905,-42.848) (-0.264,-5.082)      0.509735  1.09324  0.793838  0.548064  
6      5.19190 -50.07381 -48.06332   4.92855  -5.45542 -10.27372     (-5.192,-0.263) (-44.882,-42.871) (-0.264,-5.082)      0.59233  1.16962  0.907291  0.628526  
7      5.13525 -49.99405 -48.02978   4.81525  -5.39877 -10.21707     (-5.135,-0.320) (-44.859,-42.895) (-0.264,-5.082)      0.675909  1.27148  1.02305  0.710586  
8      5.07860 -49.91429 -47.99624   4.70195  -5.34212 -10.16042     (-5.079,-0.377) (-44.836,-42.918) (-0.264,-5.082)      0.717168  1.34295  1.09148  0.760748  
9      5.02195 -49.83453 -47.96270   4.58865  -5.28547 -10.10376     (-5.022,-0.433) (-44.813,-42.941) (-0.264,-5.082)      0.743025  1.43045  1.12929  0.787805  
10      4.96530 -49.75477 -47.92916   4.47535  -5.22882 -10.04711     (-4.965,-0.490) (-44.789,-42.964) (-0.264,-5.082)      0.777699  1.53124  1.17987  0.823954  
11      4.90865 -49.67501 -47.89562   4.36205  -5.17217  -9.99046     (-4.909,-0.547) (-44.766,-42.987) (-0.264,-5.082)      0.820072  1.64289  1.24149  0.867951  
12      4.85200 -49.59525 -47.86207   4.24875  -5.11552  -9.93381     (-4.852,-0.603) (-44.743,-43.010) (-0.264,-5.082)      0.869019  1.73017  1.31245  0.918566  
13      4.79535 -49.51549 -47.82853   4.13545  -5.05887  -9.87716     (-4.795,-0.660) (-44.720,-43.033) (-0.264,-5.082)      0.923495  1.81869  1.39121  0.974681  
14      4.73870 -49.43573 -47.79499   4.02215  -5.00222  -9.82051     (-4.739,-0.717) (-44.697,-43.056) (-0.264,-5.082)      0.982581  1.91862  1.47641  1.03533  
15      4.68205 -49.35597 -47.76145   3.90885  -4.94557  -9.76386     (-4.682,-0.773) (-44.674,-43.079) (-0.264,-5.082)      1.04549  2.02815  1.56692  1.09971  
16      4.62540 -49.27622 -47.72791   3.79555  -4.88892  -9.70721     (-4.625,-0.830) (-44.651,-43.103) (-0.264,-5.082)      1.11159  2.14568  1.66181  1.16716  
17      4.56875 -49.19646 -47.69437   3.68225  -4.83227  -9.65056     (-4.569,-0.886) (-44.628,-43.126) (-0.264,-5.082)      1.18033  2.26989  1.76033  1.23714  
